"ToeTip.X"	"ToeTip.Y"	"KneeElbow.X"	"KneeElbow.Y"	"HipShoulder.X"	"HipShoulder.Y"	"AnkleWrist.X"	"AnkleWrist.Y"	"MetaPhalJoint.X"	"MetaPhalJoint.Y"	"Costal1.X"	"Costal1.Y"	"Costal2.X"	"Costal2.Y"
204.277742614069	251.464612614069	121.809464624785	266.925606450647	90.0783433029448	227.349540225968	155.909521840179	258.868245524899	173.430804036341	256.324947385997	88.941199359714	197.674815663033	69.1899386885093	200.302337285121
205.321804430491	252.508674430491	122.639482913111	267.192927502858	91.8600280048683	227.452459293005	156.462025974653	260.268956579327	174.257225330309	257.604898133926	90.8291436979798	197.903043857422	71.1456347818822	200.66176175712
205.953734244551	253.140604244551	123.646402669801	267.766780861574	93.6654314559579	227.835940408216	157.082032163955	261.469961319983	174.784910728953	258.512616199976	92.5631599258519	198.313347160764	72.8539375145508	201.205626143637
206.266312587145	253.453182587145	124.76202753077	268.617871814728	95.4759351461553	228.453562516419	157.725015385033	262.514065864814	175.085613396301	259.128469813741	94.1857494119315	198.899153097634	74.3926396406636	201.919816741695
206.359203398166	253.546073398166	125.922735180815	269.742739573281	97.256190673761	229.254422244227	158.331277355765	263.454867400021	175.238765413271	259.537489086891	95.7432727588155	199.662520576533	75.8460821783578	202.792561905817
206.334947885329	253.521817885329	127.066815259068	271.148721938763	98.9638565354146	230.185742607388	158.834777365426	264.350473782816	175.327008651239	259.82665279974	97.2837037305157	200.609116428027	77.3013433228397	203.813068971531
206.270400737593	253.457270737593	128.115488624865	272.746753382799	100.619021438655	231.211473094032	159.226096095962	265.218724309137	175.404329900517	260.065543189493	98.8406147549537	201.712398121722	78.8210653966527	204.961805520004
206.213386492936	253.400256492936	128.970918169524	274.339206341304	102.31209412588	232.314349661734	159.559612769784	266.032040213079	175.492367114606	260.304056573355	100.431338040279	202.909450533686	80.4402895967152	206.209301117487
206.192777992109	253.379647992109	129.585638785123	275.76291959697	104.115471474338	233.457704965639	159.879170805221	266.75810730424	175.601439015096	260.572527150495	102.072254789884	204.121572975911	82.1802449790939	207.503237046813
206.196573017982	253.383443017982	130.032883536118	276.949286558064	106.050434477024	234.556944644689	160.19587411288	267.35917988247	175.719331692741	260.857809547757	103.779547396994	205.237546080215	84.0331779247828	208.738875321128
206.208484942175	253.395354942175	130.406034948949	277.86369250253	108.120628059735	235.527798055652	160.514378120523	267.806594858911	175.83485666043	261.140658565813	105.562328528929	206.157963011281	85.9902029922792	209.820346132035
206.220522183546	253.407392183546	130.813429556635	278.579023796146	110.275474610355	236.323852827435	160.830110824462	268.123570186195	175.959218347746	261.402537948843	107.392667003505	206.870094118086	88.0583441785047	210.737979217776
206.227747386574	253.414617386574	131.362325315972	279.19949484269	112.451221070717	236.916674919832	161.13515207299	268.349272756549	176.109184913402	261.626147394353	109.235206666252	207.392421479017	90.2469623518365	211.511541593025
206.229593563036	253.416463563036	132.082239638079	279.778636109978	114.643826122474	237.350294789398	161.417362194104	268.509197853434	176.27845765729	261.807236935661	111.115881210204	207.779957205533	92.52801771608	212.176292358098
206.228537244285	253.415407244285	132.947993812009	280.333948958274	116.890777212827	237.718623995974	161.66167595656	268.619194389945	176.444641882219	261.950595224271	113.102982831157	208.112665539923	94.8478623273092	212.778212901175
206.226547695129	253.413417695129	133.917306499979	280.854421006341	119.218893345757	238.078100572787	161.854139186971	268.691087160288	176.586876640738	262.056922010879	115.24092195814	208.442632348788	97.1790800740495	213.3586189582
206.224778980241	253.41164898024	134.925043975779	281.289318488499	121.638503366945	238.430086899207	161.982477767019	268.731228009616	176.686972289075	262.120806849299	117.538687468706	208.781322877989	99.5325312174588	213.951822684163
206.223992035731	253.410862035731	135.918431059127	281.604313614654	124.142453420287	238.765205105184	162.042747252293	268.746558286458	176.735081153088	262.144110946768	119.978148096888	209.125309509222	101.919917954199	214.566772278535
206.223939389564	253.410809389564	136.887771302547	281.824468234768	126.674106844771	239.054226808608	162.056029060423	268.747102853353	176.746186300039	262.152320905439	122.466721773084	209.435248757817	104.346528472216	215.136654956677
206.224205498692	253.411075498692	137.827052824829	281.982655779957	129.172744572184	239.267628383079	162.046869098796	268.742721912582	176.739064726915	262.174206785094	124.906721964521	209.666811405931	106.811683097323	215.587282755984
206.2245394407	253.4114094407	138.698854875236	282.087500753144	131.614771069868	239.400140857332	162.030800337677	268.738039856185	176.726036637378	262.230119649087	127.263555287082	209.788507814425	109.281585016868	215.893461804938
