Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-1.010214e-01	1.336434e-01	-1.414689e-01	3.480664e-03	2.946025e-03	9.769128e-04	-2.213719e-03	-1.578466e-01	-7.282314e-02	-1.289820e-03	-5.333624e-04	1.343560e-02	-1.009586e-02	-5.882339e-03	1.174334e+02	1.360441e+02	
1.000000e+00	-1.070548e-01	1.330925e-01	-1.433649e-01	3.463514e-03	2.963389e-03	9.541057e-04	-2.236783e-03	-1.637442e-01	-7.212526e-02	-1.293990e-03	-5.418274e-04	1.328890e-02	-1.003054e-02	-5.802713e-03	1.186901e+02	1.372471e+02	
2.000000e+00	-1.053659e-01	1.288899e-01	-1.527333e-01	3.309492e-03	3.122679e-03	9.774323e-04	-2.360227e-03	-1.692696e-01	-7.600819e-02	-1.245509e-03	-5.458920e-04	1.382176e-02	-1.044696e-02	-5.512935e-03	1.177993e+02	1.385237e+02	
3.000000e+00	-9.669951e-02	1.217177e-01	-1.669436e-01	3.048392e-03	3.369957e-03	1.020960e-03	-2.544541e-03	-1.742724e-01	-8.276532e-02	-1.155880e-03	-5.450477e-04	1.477310e-02	-1.115467e-02	-5.067107e-03	1.150816e+02	1.398155e+02	
4.000000e+00	-8.232389e-02	1.126414e-01	-1.826689e-01	2.724464e-03	3.645049e-03	1.057911e-03	-2.745135e-03	-1.788023e-01	-9.041512e-02	-1.043268e-03	-5.397277e-04	1.585805e-02	-1.194291e-02	-4.538810e-03	1.109870e+02	1.410680e+02	
5.000000e+00	-6.424887e-02	1.025597e-01	-1.973171e-01	2.378987e-03	3.910647e-03	1.063680e-03	-2.936103e-03	-1.830476e-01	-9.775236e-02	-9.236673e-04	-5.304911e-04	1.689451e-02	-1.268435e-02	-3.990363e-03	1.061149e+02	1.422594e+02	
6.000000e+00	-4.501722e-02	9.215194e-02	-2.095435e-01	2.045144e-03	4.150625e-03	1.023128e-03	-3.108224e-03	-1.872369e-01	-1.042945e-01	-8.088142e-04	-5.185725e-04	1.779124e-02	-1.332309e-02	-3.466902e-03	1.011257e+02	1.433765e+02	
7.000000e+00	-2.707579e-02	8.198170e-02	-2.191310e-01	1.745965e-03	4.357796e-03	9.357309e-04	-3.258686e-03	-1.915278e-01	-1.098572e-01	-7.064164e-04	-5.060556e-04	1.850240e-02	-1.383578e-02	-2.999313e-03	9.660128e+01	1.444090e+02	
8.000000e+00	-1.198485e-02	7.278097e-02	-2.264698e-01	1.496988e-03	4.523361e-03	8.183605e-04	-3.383269e-03	-1.959278e-01	-1.142126e-01	-6.221979e-04	-4.963762e-04	1.899143e-02	-1.420473e-02	-2.612311e-03	9.288430e+01	1.453467e+02	
9.000000e+00	-9.041397e-04	6.528712e-02	-2.321641e-01	1.308148e-03	4.642279e-03	6.901924e-04	-3.481222e-03	-2.003324e-01	-1.173367e-01	-5.598226e-04	-4.939689e-04	1.924892e-02	-1.443467e-02	-2.321270e-03	9.021483e+01	1.461673e+02	
