Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-6.680148e-03	-2.537372e-03	-2.626061e-02	-7.658629e-05	6.382412e-04	-5.864354e-05	-4.261005e-04	-1.882603e-02	-1.948909e-02	3.322612e-05	-2.310056e-05	2.345140e-02	-1.565655e-02	1.220854e-03	1.042087e+02	1.337680e+02	
1.000000e+00	-5.914154e-03	-3.664929e-03	-3.195116e-02	-1.035121e-04	7.741740e-04	-7.947717e-05	-5.159919e-04	-2.260467e-02	-2.334272e-02	4.224348e-05	-2.531683e-05	2.367509e-02	-1.577960e-02	1.291852e-03	1.004200e+02	1.337312e+02	
2.000000e+00	-4.422364e-03	-5.022729e-03	-3.834251e-02	-1.340884e-04	9.312907e-04	-1.048451e-04	-6.210377e-04	-2.664215e-02	-2.792670e-02	5.191319e-05	-2.732211e-05	2.392702e-02	-1.595590e-02	1.333770e-03	9.652412e+01	1.331962e+02	
3.000000e+00	-2.189067e-03	-6.657307e-03	-4.545444e-02	-1.691338e-04	1.110317e-03	-1.352908e-04	-7.416845e-04	-3.104812e-02	-3.327029e-02	6.253362e-05	-2.881847e-05	2.414179e-02	-1.612656e-02	1.359678e-03	9.272818e+01	1.324607e+02	
4.000000e+00	7.466298e-04	-8.573468e-03	-5.332829e-02	-2.084513e-04	1.311497e-03	-1.710714e-04	-8.776754e-04	-3.600854e-02	-3.934272e-02	7.414693e-05	-2.949331e-05	2.427879e-02	-1.624776e-02	1.372628e-03	8.920808e+01	1.318052e+02	
5.000000e+00	4.293452e-03	-1.081943e-02	-6.192285e-02	-2.528936e-04	1.531837e-03	-2.128140e-04	-1.025996e-03	-4.173864e-02	-4.594299e-02	8.729761e-05	-2.846209e-05	2.431201e-02	-1.628374e-02	1.385513e-03	8.609275e+01	1.314863e+02	
6.000000e+00	8.341020e-03	-1.347828e-02	-7.114074e-02	-3.039515e-04	1.766220e-03	-2.616320e-04	-1.181770e-03	-4.846847e-02	-5.273884e-02	1.028834e-04	-2.428522e-05	2.423293e-02	-1.621415e-02	1.411584e-03	8.342867e+01	1.316822e+02	
7.000000e+00	1.278535e-02	-1.663225e-02	-8.085850e-02	-3.627540e-04	2.008643e-03	-3.188428e-04	-1.339356e-03	-5.642079e-02	-5.931489e-02	1.217815e-04	-1.516855e-05	2.404536e-02	-1.603335e-02	1.457840e-03	8.119615e+01	1.324861e+02	
8.000000e+00	1.745425e-02	-2.032040e-02	-9.092748e-02	-4.294749e-04	2.252403e-03	-3.849304e-04	-1.493478e-03	-6.566788e-02	-6.527011e-02	1.446048e-04	5.186095e-07	2.376173e-02	-1.575544e-02	1.525509e-03	7.938940e+01	1.338493e+02	
9.000000e+00	2.215052e-02	-2.448109e-02	-1.012434e-01	-5.021670e-04	2.491983e-03	-4.589207e-04	-1.640612e-03	-7.613697e-02	-7.031388e-02	1.711601e-04	2.350614e-05	2.340101e-02	-1.540620e-02	1.607283e-03	7.799457e+01	1.356404e+02	
1.000000e+01	2.668890e-02	-2.905261e-02	-1.116875e-01	-5.790858e-04	2.721856e-03	-5.395648e-04	-1.777879e-03	-8.760695e-02	-7.423887e-02	2.012473e-04	5.400246e-05	2.297891e-02	-1.500951e-02	1.699004e-03	7.697848e+01	1.376983e+02	
1.100000e+01	3.040989e-02	-3.529444e-02	-1.218808e-01	-6.867378e-04	2.926810e-03	-6.445256e-04	-1.890086e-03	-9.975079e-02	-7.635103e-02	2.453562e-04	9.847994e-05	2.243086e-02	-1.448548e-02	1.880392e-03	7.652278e+01	1.398611e+02	
1.200000e+01	3.407497e-02	-4.022485e-02	-1.323206e-01	-7.616781e-04	3.126506e-03	-7.330172e-04	-1.998988e-03	-1.123999e-01	-7.769243e-02	2.787654e-04	1.398699e-04	2.195032e-02	-1.403434e-02	1.957133e-03	7.615888e+01	1.421041e+02	
1.300000e+01	3.706918e-02	-4.494924e-02	-1.427222e-01	-8.294550e-04	3.310012e-03	-8.201127e-04	-2.091393e-03	-1.252724e-01	-7.778537e-02	3.106417e-04	1.819750e-04	2.147179e-02	-1.356670e-02	2.015108e-03	7.608605e+01	1.443540e+02	
1.400000e+01	3.940130e-02	-4.916671e-02	-1.530352e-01	-8.843317e-04	3.476154e-03	-9.029444e-04	-2.166074e-03	-1.381916e-01	-7.665064e-02	3.378948e-04	2.212498e-04	2.100420e-02	-1.308822e-02	2.041685e-03	7.622695e+01	1.466163e+02	
