FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
0.000000e+00	-2.651528e+00	4.502646e-02	0.000000e+00	0.000000e+00	-5.161126e-03	2.052915e-05	
0.000000e+00	-2.652708e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.163422e-03	0.000000e+00	
0.000000e+00	-2.636466e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.131807e-03	0.000000e+00	
0.000000e+00	-2.618598e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.097028e-03	0.000000e+00	
0.000000e+00	-2.604847e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.070261e-03	0.000000e+00	
0.000000e+00	-2.590865e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.043046e-03	0.000000e+00	
0.000000e+00	-2.573003e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.008278e-03	0.000000e+00	
0.000000e+00	-2.550086e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.963671e-03	0.000000e+00	
0.000000e+00	-2.525548e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.915909e-03	0.000000e+00	
0.000000e+00	-2.502665e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.871367e-03	0.000000e+00	
0.000000e+00	-2.482490e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.832098e-03	0.000000e+00	
0.000000e+00	-2.463246e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.794640e-03	0.000000e+00	
0.000000e+00	-2.440830e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.751007e-03	0.000000e+00	
0.000000e+00	-2.410994e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.692933e-03	0.000000e+00	
0.000000e+00	-2.375487e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.623818e-03	0.000000e+00	
0.000000e+00	-2.338621e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.552060e-03	0.000000e+00	
0.000000e+00	-2.304664e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.485963e-03	0.000000e+00	
0.000000e+00	-2.273082e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.424490e-03	0.000000e+00	
0.000000e+00	-2.243391e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.366698e-03	0.000000e+00	
0.000000e+00	-2.216845e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.315027e-03	0.000000e+00	
0.000000e+00	-2.195369e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.273225e-03	0.000000e+00	
0.000000e+00	-2.179892e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.243099e-03	0.000000e+00	
0.000000e+00	-2.169153e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.222196e-03	0.000000e+00	
0.000000e+00	-2.161374e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.207054e-03	0.000000e+00	
0.000000e+00	-2.155120e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.194880e-03	0.000000e+00	
0.000000e+00	-2.149086e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.183136e-03	0.000000e+00	
0.000000e+00	-2.139498e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.164474e-03	0.000000e+00	
0.000000e+00	-2.120735e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.127951e-03	0.000000e+00	
0.000000e+00	-2.088530e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.065265e-03	0.000000e+00	
0.000000e+00	-2.043372e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.977367e-03	0.000000e+00	
0.000000e+00	-1.987721e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.869044e-03	0.000000e+00	
0.000000e+00	-1.924034e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.745079e-03	0.000000e+00	
0.000000e+00	-1.851403e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.603704e-03	0.000000e+00	
0.000000e+00	-1.767985e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.441333e-03	0.000000e+00	
0.000000e+00	-1.673125e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.256691e-03	0.000000e+00	
0.000000e+00	-1.573092e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.061980e-03	0.000000e+00	
0.000000e+00	-1.478286e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.877442e-03	0.000000e+00	
