StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
2.575143e+06	9.915170e+06	-7.710621e+06	3.705939e+05	-1.608804e+06	7.464365e+05	-2.349749e+06	-5.491006e+03	
3.547821e+06	1.169887e+07	-8.495132e+06	3.440878e+05	-1.549752e+06	6.790432e+05	-2.223697e+06	-5.098272e+03	
4.227750e+06	1.318091e+07	-9.266086e+06	3.129235e+05	-1.475227e+06	6.057349e+05	-2.076325e+06	-4.636517e+03	
4.656156e+06	1.432823e+07	-9.950885e+06	2.788061e+05	-1.390346e+06	5.328812e+05	-1.919096e+06	-4.131007e+03	
4.923905e+06	1.519285e+07	-1.051262e+07	2.436687e+05	-1.299490e+06	4.646369e+05	-1.760517e+06	-3.610384e+03	
5.125328e+06	1.585887e+07	-1.094293e+07	2.093882e+05	-1.205107e+06	4.029096e+05	-1.604914e+06	-3.102457e+03	
5.328789e+06	1.640178e+07	-1.125065e+07	1.776585e+05	-1.108414e+06	3.483069e+05	-1.454088e+06	-2.632325e+03	
5.567370e+06	1.687120e+07	-1.145372e+07	1.498870e+05	-1.010854e+06	3.009451e+05	-1.309578e+06	-2.220843e+03	
5.840642e+06	1.728761e+07	-1.157402e+07	1.270582e+05	-9.155389e+05	2.609431e+05	-1.174599e+06	-1.882593e+03	
6.143407e+06	1.766840e+07	-1.163476e+07	1.097699e+05	-8.259864e+05	2.280209e+05	-1.052381e+06	-1.626436e+03	
6.465930e+06	1.802941e+07	-1.166116e+07	9.768081e+04	-7.445004e+05	2.010662e+05	-9.441192e+05	-1.447315e+03	
6.786161e+06	1.838018e+07	-1.168243e+07	8.841137e+04	-6.709960e+05	1.779936e+05	-8.476796e+05	-1.309971e+03	
7.081368e+06	1.872178e+07	-1.171960e+07	7.918664e+04	-6.056872e+05	1.576664e+05	-7.621803e+05	-1.173291e+03	
7.347735e+06	1.906169e+07	-1.178240e+07	6.844067e+04	-5.471429e+05	1.395666e+05	-6.856954e+05	-1.014070e+03	
