StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-1.070401e+04	2.457804e+05	1.792913e+04	2.464335e+05	4.172211e+00	2.357295e+05	-2.571375e+05	-2.220287e+05	
-1.605593e+04	1.932612e+05	-1.884774e+05	2.699511e+05	-4.428204e+01	2.538952e+05	-2.860070e+05	-1.593896e+05	
-5.831083e+04	1.498938e+05	4.192496e+04	1.556466e+05	1.562619e+01	9.733578e+04	-2.139574e+05	-1.045170e+05	
-1.068959e+05	1.169684e+05	3.120819e+05	3.332817e+05	6.945401e+01	2.263858e+05	-4.401776e+05	-5.772576e+04	
-1.606251e+05	9.376796e+04	6.174598e+05	6.245391e+05	8.136502e+01	4.639140e+05	-7.851642e+05	-1.869120e+04	
-2.186528e+05	7.872064e+04	9.575534e+05	9.607838e+05	8.530030e+01	7.421310e+05	-1.179437e+06	1.309079e+04	
-2.803662e+05	7.091696e+04	1.333554e+06	1.335439e+06	8.695597e+01	1.055072e+06	-1.615805e+06	3.697339e+04	
-3.453879e+05	6.967142e+04	1.746365e+06	1.747755e+06	8.771542e+01	1.402367e+06	-2.093143e+06	5.175813e+04	
-4.133443e+05	7.482926e+04	2.193547e+06	2.194823e+06	8.804624e+01	1.781478e+06	-2.608167e+06	5.536949e+04	
-4.836576e+05	8.714886e+04	2.668948e+06	2.670370e+06	8.812982e+01	2.186712e+06	-3.154028e+06	4.447760e+04	
-5.556912e+05	1.062352e+05	3.166011e+06	3.167793e+06	8.807820e+01	2.612102e+06	-3.723484e+06	1.771391e+04	
-6.287393e+05	1.302103e+05	3.678263e+06	3.680567e+06	8.797261e+01	3.051828e+06	-4.309306e+06	-2.333374e+04	
-7.016493e+05	1.560414e+05	4.193421e+06	4.196323e+06	8.786898e+01	3.494674e+06	-4.897973e+06	-7.380822e+04	
-7.729501e+05	1.791166e+05	4.693840e+06	4.697257e+06	8.781469e+01	3.924307e+06	-5.470207e+06	-1.253120e+05	
-8.409290e+05	1.946283e+05	5.159363e+06	5.163033e+06	8.783967e+01	4.322104e+06	-6.003962e+06	-1.686291e+05	
-9.037953e+05	2.006475e+05	5.570830e+06	5.574442e+06	8.793727e+01	4.670647e+06	-6.478237e+06	-2.002930e+05	
-9.602602e+05	2.005180e+05	5.916390e+06	5.919787e+06	8.805891e+01	4.959527e+06	-6.880047e+06	-2.291554e+05	
-1.009291e+06	1.999822e+05	6.187547e+06	6.190778e+06	8.814887e+01	5.181486e+06	-7.200069e+06	-2.700318e+05	
-1.050024e+06	2.059561e+05	6.378461e+06	6.381785e+06	8.815063e+01	5.331761e+06	-7.431809e+06	-3.408249e+05	
-1.082096e+06	2.193869e+05	6.491540e+06	6.495246e+06	8.806441e+01	5.413150e+06	-7.577342e+06	-4.460570e+05	
-1.105434e+06	2.376976e+05	6.534657e+06	6.538978e+06	8.791682e+01	5.433544e+06	-7.644412e+06	-5.806674e+05	
-1.120157e+06	2.575506e+05	6.518490e+06	6.523576e+06	8.773741e+01	5.403419e+06	-7.643732e+06	-7.357159e+05	
-1.126663e+06	2.750033e+05	6.453954e+06	6.459810e+06	8.756013e+01	5.333148e+06	-7.586473e+06	-8.994301e+05	
-1.125250e+06	2.878625e+05	6.345835e+06	6.352361e+06	8.740274e+01	5.227110e+06	-7.477611e+06	-1.062702e+06	
-1.116303e+06	2.946390e+05	6.198414e+06	6.205413e+06	8.727855e+01	5.089110e+06	-7.321715e+06	-1.217315e+06	
-1.100377e+06	2.942303e+05	6.016362e+06	6.023553e+06	8.720021e+01	4.923176e+06	-7.123929e+06	-1.357139e+06	
-1.077381e+06	2.905283e+05	5.795148e+06	5.802426e+06	8.713002e+01	4.725045e+06	-6.879807e+06	-1.491442e+06	
-1.046848e+06	2.900924e+05	5.523012e+06	5.530625e+06	8.699337e+01	4.483777e+06	-6.577473e+06	-1.636576e+06	
-1.008338e+06	2.998242e+05	5.185149e+06	5.193811e+06	8.669067e+01	4.185472e+06	-6.202149e+06	-1.808341e+06	
-9.625666e+05	3.215967e+05	4.784036e+06	4.794833e+06	8.615423e+01	3.832267e+06	-5.757400e+06	-2.001077e+06	
-9.121441e+05	3.483053e+05	4.353007e+06	4.366919e+06	8.542526e+01	3.454775e+06	-5.279063e+06	-2.181136e+06	
-8.602611e+05	3.703815e+05	3.934105e+06	3.951501e+06	8.462170e+01	3.091240e+06	-4.811762e+06	-2.315815e+06	
-8.096014e+05	3.805280e+05	3.560420e+06	3.580697e+06	8.389957e+01	2.771096e+06	-4.390299e+06	-2.386291e+06	
-7.607711e+05	3.798369e+05	3.227713e+06	3.249986e+06	8.328834e+01	2.489215e+06	-4.010757e+06	-2.400267e+06	
-7.137523e+05	3.717137e+05	2.920379e+06	2.943940e+06	8.274627e+01	2.230188e+06	-3.657693e+06	-2.371815e+06	
-6.684557e+05	3.598344e+05	2.622223e+06	2.646797e+06	8.218642e+01	1.978342e+06	-3.315253e+06	-2.314547e+06	
