Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-1.343108e-01	2.656070e-03	-2.506964e-01	-6.762063e-05	6.808746e-03	-2.608633e-04	-4.511818e-03	-2.255461e-01	-1.732542e-01	1.260393e-04	-1.999439e-04	2.393900e-02	-1.586319e-02	4.431441e-04	1.181789e+02	1.424670e+02	
1.000000e+00	-1.328161e-01	-1.675005e-02	-2.553627e-01	-6.700476e-04	6.717829e-03	-4.410704e-04	-4.334548e-03	-2.354496e-01	-1.655709e-01	3.106529e-04	-1.551129e-04	2.329957e-02	-1.503359e-02	1.077443e-03	1.174290e+02	1.447474e+02	
2.000000e+00	-1.301334e-01	-2.977863e-02	-2.592462e-01	-1.057901e-03	6.627584e-03	-5.909038e-04	-4.163564e-03	-2.439771e-01	-1.569028e-01	4.321889e-04	-1.141838e-04	2.272841e-02	-1.427838e-02	1.482134e-03	1.165050e+02	1.467919e+02	
3.000000e+00	-1.260979e-01	-3.838508e-02	-2.627075e-01	-1.301269e-03	6.555105e-03	-7.155939e-04	-4.015075e-03	-2.506625e-01	-1.486077e-01	5.086702e-04	-7.931520e-05	2.230230e-02	-1.366041e-02	1.730638e-03	1.154054e+02	1.485202e+02	
4.000000e+00	-1.206596e-01	-4.390333e-02	-2.656619e-01	-1.446164e-03	6.499866e-03	-8.190397e-04	-3.891661e-03	-2.552389e-01	-1.413792e-01	5.526883e-04	-5.250425e-05	2.202870e-02	-1.318923e-02	1.873117e-03	1.141375e+02	1.498862e+02	
5.000000e+00	-1.139584e-01	-4.714263e-02	-2.680056e-01	-1.520374e-03	6.458071e-03	-9.040001e-04	-3.792855e-03	-2.577118e-01	-1.356396e-01	5.726319e-04	-3.580068e-05	2.189039e-02	-1.285633e-02	1.941003e-03	1.127230e+02	1.508733e+02	
6.000000e+00	-1.063592e-01	-4.858279e-02	-2.696816e-01	-1.540980e-03	6.425604e-03	-9.721796e-04	-3.717645e-03	-2.582839e-01	-1.316431e-01	5.745630e-04	-3.105680e-05	2.186025e-02	-1.264763e-02	1.954694e-03	1.112133e+02	1.514855e+02	
7.000000e+00	-9.835127e-02	-4.853422e-02	-2.706681e-01	-1.519543e-03	6.397108e-03	-1.025033e-03	-3.663286e-03	-2.572740e-01	-1.293997e-01	5.632901e-04	-3.929763e-05	2.190459e-02	-1.254361e-02	1.928784e-03	1.096802e+02	1.517563e+02	
8.000000e+00	-9.048617e-02	-4.718290e-02	-2.710393e-01	-1.463810e-03	6.367938e-03	-1.064167e-03	-3.626465e-03	-2.550847e-01	-1.287705e-01	5.426735e-04	-6.111541e-05	2.198767e-02	-1.252172e-02	1.873782e-03	1.082062e+02	1.517360e+02	
9.000000e+00	-8.310057e-02	-4.475653e-02	-2.709858e-01	-1.381358e-03	6.333704e-03	-1.093298e-03	-3.601572e-03	-2.522000e-01	-1.293606e-01	5.158694e-04	-9.548324e-05	2.207225e-02	-1.255108e-02	1.797747e-03	1.068338e+02	1.515087e+02	
