FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
0.000000e+00	-2.568179e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.951069e-04	0.000000e+00	
0.000000e+00	-3.115151e-01	0.000000e+00	0.000000e+00	0.000000e+00	-6.005549e-04	0.000000e+00	
0.000000e+00	-3.747363e-01	0.000000e+00	0.000000e+00	0.000000e+00	-7.224360e-04	0.000000e+00	
0.000000e+00	-4.467736e-01	0.000000e+00	0.000000e+00	0.000000e+00	-8.613134e-04	0.000000e+00	
0.000000e+00	-5.277253e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.017376e-03	0.000000e+00	
0.000000e+00	-6.163863e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.188301e-03	0.000000e+00	
0.000000e+00	-7.106984e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.370121e-03	0.000000e+00	
0.000000e+00	-8.082456e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.558178e-03	0.000000e+00	
0.000000e+00	-9.063306e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.747271e-03	0.000000e+00	
0.000000e+00	-1.002734e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.933122e-03	0.000000e+00	
0.000000e+00	-1.095231e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.111443e-03	0.000000e+00	
0.000000e+00	-1.177701e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.270433e-03	0.000000e+00	
0.000000e+00	-1.258055e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.425344e-03	0.000000e+00	
0.000000e+00	-1.331895e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.567697e-03	0.000000e+00	
0.000000e+00	-1.398748e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.696579e-03	0.000000e+00	
0.000000e+00	-1.458558e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.811883e-03	0.000000e+00	
0.000000e+00	-1.508024e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.907247e-03	0.000000e+00	
0.000000e+00	-1.547946e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.984210e-03	0.000000e+00	
0.000000e+00	-1.578976e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.044032e-03	0.000000e+00	
0.000000e+00	-1.602292e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.088982e-03	0.000000e+00	
0.000000e+00	-1.618778e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.120765e-03	0.000000e+00	
0.000000e+00	-1.627599e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.137770e-03	0.000000e+00	
0.000000e+00	-1.628392e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.139298e-03	0.000000e+00	
0.000000e+00	-1.621344e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.125710e-03	0.000000e+00	
0.000000e+00	-1.607650e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.099310e-03	0.000000e+00	
0.000000e+00	-1.588709e+00	0.000000e+00	2.258865e-02	0.000000e+00	-3.062796e-03	0.000000e+00	
0.000000e+00	-1.564869e+00	1.092666e-02	6.241168e-02	0.000000e+00	-3.016836e-03	4.027907e-06	
0.000000e+00	-1.535397e+00	3.806180e-02	1.031648e-01	0.000000e+00	-2.960018e-03	1.403076e-05	
0.000000e+00	-1.499595e+00	6.401366e-02	1.421441e-01	0.000000e+00	-2.890997e-03	2.359743e-05	
0.000000e+00	-1.457420e+00	8.737393e-02	1.767587e-01	0.000000e+00	-2.809689e-03	3.220875e-05	
0.000000e+00	-1.410735e+00	1.074904e-01	2.058181e-01	0.000000e+00	-2.719688e-03	3.962432e-05	
0.000000e+00	-1.361220e+00	1.238885e-01	2.286225e-01	0.000000e+00	-2.624230e-03	4.566916e-05	
0.000000e+00	-1.310018e+00	1.362648e-01	2.448277e-01	0.000000e+00	-2.525520e-03	5.023143e-05	
0.000000e+00	-1.257597e+00	1.445217e-01	2.539463e-01	0.000000e+00	-2.424461e-03	5.327519e-05	
0.000000e+00	-1.203759e+00	1.486633e-01	2.552648e-01	0.000000e+00	-2.320668e-03	5.480192e-05	
0.000000e+00	-1.148651e+00	1.498660e-01	2.503768e-01	0.000000e+00	-2.214428e-03	5.524526e-05	
0.000000e+00	-1.091037e+00	1.468464e-01	2.359181e-01	0.000000e+00	-2.103358e-03	5.413217e-05	
