StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-3.104212e+06	-2.848060e+06	1.700931e+07	1.724610e+07	-8.049453e+01	1.414189e+07	-2.035032e+07	3.426797e+06	
-3.041108e+06	-2.829274e+06	1.596925e+07	1.621794e+07	-7.995318e+01	1.317683e+07	-1.925905e+07	3.250507e+06	
-3.012221e+06	-2.775012e+06	1.524744e+07	1.549791e+07	-7.968518e+01	1.248569e+07	-1.851013e+07	2.908197e+06	
-2.998453e+06	-2.721969e+06	1.466725e+07	1.491768e+07	-7.948660e+01	1.191923e+07	-1.791613e+07	2.479339e+06	
-2.987610e+06	-2.697928e+06	1.411669e+07	1.437219e+07	-7.918035e+01	1.138458e+07	-1.735980e+07	2.035514e+06	
-2.973548e+06	-2.719019e+06	1.354425e+07	1.381448e+07	-7.864874e+01	1.084093e+07	-1.678802e+07	1.643503e+06	
-2.953717e+06	-2.787165e+06	1.293722e+07	1.323404e+07	-7.784218e+01	1.028033e+07	-1.618776e+07	1.361552e+06	
-2.928006e+06	-2.890011e+06	1.230878e+07	1.264351e+07	-7.678674e+01	9.715502e+06	-1.557151e+07	1.218597e+06	
-2.896331e+06	-3.008577e+06	1.166719e+07	1.204885e+07	-7.554037e+01	9.152523e+06	-1.494518e+07	1.219017e+06	
-2.863680e+06	-3.113125e+06	1.106972e+07	1.149914e+07	-7.429251e+01	8.635461e+06	-1.436282e+07	1.287544e+06	
-2.838376e+06	-3.174162e+06	1.060229e+07	1.106724e+07	-7.333314e+01	8.228866e+06	-1.390562e+07	1.304679e+06	
-2.827275e+06	-3.169713e+06	1.032643e+07	1.080196e+07	-7.293608e+01	7.974682e+06	-1.362923e+07	1.162585e+06	
-2.833455e+06	-3.083692e+06	1.025726e+07	1.071076e+07	-7.326740e+01	7.877310e+06	-1.354422e+07	7.803032e+05	
-2.850324e+06	-2.925463e+06	1.030932e+07	1.071636e+07	-7.415774e+01	7.866041e+06	-1.356669e+07	2.024570e+05	
-2.869060e+06	-2.719926e+06	1.038292e+07	1.073327e+07	-7.532059e+01	7.864211e+06	-1.360233e+07	-4.696424e+05	
-2.883386e+06	-2.499893e+06	1.041421e+07	1.071005e+07	-7.650178e+01	7.826665e+06	-1.359344e+07	-1.124256e+06	
-2.891330e+06	-2.294626e+06	1.038807e+07	1.063848e+07	-7.754395e+01	7.747147e+06	-1.352981e+07	-1.680639e+06	
-2.894010e+06	-2.112396e+06	1.031563e+07	1.052969e+07	-7.842720e+01	7.635680e+06	-1.342370e+07	-2.137180e+06	
-2.891902e+06	-1.953119e+06	1.019937e+07	1.038469e+07	-7.915946e+01	7.492786e+06	-1.327659e+07	-2.511957e+06	
-2.884350e+06	-1.813842e+06	1.003001e+07	1.019270e+07	-7.974936e+01	7.308347e+06	-1.307705e+07	-2.825689e+06	
-2.870783e+06	-1.692904e+06	9.800786e+06	9.945920e+06	-8.019995e+01	7.075138e+06	-1.281670e+07	-3.095139e+06	
-2.850945e+06	-1.590684e+06	9.511625e+06	9.643717e+06	-8.050598e+01	6.792772e+06	-1.249466e+07	-3.331588e+06	
-2.824671e+06	-1.508055e+06	9.164121e+06	9.287375e+06	-8.065515e+01	6.462704e+06	-1.211205e+07	-3.544131e+06	
-2.791940e+06	-1.446770e+06	8.759982e+06	8.878650e+06	-8.062190e+01	6.086710e+06	-1.167059e+07	-3.740007e+06	
-2.749368e+06	-1.404625e+06	8.264475e+06	8.382990e+06	-8.035425e+01	5.633622e+06	-1.113236e+07	-3.933611e+06	
-2.691680e+06	-1.377670e+06	7.622038e+06	7.745543e+06	-7.975453e+01	5.053863e+06	-1.043722e+07	-4.142437e+06	
-2.613868e+06	-1.363792e+06	6.778139e+06	6.913979e+06	-7.862376e+01	4.300111e+06	-9.527847e+06	-4.380123e+06	
-2.513926e+06	-1.366820e+06	5.711082e+06	5.872364e+06	-7.654073e+01	3.358437e+06	-8.386290e+06	-4.637635e+06	
-2.399146e+06	-1.402725e+06	4.504199e+06	4.717568e+06	-7.270207e+01	2.318423e+06	-7.116714e+06	-4.852430e+06	
-2.279154e+06	-1.485082e+06	3.268674e+06	3.590222e+06	-6.556594e+01	1.311069e+06	-5.869376e+06	-4.965890e+06	
-2.163057e+06	-1.620488e+06	2.110376e+06	2.660765e+06	-5.248055e+01	4.977075e+05	-4.823822e+06	-4.939998e+06	
-2.056184e+06	-1.806003e+06	1.093298e+06	2.111149e+06	-3.118941e+01	5.496472e+04	-4.167332e+06	-4.773387e+06	
-1.960213e+06	-2.033312e+06	2.389387e+05	2.047303e+06	-6.702212e+00	8.709022e+04	-4.007515e+06	-4.493461e+06	
-1.876603e+06	-2.294489e+06	-4.360581e+05	2.335557e+06	1.076051e+01	4.589543e+05	-4.212159e+06	-4.124890e+06	
-1.806037e+06	-2.581429e+06	-9.244248e+05	2.741959e+06	1.970275e+01	9.359216e+05	-4.547996e+06	-3.689410e+06	
-1.744434e+06	-2.882508e+06	-1.274654e+06	3.151761e+06	2.385518e+01	1.407327e+06	-4.896195e+06	-3.211640e+06	
-1.685275e+06	-3.185255e+06	-1.567027e+06	3.549849e+06	2.619548e+01	1.864574e+06	-5.235124e+06	-2.717721e+06	
-1.622635e+06	-3.479013e+06	-1.877810e+06	3.953441e+06	2.835813e+01	2.330807e+06	-5.576076e+06	-2.231674e+06	
-1.553061e+06	-3.756199e+06	-2.255898e+06	4.381564e+06	3.098819e+01	2.828503e+06	-5.934625e+06	-1.772709e+06	
-1.480914e+06	-4.015419e+06	-2.659430e+06	4.816238e+06	3.351670e+01	3.335324e+06	-6.297153e+06	-1.348641e+06	
-1.412159e+06	-4.255387e+06	-3.025089e+06	5.221062e+06	3.540845e+01	3.808903e+06	-6.633221e+06	-9.645293e+05	
-1.352267e+06	-4.473927e+06	-3.292617e+06	5.554939e+06	3.635148e+01	4.202672e+06	-6.907206e+06	-6.245491e+05	
-1.307315e+06	-4.674064e+06	-3.386541e+06	5.771961e+06	3.592480e+01	4.464646e+06	-7.079276e+06	-3.256642e+05	
-1.266075e+06	-4.849768e+06	-3.439337e+06	5.945526e+06	3.534335e+01	4.679451e+06	-7.211602e+06	-6.241670e+04	
-1.228404e+06	-5.008607e+06	-3.439090e+06	6.075647e+06	3.447491e+01	4.847244e+06	-7.304051e+06	1.765663e+05	
-1.190831e+06	-5.154204e+06	-3.417646e+06	6.184345e+06	3.354755e+01	4.993514e+06	-7.375176e+06	3.999367e+05	
-1.151909e+06	-5.284704e+06	-3.388535e+06	6.277759e+06	3.266787e+01	5.125850e+06	-7.429669e+06	6.108332e+05	
-1.111719e+06	-5.393324e+06	-3.352913e+06	6.350588e+06	3.186834e+01	5.238869e+06	-7.462307e+06	8.073705e+05	
-1.070668e+06	-5.473819e+06	-3.311721e+06	6.397671e+06	3.117441e+01	5.327002e+06	-7.468339e+06	9.865123e+05	
-1.029189e+06	-5.521922e+06	-3.266472e+06	6.415720e+06	3.060629e+01	5.386531e+06	-7.444909e+06	1.144787e+06	
-9.874503e+05	-5.541803e+06	-3.209544e+06	6.404120e+06	3.007736e+01	5.416670e+06	-7.391570e+06	1.281302e+06	
-9.460919e+05	-5.540710e+06	-3.123133e+06	6.360301e+06	2.940867e+01	5.414209e+06	-7.306393e+06	1.397703e+06	
-9.061931e+05	-5.524379e+06	-2.984979e+06	6.279240e+06	2.838362e+01	5.373047e+06	-7.185433e+06	1.496281e+06	
-8.688307e+05	-5.492591e+06	-2.781540e+06	6.156746e+06	2.685842e+01	5.287915e+06	-7.025577e+06	1.579455e+06	
-8.345267e+05	-5.436063e+06	-2.527579e+06	5.994951e+06	2.493679e+01	5.160424e+06	-6.829478e+06	1.648766e+06	
-8.026137e+05	-5.347793e+06	-2.252276e+06	5.802727e+06	2.283888e+01	5.000113e+06	-6.605340e+06	1.705818e+06	
-7.712845e+05	-5.224660e+06	-1.992286e+06	5.591626e+06	2.087304e+01	4.820341e+06	-6.362910e+06	1.752574e+06	
-7.400875e+05	-5.070333e+06	-1.754617e+06	5.365348e+06	1.908848e+01	4.625260e+06	-6.105435e+06	1.783744e+06	
-7.018282e+05	-4.901939e+06	-1.605134e+06	5.158048e+06	1.813098e+01	4.456220e+06	-5.859877e+06	1.819021e+06	
-6.567585e+05	-4.729068e+06	-1.530363e+06	4.970523e+06	1.793198e+01	4.313764e+06	-5.627281e+06	1.854637e+06	
-6.041297e+05	-4.560646e+06	-1.532993e+06	4.811399e+06	1.857930e+01	4.207269e+06	-5.415529e+06	1.892162e+06	
-5.470754e+05	-4.397017e+06	-1.592422e+06	4.676491e+06	1.990834e+01	4.129416e+06	-5.223567e+06	1.923254e+06	
-4.899610e+05	-4.235401e+06	-1.681051e+06	4.556814e+06	2.164837e+01	4.066853e+06	-5.046775e+06	1.937574e+06	
-4.368268e+05	-4.074811e+06	-1.773944e+06	4.444205e+06	2.352562e+01	4.007378e+06	-4.881032e+06	1.928028e+06	
-3.908065e+05	-3.916764e+06	-1.851323e+06	4.332256e+06	2.529854e+01	3.941449e+06	-4.723062e+06	1.892219e+06	
-3.516066e+05	-3.765324e+06	-1.906998e+06	4.220700e+06	2.686055e+01	3.869093e+06	-4.572306e+06	1.837898e+06	
-3.179351e+05	-3.622606e+06	-1.938485e+06	4.108649e+06	2.815159e+01	3.790714e+06	-4.426584e+06	1.772359e+06	
-2.886647e+05	-3.489224e+06	-1.942917e+06	3.993696e+06	2.911054e+01	3.705031e+06	-4.282361e+06	1.700171e+06	
-2.622540e+05	-3.364413e+06	-1.923715e+06	3.875559e+06	2.976021e+01	3.613305e+06	-4.137813e+06	1.627166e+06	
-2.369300e+05	-3.246546e+06	-1.891298e+06	3.757269e+06	3.022325e+01	3.520339e+06	-3.994199e+06	1.561759e+06	
-2.114276e+05	-3.133897e+06	-1.854787e+06	3.641641e+06	3.061903e+01	3.430213e+06	-3.853068e+06	1.510601e+06	
-1.847902e+05	-3.024029e+06	-1.822982e+06	3.531007e+06	3.108293e+01	3.346217e+06	-3.715798e+06	1.477835e+06	
-1.576845e+05	-2.913284e+06	-1.795917e+06	3.422359e+06	3.165209e+01	3.264675e+06	-3.580044e+06	1.459194e+06	
-1.319882e+05	-2.799525e+06	-1.766136e+06	3.310072e+06	3.224661e+01	3.178084e+06	-3.442060e+06	1.446009e+06	
-1.092190e+05	-2.682457e+06	-1.726536e+06	3.190063e+06	3.276695e+01	3.080844e+06	-3.299282e+06	1.431333e+06	
-9.772372e+04	-2.563021e+06	-1.584322e+06	3.013163e+06	3.172214e+01	2.915439e+06	-3.110887e+06	1.410622e+06	
-9.532857e+04	-2.444070e+06	-1.364233e+06	2.799038e+06	2.916943e+01	2.703709e+06	-2.894366e+06	1.383149e+06	
-9.260330e+04	-2.328161e+06	-1.174563e+06	2.607668e+06	2.677107e+01	2.515065e+06	-2.700272e+06	1.349148e+06	
-8.959714e+04	-2.216399e+06	-1.011537e+06	2.436315e+06	2.453139e+01	2.346718e+06	-2.525912e+06	1.308643e+06	
-8.767772e+04	-2.094408e+06	-8.734957e+05	2.269260e+06	2.263911e+01	2.181582e+06	-2.356938e+06	1.210767e+06	
-8.432541e+04	-1.992436e+06	-7.603312e+05	2.132581e+06	2.088731e+01	2.048256e+06	-2.216907e+06	1.184299e+06	
-8.076135e+04	-1.897101e+06	-6.701060e+05	2.011973e+06	1.945457e+01	1.931211e+06	-2.092734e+06	1.163419e+06	
-7.700079e+04	-1.809024e+06	-6.011144e+05	1.906281e+06	1.838096e+01	1.829280e+06	-1.983282e+06	1.152806e+06	
-7.308867e+04	-1.727798e+06	-5.513009e+05	1.813621e+06	1.769670e+01	1.740532e+06	-1.886709e+06	1.150879e+06	
-6.908614e+04	-1.651107e+06	-5.158242e+05	1.729806e+06	1.734939e+01	1.660719e+06	-1.798892e+06	1.151502e+06	
-6.505135e+04	-1.576849e+06	-4.903564e+05	1.651334e+06	1.727425e+01	1.586282e+06	-1.716385e+06	1.149384e+06	
-6.104257e+04	-1.503325e+06	-4.725314e+05	1.575840e+06	1.744920e+01	1.514797e+06	-1.636882e+06	1.140877e+06	
-5.705528e+04	-1.428244e+06	-4.637814e+05	1.501657e+06	1.798973e+01	1.444602e+06	-1.558713e+06	1.127254e+06	
-5.307185e+04	-1.350093e+06	-4.672444e+05	1.428659e+06	1.908988e+01	1.375588e+06	-1.481731e+06	1.110893e+06	
-4.909307e+04	-1.268549e+06	-4.856138e+05	1.358321e+06	2.094738e+01	1.309228e+06	-1.407414e+06	1.093143e+06	
-4.511793e+04	-1.183075e+06	-5.168642e+05	1.291052e+06	2.359967e+01	1.245934e+06	-1.336169e+06	1.072229e+06	
-4.116093e+04	-1.093593e+06	-5.535158e+05	1.225694e+06	2.684601e+01	1.184533e+06	-1.266855e+06	1.042324e+06	
