StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
6.926153e+06	1.398123e+07	-7.250117e+06	1.950448e+05	-1.586877e+06	5.789422e+05	-2.162929e+06	-2.889935e+03	
7.470091e+06	1.529041e+07	-8.000788e+06	1.804672e+05	-1.394666e+06	4.944815e+05	-1.886473e+06	-2.673942e+03	
7.684405e+06	1.603429e+07	-8.516818e+06	1.669335e+05	-1.240732e+06	4.276725e+05	-1.665931e+06	-2.473416e+03	
7.728286e+06	1.646401e+07	-8.890153e+06	1.544258e+05	-1.115119e+06	3.742359e+05	-1.487066e+06	-2.288092e+03	
7.700220e+06	1.673761e+07	-9.180035e+06	1.426486e+05	-1.006260e+06	3.293870e+05	-1.333533e+06	-2.113593e+03	
7.659039e+06	1.695003e+07	-9.422190e+06	1.312039e+05	-9.050903e+05	2.894590e+05	-1.192605e+06	-1.944019e+03	
7.640334e+06	1.715801e+07	-9.637428e+06	1.197474e+05	-8.054931e+05	2.520053e+05	-1.055724e+06	-1.774271e+03	
7.664368e+06	1.739410e+07	-9.837798e+06	1.080637e+05	-7.044585e+05	2.157626e+05	-9.186199e+05	-1.601155e+03	
7.739231e+06	1.767291e+07	-1.002977e+07	9.609273e+04	-6.011561e+05	1.802592e+05	-7.799916e+05	-1.423784e+03	
7.862987e+06	1.799538e+07	-1.021636e+07	8.396696e+04	-4.957316e+05	1.453681e+05	-6.398556e+05	-1.244120e+03	
8.025050e+06	1.835237e+07	-1.039921e+07	7.189113e+04	-3.899647e+05	1.115074e+05	-5.004069e+05	-1.065195e+03	
8.210626e+06	1.873081e+07	-1.058017e+07	5.998850e+04	-2.874509e+05	7.968334e+04	-3.662454e+05	-8.888361e+02	
8.406066e+06	1.911833e+07	-1.076063e+07	4.836546e+04	-1.913772e+05	5.076226e+04	-2.414229e+05	-7.166202e+02	
8.598975e+06	1.950296e+07	-1.094110e+07	3.711173e+04	-1.045283e+05	2.548032e+04	-1.294587e+05	-5.498761e+02	
8.779559e+06	1.987523e+07	-1.112199e+07	2.632061e+04	-2.952073e+04	4.505778e+03	-3.363652e+04	-3.899866e+02	
8.939101e+06	2.022593e+07	-1.130312e+07	1.629395e+04	4.442882e+04	0.000000e+00	4.467025e+04	-2.414238e+02	
9.068269e+06	2.054361e+07	-1.148271e+07	7.361952e+03	1.052558e+05	0.000000e+00	1.053649e+05	-1.090804e+02	
9.158075e+06	2.081629e+07	-1.165802e+07	-1.911936e+02	1.487453e+05	0.000000e+00	1.487424e+05	2.832873e+00	
9.201327e+06	2.103398e+07	-1.182651e+07	-6.142247e+03	1.751938e+05	0.000000e+00	1.751028e+05	9.100830e+01	
9.192264e+06	2.118758e+07	-1.198484e+07	-1.047463e+04	1.856027e+05	0.000000e+00	1.854475e+05	1.552003e+02	
9.125270e+06	2.126623e+07	-1.212766e+07	-1.330082e+04	1.821145e+05	0.000000e+00	1.819174e+05	1.970753e+02	
8.995784e+06	2.125923e+07	-1.224870e+07	-1.474183e+04	1.675168e+05	0.000000e+00	1.672984e+05	2.184264e+02	
8.800766e+06	2.115790e+07	-1.234223e+07	-1.491357e+04	1.451409e+05	0.000000e+00	1.449199e+05	2.209710e+02	
8.540731e+06	2.095720e+07	-1.240257e+07	-1.390198e+04	1.185265e+05	0.000000e+00	1.183205e+05	2.059825e+02	
8.223555e+06	2.065978e+07	-1.242441e+07	-1.182130e+04	8.954142e+04	0.000000e+00	8.936627e+04	1.751535e+02	
7.861707e+06	2.027477e+07	-1.240414e+07	-8.923219e+03	5.816293e+04	0.000000e+00	5.803072e+04	1.322133e+02	
7.471810e+06	1.981745e+07	-1.234004e+07	-5.594628e+03	2.252085e+04	0.000000e+00	2.243796e+04	8.289434e+01	
7.070826e+06	1.930420e+07	-1.223111e+07	-2.270868e+03	-1.554413e+04	4.978510e+03	-2.055628e+04	3.364694e+01	
6.666450e+06	1.874301e+07	-1.207733e+07	7.719791e+02	-6.086272e+04	1.363411e+04	-7.448540e+04	-1.143824e+01	
6.262669e+06	1.813952e+07	-1.188024e+07	3.392276e+03	-1.174342e+05	2.457996e+04	-1.419639e+05	-5.026259e+01	
5.861257e+06	1.749771e+07	-1.164200e+07	5.551025e+03	-1.861649e+05	3.802002e+04	-2.241027e+05	-8.224830e+01	
5.460848e+06	1.681825e+07	-1.136471e+07	7.311854e+03	-2.667240e+05	5.378433e+04	-3.204000e+05	-1.083381e+02	
5.059338e+06	1.610277e+07	-1.105219e+07	8.761358e+03	-3.553986e+05	7.091282e+04	-4.261816e+05	-1.298151e+02	
4.654654e+06	1.535597e+07	-1.071129e+07	9.976839e+03	-4.463479e+05	8.799131e+04	-5.341914e+05	-1.478246e+02	
4.243660e+06	1.458279e+07	-1.035020e+07	1.106748e+04	-5.341613e+05	1.036965e+05	-6.376938e+05	-1.639844e+02	
3.849689e+06	1.381005e+07	-9.972535e+06	1.217378e+04	-6.219189e+05	1.187459e+05	-7.404844e+05	-1.803762e+02	
3.418720e+06	1.300442e+07	-9.599187e+06	1.348865e+04	-6.901540e+05	1.284063e+05	-8.183604e+05	-1.998582e+02	
2.984671e+06	1.220386e+07	-9.234516e+06	1.533085e+04	-7.467905e+05	1.344916e+05	-8.810550e+05	-2.271538e+02	
2.553110e+06	1.142142e+07	-8.886344e+06	1.803674e+04	-7.915355e+05	1.368945e+05	-9.281628e+05	-2.672463e+02	
