Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-7.177669e-02	5.265101e-02	-2.515398e-01	1.233647e-03	5.938734e-03	-3.300372e-05	-3.897626e-03	-2.035024e-01	-1.643501e-01	-2.511068e-04	-4.912455e-04	2.225692e-02	-1.460735e-02	-9.410869e-04	1.056049e+02	1.397008e+02	
1.000000e+00	-8.259351e-02	4.622878e-02	-2.551285e-01	1.033276e-03	5.948308e-03	-1.375993e-04	-3.928496e-03	-2.111281e-01	-1.653396e-01	-1.725185e-04	-4.871871e-04	2.185913e-02	-1.443663e-02	-6.339792e-04	1.076691e+02	1.408835e+02	
2.000000e+00	-8.896301e-02	3.677237e-02	-2.599781e-01	7.636986e-04	5.997690e-03	-2.473431e-04	-3.941050e-03	-2.198619e-01	-1.648143e-01	-8.004336e-05	-4.705587e-04	2.163452e-02	-1.421593e-02	-2.887278e-04	1.087175e+02	1.424737e+02	
3.000000e+00	-9.116474e-02	2.632763e-02	-2.655632e-01	4.793436e-04	6.061341e-03	-3.541359e-04	-3.924894e-03	-2.292150e-01	-1.621582e-01	8.858476e-06	-4.437214e-04	2.149358e-02	-1.391772e-02	3.141226e-05	1.088609e+02	1.443704e+02	
4.000000e+00	-9.003590e-02	1.666344e-02	-2.712768e-01	2.260341e-04	6.122840e-03	-4.521507e-04	-3.878313e-03	-2.387088e-01	-1.572122e-01	8.146319e-05	-4.095866e-04	2.138511e-02	-1.354570e-02	2.845248e-04	1.083286e+02	1.464842e+02	
5.000000e+00	-8.682503e-02	9.047118e-03	-2.766439e-01	3.405797e-05	6.172531e-03	-5.346578e-04	-3.808120e-03	-2.479230e-01	-1.503484e-01	1.315921e-04	-3.728346e-04	2.127798e-02	-1.312737e-02	4.536249e-04	1.074158e+02	1.487202e+02	
6.000000e+00	-8.287984e-02	4.175714e-03	-2.813184e-01	-8.302661e-05	6.200830e-03	-5.942315e-04	-3.723339e-03	-2.565005e-01	-1.421851e-01	1.586320e-04	-3.391334e-04	2.114139e-02	-1.269452e-02	5.408471e-04	1.064139e+02	1.509888e+02	
7.000000e+00	-7.942526e-02	2.369889e-03	-2.850223e-01	-1.223141e-04	6.194662e-03	-6.237678e-04	-3.630629e-03	-2.641470e-01	-1.333133e-01	1.645885e-04	-3.140643e-04	2.093559e-02	-1.227014e-02	5.562463e-04	1.055707e+02	1.532166e+02	
8.000000e+00	-7.703249e-02	3.352058e-03	-2.877038e-01	-9.515506e-05	6.144871e-03	-6.227818e-04	-3.531138e-03	-2.707628e-01	-1.240765e-01	1.538174e-04	-3.002799e-04	2.063028e-02	-1.185515e-02	5.164138e-04	1.049884e+02	1.553726e+02	
9.000000e+00	-7.545236e-02	6.163602e-03	-2.894746e-01	-2.779527e-05	6.049211e-03	-6.007891e-04	-3.417897e-03	-2.764312e-01	-1.143432e-01	1.330899e-04	-2.953720e-04	2.021728e-02	-1.142307e-02	4.448044e-04	1.046061e+02	1.574987e+02	
1.000000e+01	-7.444026e-02	1.004404e-02	-2.904137e-01	5.880744e-05	5.906366e-03	-5.675061e-04	-3.283134e-03	-2.812487e-01	-1.038298e-01	1.076990e-04	-2.963180e-04	1.968982e-02	-1.094486e-02	3.590319e-04	1.043686e+02	1.596503e+02	
1.100000e+01	-7.375985e-02	1.443429e-02	-2.906562e-01	1.490453e-04	5.720769e-03	-5.321908e-04	-3.122730e-03	-2.853051e-01	-9.231768e-02	8.170709e-05	-3.003032e-04	1.905548e-02	-1.040160e-02	2.721606e-04	1.042226e+02	1.618661e+02	
1.200000e+01	-7.316409e-02	1.873016e-02	-2.903406e-01	2.281950e-04	5.510275e-03	-5.050849e-04	-2.941624e-03	-2.885451e-01	-7.995236e-02	5.949250e-05	-3.040381e-04	1.836743e-02	-9.805335e-03	1.983067e-04	1.041156e+02	1.641142e+02	
1.300000e+01	-7.233578e-02	2.237167e-02	-2.896722e-01	2.853936e-04	5.297771e-03	-4.955968e-04	-2.747933e-03	-2.909180e-01	-6.715059e-02	4.475456e-05	-3.039504e-04	1.769437e-02	-9.178000e-03	1.494787e-04	1.039810e+02	1.663259e+02	
1.400000e+01	-7.093286e-02	2.497845e-02	-2.889196e-01	3.163137e-04	5.105918e-03	-5.096181e-04	-2.550012e-03	-2.924731e-01	-5.445611e-02	3.921448e-05	-2.969169e-04	1.710260e-02	-8.541426e-03	1.313514e-04	1.037446e+02	1.684235e+02	
1.500000e+01	-6.917644e-02	2.703831e-02	-2.881128e-01	3.345613e-04	4.937202e-03	-5.363416e-04	-2.353171e-03	-2.932874e-01	-4.215325e-02	3.836374e-05	-2.836856e-04	1.659384e-02	-7.908962e-03	1.289398e-04	1.034444e+02	1.703101e+02	
1.600000e+01	-6.767593e-02	2.933510e-02	-2.871757e-01	3.567266e-04	4.781606e-03	-5.589237e-04	-2.161760e-03	-2.934793e-01	-3.032801e-02	3.662096e-05	-2.676184e-04	1.612700e-02	-7.291002e-03	1.235121e-04	1.031942e+02	1.718186e+02	
1.700000e+01	-6.706806e-02	3.234391e-02	-2.860658e-01	3.905551e-04	4.628331e-03	-5.661993e-04	-1.980140e-03	-2.932070e-01	-1.901038e-02	3.169680e-05	-2.518366e-04	1.565754e-02	-6.698770e-03	1.072296e-04	1.031141e+02	1.727085e+02	
1.800000e+01	-6.762533e-02	3.615064e-02	-2.848005e-01	4.356506e-04	4.469815e-03	-5.547201e-04	-1.807234e-03	-2.926129e-01	-7.887063e-03	2.367791e-05	-2.370454e-04	1.515484e-02	-6.127402e-03	8.027962e-05	1.032549e+02	1.727932e+02	
1.900000e+01	-6.899251e-02	4.059325e-02	-2.835809e-01	4.884039e-04	4.306896e-03	-5.265624e-04	-1.635238e-03	-2.918284e-01	3.777497e-03	1.245928e-05	-2.211250e-04	1.461637e-02	-5.549530e-03	4.228324e-05	1.035410e+02	1.720473e+02	
2.000000e+01	-7.075506e-02	4.551492e-02	-2.826124e-01	5.458743e-04	4.140792e-03	-4.833141e-04	-1.455576e-03	-2.908515e-01	1.677767e-02	-2.947425e-06	-2.016116e-04	1.404282e-02	-4.936349e-03	-9.995713e-06	1.038839e+02	1.705313e+02	
2.100000e+01	-7.260734e-02	5.063373e-02	-2.820406e-01	6.021857e-04	3.970056e-03	-4.294050e-04	-1.260997e-03	-2.895095e-01	3.166942e-02	-2.217877e-05	-1.758548e-04	1.343026e-02	-4.265812e-03	-7.502832e-05	1.042187e+02	1.683442e+02	
2.200000e+01	-7.469206e-02	5.544699e-02	-2.819487e-01	6.443552e-04	3.787532e-03	-3.793199e-04	-1.052496e-03	-2.877124e-01	4.791166e-02	-3.900085e-05	-1.416092e-04	1.275702e-02	-3.544977e-03	-1.313612e-04	1.045708e+02	1.657108e+02	
2.300000e+01	-7.718434e-02	5.969245e-02	-2.823007e-01	6.634653e-04	3.584627e-03	-3.456459e-04	-8.337073e-04	-2.854656e-01	6.450174e-02	-4.708161e-05	-9.713627e-05	1.200126e-02	-2.791235e-03	-1.576283e-04	1.049759e+02	1.628884e+02	
2.400000e+01	-8.017910e-02	6.354724e-02	-2.829134e-01	6.584630e-04	3.352950e-03	-3.340358e-04	-6.080612e-04	-2.828707e-01	8.032945e-02	-4.235696e-05	-4.173608e-05	1.114515e-02	-2.021186e-03	-1.407939e-04	1.054570e+02	1.600950e+02	
2.500000e+01	-8.402882e-02	6.787780e-02	-2.833694e-01	6.431961e-04	3.094938e-03	-3.310235e-04	-3.786168e-04	-2.798965e-01	9.495783e-02	-2.750973e-05	2.030191e-05	1.020557e-02	-1.248490e-03	-9.071343e-05	1.060864e+02	1.573628e+02	
2.600000e+01	-8.937973e-02	7.351682e-02	-2.830510e-01	6.327825e-04	2.820525e-03	-3.160260e-04	-1.500178e-04	-2.762945e-01	1.084804e-01	-6.667326e-06	8.224484e-05	9.223545e-03	-4.905808e-04	-2.180316e-05	1.069949e+02	1.546254e+02	
2.700000e+01	-9.698249e-02	8.081389e-02	-2.812824e-01	6.358221e-04	2.541595e-03	-2.737670e-04	6.948928e-05	-2.717938e-01	1.210519e-01	1.873031e-05	1.377067e-04	8.243581e-03	2.253862e-04	6.075116e-05	1.083343e+02	1.518305e+02	
2.800000e+01	-1.068268e-01	8.957501e-02	-2.776720e-01	6.535281e-04	2.266822e-03	-2.020476e-04	2.709850e-04	-2.663656e-01	1.325258e-01	4.902775e-05	1.834607e-04	7.295743e-03	8.721624e-04	1.577953e-04	1.101099e+02	1.490143e+02	
2.900000e+01	-1.175620e-01	9.945697e-02	-2.723315e-01	6.819971e-04	1.998312e-03	-1.107229e-04	4.489616e-04	-2.603491e-01	1.421394e-01	8.487280e-05	2.210568e-04	6.387385e-03	1.435056e-03	2.712866e-04	1.120722e+02	1.463231e+02	
3.000000e+01	-1.275745e-01	1.104175e-01	-2.656074e-01	7.197971e-04	1.740589e-03	-7.901585e-06	5.981931e-04	-2.542490e-01	1.489294e-01	1.263226e-04	2.522717e-04	5.531549e-03	1.901043e-03	4.014502e-04	1.139180e+02	1.439008e+02	
3.100000e+01	-1.353359e-01	1.224522e-01	-2.580723e-01	7.666749e-04	1.503908e-03	1.012354e-04	7.143806e-04	-2.485886e-01	1.520553e-01	1.730292e-04	2.785800e-04	4.757874e-03	2.260068e-03	5.474081e-04	1.153508e+02	1.418554e+02	
3.200000e+01	-1.403947e-01	1.345416e-01	-2.504251e-01	8.194385e-04	1.303661e-03	2.123399e-04	8.003939e-04	-2.434528e-01	1.521649e-01	2.211426e-04	3.005023e-04	4.111761e-03	2.524452e-03	6.974863e-04	1.162831e+02	1.401615e+02	
3.300000e+01	-1.429397e-01	1.451438e-01	-2.436109e-01	8.708681e-04	1.149251e-03	3.172402e-04	8.639922e-04	-2.388264e-01	1.507978e-01	2.621644e-04	3.181199e-04	3.618998e-03	2.720716e-03	8.255570e-04	1.167513e+02	1.387697e+02	
3.400000e+01	-1.436702e-01	1.527224e-01	-2.385357e-01	9.102927e-04	1.040187e-03	4.056334e-04	9.160416e-04	-2.346626e-01	1.499128e-01	2.852536e-04	3.313622e-04	3.275235e-03	2.884337e-03	8.981771e-04	1.168961e+02	1.376363e+02	
3.500000e+01	-1.433575e-01	1.571780e-01	-2.351778e-01	9.350430e-04	9.670428e-04	4.736654e-04	9.590568e-04	-2.309755e-01	1.500342e-01	2.882217e-04	3.385303e-04	3.049457e-03	3.024274e-03	9.088737e-04	1.168760e+02	1.367487e+02	
3.600000e+01	-1.424528e-01	1.594552e-01	-2.329124e-01	9.516310e-04	9.217797e-04	5.241322e-04	9.871324e-04	-2.278677e-01	1.503906e-01	2.766301e-04	3.369743e-04	2.915405e-03	3.122102e-03	8.749256e-04	1.167790e+02	1.361123e+02	
3.700000e+01	-1.412588e-01	1.605758e-01	-2.309770e-01	9.686745e-04	8.986531e-04	5.623689e-04	9.930944e-04	-2.253525e-01	1.500687e-01	2.573249e-04	3.245090e-04	2.854825e-03	3.154844e-03	8.174649e-04	1.166634e+02	1.357167e+02	
3.800000e+01	-1.397895e-01	1.612510e-01	-2.289147e-01	9.908844e-04	8.934103e-04	5.920671e-04	9.739518e-04	-2.234392e-01	1.483846e-01	2.361567e-04	3.017877e-04	2.854697e-03	3.112049e-03	7.545871e-04	1.165301e+02	1.355573e+02	
3.900000e+01	-1.376634e-01	1.617181e-01	-2.269291e-01	1.016261e-03	9.048241e-04	6.123116e-04	9.330604e-04	-2.223161e-01	1.449952e-01	2.172876e-04	2.733458e-04	2.911212e-03	3.002060e-03	6.991085e-04	1.162906e+02	1.356668e+02	
4.000000e+01	-1.345326e-01	1.621324e-01	-2.252540e-01	1.041715e-03	9.319032e-04	6.211045e-04	8.739745e-04	-2.221644e-01	1.395758e-01	2.053686e-04	2.440463e-04	3.021501e-03	2.833679e-03	6.658647e-04	1.158613e+02	1.360811e+02	
4.100000e+01	-1.302395e-01	1.624817e-01	-2.240904e-01	1.063868e-03	9.731485e-04	6.164320e-04	8.010738e-04	-2.230353e-01	1.320383e-01	2.037310e-04	2.176040e-04	3.181190e-03	2.618683e-03	6.659897e-04	1.151981e+02	1.368106e+02	
