Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-3.965430e-02	6.187664e-02	-2.051096e-01	1.248784e-03	3.485275e-03	1.020837e-03	-2.493565e-03	-1.971794e-01	-6.901236e-02	-5.667428e-04	-3.064608e-04	1.599640e-02	-1.144474e-02	-2.601185e-03	1.004864e+02	1.548228e+02	
1.000000e+00	-3.364014e-02	5.811619e-02	-2.064193e-01	1.147057e-03	3.521451e-03	9.548529e-04	-2.517883e-03	-1.973025e-01	-6.937096e-02	-5.231566e-04	-3.013390e-04	1.622287e-02	-1.159957e-02	-2.410116e-03	9.891543e+01	1.553603e+02	
2.000000e+00	-2.722177e-02	5.469991e-02	-2.081605e-01	1.051886e-03	3.556198e-03	8.977137e-04	-2.537655e-03	-1.981786e-01	-6.926073e-02	-4.835408e-04	-2.969660e-04	1.639238e-02	-1.169738e-02	-2.228893e-03	9.720848e+01	1.559949e+02	
3.000000e+00	-2.062452e-02	5.169964e-02	-2.102734e-01	9.658144e-04	3.589903e-03	8.479385e-04	-2.554415e-03	-1.997858e-01	-6.874514e-02	-4.488094e-04	-2.938739e-04	1.650411e-02	-1.174359e-02	-2.063342e-03	9.544091e+01	1.567062e+02	
4.000000e+00	-1.408098e-02	4.917460e-02	-2.127129e-01	8.906818e-04	3.622499e-03	8.042449e-04	-2.569559e-03	-2.020771e-01	-6.789629e-02	-4.196641e-04	-2.926568e-04	1.655798e-02	-1.174513e-02	-1.918231e-03	9.369028e+01	1.574685e+02	
5.000000e+00	-7.887211e-03	4.721017e-02	-2.154472e-01	8.284724e-04	3.652865e-03	7.657576e-04	-2.584622e-03	-2.049748e-01	-6.682101e-02	-3.970424e-04	-2.941864e-04	1.655127e-02	-1.171102e-02	-1.799013e-03	9.204806e+01	1.582406e+02	
6.000000e+00	-2.346923e-03	4.587389e-02	-2.184702e-01	7.805101e-04	3.679690e-03	7.313718e-04	-2.601242e-03	-2.083853e-01	-6.565261e-02	-3.816786e-04	-2.993815e-04	1.648261e-02	-1.165187e-02	-1.709671e-03	9.060238e+01	1.589761e+02	
7.000000e+00	2.355078e-03	4.512701e-02	-2.217957e-01	7.460400e-04	3.703190e-03	6.986714e-04	-2.620544e-03	-2.122238e-01	-6.449771e-02	-3.732556e-04	-3.085876e-04	1.636030e-02	-1.157728e-02	-1.649003e-03	8.940389e+01	1.596494e+02	
8.000000e+00	6.396316e-03	4.472455e-02	-2.254451e-01	7.207642e-04	3.728048e-03	6.632697e-04	-2.642025e-03	-2.164616e-01	-6.333089e-02	-3.694163e-04	-3.206949e-04	1.621400e-02	-1.149068e-02	-1.606663e-03	8.840592e+01	1.602938e+02	
9.000000e+00	1.004262e-02	4.441146e-02	-2.293936e-01	7.006529e-04	3.759419e-03	6.209507e-04	-2.664362e-03	-2.210591e-01	-6.208988e-02	-3.677945e-04	-3.341663e-04	1.607490e-02	-1.139255e-02	-1.572652e-03	8.753892e+01	1.609487e+02	
1.000000e+01	1.343734e-02	4.403698e-02	-2.335742e-01	6.834421e-04	3.798962e-03	5.700812e-04	-2.685493e-03	-2.259542e-01	-6.068095e-02	-3.670382e-04	-3.476160e-04	1.595741e-02	-1.128033e-02	-1.541732e-03	8.676436e+01	1.616432e+02	
1.100000e+01	1.632730e-02	4.360734e-02	-2.379011e-01	6.687747e-04	3.840468e-03	5.126602e-04	-2.702891e-03	-2.310520e-01	-5.897901e-02	-3.670841e-04	-3.602156e-04	1.584252e-02	-1.114984e-02	-1.514278e-03	8.613809e+01	1.623876e+02	
1.200000e+01	1.836559e-02	4.310404e-02	-2.422948e-01	6.555501e-04	3.876718e-03	4.500709e-04	-2.714443e-03	-2.362393e-01	-5.687772e-02	-3.673370e-04	-3.710297e-04	1.570899e-02	-1.099929e-02	-1.488500e-03	8.573214e+01	1.631910e+02	
1.300000e+01	1.943746e-02	4.250189e-02	-2.466519e-01	6.423444e-04	3.902558e-03	3.822845e-04	-2.719018e-03	-2.413679e-01	-5.437375e-02	-3.669614e-04	-3.794770e-04	1.554553e-02	-1.083099e-02	-1.461761e-03	8.555931e+01	1.640433e+02	
1.400000e+01	1.999355e-02	4.185667e-02	-2.508047e-01	6.290728e-04	3.916910e-03	3.088180e-04	-2.716793e-03	-2.462423e-01	-5.164794e-02	-3.661580e-04	-3.861467e-04	1.535692e-02	-1.065166e-02	-1.435585e-03	8.550411e+01	1.648918e+02	
1.500000e+01	2.058721e-02	4.125768e-02	-2.545817e-01	6.166143e-04	3.919359e-03	2.295108e-04	-2.708207e-03	-2.506826e-01	-4.892743e-02	-3.659192e-04	-3.920318e-04	1.514883e-02	-1.046757e-02	-1.414325e-03	8.543605e+01	1.656781e+02	
1.600000e+01	2.147929e-02	4.075317e-02	-2.578522e-01	6.058770e-04	3.909059e-03	1.433883e-04	-2.691730e-03	-2.545738e-01	-4.627424e-02	-3.670753e-04	-3.977042e-04	1.492378e-02	-1.027633e-02	-1.401399e-03	8.529636e+01	1.663844e+02	
1.700000e+01	2.237301e-02	4.033071e-02	-2.605455e-01	5.970692e-04	3.884183e-03	4.863884e-05	-2.662063e-03	-2.578743e-01	-4.342094e-02	-3.693290e-04	-4.026076e-04	1.467967e-02	-1.006086e-02	-1.395822e-03	8.514957e+01	1.670577e+02	
1.800000e+01	2.292329e-02	4.005117e-02	-2.625959e-01	5.908650e-04	3.842946e-03	-5.427879e-05	-2.613286e-03	-2.605344e-01	-4.004901e-02	-3.724018e-04	-4.060035e-04	1.441357e-02	-9.801540e-03	-1.396752e-03	8.506780e+01	1.677350e+02	
1.900000e+01	2.281341e-02	4.010084e-02	-2.639398e-01	5.888152e-04	3.784146e-03	-1.606213e-04	-2.541600e-03	-2.624754e-01	-3.593515e-02	-3.764223e-04	-4.075387e-04	1.412302e-02	-9.485648e-03	-1.404867e-03	8.511577e+01	1.684068e+02	
2.000000e+01	2.175387e-02	4.074110e-02	-2.645247e-01	5.926260e-04	3.707631e-03	-2.625409e-04	-2.447042e-03	-2.635982e-01	-3.102471e-02	-3.815384e-04	-4.074441e-04	1.380733e-02	-9.112859e-03	-1.420860e-03	8.535329e+01	1.690062e+02	
2.100000e+01	1.950839e-02	4.220462e-02	-2.643023e-01	6.031934e-04	3.614421e-03	-3.526749e-04	-2.331357e-03	-2.638088e-01	-2.532140e-02	-3.872691e-04	-4.059762e-04	1.346851e-02	-8.687400e-03	-1.443091e-03	8.583126e+01	1.694321e+02	
2.200000e+01	1.637731e-02	4.466681e-02	-2.631772e-01	6.215545e-04	3.506908e-03	-4.235462e-04	-2.197732e-03	-2.630073e-01	-1.890940e-02	-3.942249e-04	-4.034169e-04	1.311275e-02	-8.217582e-03	-1.474054e-03	8.648923e+01	1.695508e+02	
2.300000e+01	1.325521e-02	4.821808e-02	-2.610355e-01	6.496789e-04	3.388538e-03	-4.677746e-04	-2.050621e-03	-2.610979e-01	-1.196374e-02	-4.054102e-04	-4.002220e-04	1.274930e-02	-7.715417e-03	-1.525347e-03	8.714136e+01	1.692269e+02	
2.400000e+01	1.093887e-02	5.283530e-02	-2.578244e-01	6.889727e-04	3.262512e-03	-4.806867e-04	-1.894912e-03	-2.580135e-01	-4.701517e-03	-4.242349e-04	-3.969715e-04	1.238570e-02	-7.193784e-03	-1.610552e-03	8.761997e+01	1.683827e+02	
2.500000e+01	9.483612e-03	5.835567e-02	-2.535762e-01	7.379067e-04	3.131214e-03	-4.630594e-04	-1.734712e-03	-2.537399e-01	2.620750e-03	-4.507590e-04	-3.939704e-04	1.202569e-02	-6.662307e-03	-1.731178e-03	8.791271e+01	1.670357e+02	
2.600000e+01	8.299636e-03	6.454232e-02	-2.483663e-01	7.926352e-04	2.996162e-03	-4.198471e-04	-1.572727e-03	-2.483117e-01	9.795896e-03	-4.812636e-04	-3.910578e-04	1.166959e-02	-6.125528e-03	-1.874447e-03	8.814758e+01	1.652702e+02	
2.700000e+01	6.869375e-03	7.116848e-02	-2.422630e-01	8.497337e-04	2.858140e-03	-3.565963e-04	-1.410804e-03	-2.417831e-01	1.671766e-02	-5.118827e-04	-3.878744e-04	1.131517e-02	-5.585272e-03	-2.026507e-03	8.844166e+01	1.631768e+02	
2.800000e+01	4.906078e-03	7.789549e-02	-2.353730e-01	9.049704e-04	2.716609e-03	-2.841368e-04	-1.252654e-03	-2.342970e-01	2.301004e-02	-5.382332e-04	-3.838634e-04	1.095512e-02	-5.051507e-03	-2.170503e-03	8.886639e+01	1.608803e+02	
2.900000e+01	2.266945e-03	8.435477e-02	-2.278475e-01	9.541005e-04	2.571273e-03	-2.162581e-04	-1.104158e-03	-2.261282e-01	2.802951e-02	-5.552686e-04	-3.785578e-04	1.058259e-02	-4.544387e-03	-2.285321e-03	8.946545e+01	1.585405e+02	
3.000000e+01	-1.186177e-03	9.030457e-02	-2.198324e-01	9.946843e-04	2.423551e-03	-1.634776e-04	-9.707467e-04	-2.176041e-01	3.124286e-02	-5.578657e-04	-3.717901e-04	1.019753e-02	-4.084592e-03	-2.347321e-03	9.028600e+01	1.562924e+02	
3.100000e+01	-5.218943e-03	9.568207e-02	-2.114150e-01	1.027661e-03	2.277452e-03	-1.242273e-04	-8.543412e-04	-2.089280e-01	3.275126e-02	-5.457097e-04	-3.641090e-04	9.811628e-03	-3.680638e-03	-2.351004e-03	9.128838e+01	1.541706e+02	
3.200000e+01	-9.334229e-03	1.004718e-01	-2.026755e-01	1.055244e-03	2.137061e-03	-9.024542e-05	-7.540234e-04	-2.001721e-01	3.309989e-02	-5.232656e-04	-3.564590e-04	9.439122e-03	-3.330424e-03	-2.311197e-03	9.236290e+01	1.521452e+02	
3.300000e+01	-1.309521e-02	1.046243e-01	-1.937423e-01	1.078719e-03	2.004529e-03	-5.566176e-05	-6.682865e-04	-1.913943e-01	3.279921e-02	-4.960929e-04	-3.495793e-04	9.087698e-03	-3.029732e-03	-2.249078e-03	9.340358e+01	1.501927e+02	
3.400000e+01	-1.609377e-02	1.081259e-01	-1.847745e-01	1.098375e-03	1.879986e-03	-2.009587e-05	-5.932850e-04	-1.826723e-01	3.211646e-02	-4.680996e-04	-3.423662e-04	8.756745e-03	-2.763448e-03	-2.180350e-03	9.429912e+01	1.483059e+02	
3.500000e+01	-1.791865e-02	1.110167e-01	-1.759448e-01	1.114178e-03	1.763360e-03	1.514015e-05	-5.244593e-04	-1.740966e-01	3.111351e-02	-4.417217e-04	-3.326588e-04	8.444733e-03	-2.511636e-03	-2.115405e-03	9.492278e+01	1.464858e+02	
3.600000e+01	-1.828921e-02	1.138343e-01	-1.670864e-01	1.135110e-03	1.657728e-03	5.223046e-05	-4.636293e-04	-1.657437e-01	2.795302e-02	-4.084511e-04	-3.240719e-04	8.165989e-03	-2.283844e-03	-2.012036e-03	9.516899e+01	1.447316e+02	
3.700000e+01	-1.796204e-02	1.156941e-01	-1.588260e-01	1.143668e-03	1.556608e-03	8.650870e-05	-4.009806e-04	-1.576489e-01	2.636594e-02	-3.831855e-04	-3.060366e-04	7.888925e-03	-2.032179e-03	-1.941992e-03	9.522302e+01	1.430317e+02	
3.800000e+01	-1.811936e-02	1.173018e-01	-1.506430e-01	1.151845e-03	1.460771e-03	1.195536e-04	-3.430583e-04	-1.497426e-01	2.447013e-02	-3.476399e-04	-2.863120e-04	7.616725e-03	-1.788768e-03	-1.812658e-03	9.542129e+01	1.413326e+02	
3.900000e+01	-1.958630e-02	1.187812e-01	-1.423719e-01	1.163104e-03	1.369226e-03	1.508705e-04	-2.909468e-04	-1.419609e-01	2.237141e-02	-2.947192e-04	-2.663978e-04	7.343795e-03	-1.560483e-03	-1.580716e-03	9.603010e+01	1.395880e+02	
4.000000e+01	-2.204639e-02	1.201958e-01	-1.339838e-01	1.180207e-03	1.282212e-03	1.819888e-04	-2.456770e-04	-1.342668e-01	2.025148e-02	-2.286526e-04	-2.478824e-04	7.070704e-03	-1.354775e-03	-1.260895e-03	9.698298e+01	1.377663e+02	
4.100000e+01	-2.482564e-02	1.215827e-01	-1.255199e-01	1.203905e-03	1.199176e-03	2.140934e-04	-2.079228e-04	-1.266393e-01	1.827688e-02	-1.583706e-04	-2.323034e-04	6.794019e-03	-1.178002e-03	-8.972603e-04	9.808558e+01	1.358472e+02	
4.200000e+01	-2.746402e-02	1.229762e-01	-1.170129e-01	1.233110e-03	1.118145e-03	2.470374e-04	-1.774547e-04	-1.190455e-01	1.656716e-02	-9.093009e-05	-2.206816e-04	6.502441e-03	-1.031967e-03	-5.287935e-04	9.919032e+01	1.338121e+02	
4.300000e+01	-2.971784e-02	1.244265e-01	-1.084527e-01	1.266335e-03	1.036792e-03	2.804058e-04	-1.517920e-04	-1.114185e-01	1.520052e-02	-2.913983e-05	-2.119384e-04	6.182005e-03	-9.050788e-04	-1.737499e-04	1.002065e+02	1.316323e+02	
4.400000e+01	-3.140345e-02	1.259869e-01	-9.982266e-02	1.302239e-03	9.533659e-04	3.146568e-04	-1.282332e-04	-1.036760e-01	1.421327e-02	2.561445e-05	-2.043532e-04	5.821064e-03	-7.829668e-04	1.563968e-04	1.010546e+02	1.292737e+02	
4.500000e+01	-3.246153e-02	1.276737e-01	-9.112295e-02	1.339490e-03	8.669143e-04	3.504499e-04	-1.050370e-04	-9.576741e-02	1.362888e-02	7.279246e-05	-1.966255e-04	5.412117e-03	-6.557426e-04	4.544409e-04	1.016924e+02	1.267177e+02	
4.600000e+01	-3.344567e-02	1.293377e-01	-8.235019e-02	1.377571e-03	7.775113e-04	3.851527e-04	-8.181656e-05	-8.782957e-02	1.364306e-02	1.161251e-04	-1.888749e-04	4.954372e-03	-5.213425e-04	7.399595e-04	1.023052e+02	1.240322e+02	
4.700000e+01	-3.501672e-02	1.308029e-01	-7.345303e-02	1.417126e-03	6.847828e-04	4.146766e-04	-5.795817e-05	-8.005871e-02	1.456440e-02	1.596164e-04	-1.818329e-04	4.445244e-03	-3.762335e-04	1.036144e-03	1.031388e+02	1.213121e+02	
4.800000e+01	-3.755763e-02	1.319422e-01	-6.434534e-02	1.459231e-03	5.875862e-04	4.357928e-04	-3.235305e-05	-7.261632e-02	1.666640e-02	2.047624e-04	-1.762010e-04	3.877833e-03	-2.135171e-04	1.351350e-03	1.043513e+02	1.186357e+02	
4.900000e+01	-4.068040e-02	1.327512e-01	-5.507531e-02	1.503274e-03	4.855848e-04	4.506175e-04	-4.289001e-06	-6.554208e-02	1.980963e-02	2.480012e-04	-1.718162e-04	3.250910e-03	-2.871415e-05	1.660327e-03	1.058041e+02	1.160270e+02	
5.000000e+01	-4.388191e-02	1.332606e-01	-4.582771e-02	1.547532e-03	3.797247e-04	4.630045e-04	2.629830e-05	-5.886762e-02	2.367287e-02	2.855548e-04	-1.681928e-04	2.572754e-03	1.781792e-04	1.934723e-03	1.072964e+02	1.135061e+02	
5.100000e+01	-4.680836e-02	1.335172e-01	-3.684949e-02	1.589851e-03	2.718792e-04	4.760829e-04	5.899431e-05	-5.263905e-02	2.789333e-02	3.155425e-04	-1.649004e-04	1.859582e-03	4.035055e-04	2.158227e-03	1.086724e+02	1.111025e+02	
5.200000e+01	-4.930011e-02	1.335980e-01	-2.828120e-02	1.627721e-03	1.638249e-04	4.898004e-04	9.283045e-05	-4.686083e-02	3.216193e-02	3.388700e-04	-1.618546e-04	1.128385e-03	6.393931e-04	2.334053e-03	1.098505e+02	1.088303e+02	
5.300000e+01	-5.124077e-02	1.336044e-01	-2.021046e-02	1.659151e-03	5.792644e-05	5.033682e-04	1.265160e-04	-4.151435e-02	3.620274e-02	3.574359e-04	-1.590448e-04	4.008369e-04	8.754600e-04	2.473369e-03	1.107674e+02	1.066946e+02	
5.400000e+01	-5.261389e-02	1.336277e-01	-1.260733e-02	1.683916e-03	-4.424569e-05	5.158738e-04	1.592134e-04	-3.654423e-02	3.989594e-02	3.731007e-04	-1.567354e-04	-3.069102e-04	1.104383e-03	2.588012e-03	1.114049e+02	1.046841e+02	
5.500000e+01	-5.376626e-02	1.336108e-01	-5.070708e-03	1.704733e-03	-1.468353e-04	5.256638e-04	1.928161e-04	-3.179419e-02	4.365378e-02	3.863373e-04	-1.559269e-04	-1.018895e-03	1.337957e-03	2.680807e-03	1.119061e+02	1.027455e+02	
5.600000e+01	-5.510019e-02	1.333526e-01	2.932242e-03	1.727023e-03	-2.558228e-04	5.272319e-04	2.294533e-04	-2.708084e-02	4.807553e-02	3.924410e-04	-1.626345e-04	-1.772639e-03	1.589921e-03	2.719289e-03	1.124452e+02	1.008156e+02	
