StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-1.140009e+06	-1.381595e+06	8.037138e+06	8.155022e+06	-8.024614e+01	7.015014e+06	-9.295031e+06	2.480620e+06	
-1.199986e+06	-1.364614e+06	8.516606e+06	8.625239e+06	-8.089692e+01	7.425253e+06	-9.825226e+06	2.534825e+06	
-1.254350e+06	-1.346131e+06	8.906881e+06	9.008030e+06	-8.140574e+01	7.753680e+06	-1.026238e+07	2.574666e+06	
-1.302525e+06	-1.323322e+06	9.204910e+06	9.299546e+06	-8.181909e+01	7.997021e+06	-1.060207e+07	2.598432e+06	
-1.343999e+06	-1.295071e+06	9.411751e+06	9.500435e+06	-8.216525e+01	8.156435e+06	-1.084443e+07	2.606526e+06	
-1.378302e+06	-1.261073e+06	9.532937e+06	9.615987e+06	-8.246436e+01	8.237685e+06	-1.099429e+07	2.601126e+06	
-1.405060e+06	-1.221945e+06	9.577301e+06	9.654939e+06	-8.272908e+01	8.249879e+06	-1.106000e+07	2.585294e+06	
-1.424336e+06	-1.179612e+06	9.558251e+06	9.630766e+06	-8.296457e+01	8.206429e+06	-1.105510e+07	2.562658e+06	
-1.437187e+06	-1.135399e+06	9.497888e+06	9.565511e+06	-8.318311e+01	8.128324e+06	-1.100270e+07	2.529913e+06	
-1.446223e+06	-1.090552e+06	9.429265e+06	9.492120e+06	-8.340273e+01	8.045898e+06	-1.093834e+07	2.480068e+06	
-1.454681e+06	-1.046024e+06	9.388057e+06	9.446152e+06	-8.364232e+01	7.991470e+06	-1.090083e+07	2.407416e+06	
-1.464240e+06	-1.002879e+06	9.391788e+06	9.445181e+06	-8.390494e+01	7.980941e+06	-1.090942e+07	2.313541e+06	
-1.474368e+06	-9.642765e+05	9.432623e+06	9.481783e+06	-8.416308e+01	8.007415e+06	-1.095615e+07	2.212647e+06	
-1.484044e+06	-9.326457e+05	9.497191e+06	9.542875e+06	-8.439144e+01	8.058831e+06	-1.102692e+07	2.117745e+06	
-1.491863e+06	-9.089330e+05	9.568036e+06	9.611112e+06	-8.457340e+01	8.119249e+06	-1.110297e+07	2.037005e+06	
-1.496368e+06	-8.925167e+05	9.625075e+06	9.666368e+06	-8.470224e+01	8.170000e+06	-1.116274e+07	1.971790e+06	
-1.495646e+06	-8.820218e+05	9.645519e+06	9.685763e+06	-8.477522e+01	8.190117e+06	-1.118141e+07	1.921003e+06	
-1.487943e+06	-8.765920e+05	9.609169e+06	9.649070e+06	-8.478768e+01	8.161127e+06	-1.113701e+07	1.883638e+06	
