StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-4.713103e+05	-2.455525e+05	4.280393e+06	4.287430e+06	-8.671675e+01	3.816120e+06	-4.758741e+06	3.699150e+05	
-5.542606e+05	-2.812891e+05	5.068846e+06	5.076645e+06	-8.682373e+01	4.522384e+06	-5.630905e+06	4.330510e+05	
-6.399302e+05	-3.099652e+05	5.887978e+06	5.896131e+06	-8.698655e+01	5.256201e+06	-6.536061e+06	4.876749e+05	
-7.271784e+05	-3.304871e+05	6.724463e+06	6.732579e+06	-8.718638e+01	6.005401e+06	-7.459757e+06	5.319789e+05	
-8.143671e+05	-3.430547e+05	7.559018e+06	7.566799e+06	-8.740153e+01	6.752432e+06	-8.381166e+06	5.662533e+05	
-8.993708e+05	-3.488000e+05	8.367737e+06	8.375003e+06	-8.761310e+01	7.475633e+06	-9.274374e+06	5.924545e+05	
-9.796796e+05	-3.501584e+05	9.123713e+06	9.130430e+06	-8.780216e+01	8.150750e+06	-1.011011e+07	6.143999e+05	
-1.052873e+06	-3.510927e+05	9.801309e+06	9.807595e+06	-8.794852e+01	8.754723e+06	-1.086047e+07	6.379109e+05	
-1.117154e+06	-3.533331e+05	1.038029e+07	1.038630e+07	-8.805050e+01	9.269149e+06	-1.150346e+07	6.641696e+05	
-1.171759e+06	-3.565278e+05	1.084937e+07	1.085523e+07	-8.811788e+01	9.683468e+06	-1.202699e+07	6.900497e+05	
-1.216575e+06	-3.601116e+05	1.120386e+07	1.120965e+07	-8.815908e+01	9.993072e+06	-1.242622e+07	7.118696e+05	
-1.251932e+06	-3.634615e+05	1.144482e+07	1.145059e+07	-8.818106e+01	1.019865e+07	-1.270252e+07	7.260604e+05	
-1.278984e+06	-3.672246e+05	1.158342e+07	1.158924e+07	-8.818421e+01	1.031026e+07	-1.286823e+07	7.319808e+05	
-1.299250e+06	-3.718608e+05	1.163544e+07	1.164138e+07	-8.816952e+01	1.034213e+07	-1.294063e+07	7.289016e+05	
-1.314050e+06	-3.771931e+05	1.161501e+07	1.162113e+07	-8.814003e+01	1.030708e+07	-1.293518e+07	7.153333e+05	
-1.324219e+06	-3.824414e+05	1.153241e+07	1.153875e+07	-8.810067e+01	1.021453e+07	-1.286297e+07	6.896836e+05	
-1.330256e+06	-3.859889e+05	1.139548e+07	1.140202e+07	-8.806004e+01	1.007176e+07	-1.273227e+07	6.487663e+05	
-1.332469e+06	-3.864788e+05	1.121048e+07	1.121714e+07	-8.802555e+01	9.884672e+06	-1.254961e+07	5.900153e+05	
-1.331053e+06	-3.862581e+05	1.098416e+07	1.099095e+07	-8.798605e+01	9.659892e+06	-1.232200e+07	5.202068e+05	
-1.325833e+06	-3.891895e+05	1.072064e+07	1.072771e+07	-8.792095e+01	9.401873e+06	-1.205354e+07	4.507712e+05	
-1.316765e+06	-4.001406e+05	1.042525e+07	1.043293e+07	-8.780199e+01	9.116162e+06	-1.174969e+07	3.958980e+05	
-1.304047e+06	-4.209724e+05	1.010141e+07	1.011017e+07	-8.761363e+01	8.806127e+06	-1.141422e+07	3.601659e+05	
-1.287722e+06	-4.505320e+05	9.747884e+06	9.758289e+06	-8.735379e+01	8.470568e+06	-1.104601e+07	3.388944e+05	
-1.268033e+06	-4.877492e+05	9.365259e+06	9.377951e+06	-8.701872e+01	8.109919e+06	-1.064598e+07	3.268925e+05	
-1.245472e+06	-5.316442e+05	8.957358e+06	8.973121e+06	-8.660335e+01	7.727649e+06	-1.021859e+07	3.206829e+05	
-1.221025e+06	-5.815148e+05	8.533286e+06	8.553077e+06	-8.610154e+01	7.332052e+06	-9.774102e+06	3.198425e+05	
-1.195970e+06	-6.365417e+05	8.103605e+06	8.128567e+06	-8.550865e+01	6.932597e+06	-9.324537e+06	3.240866e+05	
-1.171326e+06	-6.941769e+05	7.678566e+06	7.709881e+06	-8.483428e+01	6.538554e+06	-8.881207e+06	3.293862e+05	
-1.148062e+06	-7.502960e+05	7.275661e+06	7.314246e+06	-8.411227e+01	6.166183e+06	-8.462308e+06	3.271861e+05	
-1.127170e+06	-8.014466e+05	6.911339e+06	6.957652e+06	-8.338549e+01	5.830482e+06	-8.084822e+06	3.099922e+05	
-1.108986e+06	-8.452337e+05	6.590274e+06	6.644256e+06	-8.269148e+01	5.535269e+06	-7.753242e+06	2.729386e+05	
-1.092324e+06	-8.829672e+05	6.290439e+06	6.352106e+06	-8.200982e+01	5.259781e+06	-7.444430e+06	2.201302e+05	
-1.075449e+06	-9.164178e+05	5.980933e+06	6.050734e+06	-8.128874e+01	4.975284e+06	-7.126183e+06	1.557415e+05	
-1.056416e+06	-9.468621e+05	5.628977e+06	5.708059e+06	-8.045157e+01	4.651643e+06	-6.764475e+06	8.171137e+04	
-1.034048e+06	-9.761742e+05	5.209667e+06	5.300335e+06	-7.938716e+01	4.266287e+06	-6.334383e+06	2.454126e+02	
-1.007304e+06	-1.006617e+06	4.702140e+06	4.808680e+06	-7.791674e+01	3.801376e+06	-5.815984e+06	-8.485676e+04	
-9.752151e+05	-1.041400e+06	4.090820e+06	4.221293e+06	-7.571762e+01	3.246078e+06	-5.196508e+06	-1.669791e+05	
-9.380531e+05	-1.084147e+06	3.384760e+06	3.554149e+06	-7.223963e+01	2.616096e+06	-4.492202e+06	-2.388899e+05	
-8.970134e+05	-1.137260e+06	2.615330e+06	2.851897e+06	-6.649851e+01	1.954883e+06	-3.748910e+06	-2.947800e+05	
-8.536132e+05	-1.202255e+06	1.824384e+06	2.184902e+06	-5.661546e+01	1.331288e+06	-3.038515e+06	-3.285893e+05	
-8.087640e+05	-1.279471e+06	1.051761e+06	1.656275e+06	-3.942117e+01	8.475108e+05	-2.465039e+06	-3.345943e+05	
-7.622020e+05	-1.368596e+06	3.214358e+05	1.405836e+06	-1.321725e+01	6.436339e+05	-2.168038e+06	-3.087076e+05	
-7.141881e+05	-1.469383e+06	-3.452043e+05	1.509388e+06	1.322084e+01	7.951999e+05	-2.223576e+06	-2.497917e+05	
-6.656693e+05	-1.580383e+06	-9.265127e+05	1.831949e+06	3.038133e+01	1.166279e+06	-2.497618e+06	-1.594412e+05	
-6.185018e+05	-1.697486e+06	-1.396398e+06	2.198041e+06	3.944165e+01	1.579539e+06	-2.816543e+06	-4.003141e+04	
-5.746714e+05	-1.815523e+06	-1.733777e+06	2.510400e+06	4.368064e+01	1.935728e+06	-3.085071e+06	1.038543e+05	
-5.355607e+05	-1.928769e+06	-1.930067e+06	2.728609e+06	4.501929e+01	2.193048e+06	-3.264170e+06	2.648905e+05	
-5.035109e+05	-2.036605e+06	-1.950381e+06	2.819884e+06	4.376111e+01	2.316373e+06	-3.323395e+06	4.347351e+05	
