KneeAng	AnkAng	MPAng	DotMPAng	Yaw	  Pitch	FemTVAng	FemHZAng	FemHZAngP	TibPSAng	TibPSAngYaw	TibHZAng	TibHZAngP	
1.333582e+02	1.252268e+02	1.609354e+02	1.609354e+02	-2.745914e+01	1.182025e+02	1.270196e+02	-1.335046e+01	-4.332754e+01	-1.566761e+02	-4.266761e+02	-5.632084e+01	2.928344e+00	
1.293565e+02	1.214422e+02	1.598973e+02	1.598973e+02	-2.757719e+01	1.182823e+02	1.262240e+02	-1.198939e+01	-4.376710e+01	-1.561971e+02	-4.261971e+02	-5.839259e+01	6.262999e+00	
1.258396e+02	1.180988e+02	1.591526e+02	1.591526e+02	-2.737911e+01	1.181543e+02	1.252510e+02	-1.082542e+01	-4.397633e+01	-1.557044e+02	-4.257044e+02	-6.009452e+01	9.250890e+00	
1.228287e+02	1.151714e+02	1.586904e+02	1.586904e+02	-2.691885e+01	1.178533e+02	1.241303e+02	-9.847084e+00	-4.392827e+01	-1.552182e+02	-4.252182e+02	-6.140519e+01	1.188592e+01	
1.203264e+02	1.126318e+02	1.584720e+02	1.584720e+02	-2.624624e+01	1.174175e+02	1.229014e+02	-9.045401e+00	-4.360376e+01	-1.547563e+02	-4.247563e+02	-6.233781e+01	1.418074e+01	
1.183203e+02	1.104521e+02	1.584386e+02	1.584386e+02	-2.542392e+01	1.168930e+02	1.215886e+02	-8.415428e+00	-4.299060e+01	-1.543324e+02	-4.243324e+02	-6.293325e+01	1.616841e+01	
1.167873e+02	1.086067e+02	1.585118e+02	1.585118e+02	-2.454045e+01	1.163383e+02	1.201816e+02	-7.956762e+00	-4.208231e+01	-1.539549e+02	-4.239549e+02	-6.324896e+01	1.790282e+01	
1.156892e+02	1.070644e+02	1.586068e+02	1.586068e+02	-2.369070e+01	1.158149e+02	1.186561e+02	-7.669347e+00	-4.088909e+01	-1.536309e+02	-4.236309e+02	-6.335122e+01	1.945061e+01	
1.149747e+02	1.057861e+02	1.586399e+02	1.586399e+02	-2.296788e+01	1.153826e+02	1.169822e+02	-7.551987e+00	-3.943860e+01	-1.533681e+02	-4.233681e+02	-6.330667e+01	2.088448e+01	
1.145494e+02	1.046915e+02	1.585876e+02	1.585876e+02	-2.235684e+01	1.150554e+02	1.152527e+02	-7.587912e+00	-3.781725e+01	-1.531908e+02	-4.231908e+02	-6.319081e+01	2.225063e+01	
1.142873e+02	1.036716e+02	1.584852e+02	1.584852e+02	-2.175250e+01	1.148099e+02	1.136640e+02	-7.749377e+00	-3.615075e+01	-1.531377e+02	-4.231377e+02	-6.308067e+01	2.356992e+01	
1.140608e+02	1.026178e+02	1.583847e+02	1.583847e+02	-2.104416e+01	1.146202e+02	1.124162e+02	-8.009856e+00	-3.455996e+01	-1.532497e+02	-4.232497e+02	-6.304263e+01	2.486021e+01	
1.137536e+02	1.014356e+02	1.583414e+02	1.583414e+02	-2.014646e+01	1.144651e+02	1.116578e+02	-8.340268e+00	-3.313851e+01	-1.535634e+02	-4.235634e+02	-6.312671e+01	2.614038e+01	
1.133122e+02	1.001067e+02	1.583659e+02	1.583659e+02	-1.912734e+01	1.143550e+02	1.112578e+02	-8.691379e+00	-3.186670e+01	-1.540776e+02	-4.240776e+02	-6.333669e+01	2.744292e+01	
1.127136e+02	9.864230e+01	1.584461e+02	1.584461e+02	-1.811293e+01	1.143119e+02	1.109854e+02	-9.008864e+00	-3.068092e+01	-1.547789e+02	-4.247789e+02	-6.365728e+01	2.880291e+01	
1.119432e+02	9.705672e+01	1.585649e+02	1.585649e+02	-1.723159e+01	1.143587e+02	1.106105e+02	-9.241192e+00	-2.951419e+01	-1.556532e+02	-4.256532e+02	-6.406776e+01	3.025261e+01	
1.110078e+02	9.537465e+01	1.587026e+02	1.587026e+02	-1.654332e+01	1.144993e+02	1.100048e+02	-9.362792e+00	-2.832154e+01	-1.566758e+02	-4.266758e+02	-6.453327e+01	3.180291e+01	
1.099516e+02	9.363669e+01	1.588391e+02	1.588391e+02	-1.594864e+01	1.146927e+02	1.092695e+02	-9.403422e+00	-2.711022e+01	-1.578007e+02	-4.278007e+02	-6.499558e+01	3.341989e+01	
1.088246e+02	9.188414e+01	1.589553e+02	1.589553e+02	-1.532214e+01	1.148900e+02	1.085397e+02	-9.398675e+00	-2.589400e+01	-1.589806e+02	-4.289806e+02	-6.539352e+01	3.506386e+01	
1.076759e+02	9.015502e+01	1.590342e+02	1.590342e+02	-1.453778e+01	1.150420e+02	1.079503e+02	-9.381964e+00	-2.468506e+01	-1.601722e+02	-4.301722e+02	-6.566878e+01	3.669688e+01	
1.065172e+02	8.845167e+01	1.590722e+02	1.590722e+02	-1.353359e+01	1.151193e+02	1.075813e+02	-9.375706e+00	-2.349874e+01	-1.613695e+02	-4.313695e+02	-6.579584e+01	3.830549e+01	
1.053197e+02	8.674157e+01	1.590780e+02	1.590780e+02	-1.231475e+01	1.151135e+02	1.074576e+02	-9.391864e+00	-2.235571e+01	-1.626035e+02	-4.326035e+02	-6.577804e+01	3.989935e+01	
1.040536e+02	8.499304e+01	1.590606e+02	1.590606e+02	-1.088374e+01	1.150179e+02	1.076080e+02	-9.442137e+00	-2.127817e+01	-1.639053e+02	-4.339053e+02	-6.561414e+01	4.148560e+01	
1.026959e+02	8.318419e+01	1.590271e+02	1.590271e+02	-9.243212e+00	1.148292e+02	1.080533e+02	-9.535273e+00	-2.028213e+01	-1.652998e+02	-4.352998e+02	-6.529762e+01	4.306555e+01	
1.012752e+02	8.134780e+01	1.589752e+02	1.589752e+02	-7.450889e+00	1.145759e+02	1.086890e+02	-9.655261e+00	-1.932335e+01	-1.667768e+02	-4.367768e+02	-6.482564e+01	4.463131e+01	
9.984164e+01	7.953867e+01	1.588977e+02	1.588977e+02	-5.614992e+00	1.143024e+02	1.093270e+02	-9.774135e+00	-1.832845e+01	-1.683116e+02	-4.383116e+02	-6.420894e+01	4.617712e+01	
9.844184e+01	7.780668e+01	1.587865e+02	1.587865e+02	-3.876892e+00	1.140542e+02	1.097467e+02	-9.863508e+00	-1.722373e+01	-1.698825e+02	-4.398825e+02	-6.347006e+01	4.770503e+01	
9.710947e+01	7.617495e+01	1.586356e+02	1.586356e+02	-2.353340e+00	1.138637e+02	1.097811e+02	-9.910986e+00	-1.595825e+01	-1.714771e+02	-4.414771e+02	-6.262923e+01	4.922413e+01	
9.584654e+01	7.459568e+01	1.584483e+02	1.584483e+02	-9.923900e-01	1.137183e+02	1.095236e+02	-9.957217e+00	-1.455520e+01	-1.731037e+02	-4.431037e+02	-6.167579e+01	5.074411e+01	
9.464856e+01	7.300832e+01	1.582311e+02	1.582311e+02	3.178066e-01	1.135959e+02	1.091480e+02	-1.005345e+01	-1.305591e+01	-1.747743e+02	-4.447743e+02	-6.058881e+01	5.226993e+01	
9.350972e+01	7.135445e+01	1.579927e+02	1.579927e+02	1.710330e+00	1.134741e+02	1.088508e+02	-1.024961e+01	-1.150454e+01	-1.764992e+02	-4.464992e+02	-5.934505e+01	5.380126e+01	
9.241080e+01	6.961066e+01	1.577432e+02	1.577432e+02	3.225777e+00	1.133458e+02	1.087003e+02	-1.054213e+01	-9.931006e+00	-1.782784e+02	-4.482784e+02	-5.793593e+01	5.533108e+01	
