FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
0.000000e+00	-2.673515e+00	6.811954e-01	3.954320e-01	0.000000e+00	-4.187345e-03	3.239015e-04	
0.000000e+00	-2.656319e+00	7.032947e-01	4.082504e-01	0.000000e+00	-4.160412e-03	3.344095e-04	
0.000000e+00	-2.681062e+00	6.954638e-01	3.965465e-01	0.000000e+00	-4.199166e-03	3.306859e-04	
0.000000e+00	-2.734839e+00	6.630624e-01	3.658294e-01	0.000000e+00	-4.283392e-03	3.152794e-04	
0.000000e+00	-2.801138e+00	6.130245e-01	3.231512e-01	0.000000e+00	-4.387231e-03	2.914869e-04	
0.000000e+00	-2.862085e+00	5.553665e-01	2.775829e-01	0.000000e+00	-4.482689e-03	2.640711e-04	
0.000000e+00	-2.905225e+00	5.009960e-01	2.377075e-01	0.000000e+00	-4.550256e-03	2.382185e-04	
0.000000e+00	-2.925614e+00	4.589246e-01	2.095476e-01	0.000000e+00	-4.582190e-03	2.182140e-04	
0.000000e+00	-2.926795e+00	4.286439e-01	1.915023e-01	0.000000e+00	-4.584041e-03	2.038158e-04	
0.000000e+00	-2.914763e+00	4.033825e-01	1.776142e-01	0.000000e+00	-4.565195e-03	1.918043e-04	
0.000000e+00	-2.892867e+00	3.772822e-01	1.631459e-01	0.000000e+00	-4.530902e-03	1.793939e-04	
0.000000e+00	-2.860799e+00	3.494789e-01	1.467779e-01	0.000000e+00	-4.480675e-03	1.661736e-04	
0.000000e+00	-2.817146e+00	3.251997e-01	1.309821e-01	0.000000e+00	-4.412304e-03	1.546292e-04	
0.000000e+00	-2.762424e+00	3.085746e-01	1.175150e-01	0.000000e+00	-4.326597e-03	1.467241e-04	
0.000000e+00	-2.698978e+00	3.006140e-01	1.066795e-01	0.000000e+00	-4.227226e-03	1.429389e-04	
0.000000e+00	-2.630758e+00	2.973084e-01	9.723049e-02	0.000000e+00	-4.120377e-03	1.413671e-04	
0.000000e+00	-2.561095e+00	2.946275e-01	8.829819e-02	0.000000e+00	-4.011269e-03	1.400924e-04	
0.000000e+00	-2.492285e+00	2.900931e-01	7.991336e-02	0.000000e+00	-3.903496e-03	1.379363e-04	
0.000000e+00	-2.420877e+00	2.843836e-01	7.258161e-02	0.000000e+00	-3.791655e-03	1.352215e-04	
