StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-4.942660e+06	-1.873552e+05	2.311092e+07	2.311168e+07	-8.953556e+01	1.816902e+07	-2.805434e+07	-2.121327e+06	
-4.855051e+06	-2.774360e+05	2.225383e+07	2.225555e+07	-8.928577e+01	1.740050e+07	-2.711061e+07	-2.120383e+06	
-4.779377e+06	-3.491984e+05	2.150307e+07	2.150590e+07	-8.906966e+01	1.672653e+07	-2.628528e+07	-2.112961e+06	
-4.712221e+06	-4.008140e+05	2.083947e+07	2.084333e+07	-8.889817e+01	1.613111e+07	-2.555555e+07	-2.102448e+06	
-4.652665e+06	-4.254457e+05	2.025384e+07	2.025830e+07	-8.879667e+01	1.560564e+07	-2.491097e+07	-2.092478e+06	
-4.597673e+06	-4.366786e+05	1.973258e+07	1.973741e+07	-8.873229e+01	1.513974e+07	-2.433508e+07	-2.084286e+06	
-4.544560e+06	-4.416195e+05	1.925500e+07	1.926006e+07	-8.868617e+01	1.471550e+07	-2.380462e+07	-2.074889e+06	
-4.491753e+06	-4.478349e+05	1.880240e+07	1.880773e+07	-8.863562e+01	1.431598e+07	-2.329948e+07	-2.058669e+06	
-4.437255e+06	-4.630848e+05	1.835160e+07	1.835744e+07	-8.855453e+01	1.392018e+07	-2.279469e+07	-2.028729e+06	
-4.381184e+06	-4.902579e+05	1.789860e+07	1.790532e+07	-8.843104e+01	1.352413e+07	-2.228650e+07	-1.986658e+06	
-4.326199e+06	-5.290184e+05	1.745919e+07	1.746721e+07	-8.826448e+01	1.314101e+07	-2.179340e+07	-1.940536e+06	
-4.273948e+06	-5.785273e+05	1.704260e+07	1.705242e+07	-8.805582e+01	1.277847e+07	-2.132637e+07	-1.898340e+06	
-4.224634e+06	-6.381683e+05	1.664752e+07	1.665975e+07	-8.780472e+01	1.243511e+07	-2.088438e+07	-1.865979e+06	
-4.176978e+06	-7.110808e+05	1.625643e+07	1.627197e+07	-8.749542e+01	1.209499e+07	-2.044895e+07	-1.837511e+06	
-4.129047e+06	-8.000610e+05	1.584933e+07	1.586951e+07	-8.711024e+01	1.174046e+07	-1.999856e+07	-1.804599e+06	
-4.077899e+06	-9.075045e+05	1.540459e+07	1.543130e+07	-8.662856e+01	1.135340e+07	-1.950920e+07	-1.758514e+06	
-4.021557e+06	-1.034691e+06	1.490968e+07	1.494554e+07	-8.603022e+01	1.092398e+07	-1.896710e+07	-1.693720e+06	
-3.959943e+06	-1.177869e+06	1.436755e+07	1.441575e+07	-8.531334e+01	1.045581e+07	-1.837569e+07	-1.616341e+06	
-3.893162e+06	-1.331274e+06	1.378338e+07	1.384752e+07	-8.448320e+01	9.954361e+06	-1.774069e+07	-1.536222e+06	
-3.821887e+06	-1.489506e+06	1.316637e+07	1.325035e+07	-8.354563e+01	9.428467e+06	-1.707224e+07	-1.462887e+06	
-3.747040e+06	-1.650795e+06	1.252937e+07	1.263765e+07	-8.249431e+01	8.890609e+06	-1.638469e+07	-1.395241e+06	
-3.669248e+06	-1.816661e+06	1.188541e+07	1.202345e+07	-8.130974e+01	8.354201e+06	-1.569270e+07	-1.321641e+06	
-3.589289e+06	-1.988831e+06	1.124748e+07	1.142196e+07	-7.997238e+01	7.832673e+06	-1.501125e+07	-1.230465e+06	
-3.507556e+06	-2.167579e+06	1.062465e+07	1.084350e+07	-7.846912e+01	7.335948e+06	-1.435106e+07	-1.113371e+06	
-3.423329e+06	-2.346522e+06	1.001591e+07	1.028711e+07	-7.681460e+01	6.863777e+06	-1.371043e+07	-9.768223e+05	
-3.336640e+06	-2.517708e+06	9.420754e+06	9.751383e+06	-7.503735e+01	6.414743e+06	-1.308802e+07	-8.329647e+05	
-3.248292e+06	-2.674149e+06	8.841190e+06	9.236759e+06	-7.317131e+01	5.988467e+06	-1.248505e+07	-6.934875e+05	
-3.158696e+06	-2.810700e+06	8.276114e+06	8.740372e+06	-7.124172e+01	5.581675e+06	-1.189907e+07	-5.685790e+05	
-3.068310e+06	-2.928292e+06	7.723402e+06	8.259893e+06	-6.923603e+01	5.191583e+06	-1.132820e+07	-4.632158e+05	
-2.977952e+06	-3.030609e+06	7.182381e+06	7.795588e+06	-6.712269e+01	4.817636e+06	-1.077354e+07	-3.790892e+05	
