StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-7.010495e+05	5.292986e+05	5.116447e+06	5.143752e+06	8.409377e+01	4.442703e+06	-5.844802e+06	-5.703894e+05	
-8.912336e+05	3.768381e+05	6.266040e+06	6.277362e+06	8.655842e+01	5.386128e+06	-7.168595e+06	-5.784804e+05	
-1.076010e+06	2.613960e+05	7.303325e+06	7.308001e+06	8.795021e+01	6.231991e+06	-8.384011e+06	-6.005810e+05	
-1.258443e+06	1.814461e+05	8.267963e+06	8.269954e+06	8.874284e+01	7.011511e+06	-9.528397e+06	-6.644852e+05	
-1.438329e+06	1.408194e+05	9.178203e+06	9.179283e+06	8.912102e+01	7.740955e+06	-1.061761e+07	-7.926898e+05	
-1.615571e+06	1.447706e+05	1.005352e+07	1.005456e+07	8.917503e+01	8.438988e+06	-1.167013e+07	-1.003701e+06	
-1.790401e+06	1.919243e+05	1.091352e+07	1.091521e+07	8.899254e+01	9.124806e+06	-1.270561e+07	-1.302815e+06	
-1.962511e+06	2.437567e+05	1.176605e+07	1.176858e+07	8.881321e+01	9.806068e+06	-1.373109e+07	-1.636414e+06	
-2.131097e+06	2.464223e+05	1.261220e+07	1.261461e+07	8.888071e+01	1.048351e+07	-1.474571e+07	-1.913467e+06	
-2.292754e+06	1.770972e+05	1.342819e+07	1.342935e+07	8.924443e+01	1.113660e+07	-1.572211e+07	-2.076714e+06	
-2.443472e+06	8.328163e+04	1.416678e+07	1.416702e+07	8.966321e+01	1.172355e+07	-1.661050e+07	-2.193045e+06	
-2.581375e+06	2.531032e+04	1.478489e+07	1.478492e+07	8.990195e+01	1.220354e+07	-1.736629e+07	-2.371317e+06	
-2.705394e+06	1.685176e+04	1.525854e+07	1.525855e+07	8.993675e+01	1.255315e+07	-1.796394e+07	-2.650928e+06	
-2.812841e+06	2.279440e+04	1.557494e+07	1.557496e+07	8.991618e+01	1.276212e+07	-1.838780e+07	-2.977182e+06	
-2.903133e+06	1.171251e+04	1.574111e+07	1.574111e+07	8.995740e+01	1.283798e+07	-1.864424e+07	-3.282208e+06	
-2.977862e+06	-1.477717e+04	1.577790e+07	1.577791e+07	-8.994637e+01	1.280005e+07	-1.875577e+07	-3.532359e+06	
