"PercentStance"	"InterpV.N"	"InterpML.N"	"InterpHz.N"	"SquaredV.N"	"SquaredML.N"	"SquaredHz.N"	"NetGRF.N"	"APAngle"	"APAngle.Convert"	"MLAngle"	"MLAngle.Convert"	"InterpV.BW"	"InterpML.BW"	"InterpHz.BW"	"NetGRF.BW"
0	0.213706460422942	-0.00646880473967043	-0.0486521073495956	0.0456704512265025	4.18454347599826e-05	0.00236702754955657	0.219269980186114	102.825285701432	-12.8252857014318	91.7337897678786	-1.7337897678786	0.382575117119481	-0.0115803880051386	-0.087096504385241	0.392534873229707
1	0.217374221967163	-0.0112496611236241	-0.0484738780601907	0.0472515523758294	0.000126554875396379	0.00234971685419424	0.222997363449481	102.571123004327	-12.5711230043274	92.9625572698924	-2.96255726989243	0.389141106278487	-0.0201390281482709	-0.0867774401363958	0.399207596579809
2	0.220547264373512	-0.0166471064921249	-0.0460848113801274	0.0486410958226398	0.000277126154560147	0.00212380983994192	0.225924836654012	101.8025109691	-11.8025109690996	94.3165518879028	-4.31655188790283	0.394821454302743	-0.0298014795777388	-0.0825005574295156	0.404448329133569
3	0.223177745045151	-0.0225106621765954	-0.0414864108168127	0.0498083058834384	0.000506729911628803	0.00172112228246135	0.228114353072157	100.530491170756	-10.5304911707562	95.7596181346653	-5.75961813466529	0.39953051386529	-0.0402983569219395	-0.0742685478281645	0.408367979004935
4	0.225383343926699	-0.0285971018922005	-0.0348970885821972	0.0507976517195807	0.000817794236632897	0.00121780679151372	0.229854851477465	98.8014656278533	-8.80146562785329	97.2311664787296	-7.23116647872965	0.403478954397957	-0.0511942389763704	-0.0624724106376606	0.411483801427613
5	0.227293461471112	-0.0347014967636888	-0.0267192977655413	0.0516623176275199	0.0012041938776403	0.00071392087308366	0.231474474571698	96.7045881549453	-6.70458815494527	98.6804689083224	-8.68046890832242	0.406898427266581	-0.0621222641670046	-0.0478326132573242	0.414383234106155
6	0.2290698355827	-0.0406075717386623	-0.0174649488731919	0.0524729895738852	0.00164897488251061	0.000305024439143207	0.233295925587094	94.3599613974759	-4.35996139747594	100.052481109203	-10.0524811092033	0.410078474011278	-0.0726952591096711	-0.0312655726337127	0.417643977062467
7	0.230840083099547	-0.0461140583562602	-0.0076719119651127	0.0532871439654058	0.00212650637808457	5.88582332004394e-05	0.235526025264069	91.903510153945	-1.90351015394505	101.297054262551	-11.2970542625505	0.413247552988806	-0.0825529150667028	-0.0137341782404452	0.421636278668222
8	0.232632597896768	-0.0510567946314326	0.00213652072966727	0.0541179256041993	0.00260679627803629	4.56472082829796e-06	0.238179106142969	89.4738047024999	0.526195297500067	102.378666238384	-12.378666238384	0.416456494623645	-0.0914013509334633	0.00382477753252286	0.426385796890386
9	0.234472429719125	-0.0552554974438201	0.0115284844712719	0.05497732029839	0.00305316999776401	0.000132905954204357	0.241170885992398	87.1851615865402	2.81483841345978	103.2603183403	-13.2603183402998	0.419750142712361	-0.0989178257139636	0.0206381748501108	0.43174165054135
10	0.236283285990781	-0.0586025849579577	0.0201860538184225	0.0558297912386012	0.00343426296375465	0.00040747676876025	0.24427756952106	85.1169877922331	4.88301220776692	103.929331078019	-13.9293310780186	0.422991919066919	-0.10490974750798	0.0361368668428616	0.437303203582276
11	0.237972212674466	-0.0610064889535408	0.0278991605414599	0.0566307740051813	0.0037217916944385	0.000778363158918153	0.247246696355154	83.3133352797194	6.68666472028056	104.378677467499	-14.3786774674989	0.426015418321636	-0.109213191825171	0.049944791517114	0.442618504037154
12	0.239371266626928	-0.062423033979302	0.0346137550733654	0.0572986032865799	0.00389663517118109	0.00119811204027893	0.249786609925432	81.7719033545589	8.2280966454411	104.616023221834	-14.6160232218337	0.428519990381181	-0.11174907622503	0.0619651898914525	0.447165431302241
13	0.240276710217139	-0.0628380734522153	0.0404020497169236	0.057732897472771	0.00394862347518601	0.00163232562132877	0.251622428589515	80.4551170936709	9.54488290632905	104.655963767192	-14.6559637671924	0.430140906224739	-0.112492075639483	0.0723273356908765	0.450451895076111
14	0.240520756360286	-0.0622410171070105	0.045407881446465	0.0578502342401241	0.00387394421051517	0.00206187569745622	0.252559011219349	79.3089674830721	10.6910325169279	104.508511198269	-14.5085111982688	0.430577795131196	-0.111423231484086	0.0812887243939581	0.452128555709541
15	0.239894789332323	-0.0606948277308568	0.0498427057755863	0.0575495099487996	0.00368386211327838	0.00248429531903166	0.252423587212268	78.2627022591182	11.7372977408818	104.198229831556	-14.198229831556	0.429457195367567	-0.108655259095698	0.089227901495858	0.451886121038791
16	0.238345500769314	-0.058277359533934	0.0539195498246287	0.0568085777369751	0.00339625063424741	0.00290731785329062	0.251221309256426	77.2528655870839	12.7471344129161	103.739699371704	-13.7396993717043	0.426683674846606	-0.104327532284164	0.0965262259660378	0.449733815353431
17	0.235896588786167	-0.0551571658169427	0.0577998114677869	0.05564720060095	0.00304231294095771	0.00334081820571171	0.249058892127182	76.2325199311697	13.7674800688303	103.160423459693	-13.1604234596932	0.422299657690954	-0.0987417934424323	0.103472630626185	0.445862678351561
18	0.232634768283533	-0.0515186532585481	0.0615768521326544	0.0541189354143331	0.00265417163357451	0.00379170871856679	0.246099199036637	75.1741965903982	14.8258034096018	102.487033190162	-12.4870331901621	0.416460380027807	-0.092228165518346	0.110234250147967	0.440564266087786
19	0.228731819133937	-0.0475286465983209	0.0653105253119185	0.0523182450843201	0.00225897224746808	0.00426546471651875	0.242575105994632	74.064197635	15.935802365	101.738560859282	-11.738560859282	0.409473360425952	-0.0850852964524184	0.1169182336411	0.434255470810297
20	0.22435863132908	-0.0433805642631932	0.0690609633573757	0.050336795451858	0.00188187335579304	0.00476941665984879	0.238721774179692	72.8908468540753	17.1091531459247	100.943308503193	-10.9433085031928	0.401644524398639	-0.0776594419319606	0.123632229426022	0.427357275652868
