"PercentStance"	"InterpV.N"	"InterpML.N"	"InterpHz.N"	"SquaredV.N"	"SquaredML.N"	"SquaredHz.N"	"NetGRF.N"	"APAngle"	"APAngle.Convert"	"MLAngle"	"MLAngle.Convert"	"InterpV.BW"	"InterpML.BW"	"InterpHz.BW"	"NetGRF.BW"
0	0.00105934575679099	-0.00604464340030225	0.0286688075908274	1.12221343243108e-06	3.65377138368176e-05	0.000821900528679883	0.029318261475557	2.11618285028287	87.8838171497171	170.059654447196	-80.0596544471958	0.00150134035826387	-0.00856667148568913	0.0406303962455037	0.0415508240866738
1	0.0146197346402409	-0.00853585165467172	0.0276119946462872	0.00021373664095106	7.28607634705619e-05	0.000762422248346593	0.0323885728732869	27.8998963325467	62.1001036674533	120.278868791278	-30.2788687912783	0.02071957857177	-0.0120972954289565	0.039132645473763	0.0459021724394655
2	0.0284390946020662	-0.0109647222970814	0.0267518814199588	0.000808782101785271	0.000120225135052114	0.000715663159507537	0.0405545360760658	46.7510126446743	43.2489873553257	111.084196737426	-21.0841967374261	0.0403048392886426	-0.0155395724164986	0.0379136641439325	0.0574752495409096
3	0.042247704974364	-0.0132187325135766	0.0262563369051112	0.0017848685756009	0.000174734889265487	0.000689395227674704	0.0514684242282692	58.1396472593556	31.8603527406444	107.374192078208	-17.3741920782081	0.0598748653264796	-0.0187340313401029	0.0372113618269717	0.0729427781012886
4	0.0558326795081266	-0.0151529705995528	0.0262572810673871	0.00311728810105718	0.000229612517990912	0.000689444809051765	0.0635322392813275	64.8130942532302	25.1869057467698	105.184294762284	-15.1842947622845	0.0791279471487055	-0.021475298468754	0.0372126999254352	0.0900400216572102
5	0.0690495948884143	-0.0166497134607733	0.0268231323748225	0.00476784655425413	0.000277212958325856	0.000719480430397251	0.075924567453343	68.7707515706154	21.2292484293846	103.55676675606	-13.5567667560602	0.0978594031865282	-0.0235965326825018	0.0380146433883539	0.107602845030248
6	0.0818901095031214	-0.0176243391787766	0.0279556831920081	0.00670599003443321	0.00031061733148856	0.000781520222731924	0.0883070075852064	71.1510980189936	18.8489019810064	102.145894211034	-12.1458942110336	0.116057411427326	-0.0249778049585836	0.0396197324149775	0.125151654740939
7	0.0944677284458029	-0.0180330204455528	0.029605675035218	0.00892415171770996	0.000325189826389725	0.00087649599429093	0.100627220663152	72.5992911895722	17.4007088104278	100.807219907518	-10.807219907518	0.133882835098927	-0.0255570017652392	0.0419581562290505	0.142612274182471
8	0.106911722486144	-0.0178983854328844	0.0316803554990094	0.0114301164049543	0.000320352201104089	0.00100364492454361	0.112934111457088	73.494255177873	16.505744822127	99.5039092409324	-9.50390924093237	0.151518881074467	-0.0253661925069223	0.0448984630088002	0.160054012836009
9	0.119353612489413	-0.0172672577543236	0.0340675472597784	0.014245284814273	0.000298158190354249	0.00116059777629723	0.125315764295337	74.0694664735023	15.9305335264977	98.2320423770789	-8.23204237707894	0.169151945138057	-0.0244717371801638	0.048281671286534	0.177601706767768
10	0.131907259540572	-0.0162068202808538	0.0366695299480611	0.0173995251195038	0.000262661023615894	0.00134465442661175	0.137865298642303	74.4643468343812	15.5356531656188	97.0045552328297	-7.00455523282967	0.186943395040493	-0.0229688496043846	0.0519692884751433	0.195387328007799
11	0.144603090280997	-0.0148287873211219	0.0394005540010862	0.0209100537188142	0.000219892933415066	0.00155240365559251	0.150606607782732	74.7583994666496	15.2416005333504	95.8551121929692	-5.85511219296917	0.204936352439055	-0.0210158550469415	0.0558397874165054	0.213444738921106
12	0.157411586609698	-0.0132299562938524	0.0421855132418997	0.0247784075989825	0.000175031743537245	0.0017796175274825	0.163502467473742	74.9975529291772	15.0024470708228	94.8042418337323	-4.80424183373233	0.223088983290388	-0.0187499380581808	0.059786725116071	0.231721184061426
13	0.170230738938653	-0.0114903976279948	0.0449787084261165	0.0289785044795998	0.000132029237649429	0.0020230842116816	0.17644721003442	75.1994314558572	14.8005685441428	93.8615480218317	-3.86154802183165	0.241256716182898	-0.0162845771371808	0.0637453350710268	0.250066907645154
14	0.182847972952334	-0.00970360866685088	0.0477588726825143	0.0334333812127775	9.41600211593835e-05	0.00228090991990461	0.189231210834369	75.3616998198901	14.6383001801099	93.0377955714578	-3.03779557145785	0.259138283662605	-0.0137522798566481	0.0676854771577584	0.268184822611067
15	0.195008723860655	-0.0079190485832852	0.0505174219701517	0.0380284023817612	6.27113304644313e-05	0.00255200992251037	0.201601397898765	75.4766665765849	14.5233334234151	92.3254287806961	-2.32542878069614	0.276372907965781	-0.0112231414162205	0.0715949857853624	0.285716266863328
16	0.206448263322332	-0.00616193852698496	0.0532537304741982	0.0426208854288069	3.79694864103416e-05	0.00283595980941855	0.213295135257783	75.5357533467925	14.4642466532075	91.7096209993634	-1.70962099936344	0.292585407202851	-0.00873290607565896	0.0754729740280587	0.302289023891415
17	0.216887988262836	-0.00448383870641907	0.0559640293760743	0.0470403994527001	2.01048095451818e-05	0.00313197258400611	0.224036775655809	75.5314555994167	14.4685444005833	91.1843368800626	-1.18433688006265	0.30738093574665	-0.00635464669277079	0.0793141005896745	0.317512437153925
18	0.226111773292732	-0.00290399439749427	0.0586619004078543	0.0511265340215838	8.43318346067811e-06	0.00344121855946102	0.233615465593581	75.4559696283223	14.5440303716777	90.7358196030548	-0.73581960305475	0.320453193442081	-0.00411563831844426	0.0831376139567096	0.331087677995438
19	0.233963472989174	-0.00141770092598077	0.0613788633674271	0.054738906693156	2.00987591552673e-06	0.00376736486827728	0.241884851607844	75.3000698254904	14.6999301745096	90.3471793459385	-0.3471793459385	0.331580885755632	-0.00200921333047161	0.0869881850445395	0.342807329376196
20	0.240314916973729	-4.86744280662069e-05	0.0641359135719916	0.0577512593200903	2.36919994757235e-09	0.00411341540971398	0.248726108599407	75.0570230277571	14.9429769722429	90.0116049361204	-0.0116049361204347	0.34058236532558	-6.89830329736492e-05	0.0908955691213033	0.352502988377845
21	0.245118884059143	0.00119625142217353	0.066951545463732	0.0600832673223996	1.43101746505219e-06	0.00448250943998217	0.25410078272183	74.722922483879	15.277077516121	89.7203821572043	0.279617842795659	0.3473907087006	0.00169536766181056	0.0948859771311395	0.360120156918694
22	0.24839562610977	0.00230424173248165	0.0698469306070443	0.0617003870704647	5.30952996171003e-06	0.00487859371522526	0.258039319321013	74.2944273011564	15.7055726988436	89.4685110140939	0.531488985906108	0.352034617502509	0.00326564871383454	0.0989894141256297	0.365701983164701
23	0.250208250781662	0.00321628015295071	0.0728244713450882	0.0626041687592191	1.03444580222646e-05	0.00530340362669157	0.260610661416476	73.7720759253037	16.2279240746963	89.26353695742	0.736463042580027	0.354603530019362	0.00455822017141541	0.103209284786123	0.369346175476864
24	0.250709941348666	0.00388653355723947	0.0758762410434179	0.0628554746910515	1.51051430915485e-05	0.00575720395487886	0.261969051204569	73.1617955318607	16.8382044681393	89.1118655560073	0.888134443992712	0.355314542727701	0.00550812578973848	0.107534355220263	0.371271331072235
25	0.250097626376767	0.00426972435498585	0.0789835030255104	0.0625488227192929	1.82305460675593e-05	0.00623839375018081	0.262307924042606	72.4733264521727	17.5266735478273	89.0219282544985	0.978071745501481	0.35444674940018	0.00605119664822258	0.111938071181279	0.371751593030904
26	0.248574858941737	0.0043009019737269	0.0821238158089123	0.0617894604979045	1.84977577876079e-05	0.00674432112301615	0.261824902136348	71.7175499719632	18.2824500280368	89.0087535551332	0.991246444866761	0.352288632287042	0.00609538261582611	0.116388627847098	0.371067038175096
27	0.246405858810755	0.00395184159914177	0.0852938445527854	0.0607158472562657	1.56170520247074e-05	0.00727503991859472	0.26078056719565	70.906609992821	19.093390007179	89.0811726807609	0.918827319239128	0.349214652509573	0.00560068253846623	0.120881298969367	0.369586971649164
28	0.243866908558374	0.00320474324421911	0.0884756840429623	0.0594710690898183	1.0270379261368e-05	0.00782794666687009	0.259440332515879	70.0590686524714	19.9409313475286	89.2470987782295	0.7529012217705	0.345616367004498	0.00454186967718128	0.125390708677668	0.367687546082595
29	0.241188619151676	0.00203362376565778	0.091629230810511	0.0581719500082922	4.13562562024813e-06	0.0083959159389259	0.258015506458116	69.1978681801727	20.8021318198273	89.5169121237711	0.483087876228865	0.34182060537369	0.00288211984928824	0.129860020989953	0.365668234776242
30	0.2385944392043	0.00046153447664438	0.094727147481587	0.0569273064192144	2.13014073131402e-07	0.00897323246999833	0.256711417555367	68.3458529803305	21.6541470196695	89.8891678082836	0.110832191716355	0.338144046491355	0.000654102149439314	0.134250492462567	0.363820036217923
31	0.236264640840178	-0.00148283820959086	0.0977501577573183	0.0558209805113383	2.19880915582263e-06	0.00955509334158061	0.255691753214832	67.5235723433063	22.4764276566937	90.3595936120375	-0.3595936120375	0.334842178061477	-0.00210152807481698	0.138534804077832	0.36237493369449
32	0.234297643859732	-0.00379721261898512	0.100669107434314	0.0548953859182218	1.44188236737798e-05	0.0101342691916215	0.255037397127396	66.7485765170332	23.2514234829668	90.9284993562943	-0.928499356294282	0.332054483928192	-0.00538153715842562	0.142671637520286	0.361447558287126
33	0.232760470258819	-0.00643189112879316	0.103474950891687	0.0541774365151066	4.13692234926481e-05	0.010707065462037	0.254805555670665	66.0321970478767	23.9678029521233	91.58285665664	-1.58285665663998	0.329875949913292	-0.00911549196257534	0.146648173032436	0.361118984794026
34	0.231678749756296	-0.00931969267115008	0.106172798488623	0.0536750430886404	8.68566714846885e-05	0.0112726631389057	0.255018750093068	65.379152458894	24.620847541106	92.3035833409034	-2.30358334090337	0.328342899314478	-0.0132081812232853	0.150471653186824	0.361421131084281
35	0.23104528058666	-0.0124166133446515	0.108747009031344	0.0533819216813684	0.000154172286950578	0.0118259119732632	0.25565994199636	64.7948529120186	25.2051470879814	93.0761755429255	-3.0761755429255	0.327445125547987	-0.0175972411347102	0.154119910758707	0.362329849768084
36	0.230885654336976	-0.0156519888355374	0.111196668313653	0.0533081853786136	0.000244984754507787	0.0123646990440566	0.256744754916586	64.2841033254306	25.7158966745694	93.8782093370703	-3.87820933707034	0.327218897869864	-0.0221825238598886	0.157591650104384	0.363867283045049
37	0.23120194104651	-0.0189493105541702	0.113534991420427	0.0534543375436739	0.000359076370478386	0.0128901942768364	0.258270416794082	63.8459988762205	26.1540011237795	94.6854891849263	-4.68548918492625	0.327667150009226	-0.026855598857951	0.160905600085639	0.366029502259186
38	0.23193725342736	-0.0222472399473015	0.115763685188612	0.0537948895274274	0.000494939685272808	0.0134012308084481	0.260175056493024	63.475464726247	26.524535273753	95.4790042015111	-5.47900420151112	0.328709259392517	-0.0315295350727062	0.164064179689076	0.368728821560408
39	0.233013988210392	-0.0254662492103313	0.117863294267145	0.0542955187017127	0.0006485298488427	0.0138917561355036	0.26236578413745	63.1687701013939	26.8312298986061	96.237138288949	-6.23713828894897	0.330235244062347	-0.0360916230305149	0.167039816138244	0.371833594299107
40	0.234290550161168	-0.0285247621201546	0.11980207267947	0.0548920618948228	0.000813662054011407	0.014352536618297	0.264685210329424	62.9175337832747	27.0824662167253	96.9415700363131	-6.94157003631312	0.332044430500522	-0.0404262501702871	0.16978751796977	0.375120762938526
41	0.235585306082941	-0.0313426302805942	0.121543766843671	0.055500436442193	0.00098236047290602	0.0147728872585487	0.266937603521212	62.709771501597	27.290228498403	97.5782158488571	-7.57821584885714	0.333879402044984	-0.0444198274951732	0.17225590539069	0.378312930160448
42	0.23677301513691	-0.0338132830325742	0.123075524075164	0.0560614606970234	0.00114333810944097	0.0151475846263763	0.2689839835991	62.5344157096813	27.4655842903187	98.1273909426935	-8.12739094269349	0.335562663175893	-0.0479213194906097	0.174426763145074	0.381213128683531
43	0.237762133388698	-0.0358636931409001	0.124385919994429	0.056530832073545	0.00128620448570464	0.0154718570928605	0.270719215520639	62.3835599149707	27.6164400850293	98.5777474196485	-8.57774741964852	0.336964474757225	-0.0508272295080784	0.176283900218862	0.383672357597277
44	0.238482240239998	-0.0374586879296537	0.125457161600203	0.0568737789098881	0.00140315330141118	0.0157394993967795	0.272059610394632	62.2527124265825	27.7472875734175	98.9265824727136	-8.92658247271356	0.337985034353739	-0.0530877096508698	0.17780209977353	0.385572010196473
45	0.238909987783371	-0.0385515201678134	0.12630461740677	0.0570779822626505	0.00148621970724932	0.0159528563782705	0.272978127966638	62.1359211852812	27.8640788147188	99.1664727991021	-9.16647279910214	0.338591252527453	-0.0546365081743387	0.179003142583291	0.386873764125054
46	0.238993442860255	-0.0391253849100439	0.126935063150709	0.057117865730198	0.00153079574435909	0.0161125102570745	0.273424892304325	62.026173030409	27.973826969591	99.2973634983373	-9.29736349833732	0.338709527863173	-0.0554498085459806	0.179896631449418	0.387506933537875
47	0.238658928373725	-0.0391911224202195	0.12732336668398	0.0569580840924948	0.00153594407655663	0.0162112397037432	0.27332264427375	61.9202979582487	28.0797020417513	99.3255351854706	-9.3255351854706	0.338235442706526	-0.0555429739515582	0.180446948248271	0.387362024197491
48	0.237883863292978	-0.0387471704917713	0.127461752448441	0.0565887324151922	0.00150134322111839	0.0162464983372277	0.272647343602571	61.8169244408826	28.1830755591174	99.2512489952061	-9.25124899520613	0.337136994462837	-0.0549137903794945	0.180643073197904	0.386404965423145
49	0.236645743137775	-0.037824178119975	0.127328496752855	0.0560012077452298	0.0014306684504516	0.0162125460853418	0.271375058325232	61.7172912562618	28.2827087437382	99.0810366090416	-9.08103660904163	0.335382289027459	-0.053605694614477	0.180454218754046	0.384601840030091
50	0.234924521616252	-0.0364809726434127	0.126882815388166	0.0551895308566248	0.00133086136500943	0.0160992488408274	0.269480316651257	61.6265025174632	28.3734974825368	98.8268495500083	-8.82684955000828	0.332942916122806	-0.0517020587349953	0.179822584166902	0.381916548542031
51	0.23273766792109	-0.0347692740662535	0.126117787391578	0.0541668220693476	0.00120890241909425	0.0159056962965473	0.266985806336197	61.5472603229129	28.4527396770871	98.4967242146022	-8.4967242146022	0.329843633675014	-0.0492761820666858	0.178738360815728	0.378381244807535
52	0.230067445771595	-0.0327718543208988	0.125026914716351	0.0529310296038658	0.00107399443563021	0.0156317294034897	0.263887766755084	61.4787540895839	28.5212459104161	98.1069341157553	-8.10693411575529	0.326059305231852	-0.0464453717699813	0.177192339450611	0.373990599142693
53	0.226889802747696	-0.0305886394086786	0.123603035026305	0.0514789825908884	0.000935664860874165	0.015277710267714	0.260177550375655	61.4197231407542	28.5802768592458	97.6781592085242	-7.67815920852424	0.321555842896395	-0.0433512463274923	0.175174369368346	0.368732355974568
54	0.223238414072684	-0.0282941853724955	0.121877903849214	0.0498353895176871	0.000800560925893138	0.0148542234466783	0.255910480227478	61.3674903546695	28.6325096453305	97.2233957880543	-7.22339578805433	0.316380972325232	-0.0400994690653281	0.172729455568614	0.36268492095731
55	0.21913755156676	-0.0259776707078073	0.11987285224097	0.0480212665066744	0.000674839375403269	0.0143695007043854	0.251128665401748	61.3204126131213	28.6795873868787	96.7605798720587	-6.76057987205874	0.310569092356519	-0.0368164267400897	0.169887829139697	0.355907972508146
56	0.214605712152197	-0.0237284313328374	0.117596538397927	0.0460556116883516	0.00056303845351718	0.0138289458431751	0.245860928138336	61.2787764522104	28.7212235477896	96.3094268872768	-6.30942688727684	0.304146417449259	-0.0336287292132049	0.166661760768037	0.348442358472698
57	0.209692953179722	-0.0215988810233285	0.115098440395285	0.0439711346132331	0.0004665116614599	0.013247650981427	0.240177636877624	61.2380412071651	28.7619587928349	95.8808646209859	-5.88086462098595	0.29718389056083	-0.0306106590466674	0.163121372442297	0.340387807366248
58	0.20442679711641	-0.0196467408530783	0.112431279378413	0.0417903153792738	0.000385994426148016	0.0126407925826668	0.234130524255358	61.1899505864939	28.8100494135061	95.4896357936459	-5.48963579364592	0.28972051745523	-0.0278440204833876	0.159341382339021	0.331817636416323
59	0.198842028906952	-0.0179236512863567	0.109644009266039	0.0395381524598331	0.000321257275434916	0.0120218087679312	0.227774490457556	61.1271023326009	28.8728976673991	95.1507302197565	-5.15073021975651	0.281805596523458	-0.0254020001223876	0.155391169594726	0.322809652009008
60	0.193013243911522	-0.0164509502771343	0.106813614641579	0.0372541123252487	0.000270633765020745	0.0114091482727997	0.221210068403473	61.0398387143897	28.9601612856103	94.8716733319738	-4.87167333197382	0.273544846813382	-0.0233148388281382	0.151379839344641	0.313506332771362
61	0.186986612953483	-0.0152614311143416	0.103994240629355	0.0349639934238157	0.000232911279657794	0.0108148020840762	0.214503395748295	60.9189932979104	29.0810067020896	94.6660115055862	-4.66601150558624	0.265003703165367	-0.0216290123502574	0.14738412787607	0.304001411207901
62	0.180816077432054	-0.0143726305392837	0.101220993885424	0.0326944538579145	0.00020657250861875	0.010245689603153	0.207717875903078	60.7598607895735	29.2401392104265	94.5447466843869	-4.54474668438688	0.256258613140666	-0.0203693743470574	0.143453789520159	0.294384744760597
63	0.174588313049974	-0.0137633313792794	0.0985355826099124	0.0304810790536357	0.000189429290655857	0.00970926104027487	0.20094718058377	60.560130295464	29.439869704536	94.5074797144304	-4.50747971443039	0.247432416454045	-0.0195058551293642	0.139647934537858	0.284789088128926
64	0.168361854010025	-0.0134179913299902	0.0959453383743148	0.028345713885693	0.000180042491331692	0.00920550795576176	0.19424537145782	60.3222332032536	29.6777667967464	94.5566897825325	-4.55668978253254	0.238608069742099	-0.0190164276218682	0.135976953478337	0.275291059322307
65	0.16219969329226	-0.0133098874574089	0.0934475171181653	0.0263087405041032	0.000177153104128891	0.0087324384555498	0.187665479147823	60.0526219660411	29.9473780339589	94.6911036427958	-4.69110364279584	0.22987484877021	-0.0188632191856702	0.132436957367014	0.265965815118796
66	0.156165812395135	-0.0133865540035225	0.0910576184074356	0.0243877609610325	0.000179199828089224	0.00829148987003415	0.181269000822413	59.7542688283493	30.2457311716507	94.8994249602815	-4.89942496028151	0.221323430265214	-0.0189718735877586	0.129049912708951	0.256900511369633
