pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
524.712911,696.038148,426.098968,678.980010,419.958038,722.648842,439.063152,679.662335,474.726404,695.855822,414.499434,758.129768,370.830602,752.535815
526.212911,696.038148,426.598968,679.480010,421.822689,723.148842,439.063152,679.662335,474.726404,695.355822,416.364085,758.812094,372.195253,753.535815
526.712911,696.038148,427.598968,680.480010,424.187340,723.831168,439.063152,679.662335,475.226404,694.173497,418.593387,759.994419,374.924555,754.718141
526.212911,696.038148,428.098968,681.162335,426.234317,725.513493,438.563152,679.662335,476.226404,692.808846,421.322689,761.406047,377.471531,756.082792
528.212911,696.038148,428.281293,681.844661,428.645944,727.378144,438.563152,679.662335,475.726404,692.626520,424.187340,762.906047,380.200833,757.947443
528.212911,696.038148,428.645944,683.209312,432.192921,728.742795,437.880827,679.662335,475.226404,691.761869,427.463619,764.317674,383.794786,760.176745
528.712911,696.038148,429.645944,684.209312,435.557572,730.607446,437.698501,680.162335,475.226404,691.761869,430.875246,766.182326,387.888739,762.406047
527.712911,696.038148,430.145944,686.573963,439.286874,732.154423,437.016176,681.026987,475.226404,691.761869,435.151525,767.911628,391.300367,763.770698
527.712911,696.038148,430.828270,688.803265,442.198501,734.383725,435.651525,681.709312,475.226404,691.761869,439.245478,769.958604,395.576645,764.635349
527.712911,696.038148,431.375246,692.079544,445.974780,735.566050,434.286874,683.573963,475.226404,692.761869,443.974780,771.823255,400.170598,766.864651
526.712911,696.038148,432.557572,695.491171,450.933384,737.430701,434.104548,686.485591,475.226404,694.126520,448.933384,773.734883,404.946877,769.911628
525.712911,696.038148,433.739897,698.720473,456.209662,739.524654,434.239897,690.579544,475.726404,694.808846,454.391988,775.781859,409.040830,771.776279
524.712911,696.038148,435.786874,702.679077,461.485941,741.571631,436.104548,693.808846,476.726404,695.808846,459.032917,777.828836,415.181759,773.140930
523.712911,696.038148,438.286874,707.455356,467.626870,743.936282,438.286874,698.632101,477.226404,697.808846,465.173847,779.875812,420.640364,774.505581
521.712911,696.038148,441.198501,711.866983,473.314776,744.983258,440.516176,703.773030,478.638031,698.767450,469.950125,781.240463,426.098968,776.052557
520.212911,696.038148,443.563152,716.325587,479.591055,746.665584,442.927803,707.684658,478.638031,699.267450,475.226404,782.240463,431.557572,776.734883
518.712911,695.038148,447.157105,720.419540,484.820357,747.165584,445.839431,712.007913,478.773380,700.132101,480.867333,783.605114,437.016176,777.281859
518.712911,694.538148,450.704082,723.148842,490.414310,747.347909,449.204082,715.372564,479.138031,701.496752,485.508263,784.105114,443.157105,777.781859
518.712911,694.538148,454.709662,727.060470,497.008263,747.847909,452.980360,719.331168,480.685008,701.496752,491.784541,784.287440,448.615709,777.964185
518.712911,694.538148,460.168266,730.289772,501.966867,747.847909,458.350592,722.648842,481.367333,701.496752,497.243145,784.969765,453.574313,777.781859
518.712911,694.038148,466.626870,732.519074,506.431052,748.394886,463.579894,724.331168,483.414310,702.361403,501.201749,784.652091,459.715243,778.281859
519.212911,694.038148,473.814776,735.930701,513.436632,749.077211,470.585474,727.060470,484.778961,702.861403,507.342679,786.152091,465.173847,778.464185
519.212911,694.038148,481.320357,738.477678,519.212911,749.577211,477.955706,728.789772,484.778961,702.861403,512.665934,786.834416,470.814776,778.646510
519.212911,694.038148,489.096635,741.024654,526.536166,750.759537,485.278961,732.336748,487.325937,703.226054,520.489189,787.334416,476.367333,779.328836
519.212911,693.538148,497.466867,742.753956,533.224072,751.624188,492.919890,734.701399,488.508263,704.226054,528.630119,788.834416,484.008263,780.328836
518.212911,690.038148,506.472447,744.118607,541.729652,752.488839,501.290122,736.701399,490.919890,704.908379,534.953374,789.381393,493.831518,782.511161
512.212911,680.538148,514.842679,744.983258,549.552907,753.853490,509.160354,738.613027,495.013843,705.590705,542.823605,790.928369,500.654773,783.693487
512.212911,680.038148,523.348260,747.165584,557.605464,755.900466,517.530585,740.477678,499.243145,707.955356,551.646860,792.428369,510.071981,785.422789
510.212911,679.538148,531.630119,749.941862,565.293370,758.765117,525.218491,743.206980,503.519424,709.502332,557.970115,795.157671,516.759887,787.516742
506.212911,677.038148,539.135699,751.806513,572.934300,761.494419,531.677095,744.436282,508.525005,711.502332,564.611045,797.433950,524.218491,790.199067
503.212911,676.538148,544.094303,752.671164,577.575229,764.223721,537.865001,744.618607,515.483609,712.366983,570.022672,799.480926,531.177095,792.928369
502.212911,677.038148,549.005931,753.171164,582.169182,766.270698,543.641280,745.165584,520.171515,713.596285,573.845927,801.027903,535.453374,794.475346
500.712911,678.038148,551.917558,754.171164,585.080810,768.500000,545.505931,745.847909,524.671515,713.778611,577.075229,802.892554,538.547327,796.339997
499.212911,680.538148,552.782209,755.535815,586.835613,768.787318,547.552907,747.212560,526.900817,714.778611,578.257555,804.757205,540.047327,797.704648
