StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-4.443347e+03	4.914935e+05	3.097408e+05	5.809521e+05	3.221928e+01	5.765087e+05	-5.853954e+05	-4.509222e+05	
-5.017800e+03	5.472330e+05	3.390161e+05	6.437359e+05	3.177863e+01	6.387181e+05	-6.487537e+05	-5.072470e+05	
-5.608640e+03	6.033035e+05	3.709927e+05	7.082448e+05	3.158884e+01	7.026362e+05	-7.138535e+05	-5.656701e+05	
-6.174050e+03	6.602641e+05	4.063279e+05	7.752749e+05	3.160824e+01	7.691008e+05	-7.814489e+05	-6.268580e+05	
-6.687806e+03	7.177574e+05	4.449096e+05	8.444645e+05	3.179316e+01	8.377767e+05	-8.511523e+05	-6.901155e+05	
-7.110994e+03	7.784536e+05	4.871933e+05	9.183395e+05	3.204030e+01	9.112285e+05	-9.254505e+05	-7.576900e+05	
-7.443417e+03	8.436982e+05	5.319874e+05	9.974152e+05	3.223318e+01	9.899718e+05	-1.004859e+06	-8.301053e+05	
-7.697269e+03	9.152077e+05	5.786200e+05	1.082777e+06	3.230224e+01	1.075080e+06	-1.090474e+06	-9.082287e+05	
-7.859829e+03	9.965300e+05	6.279596e+05	1.177882e+06	3.221694e+01	1.170022e+06	-1.185741e+06	-9.947953e+05	
-7.928084e+03	1.086633e+06	6.803472e+05	1.282046e+06	3.205094e+01	1.274118e+06	-1.289974e+06	-1.088900e+06	
-7.860686e+03	1.185026e+06	7.376568e+05	1.395859e+06	3.190152e+01	1.387999e+06	-1.403720e+06	-1.190705e+06	
-7.684259e+03	1.292101e+06	8.000297e+05	1.519728e+06	3.176454e+01	1.512044e+06	-1.527412e+06	-1.300618e+06	
-7.498822e+03	1.406046e+06	8.666431e+05	1.651676e+06	3.164841e+01	1.644177e+06	-1.659175e+06	-1.417169e+06	
-7.401863e+03	1.527046e+06	9.378452e+05	1.792044e+06	3.155645e+01	1.784642e+06	-1.799446e+06	-1.540945e+06	
-7.447589e+03	1.652995e+06	1.012868e+06	1.938632e+06	3.149777e+01	1.931184e+06	-1.946079e+06	-1.670404e+06	
