Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-1.464813e-03	-7.916385e-03	-8.996813e-03	-1.343922e-04	1.247368e-04	-1.513070e-04	-3.102438e-05	-8.882307e-03	-2.047666e-03	1.695785e-05	-9.167572e-06	1.033188e-02	-2.569731e-03	1.404609e-03	9.696888e+01	1.373678e+02	
1.000000e+00	-2.084785e-03	-9.665401e-03	-8.708082e-03	-1.621523e-04	1.074834e-04	-1.789944e-04	-1.638633e-05	-8.870070e-03	-1.224280e-03	2.010880e-05	-8.222240e-06	8.157750e-03	-1.243685e-03	1.526212e-03	9.910424e+01	1.323160e+02	
2.000000e+00	-2.701982e-03	-1.158139e-02	-8.299022e-03	-1.915877e-04	8.829483e-05	-2.099991e-04	-9.888050e-07	-8.720488e-03	-3.571570e-04	2.287364e-05	-7.744010e-06	6.088531e-03	-6.818485e-05	1.577293e-03	1.007381e+02	1.269658e+02	
3.000000e+00	-3.165583e-03	-1.365953e-02	-7.788407e-03	-2.228505e-04	7.061357e-05	-2.435894e-04	1.186230e-05	-8.397866e-03	3.950256e-04	2.546675e-05	-7.265290e-06	4.402501e-03	7.395714e-04	1.587760e-03	1.013828e+02	1.215725e+02	
4.000000e+00	-3.386123e-03	-1.597917e-02	-7.244712e-03	-2.567492e-04	5.685734e-05	-2.810120e-04	2.044671e-05	-7.944619e-03	9.136286e-04	2.746150e-05	-7.331365e-06	3.181977e-03	1.144284e-03	1.536861e-03	1.009237e+02	1.163987e+02	
5.000000e+00	-3.291676e-03	-1.862027e-02	-6.685770e-03	-2.944310e-04	4.856156e-05	-3.233211e-04	2.341336e-05	-7.368189e-03	1.115545e-03	2.867805e-05	-8.206710e-06	2.421281e-03	1.167391e-03	1.429888e-03	9.944633e+01	1.115540e+02	
6.000000e+00	-2.889713e-03	-2.167943e-02	-6.180406e-03	-3.371568e-04	4.650895e-05	-3.721748e-04	2.065988e-05	-6.751084e-03	9.852533e-04	2.905471e-05	-1.006267e-05	2.046361e-03	9.090203e-04	1.278387e-03	9.730470e+01	1.072801e+02	
7.000000e+00	-2.231986e-03	-2.513280e-02	-5.686206e-03	-3.836271e-04	4.886927e-05	-4.270460e-04	1.344098e-05	-6.080003e-03	5.901358e-04	2.831335e-05	-1.281880e-05	1.889434e-03	5.196691e-04	1.094680e-03	9.495055e+01	1.035959e+02	
8.000000e+00	-1.345174e-03	-2.897110e-02	-5.186164e-03	-4.325670e-04	5.479131e-05	-4.876684e-04	2.361697e-06	-5.357631e-03	-3.972483e-05	2.616386e-05	-1.648091e-05	1.859706e-03	8.015981e-05	8.880436e-04	9.261692e+01	1.004774e+02	
9.000000e+00	-3.134296e-04	-3.310103e-02	-4.631320e-03	-4.831773e-04	6.237472e-05	-5.522176e-04	-1.116727e-05	-4.568712e-03	-8.211208e-04	2.318194e-05	-2.048310e-05	1.866114e-03	-3.341002e-04	6.935525e-04	9.053731e+01	9.785615e+01	
