StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
2.663806e+05	-1.388596e+04	2.754926e+05	4.773889e+03	1.982262e+05	0.000000e+00	2.024325e+05	-4.206372e+03	
2.666180e+05	-4.338300e+04	3.047865e+05	5.214484e+03	2.047484e+05	0.000000e+00	2.093430e+05	-4.594590e+03	
2.545943e+05	-7.983327e+04	3.288295e+05	5.598074e+03	2.159836e+05	0.000000e+00	2.209162e+05	-4.932579e+03	
2.300030e+05	-1.224227e+05	3.464843e+05	5.941460e+03	2.326352e+05	0.000000e+00	2.378704e+05	-5.235143e+03	
1.909806e+05	-1.733674e+05	3.580812e+05	6.266877e+03	2.573884e+05	0.000000e+00	2.629103e+05	-5.521875e+03	
1.487697e+05	-2.220960e+05	3.642915e+05	6.574194e+03	2.917518e+05	0.000000e+00	2.975445e+05	-5.792658e+03	
1.012542e+05	-2.709984e+05	3.653763e+05	6.876266e+03	3.342908e+05	0.000000e+00	3.403496e+05	-6.058821e+03	
5.354308e+04	-3.161701e+05	3.625663e+05	7.146929e+03	3.867051e+05	0.000000e+00	3.930024e+05	-6.297307e+03	
5.877427e+03	-3.575500e+05	3.560421e+05	7.385266e+03	4.477963e+05	0.000000e+00	4.543036e+05	-6.507311e+03	
-4.305045e+04	-3.965256e+05	3.458745e+05	7.600635e+03	5.183886e+05	0.000000e+00	5.250857e+05	-6.697077e+03	
-9.397736e+04	-4.346865e+05	3.329060e+05	7.803174e+03	6.005578e+05	0.000000e+00	6.074333e+05	-6.875539e+03	
-1.509076e+05	-4.764947e+05	3.175246e+05	8.062476e+03	6.917409e+05	0.000000e+00	6.988449e+05	-7.104015e+03	
-2.136790e+05	-5.233206e+05	3.012292e+05	8.412358e+03	7.933731e+05	0.000000e+00	8.007854e+05	-7.412303e+03	
-2.821879e+05	-5.765112e+05	2.854422e+05	8.881167e+03	9.046342e+05	0.000000e+00	9.124595e+05	-7.825380e+03	
-3.558667e+05	-6.371190e+05	2.717706e+05	9.481708e+03	1.022450e+06	0.000000e+00	1.030805e+06	-8.354530e+03	
-4.294862e+05	-7.032052e+05	2.635676e+05	1.015137e+04	1.147218e+06	0.000000e+00	1.156162e+06	-8.944586e+03	
-5.002818e+05	-7.751327e+05	2.639911e+05	1.085969e+04	1.274899e+06	0.000000e+00	1.284467e+06	-9.568700e+03	
-5.664330e+05	-8.544110e+05	2.763912e+05	1.158675e+04	1.403609e+06	0.000000e+00	1.413818e+06	-1.020932e+04	
-6.274775e+05	-9.429182e+05	3.031202e+05	1.232046e+04	1.533203e+06	0.000000e+00	1.544059e+06	-1.085581e+04	
-6.854848e+05	-1.043646e+06	3.450674e+05	1.309356e+04	1.658764e+06	0.000000e+00	1.670301e+06	-1.153701e+04	
-7.389128e+05	-1.156193e+06	4.033904e+05	1.389014e+04	1.778247e+06	0.000000e+00	1.790486e+06	-1.223889e+04	
-7.819670e+05	-1.275643e+06	4.790390e+05	1.463721e+04	1.887663e+06	0.000000e+00	1.900560e+06	-1.289715e+04	
-8.087750e+05	-1.396955e+06	5.729068e+05	1.527309e+04	1.983173e+06	0.000000e+00	1.996631e+06	-1.345744e+04	
-8.167334e+05	-1.518457e+06	6.859678e+05	1.575576e+04	2.064584e+06	0.000000e+00	2.078467e+06	-1.388272e+04	
-8.173913e+05	-1.649551e+06	8.159743e+05	1.618532e+04	2.127172e+06	0.000000e+00	2.141434e+06	-1.426122e+04	
-8.268940e+05	-1.803493e+06	9.599053e+05	1.669360e+04	2.168583e+06	0.000000e+00	2.183292e+06	-1.470907e+04	
-8.605816e+05	-1.991837e+06	1.113859e+06	1.739707e+04	2.188234e+06	0.000000e+00	2.203563e+06	-1.532892e+04	
-9.203988e+05	-2.211672e+06	1.272985e+06	1.828793e+04	2.185624e+06	0.000000e+00	2.201738e+06	-1.611387e+04	
-1.002240e+06	-2.455586e+06	1.434072e+06	1.927446e+04	2.165816e+06	0.000000e+00	2.182799e+06	-1.698312e+04	
-1.101644e+06	-2.715739e+06	1.593808e+06	2.028645e+04	2.132909e+06	0.000000e+00	2.150784e+06	-1.787482e+04	
-1.213821e+06	-2.985922e+06	1.750775e+06	2.132685e+04	2.089054e+06	0.000000e+00	2.107845e+06	-1.879153e+04	
-1.347968e+06	-3.275426e+06	1.905049e+06	2.240962e+04	2.037623e+06	0.000000e+00	2.057369e+06	-1.974558e+04	
-1.505979e+06	-3.584948e+06	2.055392e+06	2.357685e+04	1.977765e+06	0.000000e+00	1.998539e+06	-2.077405e+04	
-1.681327e+06	-3.908479e+06	2.202322e+06	2.482977e+04	1.911208e+06	0.000000e+00	1.933086e+06	-2.187803e+04	
-1.857654e+06	-4.229412e+06	2.345607e+06	2.615064e+04	1.840017e+06	0.000000e+00	1.863058e+06	-2.304187e+04	
-2.011938e+06	-4.522973e+06	2.483511e+06	2.752488e+04	1.763573e+06	0.000000e+00	1.787825e+06	-2.425275e+04	
-2.144002e+06	-4.788805e+06	2.615878e+06	2.892550e+04	1.685790e+06	0.000000e+00	1.711277e+06	-2.548686e+04	
-2.249796e+06	-5.021688e+06	2.741557e+06	3.033613e+04	1.607942e+06	0.000000e+00	1.634671e+06	-2.672979e+04	
-2.324821e+06	-5.216525e+06	2.860005e+06	3.169878e+04	1.530411e+06	0.000000e+00	1.558341e+06	-2.793046e+04	
-2.374101e+06	-5.379020e+06	2.972051e+06	3.286865e+04	1.457045e+06	0.000000e+00	1.486006e+06	-2.896125e+04	
-2.411024e+06	-5.522501e+06	3.077825e+06	3.365145e+04	1.388897e+06	0.000000e+00	1.418548e+06	-2.965099e+04	
-2.450534e+06	-5.663602e+06	3.179226e+06	3.384107e+04	1.328553e+06	0.000000e+00	1.358371e+06	-2.981806e+04	
-2.497884e+06	-5.808460e+06	3.277206e+06	3.336969e+04	1.276898e+06	0.000000e+00	1.306301e+06	-2.940272e+04	
-2.541785e+06	-5.945670e+06	3.371543e+06	3.234237e+04	1.229431e+06	0.000000e+00	1.257929e+06	-2.849754e+04	
