StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
-9.904808e+05	-1.411850e+06	3.955967e+05	2.577227e+04	1.422948e+06	0.000000e+00	1.445657e+06	-2.270848e+04	
-1.290154e+06	-1.718144e+06	3.989490e+05	2.904168e+04	1.575641e+06	0.000000e+00	1.601230e+06	-2.558923e+04	
-1.582155e+06	-2.016550e+06	4.021572e+05	3.223775e+04	1.732817e+06	0.000000e+00	1.761222e+06	-2.840535e+04	
-1.857608e+06	-2.299421e+06	4.065358e+05	3.527795e+04	1.894549e+06	0.000000e+00	1.925633e+06	-3.108413e+04	
-2.111180e+06	-2.562521e+06	4.132334e+05	3.810729e+04	2.059369e+06	0.000000e+00	2.092946e+06	-3.357713e+04	
-2.339632e+06	-2.803705e+06	4.233877e+05	4.068528e+04	2.224783e+06	0.000000e+00	2.260631e+06	-3.584864e+04	
-2.539564e+06	-3.021313e+06	4.387875e+05	4.296148e+04	2.389432e+06	0.000000e+00	2.427286e+06	-3.785425e+04	
-2.709916e+06	-3.216010e+06	4.611914e+05	4.490280e+04	2.551529e+06	0.000000e+00	2.591094e+06	-3.956479e+04	
-2.853343e+06	-3.392083e+06	4.922218e+05	4.651776e+04	2.707369e+06	0.000000e+00	2.748357e+06	-4.098776e+04	
-2.972544e+06	-3.553926e+06	5.335734e+05	4.780893e+04	2.853800e+06	0.000000e+00	2.895925e+06	-4.212544e+04	
-3.068678e+06	-3.703411e+06	5.859799e+05	4.875301e+04	2.989055e+06	0.000000e+00	3.032012e+06	-4.295729e+04	
-3.144950e+06	-3.843630e+06	6.493278e+05	4.935283e+04	3.110062e+06	0.000000e+00	3.153548e+06	-4.348581e+04	
-3.205591e+06	-3.978877e+06	7.236567e+05	4.962939e+04	3.213987e+06	0.000000e+00	3.257716e+06	-4.372949e+04	
-3.252391e+06	-4.111684e+06	8.097152e+05	4.957757e+04	3.299726e+06	0.000000e+00	3.343410e+06	-4.368383e+04	
-3.283791e+06	-4.239629e+06	9.066640e+05	4.917411e+04	3.367999e+06	0.000000e+00	3.411327e+06	-4.332833e+04	
-3.296868e+06	-4.357777e+06	1.012511e+06	4.839832e+04	3.420152e+06	0.000000e+00	3.462796e+06	-4.264476e+04	
-3.283711e+06	-4.456109e+06	1.125181e+06	4.721739e+04	3.459890e+06	0.000000e+00	3.501494e+06	-4.160422e+04	
-3.171215e+06	-4.459474e+06	1.242633e+06	4.562697e+04	3.491275e+06	0.000000e+00	3.531478e+06	-4.020287e+04	
-3.037554e+06	-4.445059e+06	1.363813e+06	4.369269e+04	3.515289e+06	0.000000e+00	3.553788e+06	-3.849854e+04	
-2.891678e+06	-4.421398e+06	1.488241e+06	4.147987e+04	3.533234e+06	0.000000e+00	3.569782e+06	-3.654877e+04	
-2.742086e+06	-4.396720e+06	1.615595e+06	3.903876e+04	3.547484e+06	0.000000e+00	3.581882e+06	-3.439786e+04	
-2.599254e+06	-4.380726e+06	1.745027e+06	3.644634e+04	3.559401e+06	0.000000e+00	3.591514e+06	-3.211363e+04	
-2.474593e+06	-4.383665e+06	1.875251e+06	3.382160e+04	3.569943e+06	0.000000e+00	3.599744e+06	-2.980091e+04	
-2.378315e+06	-4.415123e+06	2.005532e+06	3.127564e+04	3.580596e+06	0.000000e+00	3.608154e+06	-2.755762e+04	
-2.320208e+06	-4.484076e+06	2.134949e+06	2.891885e+04	3.592146e+06	0.000000e+00	3.617627e+06	-2.548100e+04	
-2.307376e+06	-4.597051e+06	2.262820e+06	2.685517e+04	3.603950e+06	0.000000e+00	3.627613e+06	-2.366265e+04	
-2.334706e+06	-4.750282e+06	2.390466e+06	2.511067e+04	3.614099e+06	0.000000e+00	3.636224e+06	-2.212553e+04	
-2.392455e+06	-4.935782e+06	2.519649e+06	2.367747e+04	3.619781e+06	0.000000e+00	3.640644e+06	-2.086271e+04	
-2.470122e+06	-5.144316e+06	2.651646e+06	2.254828e+04	3.615863e+06	0.000000e+00	3.635731e+06	-1.986776e+04	
-2.556157e+06	-5.365333e+06	2.787499e+06	2.167756e+04	3.597654e+06	0.000000e+00	3.616754e+06	-1.910055e+04	
-2.643953e+06	-5.591989e+06	2.927054e+06	2.098202e+04	3.564696e+06	0.000000e+00	3.583184e+06	-1.848769e+04	
-2.729340e+06	-5.818936e+06	3.069212e+06	2.038387e+04	3.516466e+06	0.000000e+00	3.534427e+06	-1.796065e+04	
-2.808109e+06	-6.040451e+06	3.212545e+06	1.979678e+04	3.452900e+06	0.000000e+00	3.470344e+06	-1.744336e+04	
-2.875844e+06	-6.250792e+06	3.355831e+06	1.911756e+04	3.376467e+06	0.000000e+00	3.393311e+06	-1.684488e+04	
-2.931636e+06	-6.447633e+06	3.497704e+06	1.829289e+04	3.289430e+06	0.000000e+00	3.305548e+06	-1.611825e+04	
-2.977015e+06	-6.630936e+06	3.636614e+06	1.730671e+04	3.193178e+06	0.000000e+00	3.208427e+06	-1.524930e+04	
-3.013835e+06	-6.801608e+06	3.771634e+06	1.613855e+04	3.090379e+06	0.000000e+00	3.104599e+06	-1.422001e+04	
-3.043361e+06	-6.960382e+06	3.902235e+06	1.478669e+04	2.983540e+06	0.000000e+00	2.996569e+06	-1.302886e+04	
-3.063567e+06	-7.105085e+06	4.028178e+06	1.334002e+04	2.870760e+06	0.000000e+00	2.882514e+06	-1.175417e+04	
-3.071114e+06	-7.232794e+06	4.149766e+06	1.191412e+04	2.749402e+06	0.000000e+00	2.759900e+06	-1.049777e+04	
-3.062077e+06	-7.340715e+06	4.268011e+06	1.062571e+04	2.617635e+06	0.000000e+00	2.626997e+06	-9.362535e+03	
-3.033321e+06	-7.426398e+06	4.383499e+06	9.577572e+03	2.472856e+06	0.000000e+00	2.481295e+06	-8.438997e+03	
-2.984385e+06	-7.489601e+06	4.496489e+06	8.727866e+03	2.312413e+06	0.000000e+00	2.320103e+06	-7.690304e+03	
-2.914407e+06	-7.529883e+06	4.607507e+06	7.968966e+03	2.135284e+06	0.000000e+00	2.142305e+06	-7.021622e+03	
-2.821827e+06	-7.545410e+06	4.716400e+06	7.183383e+03	1.940669e+06	0.000000e+00	1.946999e+06	-6.329428e+03	
-2.703590e+06	-7.531672e+06	4.821826e+06	6.256140e+03	1.729003e+06	0.000000e+00	1.734516e+06	-5.512415e+03	
-2.552873e+06	-7.480307e+06	4.922363e+06	5.071302e+03	1.508671e+06	0.000000e+00	1.513139e+06	-4.468430e+03	
-2.364363e+06	-7.385585e+06	5.017710e+06	3.512389e+03	1.289945e+06	0.000000e+00	1.293040e+06	-3.094838e+03	
-2.136361e+06	-7.245494e+06	5.107646e+06	1.486287e+03	1.080700e+06	0.000000e+00	1.082010e+06	-1.309599e+03	
-1.870414e+06	-7.061745e+06	5.192391e+06	-1.059957e+03	8.863008e+05	0.000000e+00	8.853668e+05	9.339500e+02	
-1.571038e+06	-6.840297e+06	5.273306e+06	-4.046639e+03	7.075707e+05	0.000000e+00	7.040051e+05	3.565578e+03	
-1.243434e+06	-6.587469e+06	5.351366e+06	-7.330824e+03	5.434957e+05	0.000000e+00	5.370363e+05	6.459341e+03	
-8.926298e+05	-6.308883e+06	5.426998e+06	-1.074438e+04	3.916657e+05	0.000000e+00	3.821986e+05	9.467093e+03	
-5.229292e+05	-6.009869e+06	5.501072e+06	-1.413201e+04	2.498803e+05	0.000000e+00	2.374283e+05	1.245201e+04	
-1.121451e+05	-5.668323e+06	5.573575e+06	-1.739652e+04	1.932054e+05	0.000000e+00	1.778769e+05	1.532843e+04	
2.804244e+05	-5.345538e+06	5.646408e+06	-2.044537e+04	6.393109e+04	0.000000e+00	4.591624e+04	1.801484e+04	
6.765551e+05	-5.018870e+06	5.718629e+06	-2.320486e+04	-6.629512e+04	0.000000e+00	-8.674140e+04	2.044628e+04	
1.071471e+06	-4.693771e+06	5.790867e+06	-2.562543e+04	-2.004244e+05	0.000000e+00	-2.230035e+05	2.257910e+04	
1.458236e+06	-4.376663e+06	5.862579e+06	-2.768048e+04	-3.396191e+05	0.000000e+00	-3.640089e+05	2.438984e+04	
1.882305e+06	-4.021174e+06	5.932841e+06	-2.936305e+04	-4.836144e+05	0.000000e+00	-5.094867e+05	2.587239e+04	
2.318578e+06	-3.652327e+06	6.001598e+06	-3.069334e+04	-6.305305e+05	0.000000e+00	-6.575750e+05	2.704454e+04	
2.733551e+06	-3.303247e+06	6.068496e+06	-3.169850e+04	-7.788508e+05	0.000000e+00	-8.067810e+05	2.793020e+04	
3.128335e+06	-2.971556e+06	6.132313e+06	-3.242134e+04	-9.286720e+05	0.000000e+00	-9.572391e+05	2.856711e+04	
3.525959e+06	-2.633335e+06	6.192223e+06	-3.292814e+04	-1.079647e+06	0.000000e+00	-1.108661e+06	2.901367e+04	
3.888735e+06	-2.325527e+06	6.247548e+06	-3.328584e+04	-1.113460e+06	1.174710e+05	-1.260259e+06	2.932884e+04	
4.239589e+06	-2.023669e+06	6.296796e+06	-3.353754e+04	-1.128676e+06	2.538530e+05	-1.412080e+06	2.955063e+04	
4.582320e+06	-1.722832e+06	6.338856e+06	-3.370384e+04	-1.142277e+06	3.917543e+05	-1.563729e+06	2.969715e+04	
4.921257e+06	-1.418271e+06	6.373340e+06	-3.381180e+04	-1.151909e+06	5.318882e+05	-1.713589e+06	2.979228e+04	
5.260062e+06	-1.105325e+06	6.399265e+06	-3.387811e+04	-1.155271e+06	6.747752e+05	-1.859897e+06	2.985071e+04	
5.601802e+06	-7.797508e+05	6.415465e+06	-3.391226e+04	-1.150268e+06	8.207824e+05	-2.000931e+06	2.988079e+04	
5.948418e+06	-4.393957e+05	6.421727e+06	-3.391249e+04	-1.135051e+06	9.697490e+05	-2.134681e+06	2.988100e+04	
6.300234e+06	-8.380618e+04	6.417894e+06	-3.385353e+04	-1.108110e+06	1.120953e+06	-2.258892e+06	2.982904e+04	
6.369674e+06	-0.000000e+00	6.403362e+06	-3.368863e+04	-1.132138e+06	1.209338e+06	-2.371159e+06	2.968375e+04	
6.344735e+06	-0.000000e+00	6.378125e+06	-3.338990e+04	-1.164214e+06	1.275975e+06	-2.469609e+06	2.942054e+04	
6.308817e+06	-0.000000e+00	6.341786e+06	-3.296846e+04	-1.188131e+06	1.340964e+06	-2.558144e+06	2.904920e+04	
6.260192e+06	-0.000000e+00	6.292621e+06	-3.242961e+04	-1.208202e+06	1.407270e+06	-2.644046e+06	2.857440e+04	
6.196683e+06	-0.000000e+00	6.228464e+06	-3.178022e+04	-1.228891e+06	1.478696e+06	-2.735590e+06	2.800221e+04	
6.116665e+06	-0.000000e+00	6.147695e+06	-3.103000e+04	-1.253718e+06	1.559233e+06	-2.840292e+06	2.734118e+04	
6.018466e+06	-0.000000e+00	6.048625e+06	-3.015942e+04	-1.284254e+06	1.652014e+06	-2.962842e+06	2.657409e+04	
5.899972e+06	-0.000000e+00	5.929111e+06	-2.913827e+04	-1.321310e+06	1.759781e+06	-3.106765e+06	2.567433e+04	
5.759379e+06	-0.000000e+00	5.787318e+06	-2.793964e+04	-1.364694e+06	1.884548e+06	-3.273860e+06	2.461820e+04	
5.595118e+06	-0.000000e+00	5.621653e+06	-2.653473e+04	-1.412236e+06	2.025634e+06	-3.461251e+06	2.338030e+04	
