FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
1.978868e-02	-1.763651e-02	0.000000e+00	-4.455417e-02	3.368265e-05	-0.000000e+00	0.000000e+00	
3.123136e-02	-1.646747e-02	0.000000e+00	-4.882061e-02	5.315944e-05	-0.000000e+00	0.000000e+00	
4.447800e-02	-1.376760e-02	0.000000e+00	-5.273484e-02	7.570678e-05	-0.000000e+00	0.000000e+00	
5.885894e-02	-9.819607e-03	0.000000e+00	-5.621737e-02	1.001848e-04	-0.000000e+00	0.000000e+00	
7.339132e-02	-5.219566e-03	0.000000e+00	-5.915741e-02	1.249206e-04	-0.000000e+00	0.000000e+00	
8.825836e-02	-1.876092e-04	0.000000e+00	-6.139019e-02	1.502261e-04	-0.000000e+00	0.000000e+00	
1.042205e-01	0.000000e+00	0.000000e+00	-6.270401e-02	1.773955e-04	0.000000e+00	0.000000e+00	
1.222866e-01	0.000000e+00	0.000000e+00	-6.284198e-02	2.081461e-04	0.000000e+00	0.000000e+00	
1.427524e-01	0.000000e+00	0.000000e+00	-6.167614e-02	2.429814e-04	0.000000e+00	0.000000e+00	
1.630512e-01	0.000000e+00	0.000000e+00	-5.928126e-02	2.775323e-04	0.000000e+00	0.000000e+00	
1.795580e-01	0.000000e+00	0.000000e+00	-5.579447e-02	3.056288e-04	0.000000e+00	0.000000e+00	
1.891005e-01	0.000000e+00	0.000000e+00	-5.141025e-02	3.218712e-04	0.000000e+00	0.000000e+00	
1.922687e-01	0.000000e+00	0.000000e+00	-4.624516e-02	3.272640e-04	0.000000e+00	0.000000e+00	
1.913492e-01	0.000000e+00	0.000000e+00	-4.048616e-02	3.256987e-04	0.000000e+00	0.000000e+00	
1.891695e-01	0.000000e+00	0.000000e+00	-3.440472e-02	3.219887e-04	0.000000e+00	0.000000e+00	
1.876838e-01	0.000000e+00	0.000000e+00	-2.808435e-02	3.194598e-04	0.000000e+00	0.000000e+00	
1.882422e-01	-4.837346e-03	0.000000e+00	-2.150511e-02	3.204103e-04	-0.000000e+00	0.000000e+00	
1.919466e-01	-1.129390e-02	0.000000e+00	-1.460841e-02	3.267156e-04	-0.000000e+00	0.000000e+00	
1.983300e-01	-1.803805e-02	0.000000e+00	-7.368033e-03	3.375809e-04	-0.000000e+00	0.000000e+00	
2.046831e-01	-2.592977e-02	0.000000e+00	0.000000e+00	3.483947e-04	-0.000000e+00	0.000000e+00	
1.959116e-01	-3.617395e-02	0.000000e+00	0.000000e+00	3.334645e-04	-0.000000e+00	0.000000e+00	
1.818479e-01	-4.959755e-02	0.000000e+00	0.000000e+00	3.095264e-04	-0.000000e+00	0.000000e+00	
1.657261e-01	-6.517162e-02	0.000000e+00	0.000000e+00	2.820852e-04	-0.000000e+00	0.000000e+00	
