FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
0.000000e+00	-1.280971e-01	0.000000e+00	-2.052627e-02	0.000000e+00	-0.000000e+00	0.000000e+00	
0.000000e+00	-1.326038e-01	0.000000e+00	-2.520436e-02	0.000000e+00	-0.000000e+00	0.000000e+00	
0.000000e+00	-1.372525e-01	0.000000e+00	-2.566286e-02	0.000000e+00	-0.000000e+00	0.000000e+00	
9.744068e-03	-1.415126e-01	0.000000e+00	-2.476001e-02	1.797049e-05	-0.000000e+00	0.000000e+00	
2.312767e-02	-1.451912e-01	0.000000e+00	-2.260084e-02	4.265320e-05	-0.000000e+00	0.000000e+00	
3.900223e-02	-1.480441e-01	0.000000e+00	-1.937121e-02	7.192984e-05	-0.000000e+00	0.000000e+00	
5.714905e-02	-1.498106e-01	0.000000e+00	-1.531526e-02	1.053971e-04	-0.000000e+00	0.000000e+00	
7.724669e-02	-1.504882e-01	0.000000e+00	-1.072423e-02	1.424622e-04	-0.000000e+00	0.000000e+00	
9.889542e-02	-1.504654e-01	0.000000e+00	-5.994680e-03	1.823878e-04	-0.000000e+00	0.000000e+00	
1.215981e-01	-1.502524e-01	0.000000e+00	-1.649791e-03	2.242573e-04	-0.000000e+00	0.000000e+00	
1.443256e-01	-1.501168e-01	0.000000e+00	0.000000e+00	2.661723e-04	-0.000000e+00	0.000000e+00	
1.672706e-01	-1.500952e-01	0.000000e+00	0.000000e+00	3.084888e-04	-0.000000e+00	0.000000e+00	
1.909360e-01	-1.501445e-01	0.000000e+00	0.000000e+00	3.521336e-04	-0.000000e+00	0.000000e+00	
2.156557e-01	-1.499950e-01	0.000000e+00	0.000000e+00	3.977228e-04	-0.000000e+00	0.000000e+00	
2.419350e-01	-1.492941e-01	0.000000e+00	0.000000e+00	4.461885e-04	-0.000000e+00	0.000000e+00	
2.701849e-01	-1.479293e-01	0.000000e+00	0.000000e+00	4.982883e-04	-0.000000e+00	0.000000e+00	
3.003806e-01	-1.465481e-01	0.000000e+00	0.000000e+00	5.539767e-04	-0.000000e+00	0.000000e+00	
3.323885e-01	-1.460298e-01	0.000000e+00	0.000000e+00	6.130073e-04	-0.000000e+00	0.000000e+00	
3.660576e-01	-1.470106e-01	0.000000e+00	0.000000e+00	6.751016e-04	-0.000000e+00	0.000000e+00	
4.011969e-01	-1.496202e-01	0.000000e+00	0.000000e+00	7.399071e-04	-0.000000e+00	0.000000e+00	
4.374441e-01	-1.539332e-01	0.000000e+00	0.000000e+00	8.067561e-04	-0.000000e+00	0.000000e+00	
4.734029e-01	-1.600606e-01	0.000000e+00	0.000000e+00	8.730730e-04	-0.000000e+00	0.000000e+00	
5.068710e-01	-1.679870e-01	0.000000e+00	0.000000e+00	9.347966e-04	-0.000000e+00	0.000000e+00	
5.359363e-01	-1.774671e-01	0.000000e+00	0.000000e+00	9.884002e-04	-0.000000e+00	0.000000e+00	
5.607843e-01	-1.881570e-01	0.000000e+00	0.000000e+00	1.034226e-03	-0.000000e+00	0.000000e+00	
5.826477e-01	-1.997479e-01	0.000000e+00	0.000000e+00	1.074548e-03	-0.000000e+00	0.000000e+00	
6.027458e-01	-2.119298e-01	0.000000e+00	0.000000e+00	1.111614e-03	-0.000000e+00	0.000000e+00	
6.220204e-01	-2.242765e-01	0.000000e+00	0.000000e+00	1.147161e-03	-0.000000e+00	0.000000e+00	
6.414206e-01	-2.363860e-01	0.000000e+00	0.000000e+00	1.182940e-03	-0.000000e+00	0.000000e+00	
6.615719e-01	-2.479922e-01	0.000000e+00	0.000000e+00	1.220104e-03	-0.000000e+00	0.000000e+00	
6.822246e-01	-2.590572e-01	0.000000e+00	0.000000e+00	1.258192e-03	-0.000000e+00	0.000000e+00	
7.028687e-01	-2.697373e-01	0.000000e+00	0.000000e+00	1.296265e-03	-0.000000e+00	0.000000e+00	
7.224032e-01	-2.807098e-01	0.000000e+00	0.000000e+00	1.332292e-03	-0.000000e+00	0.000000e+00	
7.392290e-01	-2.929393e-01	0.000000e+00	0.000000e+00	1.363323e-03	-0.000000e+00	0.000000e+00	
7.519430e-01	-3.070404e-01	0.000000e+00	0.000000e+00	1.386771e-03	-0.000000e+00	0.000000e+00	
7.602243e-01	-3.227804e-01	0.000000e+00	0.000000e+00	1.402043e-03	-0.000000e+00	0.000000e+00	
7.643821e-01	-3.395619e-01	0.000000e+00	0.000000e+00	1.409711e-03	-0.000000e+00	0.000000e+00	
7.647264e-01	-3.568921e-01	0.000000e+00	0.000000e+00	1.410346e-03	-0.000000e+00	0.000000e+00	
7.584338e-01	-3.743396e-01	0.000000e+00	-9.617027e-03	1.398741e-03	-0.000000e+00	0.000000e+00	
7.483893e-01	-3.914732e-01	0.000000e+00	-2.200060e-02	1.380217e-03	-0.000000e+00	0.000000e+00	
7.366958e-01	-4.079859e-01	0.000000e+00	-3.257037e-02	1.358651e-03	-0.000000e+00	0.000000e+00	
7.236562e-01	-4.239492e-01	0.000000e+00	-4.165380e-02	1.334603e-03	-0.000000e+00	0.000000e+00	
7.093827e-01	-4.395554e-01	0.000000e+00	-5.000634e-02	1.308279e-03	-0.000000e+00	0.000000e+00	
6.934147e-01	-4.550035e-01	0.000000e+00	-5.871488e-02	1.278830e-03	-0.000000e+00	0.000000e+00	
6.743948e-01	-4.704173e-01	0.000000e+00	-6.936695e-02	1.243752e-03	-0.000000e+00	0.000000e+00	
6.509177e-01	-4.858479e-01	0.000000e+00	-8.353012e-02	1.200455e-03	-0.000000e+00	0.000000e+00	
6.235696e-01	-5.009465e-01	4.367190e-03	-1.007451e-01	1.150018e-03	-0.000000e+00	6.117231e-06	
5.948080e-01	-5.150353e-01	2.095218e-02	-1.186956e-01	1.096974e-03	-0.000000e+00	2.934824e-05	
5.670717e-01	-5.275237e-01	3.687169e-02	-1.350935e-01	1.045822e-03	-0.000000e+00	5.164708e-05	
5.412379e-01	-5.385914e-01	5.139228e-02	-1.493248e-01	9.981777e-04	-0.000000e+00	7.198644e-05	
5.175469e-01	-5.513625e-01	5.821711e-02	-1.547224e-01	9.544856e-04	-0.000000e+00	8.154615e-05	
4.952813e-01	-5.614447e-01	6.859429e-02	-1.653219e-01	9.134223e-04	-0.000000e+00	9.608171e-05	
4.719676e-01	-5.718801e-01	7.878622e-02	-1.764555e-01	8.704261e-04	-0.000000e+00	1.103578e-04	
4.444248e-01	-5.831453e-01	9.122114e-02	-1.907614e-01	8.196301e-04	-0.000000e+00	1.277757e-04	
