StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-6.574165e+03	6.207272e+05	5.710551e+05	8.434490e+05	4.261338e+01	8.368749e+05	-8.500232e+05	-5.487001e+05	
-6.235544e+03	6.974835e+05	5.702728e+05	9.009407e+05	3.926995e+01	8.947052e+05	-9.071763e+05	-6.021441e+05	
-5.830624e+03	7.733596e+05	5.688567e+05	9.600432e+05	3.633693e+01	9.542126e+05	-9.658738e+05	-6.552174e+05	
-5.379461e+03	8.474344e+05	5.675168e+05	1.019912e+06	3.380977e+01	1.014532e+06	-1.025291e+06	-7.074114e+05	
-4.896802e+03	9.191193e+05	5.672411e+05	1.080066e+06	3.168112e+01	1.075169e+06	-1.084963e+06	-7.585266e+05	
-4.400739e+03	9.876702e+05	5.688068e+05	1.139752e+06	2.993798e+01	1.135351e+06	-1.144152e+06	-8.082283e+05	
-3.914177e+03	1.051980e+06	5.726490e+05	1.197743e+06	2.856183e+01	1.193829e+06	-1.201657e+06	-8.558686e+05	
-3.454318e+03	1.111076e+06	5.791847e+05	1.252974e+06	2.753226e+01	1.249520e+06	-1.256429e+06	-9.009002e+05	
-3.028592e+03	1.164521e+06	5.888676e+05	1.304942e+06	2.682453e+01	1.301914e+06	-1.307971e+06	-9.431663e+05	
-2.644348e+03	1.212112e+06	6.019274e+05	1.353341e+06	2.640872e+01	1.350697e+06	-1.355986e+06	-9.826241e+05	
-2.312313e+03	1.253665e+06	6.183190e+05	1.397853e+06	2.625295e+01	1.395541e+06	-1.400166e+06	-1.019177e+06	
-2.038999e+03	1.289386e+06	6.380401e+05	1.438614e+06	2.632807e+01	1.436575e+06	-1.440653e+06	-1.053025e+06	
-1.825734e+03	1.320007e+06	6.612744e+05	1.476381e+06	2.660918e+01	1.474555e+06	-1.478207e+06	-1.084825e+06	
-1.673926e+03	1.346395e+06	6.880556e+05	1.512019e+06	2.706865e+01	1.510345e+06	-1.513693e+06	-1.115287e+06	
-1.588329e+03	1.369225e+06	7.181366e+05	1.546124e+06	2.767630e+01	1.544535e+06	-1.547712e+06	-1.144890e+06	
-1.569086e+03	1.389288e+06	7.513240e+05	1.579433e+06	2.840444e+01	1.577864e+06	-1.581002e+06	-1.174183e+06	
-1.605613e+03	1.407651e+06	7.877182e+05	1.613066e+06	2.923128e+01	1.611460e+06	-1.614672e+06	-1.203959e+06	
-1.681230e+03	1.425148e+06	8.274337e+05	1.647936e+06	3.013925e+01	1.646255e+06	-1.649617e+06	-1.234771e+06	
-1.782014e+03	1.442064e+06	8.702354e+05	1.684297e+06	3.110953e+01	1.682515e+06	-1.686079e+06	-1.266645e+06	
-1.890965e+03	1.458411e+06	9.157793e+05	1.722096e+06	3.212594e+01	1.720205e+06	-1.723987e+06	-1.299371e+06	
-1.982676e+03	1.474313e+06	9.639037e+05	1.761451e+06	3.317662e+01	1.759468e+06	-1.763433e+06	-1.332860e+06	
-2.031195e+03	1.489757e+06	1.014452e+06	1.802357e+06	3.425299e+01	1.800325e+06	-1.804388e+06	-1.366934e+06	
