FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
1.943971e-02	-1.550559e-02	0.000000e+00	-6.597288e-02	2.800604e-05	-0.000000e+00	0.000000e+00	
2.478849e-02	-1.579271e-02	0.000000e+00	-7.502276e-02	3.571183e-05	-0.000000e+00	0.000000e+00	
3.068653e-02	-1.572291e-02	0.000000e+00	-8.322338e-02	4.420891e-05	-0.000000e+00	0.000000e+00	
3.707366e-02	-1.529191e-02	0.000000e+00	-9.027411e-02	5.341060e-05	-0.000000e+00	0.000000e+00	
4.412227e-02	-1.438293e-02	0.000000e+00	-9.593886e-02	6.356526e-05	-0.000000e+00	0.000000e+00	
5.189603e-02	-1.299681e-02	0.000000e+00	-1.001175e-01	7.476461e-05	-0.000000e+00	0.000000e+00	
6.043166e-02	-1.117255e-02	0.000000e+00	-1.028433e-01	8.706158e-05	-0.000000e+00	0.000000e+00	
6.994896e-02	-8.822907e-03	0.000000e+00	-1.042643e-01	1.007728e-04	-0.000000e+00	0.000000e+00	
8.058284e-02	-5.938071e-03	0.000000e+00	-1.046391e-01	1.160926e-04	-0.000000e+00	0.000000e+00	
9.240452e-02	-2.607542e-03	0.000000e+00	-1.042111e-01	1.331236e-04	-0.000000e+00	0.000000e+00	
1.055844e-01	0.000000e+00	0.000000e+00	-1.031670e-01	1.521114e-04	0.000000e+00	0.000000e+00	
1.200937e-01	0.000000e+00	0.000000e+00	-1.016391e-01	1.730144e-04	0.000000e+00	0.000000e+00	
1.358552e-01	0.000000e+00	0.000000e+00	-9.973769e-02	1.957214e-04	0.000000e+00	0.000000e+00	
1.531278e-01	0.000000e+00	0.000000e+00	-9.752411e-02	2.206053e-04	0.000000e+00	0.000000e+00	
1.722257e-01	0.000000e+00	0.000000e+00	-9.500933e-02	2.481190e-04	0.000000e+00	0.000000e+00	
1.934024e-01	0.000000e+00	0.000000e+00	-9.213956e-02	2.786274e-04	0.000000e+00	0.000000e+00	
2.168423e-01	0.000000e+00	0.000000e+00	-8.891159e-02	3.123964e-04	0.000000e+00	0.000000e+00	
2.422724e-01	0.000000e+00	0.000000e+00	-8.538974e-02	3.490325e-04	0.000000e+00	0.000000e+00	
2.692595e-01	0.000000e+00	0.000000e+00	-8.154704e-02	3.879118e-04	0.000000e+00	0.000000e+00	
2.973403e-01	0.000000e+00	0.000000e+00	-7.730586e-02	4.283668e-04	0.000000e+00	0.000000e+00	
3.262839e-01	0.000000e+00	0.000000e+00	-7.248413e-02	4.700646e-04	0.000000e+00	0.000000e+00	
3.562008e-01	0.000000e+00	0.000000e+00	-6.679721e-02	5.131649e-04	0.000000e+00	0.000000e+00	
3.873036e-01	0.000000e+00	0.000000e+00	-6.001705e-02	5.579733e-04	0.000000e+00	0.000000e+00	
4.196995e-01	0.000000e+00	0.000000e+00	-5.193122e-02	6.046449e-04	0.000000e+00	0.000000e+00	
4.528687e-01	0.000000e+00	0.000000e+00	-4.252287e-02	6.524305e-04	0.000000e+00	0.000000e+00	
4.860173e-01	0.000000e+00	0.000000e+00	-3.203033e-02	7.001864e-04	0.000000e+00	0.000000e+00	
5.183697e-01	0.000000e+00	0.000000e+00	-2.075553e-02	7.467954e-04	0.000000e+00	0.000000e+00	
5.493286e-01	0.000000e+00	0.000000e+00	-8.874920e-03	7.913965e-04	0.000000e+00	0.000000e+00	
5.766111e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.307014e-04	0.000000e+00	0.000000e+00	
5.966543e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.595769e-04	0.000000e+00	0.000000e+00	
6.141208e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.847402e-04	0.000000e+00	0.000000e+00	
6.290875e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.063022e-04	0.000000e+00	0.000000e+00	
6.421947e-01	-2.234569e-03	0.000000e+00	0.000000e+00	9.251852e-04	-0.000000e+00	0.000000e+00	
6.542180e-01	-5.842104e-03	0.000000e+00	0.000000e+00	9.425068e-04	-0.000000e+00	0.000000e+00	
6.659230e-01	-9.041914e-03	0.000000e+00	0.000000e+00	9.593696e-04	-0.000000e+00	0.000000e+00	
6.783146e-01	-1.166879e-02	0.000000e+00	0.000000e+00	9.772218e-04	-0.000000e+00	0.000000e+00	
6.924990e-01	-1.362716e-02	0.000000e+00	0.000000e+00	9.976567e-04	-0.000000e+00	0.000000e+00	
7.093711e-01	-1.486742e-02	0.000000e+00	0.000000e+00	1.021964e-03	-0.000000e+00	0.000000e+00	
7.293233e-01	-1.544415e-02	0.000000e+00	0.000000e+00	1.050708e-03	-0.000000e+00	0.000000e+00	
7.515257e-01	-1.561649e-02	0.000000e+00	0.000000e+00	1.082694e-03	-0.000000e+00	0.000000e+00	
7.749340e-01	-1.559789e-02	0.000000e+00	0.000000e+00	1.116418e-03	-0.000000e+00	0.000000e+00	
7.987638e-01	-1.548489e-02	0.000000e+00	0.000000e+00	1.150748e-03	-0.000000e+00	0.000000e+00	
8.223510e-01	-1.538190e-02	0.000000e+00	0.000000e+00	1.184729e-03	-0.000000e+00	0.000000e+00	
8.446319e-01	-1.546578e-02	0.000000e+00	0.000000e+00	1.216829e-03	-0.000000e+00	0.000000e+00	
8.521029e-01	-1.592266e-02	0.000000e+00	-2.216129e-02	1.227592e-03	-0.000000e+00	0.000000e+00	
8.526560e-01	-1.700149e-02	0.000000e+00	-5.058785e-02	1.228389e-03	-0.000000e+00	0.000000e+00	
8.481669e-01	-1.891424e-02	0.000000e+00	-8.049367e-02	1.221921e-03	-0.000000e+00	0.000000e+00	
8.380864e-01	-2.179579e-02	0.000000e+00	-1.115701e-01	1.207399e-03	-0.000000e+00	0.000000e+00	
8.219212e-01	-2.578919e-02	0.000000e+00	-1.433967e-01	1.184110e-03	-0.000000e+00	0.000000e+00	
7.992463e-01	-3.098341e-02	0.000000e+00	-1.755919e-01	1.151443e-03	-0.000000e+00	0.000000e+00	
7.700637e-01	-3.740127e-02	0.000000e+00	-2.079953e-01	1.109401e-03	-0.000000e+00	0.000000e+00	
7.346220e-01	-4.513823e-02	0.000000e+00	-2.404318e-01	1.058342e-03	-0.000000e+00	0.000000e+00	
6.931883e-01	-5.432942e-02	0.000000e+00	-2.727589e-01	9.986497e-04	-0.000000e+00	0.000000e+00	
6.458672e-01	-6.512064e-02	0.000000e+00	-3.049239e-01	9.304760e-04	-0.000000e+00	0.000000e+00	
5.927997e-01	-7.770672e-02	0.000000e+00	-3.367683e-01	8.540238e-04	-0.000000e+00	0.000000e+00	
