Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-3.778376e-02	-1.245397e-02	-7.529227e-02	-2.492272e-04	2.551665e-04	-4.125331e-04	5.671729e-04	-7.891738e-02	2.947177e-02	9.735841e-05	6.820687e-05	2.996439e-03	6.660355e-03	1.143287e-03	1.163401e+02	1.579312e+02	
1.000000e+00	-3.987081e-02	-1.738158e-02	-7.111370e-02	-3.088920e-04	1.498207e-04	-4.856267e-04	6.288331e-04	-7.424050e-02	3.369255e-02	1.011190e-04	7.693754e-05	1.797264e-03	7.543545e-03	1.213034e-03	1.185741e+02	1.529484e+02	
2.000000e+00	-4.166147e-02	-2.261980e-02	-6.635747e-02	-3.685811e-04	4.648525e-05	-5.618290e-04	6.815477e-04	-6.889787e-02	3.731053e-02	1.031937e-04	8.405290e-05	5.700110e-04	8.357267e-03	1.265380e-03	1.207212e+02	1.476547e+02	
3.000000e+00	-4.316167e-02	-2.807329e-02	-6.125186e-02	-4.270664e-04	-5.223485e-05	-6.400358e-04	7.252318e-04	-6.315563e-02	4.032476e-02	1.034366e-04	8.931672e-05	-6.527913e-04	9.063394e-03	1.292672e-03	1.226430e+02	1.421175e+02	
4.000000e+00	-4.438421e-02	-3.366869e-02	-5.604706e-02	-4.834432e-04	-1.438453e-04	-7.195949e-04	7.601959e-04	-5.729437e-02	4.276197e-02	1.017351e-04	9.254691e-05	-1.820270e-03	9.619796e-03	1.287393e-03	1.241703e+02	1.364709e+02	
5.000000e+00	-4.535350e-02	-3.931060e-02	-5.097791e-02	-5.366591e-04	-2.264275e-04	-7.994699e-04	7.871871e-04	-5.157171e-02	4.467713e-02	9.806271e-05	9.368606e-05	-2.875397e-03	9.996471e-03	1.245296e-03	1.251657e+02	1.309127e+02	
6.000000e+00	-4.611114e-02	-4.487263e-02	-4.625839e-02	-5.855046e-04	-2.987109e-04	-8.780621e-04	8.073916e-04	-4.621826e-02	4.615136e-02	9.252862e-05	9.282616e-05	-3.769503e-03	1.018866e-02	1.167640e-03	1.255834e+02	1.256787e+02	
7.000000e+00	-4.670338e-02	-5.024904e-02	-4.210316e-02	-6.291543e-04	-3.596376e-04	-9.541243e-04	8.222147e-04	-4.146010e-02	4.727516e-02	8.531222e-05	9.012972e-05	-4.468031e-03	1.021495e-02	1.059894e-03	1.254667e+02	1.210034e+02	
8.000000e+00	-4.717082e-02	-5.536993e-02	-3.870749e-02	-6.672434e-04	-4.084374e-04	-1.026958e-03	8.331067e-04	-3.749876e-02	4.813729e-02	7.660782e-05	8.579158e-05	-4.956974e-03	1.011095e-02	9.297460e-04	1.249238e+02	1.170715e+02	
9.000000e+00	-4.755194e-02	-6.014859e-02	-3.622737e-02	-6.993602e-04	-4.448408e-04	-1.095487e-03	8.415486e-04	-3.449268e-02	4.882483e-02	6.669091e-05	8.009933e-05	-5.245610e-03	9.923631e-03	7.864263e-04	1.241069e+02	1.140003e+02	
1.000000e+01	-4.787376e-02	-6.448678e-02	-3.480987e-02	-7.250274e-04	-4.686509e-04	-1.158461e-03	8.489455e-04	-3.258687e-02	4.941376e-02	5.588193e-05	7.340755e-05	-5.353942e-03	9.698487e-03	6.384039e-04	1.231558e+02	1.118562e+02	
1.100000e+01	-4.810341e-02	-6.832093e-02	-3.466311e-02	-7.436343e-04	-4.785656e-04	-1.215563e-03	8.561771e-04	-3.197580e-02	4.993013e-02	4.426684e-05	6.595600e-05	-5.290288e-03	9.464583e-03	4.893465e-04	1.221243e+02	1.107001e+02	
1.200000e+01	-4.817401e-02	-7.159831e-02	-3.599102e-02	-7.544173e-04	-4.731013e-04	-1.266772e-03	8.638339e-04	-3.284711e-02	5.037020e-02	3.179584e-05	5.791173e-05	-5.059862e-03	9.238783e-03	3.400594e-04	1.210126e+02	1.105671e+02	
1.300000e+01	-4.799919e-02	-7.422360e-02	-3.894209e-02	-7.562113e-04	-4.512664e-04	-1.311336e-03	8.723387e-04	-3.533514e-02	5.071328e-02	1.844096e-05	4.947600e-05	-4.671998e-03	9.031394e-03	1.909208e-04	1.197978e+02	1.114586e+02	
1.400000e+01	-4.745581e-02	-7.609074e-02	-4.362431e-02	-7.477653e-04	-4.122294e-04	-1.348362e-03	8.817898e-04	-3.953894e-02	5.090979e-02	4.104548e-06	4.079921e-05	-4.133691e-03	8.842276e-03	4.115895e-05	1.184161e+02	1.133585e+02	
1.500000e+01	-4.638513e-02	-7.714172e-02	-5.006264e-02	-7.287076e-04	-3.554698e-04	-1.377652e-03	8.917283e-04	-4.549910e-02	5.086925e-02	-1.142103e-05	3.181890e-05	-3.451213e-03	8.657681e-03	-1.108854e-04	1.167660e+02	1.162153e+02	
1.600000e+01	-4.462093e-02	-7.734317e-02	-5.815520e-02	-6.996155e-04	-2.811411e-04	-1.399133e-03	9.011038e-04	-5.316115e-02	5.046728e-02	-2.826596e-05	2.234791e-05	-2.638338e-03	8.456309e-03	-2.652588e-04	1.147551e+02	1.199263e+02	
1.700000e+01	-4.199573e-02	-7.664278e-02	-6.773713e-02	-6.610213e-04	-1.896124e-04	-1.412241e-03	9.084967e-04	-6.241580e-02	4.956035e-02	-4.645211e-05	1.225766e-05	-1.714838e-03	8.216367e-03	-4.201089e-04	1.123217e+02	1.243665e+02	
1.800000e+01	-3.834258e-02	-7.502411e-02	-7.861048e-02	-6.136457e-04	-8.110798e-05	-1.416807e-03	9.120790e-04	-7.312495e-02	4.798440e-02	-6.604360e-05	1.362317e-06	-7.038677e-04	7.915164e-03	-5.731367e-04	1.094354e+02	1.293896e+02	
1.900000e+01	-3.350693e-02	-7.252361e-02	-9.055289e-02	-5.584014e-04	4.426930e-05	-1.413269e-03	9.097203e-04	-8.512582e-02	4.556462e-02	-8.720763e-05	-1.062890e-05	3.665987e-04	7.533489e-03	-7.221755e-04	1.061096e+02	1.348244e+02	
2.000000e+01	-2.739505e-02	-6.915404e-02	-1.033049e-01	-4.960479e-04	1.858403e-04	-1.401442e-03	8.996923e-04	-9.820704e-02	4.216353e-02	-1.099077e-04	-2.384050e-05	1.459889e-03	7.067632e-03	-8.633919e-04	1.024276e+02	1.404867e+02	
