StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
5.494709e+05	-3.281155e+05	8.563449e+05	2.124148e+04	1.071195e+06	0.000000e+00	1.080208e+06	-9.012339e+03	
5.800549e+05	-3.883535e+05	9.459756e+05	2.243277e+04	1.189293e+06	0.000000e+00	1.198811e+06	-9.517779e+03	
6.066302e+05	-4.592725e+05	1.042168e+06	2.373421e+04	1.298437e+06	0.000000e+00	1.308506e+06	-1.006995e+04	
6.265041e+05	-5.434898e+05	1.144800e+06	2.519439e+04	1.393917e+06	0.000000e+00	1.404606e+06	-1.068948e+04	
6.389699e+05	-6.427703e+05	1.254886e+06	2.685407e+04	1.472617e+06	0.000000e+00	1.484011e+06	-1.139365e+04	
6.442077e+05	-7.584731e+05	1.373938e+06	2.874302e+04	1.532731e+06	0.000000e+00	1.544927e+06	-1.219509e+04	
6.409162e+05	-8.929339e+05	1.502952e+06	3.089782e+04	1.571947e+06	0.000000e+00	1.585056e+06	-1.310933e+04	
6.278181e+05	-1.048440e+06	1.642919e+06	3.333987e+04	1.588352e+06	0.000000e+00	1.602498e+06	-1.414544e+04	
6.045810e+05	-1.226895e+06	1.795412e+06	3.606356e+04	1.581481e+06	0.000000e+00	1.596782e+06	-1.530105e+04	
5.702105e+05	-1.430805e+06	1.961955e+06	3.906052e+04	1.550704e+06	0.000000e+00	1.567277e+06	-1.657260e+04	
5.249642e+05	-1.661523e+06	2.144152e+06	4.233561e+04	1.494397e+06	0.000000e+00	1.512359e+06	-1.796216e+04	
4.718508e+05	-1.918667e+06	2.344636e+06	4.588171e+04	1.411560e+06	0.000000e+00	1.431027e+06	-1.946670e+04	
4.148228e+05	-2.201300e+06	2.566448e+06	4.967501e+04	1.301454e+06	0.000000e+00	1.322530e+06	-2.107612e+04	
3.576727e+05	-2.507772e+06	2.811762e+06	5.368191e+04	1.161832e+06	0.000000e+00	1.184608e+06	-2.277617e+04	
3.035285e+05	-2.836102e+06	3.081786e+06	5.784474e+04	9.914321e+05	0.000000e+00	1.015974e+06	-2.454237e+04	
2.545625e+05	-3.184257e+06	3.376739e+06	6.208050e+04	7.918140e+05	0.000000e+00	8.181536e+05	-2.633952e+04	
2.122231e+05	-3.549265e+06	3.695189e+06	6.629885e+04	5.649000e+05	0.000000e+00	5.930293e+05	-2.812928e+04	
1.779919e+05	-3.927329e+06	4.034921e+06	7.040031e+04	3.137453e+05	0.000000e+00	3.436148e+05	-2.986945e+04	
1.549747e+05	-4.313318e+06	4.394038e+06	7.425549e+04	4.250873e+04	0.000000e+00	7.401386e+04	-3.150513e+04	
1.470266e+05	-4.700038e+06	4.769340e+06	7.772396e+04	-2.461489e+05	0.000000e+00	-2.131722e+05	-3.297673e+04	
1.572699e+05	-5.078717e+06	5.155319e+06	8.066809e+04	-5.502672e+05	0.000000e+00	-5.160413e+05	-3.422587e+04	
1.890530e+05	-5.439395e+06	5.545514e+06	8.293386e+04	-8.669657e+05	0.000000e+00	-8.317785e+05	-3.518719e+04	
2.449587e+05	-5.772164e+06	5.932748e+06	8.437543e+04	-1.192320e+06	0.000000e+00	-1.156521e+06	-3.579882e+04	
3.252578e+05	-6.067926e+06	6.308268e+06	8.491568e+04	-1.523845e+06	0.000000e+00	-1.487817e+06	-3.602803e+04	
4.302035e+05	-6.317519e+06	6.663204e+06	8.451759e+04	-1.859047e+06	0.000000e+00	-1.823188e+06	-3.585913e+04	
5.606213e+05	-6.512995e+06	6.990437e+06	8.317930e+04	-2.193956e+06	0.000000e+00	-2.158664e+06	-3.529133e+04	
7.175935e+05	-6.647651e+06	7.284297e+06	8.094721e+04	-2.523832e+06	0.000000e+00	-2.489488e+06	-3.434429e+04	
9.036203e+05	-6.715369e+06	7.541122e+06	7.786693e+04	-2.844031e+06	0.000000e+00	-2.810994e+06	-3.303739e+04	
1.121418e+06	-6.712553e+06	7.759964e+06	7.400711e+04	-3.149672e+06	0.000000e+00	-3.118272e+06	-3.139975e+04	
1.373128e+06	-6.638410e+06	7.942057e+06	6.948153e+04	-3.436516e+06	0.000000e+00	-3.407036e+06	-2.947963e+04	
1.658903e+06	-6.495131e+06	8.089582e+06	6.445221e+04	-3.702063e+06	0.000000e+00	-3.674718e+06	-2.734579e+04	
1.971625e+06	-6.294980e+06	8.207573e+06	5.903204e+04	-3.940831e+06	0.000000e+00	-3.915785e+06	-2.504612e+04	
2.300546e+06	-6.056112e+06	8.303347e+06	5.331084e+04	-4.147076e+06	0.000000e+00	-4.124457e+06	-2.261873e+04	
2.633952e+06	-5.797302e+06	8.383863e+06	4.739080e+04	-4.318229e+06	0.000000e+00	-4.298122e+06	-2.010698e+04	
2.959935e+06	-5.535859e+06	8.454414e+06	4.138070e+04	-4.455138e+06	0.000000e+00	-4.437581e+06	-1.755701e+04	
3.271639e+06	-5.282576e+06	8.518749e+06	3.546637e+04	-4.562328e+06	0.000000e+00	-4.547281e+06	-1.504767e+04	
3.565511e+06	-5.044032e+06	8.579658e+06	2.988512e+04	-4.645699e+06	0.000000e+00	-4.633019e+06	-1.267966e+04	
3.838307e+06	-4.825229e+06	8.638682e+06	2.485405e+04	-4.609645e+06	1.019087e+05	-4.701009e+06	-1.054508e+04	
4.087599e+06	-4.630020e+06	8.697065e+06	2.055318e+04	-4.507286e+06	2.584980e+05	-4.757064e+06	-8.720306e+03	
4.313677e+06	-4.459541e+06	8.756097e+06	1.712078e+04	-4.417749e+06	3.956329e+05	-4.806118e+06	-7.264008e+03	
4.519665e+06	-4.310652e+06	8.815661e+06	1.465569e+04	-4.343477e+06	5.164094e+05	-4.853668e+06	-6.218117e+03	
4.709910e+06	-4.177761e+06	8.874460e+06	1.321081e+04	-4.285406e+06	6.252629e+05	-4.905064e+06	-5.605086e+03	
4.889916e+06	-4.054585e+06	8.931708e+06	1.279288e+04	-4.242421e+06	7.268266e+05	-4.963820e+06	-5.427763e+03	
5.061391e+06	-3.939301e+06	8.987329e+06	1.336307e+04	-4.212850e+06	8.226674e+05	-5.029848e+06	-5.669685e+03	
5.219470e+06	-3.836987e+06	9.041627e+06	1.483041e+04	-4.196059e+06	9.098875e+05	-5.099654e+06	-6.292249e+03	
5.359061e+06	-3.753775e+06	9.095754e+06	1.708255e+04	-4.191605e+06	9.848761e+05	-5.169233e+06	-7.247787e+03	
