KneeAng	AnkAng	MPAng	DotMPAng	Yaw	  Pitch	FemTVAng	FemHZAng	FemHZAngP	TibPSAng	TibPSAngYaw	TibHZAng	TibHZAngP	
1.052383e+02	1.456087e+02	1.723932e+02	1.723932e+02	-2.326230e+01	1.258785e+02	1.033588e+02	-1.424943e+01	-1.982081e+01	2.483396e+01	3.831145e+00	-2.443199e+01	-2.433802e+01	
1.040909e+02	1.450581e+02	1.743483e+02	1.743483e+02	-2.328181e+01	1.259198e+02	1.022453e+02	-1.426970e+01	-1.902525e+01	2.494488e+01	3.979938e+00	-2.471773e+01	-2.396880e+01	
1.027745e+02	1.446290e+02	1.759989e+02	1.759989e+02	-2.327795e+01	1.260138e+02	1.008945e+02	-1.441519e+01	-1.793618e+01	2.505568e+01	4.153985e+00	-2.502108e+01	-2.353461e+01	
1.013069e+02	1.443131e+02	1.773660e+02	1.773660e+02	-2.323898e+01	1.261465e+02	9.934939e+01	-1.465668e+01	-1.659928e+01	2.516583e+01	4.364712e+00	-2.534927e+01	-2.304073e+01	
9.970637e+01	1.440935e+02	1.784512e+02	1.784512e+02	-2.315299e+01	1.263042e+02	9.765218e+01	-1.496534e+01	-1.505910e+01	2.527461e+01	4.623370e+00	-2.570939e+01	-2.249244e+01	
9.799129e+01	1.439461e+02	1.791439e+02	1.791439e+02	-2.300755e+01	1.264732e+02	9.584395e+01	-1.531385e+01	-1.335774e+01	2.538091e+01	4.941158e+00	-2.610825e+01	-2.189529e+01	
9.617913e+01	1.438419e+02	1.790955e+02	1.790955e+02	-2.278844e+01	1.266397e+02	9.396208e+01	-1.567976e+01	-1.152997e+01	2.548280e+01	5.329652e+00	-2.655188e+01	-2.125595e+01	
9.428719e+01	1.437479e+02	1.786086e+02	1.786086e+02	-2.248035e+01	1.267897e+02	9.204284e+01	-1.604227e+01	-9.607524e+00	2.557793e+01	5.800568e+00	-2.704594e+01	-2.058166e+01	
9.233263e+01	1.436282e+02	1.780885e+02	1.780885e+02	-2.206692e+01	1.269093e+02	9.012242e+01	-1.638121e+01	-7.620272e+00	2.566366e+01	6.365811e+00	-2.759588e+01	-1.988013e+01	
9.033419e+01	1.434445e+02	1.776123e+02	1.776123e+02	-2.153234e+01	1.269839e+02	8.824173e+01	-1.667184e+01	-5.604076e+00	2.573784e+01	7.036750e+00	-2.820765e+01	-1.915852e+01	
8.831813e+01	1.431557e+02	1.772098e+02	1.772098e+02	-2.086853e+01	1.269989e+02	8.646002e+01	-1.686955e+01	-3.625697e+00	2.580100e+01	7.820577e+00	-2.889027e+01	-1.842005e+01	
8.631065e+01	1.427202e+02	1.769124e+02	1.769124e+02	-2.007135e+01	1.269392e+02	8.483892e+01	-1.692729e+01	-1.758154e+00	2.585403e+01	8.720669e+00	-2.965300e+01	-1.766747e+01	
8.433358e+01	1.420989e+02	1.767592e+02	1.767592e+02	-1.914018e+01	1.267898e+02	8.343504e+01	-1.680133e+01	-7.159304e-02	2.589735e+01	9.735739e+00	-3.050428e+01	-1.690445e+01	
8.239406e+01	1.412753e+02	1.767734e+02	1.767734e+02	-1.808984e+01	1.265435e+02	8.226556e+01	-1.646354e+01	1.394441e+00	2.592874e+01	1.084656e+01	-3.144753e+01	-1.613378e+01	
8.046266e+01	1.403081e+02	1.768938e+02	1.768938e+02	-1.697954e+01	1.262248e+02	8.121508e+01	-1.593670e+01	2.709862e+00	2.593729e+01	1.198408e+01	-3.247031e+01	-1.535058e+01	
7.850467e+01	1.392746e+02	1.770430e+02	1.770430e+02	-1.587564e+01	1.258655e+02	8.014026e+01	-1.525292e+01	3.968201e+00	2.591048e+01	1.307309e+01	-3.355743e+01	-1.454724e+01	
7.649131e+01	1.382503e+02	1.771509e+02	1.771509e+02	-1.483936e+01	1.254970e+02	7.890484e+01	-1.444114e+01	5.258170e+00	2.583648e+01	1.404669e+01	-3.469537e+01	-1.371507e+01	
7.441898e+01	1.372992e+02	1.771639e+02	1.771639e+02	-1.391146e+01	1.251412e+02	7.741306e+01	-1.352733e+01	6.646068e+00	2.569932e+01	1.485433e+01	-3.587531e+01	-1.285118e+01	
7.235714e+01	1.364448e+02	1.770775e+02	1.770775e+02	-1.306743e+01	1.247842e+02	7.570530e+01	-1.253369e+01	8.128604e+00	2.546440e+01	1.548184e+01	-3.710120e+01	-1.198117e+01	
7.039139e+01	1.356985e+02	1.768954e+02	1.768954e+02	-1.226540e+01	1.244015e+02	7.385593e+01	-1.148265e+01	9.688247e+00	2.509230e+01	1.592269e+01	-3.838130e+01	-1.113807e+01	
6.860441e+01	1.350686e+02	1.766234e+02	1.766234e+02	-1.146095e+01	1.239678e+02	7.193994e+01	-1.039742e+01	1.131179e+01	2.454305e+01	1.616918e+01	-3.972511e+01	-1.035580e+01	
6.707216e+01	1.345483e+02	1.762665e+02	1.762665e+02	-1.059853e+01	1.234651e+02	7.004901e+01	-9.296945e+00	1.298244e+01	2.378424e+01	1.622857e+01	-4.115481e+01	-9.643676e+00	
6.585634e+01	1.340793e+02	1.758064e+02	1.758064e+02	-9.590739e+00	1.229148e+02	6.833428e+01	-8.181711e+00	1.465185e+01	2.281504e+01	1.616612e+01	-4.274246e+01	-8.904246e+00	
6.501380e+01	1.335864e+02	1.752192e+02	1.752192e+02	-8.343475e+00	1.223506e+02	6.694975e+01	-7.044587e+00	1.626590e+01	2.163647e+01	1.604421e+01	-4.457741e+01	-8.006275e+00	
6.460080e+01	1.329874e+02	1.744811e+02	1.744811e+02	-6.768500e+00	1.218098e+02	6.603092e+01	-5.873155e+00	1.777257e+01	2.024131e+01	1.589480e+01	-4.675689e+01	-6.807538e+00	
6.464899e+01	1.322084e+02	1.735821e+02	1.735821e+02	-4.827346e+00	1.213194e+02	6.564385e+01	-4.651119e+00	1.913057e+01	1.862620e+01	1.569299e+01	-4.935187e+01	-5.199110e+00	
6.508587e+01	1.312477e+02	1.725622e+02	1.725622e+02	-2.634676e+00	1.208505e+02	6.566433e+01	-3.371244e+00	2.034066e+01	1.683769e+01	1.534275e+01	-5.229204e+01	-3.255034e+00	
6.580102e+01	1.301375e+02	1.714736e+02	1.714736e+02	-3.454402e-01	1.203589e+02	6.593090e+01	-2.031616e+00	2.141228e+01	1.494804e+01	1.476731e+01	-5.545965e+01	-1.109018e+00	
6.666938e+01	1.289300e+02	1.703679e+02	1.703679e+02	1.890852e+00	1.197989e+02	6.630051e+01	-6.339496e-01	2.235357e+01	1.304464e+01	1.394636e+01	-5.872431e+01	1.090657e+00	
6.756609e+01	1.276926e+02	1.692869e+02	1.692869e+02	3.954951e+00	1.191413e+02	6.666224e+01	8.093887e-01	2.317981e+01	1.122016e+01	1.292270e+01	-6.195559e+01	3.208087e+00	
6.841288e+01	1.264908e+02	1.682340e+02	1.682340e+02	5.807908e+00	1.184232e+02	6.695385e+01	2.253393e+00	2.393464e+01	9.546581e+00	1.178517e+01	-6.505226e+01	5.192409e+00	
6.916225e+01	1.253914e+02	1.672015e+02	1.672015e+02	7.439456e+00	1.176996e+02	6.713794e+01	3.631590e+00	2.466334e+01	8.090768e+00	1.064256e+01	-6.792284e+01	7.018231e+00	
6.979063e+01	1.244614e+02	1.661783e+02	1.661783e+02	8.848239e+00	1.170258e+02	6.719011e+01	4.860330e+00	2.540662e+01	6.918427e+00	9.611153e+00	-7.048074e+01	8.664835e+00	
7.030359e+01	1.237452e+02	1.651546e+02	1.651546e+02	1.004131e+01	1.164493e+02	6.710403e+01	5.861940e+00	2.618813e+01	6.072813e+00	8.784968e+00	-7.266874e+01	1.012843e+01	
7.074335e+01	1.232070e+02	1.641394e+02	1.641394e+02	1.103584e+01	1.159909e+02	6.691191e+01	6.638614e+00	2.697415e+01	5.514654e+00	8.161368e+00	-7.452755e+01	1.145806e+01	
7.114840e+01	1.227875e+02	1.631494e+02	1.631494e+02	1.184242e+01	1.156633e+02	6.664515e+01	7.221814e+00	2.771626e+01	5.183310e+00	7.703156e+00	-7.611586e+01	1.271221e+01	
7.154582e+01	1.224273e+02	1.622050e+02	1.622050e+02	1.246425e+01	1.154786e+02	6.632596e+01	7.650855e+00	2.836664e+01	5.017392e+00	7.364604e+00	-7.748620e+01	1.394524e+01	
7.195134e+01	1.220740e+02	1.613296e+02	1.613296e+02	1.291108e+01	1.154368e+02	6.597323e+01	7.968447e+00	2.889139e+01	4.957582e+00	7.099652e+00	-7.868399e+01	1.519343e+01	
7.236520e+01	1.217007e+02	1.605495e+02	1.605495e+02	1.323475e+01	1.154922e+02	6.561469e+01	8.212178e+00	2.930897e+01	4.955319e+00	6.877756e+00	-7.973887e+01	1.643232e+01	
7.278490e+01	1.212890e+02	1.598901e+02	1.598901e+02	1.349983e+01	1.155873e+02	6.528054e+01	8.419113e+00	2.965435e+01	4.964185e+00	6.666885e+00	-8.068035e+01	1.762137e+01	
7.320951e+01	1.208224e+02	1.593757e+02	1.593757e+02	1.377153e+01	1.156641e+02	6.500002e+01	8.626771e+00	2.996543e+01	4.937227e+00	6.428983e+00	-8.154440e+01	1.871884e+01	
7.363953e+01	1.202926e+02	1.590181e+02	1.590181e+02	1.410317e+01	1.156741e+02	6.479430e+01	8.866956e+00	3.027674e+01	4.835313e+00	6.127969e+00	-8.236983e+01	1.969133e+01	
7.407622e+01	1.197162e+02	1.587811e+02	1.587811e+02	1.450094e+01	1.156064e+02	6.465501e+01	9.149131e+00	3.060243e+01	4.651206e+00	5.752041e+00	-8.318093e+01	2.054339e+01	
7.452232e+01	1.191141e+02	1.586174e+02	1.586174e+02	1.495919e+01	1.154599e+02	6.456597e+01	9.477449e+00	3.095170e+01	4.385743e+00	5.295913e+00	-8.399616e+01	2.129013e+01	
7.498205e+01	1.185047e+02	1.584803e+02	1.584803e+02	1.547196e+01	1.152334e+02	6.451025e+01	9.856493e+00	3.133403e+01	4.039675e+00	4.754090e+00	-8.483055e+01	2.194769e+01	
7.546211e+01	1.179058e+02	1.583291e+02	1.583291e+02	1.602819e+01	1.149297e+02	6.446831e+01	1.028465e+01	3.175828e+01	3.617796e+00	4.125507e+00	-8.568735e+01	2.253324e+01	
7.597560e+01	1.173367e+02	1.581433e+02	1.581433e+02	1.659860e+01	1.145659e+02	6.441367e+01	1.073365e+01	3.222965e+01	3.141715e+00	3.428759e+00	-8.653438e+01	2.306559e+01	
7.653868e+01	1.168168e+02	1.579072e+02	1.579072e+02	1.715052e+01	1.141631e+02	6.431872e+01	1.116841e+01	3.275166e+01	2.636585e+00	2.687787e+00	-8.730220e+01	2.356508e+01	
7.716963e+01	1.163655e+02	1.576047e+02	1.576047e+02	1.765243e+01	1.137421e+02	6.415626e+01	1.155358e+01	3.332694e+01	2.126708e+00	1.926747e+00	-8.784796e+01	2.405351e+01	
7.788577e+01	1.159934e+02	1.572211e+02	1.572211e+02	1.808453e+01	1.133178e+02	6.390807e+01	1.186189e+01	3.395834e+01	1.631707e+00	1.164952e+00	-8.794817e+01	2.455128e+01	
7.869300e+01	1.156778e+02	1.567474e+02	1.567474e+02	1.847109e+01	1.128808e+02	6.359167e+01	1.209923e+01	3.465262e+01	1.155261e+00	4.013295e-01	-8.752183e+01	2.506792e+01	
7.959453e+01	1.153884e+02	1.561766e+02	1.561766e+02	1.884801e+01	1.124157e+02	6.323505e+01	1.227956e+01	3.541785e+01	6.975882e-01	-3.716102e-01	-8.672916e+01	2.560934e+01	
8.059390e+01	1.150951e+02	1.555015e+02	1.555015e+02	1.925274e+01	1.119066e+02	6.286869e+01	1.241665e+01	3.626228e+01	2.594672e-01	-1.163111e+00	-8.571810e+01	2.618037e+01	
8.169130e+01	1.147737e+02	1.547221e+02	1.547221e+02	1.971950e+01	1.113473e+02	6.252161e+01	1.252401e+01	3.718785e+01	-1.798419e+02	-4.498419e+02	-8.455543e+01	2.678946e+01	
8.287237e+01	1.144205e+02	1.538663e+02	1.538663e+02	2.025987e+01	1.107717e+02	6.220413e+01	1.261473e+01	3.817013e+01	-1.794450e+02	-4.494450e+02	-8.328330e+01	2.746411e+01	
8.411895e+01	1.140379e+02	1.529677e+02	1.529677e+02	2.087610e+01	1.102247e+02	6.191820e+01	1.270176e+01	3.917671e+01	-1.790687e+02	-4.490687e+02	-8.192932e+01	2.823775e+01	
8.541276e+01	1.136297e+02	1.520591e+02	1.520591e+02	2.156449e+01	1.097524e+02	6.165999e+01	1.279789e+01	4.017334e+01	-1.787125e+02	-4.487125e+02	-8.051241e+01	2.914496e+01	
8.673607e+01	1.132087e+02	1.511604e+02	1.511604e+02	2.232185e+01	1.093882e+02	6.143424e+01	1.291200e+01	4.112707e+01	-1.783803e+02	-4.483803e+02	-7.904791e+01	3.020794e+01	
8.807311e+01	1.128201e+02	1.502459e+02	1.502459e+02	2.317295e+01	1.091125e+02	6.130449e+01	1.303833e+01	4.201842e+01	-1.780909e+02	-4.480909e+02	-7.755131e+01	3.139682e+01	
8.940789e+01	1.125174e+02	1.492778e+02	1.492778e+02	2.414865e+01	1.088920e+02	6.134595e+01	1.316837e+01	4.283480e+01	-1.778671e+02	-4.478671e+02	-7.603702e+01	3.266886e+01	
9.072361e+01	1.123542e+02	1.482167e+02	1.482167e+02	2.527652e+01	1.086927e+02	6.162799e+01	1.329470e+01	4.356785e+01	-1.777318e+02	-4.477318e+02	-7.451736e+01	3.398206e+01	
9.200408e+01	1.123720e+02	1.470268e+02	1.470268e+02	2.656405e+01	1.084879e+02	6.219119e+01	1.341384e+01	4.421188e+01	-1.777045e+02	-4.477045e+02	-7.299943e+01	3.530478e+01	
9.323819e+01	1.125658e+02	1.456915e+02	1.456915e+02	2.795762e+01	1.082810e+02	6.298859e+01	1.353470e+01	4.475722e+01	-1.777910e+02	-4.477910e+02	-7.147827e+01	3.664346e+01	
9.441395e+01	1.129188e+02	1.442006e+02	1.442006e+02	2.940085e+01	1.080833e+02	6.396628e+01	1.366881e+01	4.519062e+01	-1.779935e+02	-4.479935e+02	-6.994709e+01	3.801216e+01	
9.551647e+01	1.134141e+02	1.425459e+02	1.425459e+02	3.085317e+01	1.079062e+02	6.508814e+01	1.382721e+01	4.549676e+01	-1.783141e+02	-4.483141e+02	-6.840066e+01	3.942243e+01	
9.653348e+01	1.140368e+02	1.407295e+02	1.407295e+02	3.228602e+01	1.077597e+02	6.632460e+01	1.401854e+01	4.566646e+01	-1.787447e+02	-4.487447e+02	-6.683760e+01	4.087800e+01	
9.747347e+01	1.147826e+02	1.387885e+02	1.387885e+02	3.366379e+01	1.076437e+02	6.761362e+01	1.424398e+01	4.571945e+01	-1.792395e+02	-4.492395e+02	-6.526694e+01	4.236116e+01	
9.835353e+01	1.156464e+02	1.367723e+02	1.367723e+02	3.494127e+01	1.075559e+02	6.887691e+01	1.450277e+01	4.568301e+01	-1.797431e+02	-4.497431e+02	-6.370235e+01	4.385181e+01	
9.919526e+01	1.166194e+02	1.347348e+02	1.347348e+02	3.606630e+01	1.074939e+02	7.002940e+01	1.479413e+01	4.558425e+01	2.010498e-01	-1.578919e+01	-6.215914e+01	4.533369e+01	
1.000231e+02	1.176737e+02	1.327449e+02	1.327449e+02	3.700399e+01	1.074558e+02	7.100614e+01	1.511476e+01	4.544866e+01	5.693141e-01	-1.667847e+01	-6.065073e+01	4.679706e+01	
