Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-2.451354e-02	-1.774087e-02	-5.960010e-02	-3.133567e-04	3.279735e-04	-5.245085e-04	3.283170e-04	-6.143175e-02	1.947372e-02	1.012240e-04	7.398753e-05	4.906714e-03	4.911853e-03	1.514382e-03	1.115147e+02	1.567894e+02	
1.000000e+00	-2.616854e-02	-2.008317e-02	-5.928652e-02	-3.382813e-04	2.610823e-04	-5.660293e-04	3.927657e-04	-6.063536e-02	2.287000e-02	1.042679e-04	8.550062e-05	3.848187e-03	5.789116e-03	1.536842e-03	1.126877e+02	1.533454e+02	
2.000000e+00	-2.751257e-02	-2.241959e-02	-5.856162e-02	-3.606498e-04	1.981452e-04	-6.061923e-04	4.487398e-04	-5.928403e-02	2.591929e-02	1.061293e-04	9.656817e-05	2.893619e-03	6.553185e-03	1.549862e-03	1.136896e+02	1.499692e+02	
3.000000e+00	-2.852888e-02	-2.478552e-02	-5.755427e-02	-3.807989e-04	1.413002e-04	-6.454654e-04	4.954561e-04	-5.754104e-02	2.855555e-02	1.067125e-04	1.068815e-04	2.052206e-03	7.195872e-03	1.549864e-03	1.144782e+02	1.466899e+02	
4.000000e+00	-2.920544e-02	-2.725603e-02	-5.646288e-02	-3.993226e-04	9.292465e-05	-6.852882e-04	5.327117e-04	-5.564285e-02	3.073902e-02	1.057790e-04	1.160215e-04	1.343506e-03	7.701955e-03	1.529355e-03	1.149769e+02	1.435606e+02	
5.000000e+00	-2.958548e-02	-2.986731e-02	-5.548177e-02	-4.165847e-04	5.417517e-05	-7.265317e-04	5.615452e-04	-5.382428e-02	3.250346e-02	1.032686e-04	1.237675e-04	7.782645e-04	8.066993e-03	1.483527e-03	1.151517e+02	1.406443e+02	
6.000000e+00	-2.973908e-02	-3.260195e-02	-5.482337e-02	-4.326437e-04	2.564528e-05	-7.694556e-04	5.837794e-04	-5.233330e-02	3.392994e-02	9.931408e-05	1.301156e-04	3.643993e-04	8.295048e-03	1.411175e-03	1.149969e+02	1.380403e+02	
7.000000e+00	-2.972567e-02	-3.541773e-02	-5.470221e-02	-4.474525e-04	7.757313e-06	-8.141750e-04	6.014224e-04	-5.141189e-02	3.511076e-02	9.410482e-05	1.351814e-04	1.083022e-04	8.396640e-03	1.313826e-03	1.145199e+02	1.358713e+02	
8.000000e+00	-2.958095e-02	-3.819407e-02	-5.527571e-02	-4.599584e-04	-9.266364e-08	-8.596094e-04	6.167707e-04	-5.122214e-02	3.614871e-02	8.776414e-05	1.392166e-04	-1.262252e-06	8.401573e-03	1.195512e-03	1.137626e+02	1.342461e+02	
9.000000e+00	-2.927553e-02	-4.079877e-02	-5.667560e-02	-4.684436e-04	1.649559e-06	-9.045787e-04	6.316356e-04	-5.188688e-02	3.710704e-02	8.000391e-05	1.422677e-04	2.178461e-05	8.341581e-03	1.056557e-03	1.127445e+02	1.332541e+02	
1.000000e+01	-2.877856e-02	-4.311342e-02	-5.896548e-02	-4.713547e-04	1.198104e-05	-9.478275e-04	6.476890e-04	-5.345990e-02	3.804173e-02	7.046005e-05	1.443132e-04	1.526043e-04	8.249710e-03	8.974600e-04	1.115035e+02	1.329161e+02	
1.100000e+01	-2.809174e-02	-4.503605e-02	-6.213483e-02	-4.679023e-04	2.925134e-05	-9.880366e-04	6.666236e-04	-5.592758e-02	3.901267e-02	5.900403e-05	1.453816e-04	3.579468e-04	8.157429e-03	7.220284e-04	1.101060e+02	1.331871e+02	
1.200000e+01	-2.722080e-02	-4.655357e-02	-6.614743e-02	-4.587082e-04	5.233619e-05	-1.025169e-03	6.896114e-04	-5.926844e-02	4.004630e-02	4.560776e-05	1.453556e-04	6.132343e-04	8.080323e-03	5.343958e-04	1.085996e+02	1.339843e+02	
1.300000e+01	-2.619441e-02	-4.767192e-02	-7.092496e-02	-4.448053e-04	7.979854e-05	-1.059144e-03	7.177878e-04	-6.341682e-02	4.116800e-02	3.042507e-05	1.441564e-04	8.927827e-04	8.030580e-03	3.403944e-04	1.070414e+02	1.351947e+02	
1.400000e+01	-2.501655e-02	-4.839926e-02	-7.642409e-02	-4.271611e-04	1.111388e-04	-1.089933e-03	7.516503e-04	-6.834588e-02	4.237111e-02	1.369145e-05	1.417500e-04	1.184141e-03	8.008544e-03	1.458771e-04	1.054586e+02	1.367357e+02	
1.500000e+01	-2.360847e-02	-4.869858e-02	-8.268192e-02	-4.059813e-04	1.476713e-04	-1.117223e-03	7.901221e-04	-7.412776e-02	4.357447e-02	-4.280480e-06	1.382683e-04	1.494360e-03	7.995642e-03	-4.331633e-05	1.038220e+02	1.386022e+02	
1.600000e+01	-2.187869e-02	-4.845673e-02	-8.968859e-02	-3.808737e-04	1.904676e-04	-1.139492e-03	8.315157e-04	-8.079675e-02	4.466099e-02	-2.296580e-05	1.339313e-04	1.826799e-03	7.975175e-03	-2.202680e-04	1.021131e+02	1.407989e+02	
1.700000e+01	-1.968807e-02	-4.757083e-02	-9.741785e-02	-3.511444e-04	2.408733e-04	-1.155481e-03	8.734250e-04	-8.838388e-02	4.545489e-02	-4.209267e-05	1.287310e-04	2.186071e-03	7.926860e-03	-3.820164e-04	1.002930e+02	1.433347e+02	
1.800000e+01	-1.684792e-02	-4.597302e-02	-1.057925e-01	-3.156468e-04	2.996547e-04	-1.164359e-03	9.133536e-04	-9.685522e-02	4.577083e-02	-6.173504e-05	1.226986e-04	2.570518e-03	7.834990e-03	-5.295797e-04	9.830987e+01	1.461862e+02	
1.900000e+01	-1.315906e-02	-4.360623e-02	-1.146590e-01	-2.731210e-04	3.665240e-04	-1.165210e-03	9.487848e-04	-1.060935e-01	4.543166e-02	-8.205209e-05	1.159608e-04	2.970816e-03	7.690259e-03	-6.650631e-04	9.612280e+01	1.493085e+02	
2.000000e+01	-8.407860e-03	-4.046181e-02	-1.238136e-01	-2.226195e-04	4.406605e-04	-1.157656e-03	9.770189e-04	-1.159400e-01	4.425404e-02	-1.034911e-04	1.084514e-04	3.375974e-03	7.485105e-03	-7.928627e-04	9.369324e+01	1.526525e+02	
2.100000e+01	-2.679455e-03	-3.657337e-02	-1.329271e-01	-1.659067e-04	5.193834e-04	-1.141236e-03	9.971582e-04	-1.260778e-01	4.220395e-02	-1.252391e-04	1.004697e-04	3.766577e-03	7.231407e-03	-9.082359e-04	9.111344e+01	1.561091e+02	
2.200000e+01	3.635156e-03	-3.203011e-02	-1.416015e-01	-1.068732e-04	5.991025e-04	-1.115745e-03	1.009602e-03	-1.360605e-01	3.939192e-02	-1.452279e-04	9.272726e-05	4.125358e-03	6.952016e-03	-1.000024e-03	8.856569e+01	1.595372e+02	
