StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-1.180478e+05	1.799296e+06	7.408634e+05	1.945853e+06	2.237951e+01	1.827805e+06	-2.063901e+06	-2.145664e+06	
-1.399521e+05	1.956302e+06	7.417131e+05	2.092189e+06	2.076375e+01	1.952237e+06	-2.232141e+06	-2.349752e+06	
-1.662745e+05	2.090311e+06	7.210934e+05	2.211193e+06	1.903287e+01	2.044919e+06	-2.377468e+06	-2.529790e+06	
-1.970957e+05	2.196150e+06	6.780881e+05	2.298451e+06	1.715872e+01	2.101356e+06	-2.495547e+06	-2.680285e+06	
-2.321698e+05	2.271016e+06	6.144406e+05	2.352668e+06	1.513936e+01	2.120499e+06	-2.584838e+06	-2.799033e+06	
-2.713425e+05	2.313149e+06	5.315942e+05	2.373447e+06	1.294265e+01	2.102104e+06	-2.644789e+06	-2.885555e+06	
-3.143105e+05	2.322466e+06	4.318810e+05	2.362281e+06	1.053428e+01	2.047971e+06	-2.676592e+06	-2.941365e+06	
-3.604299e+05	2.301687e+06	3.200202e+05	2.323828e+06	7.915503e+00	1.963398e+06	-2.684258e+06	-2.970879e+06	
-4.090248e+05	2.255342e+06	2.007675e+05	2.264260e+06	5.086987e+00	1.855236e+06	-2.673285e+06	-2.979900e+06	
-4.596010e+05	2.188605e+06	7.743706e+04	2.189975e+06	2.026390e+00	1.730374e+06	-2.649576e+06	-2.974124e+06	
-5.118302e+05	2.106670e+06	-4.705931e+04	2.107195e+06	-1.279675e+00	1.595365e+06	-2.619025e+06	-2.959142e+06	
-5.656028e+05	2.013998e+06	-1.705241e+05	2.021204e+06	-4.839660e+00	1.455602e+06	-2.586807e+06	-2.940088e+06	
-6.209755e+05	1.915477e+06	-2.924048e+05	1.937667e+06	-8.679413e+00	1.316691e+06	-2.558642e+06	-2.921785e+06	
-6.780209e+05	1.815907e+06	-4.134385e+05	1.862378e+06	-1.282624e+01	1.184357e+06	-2.540398e+06	-2.908140e+06	
-7.366612e+05	1.720008e+06	-5.340406e+05	1.801007e+06	-1.724891e+01	1.064346e+06	-2.537668e+06	-2.902479e+06	
-7.966852e+05	1.627972e+06	-6.536952e+05	1.754312e+06	-2.187741e+01	9.576272e+05	-2.550998e+06	-2.903942e+06	
-8.576582e+05	1.536669e+06	-7.715596e+05	1.719493e+06	-2.666117e+01	8.618350e+05	-2.577151e+06	-2.908671e+06	
-9.188025e+05	1.441555e+06	-8.854483e+05	1.691774e+06	-3.155956e+01	7.729716e+05	-2.610577e+06	-2.911802e+06	
-9.789959e+05	1.337806e+06	-9.912634e+05	1.665031e+06	-3.653705e+01	6.860351e+05	-2.644027e+06	-2.908638e+06	
-1.037049e+06	1.222631e+06	-1.085381e+06	1.634894e+06	-4.159685e+01	5.978451e+05	-2.671943e+06	-2.895866e+06	
-1.091882e+06	1.094817e+06	-1.165209e+06	1.598855e+06	-4.678402e+01	5.069731e+05	-2.690736e+06	-2.871140e+06	
-1.142532e+06	9.536361e+05	-1.227805e+06	1.554647e+06	-5.216352e+01	4.121148e+05	-2.697178e+06	-2.832828e+06	
-1.188194e+06	7.985807e+05	-1.270347e+06	1.500504e+06	-5.784524e+01	3.123098e+05	-2.688698e+06	-2.779639e+06	
-1.228247e+06	6.302880e+05	-1.291028e+06	1.436668e+06	-6.397810e+01	2.084214e+05	-2.664915e+06	-2.711211e+06	
-1.262246e+06	4.538190e+05	-1.288715e+06	1.366286e+06	-7.060039e+01	1.040401e+05	-2.628533e+06	-2.631044e+06	
-1.290064e+06	2.761060e+05	-1.262711e+06	1.292545e+06	-7.766580e+01	2.481171e+03	-2.582610e+06	-2.544608e+06	
-1.311917e+06	1.041884e+05	-1.213493e+06	1.217958e+06	-8.509275e+01	-9.395910e+04	-2.529874e+06	-2.457687e+06	
-1.328274e+06	-5.720895e+04	-1.142807e+06	1.144238e+06	8.713420e+01	-1.840356e+05	-2.472512e+06	-2.374274e+06	
-1.339853e+06	-2.089545e+05	-1.053493e+06	1.074016e+06	7.878133e+01	-2.658378e+05	-2.413869e+06	-2.293684e+06	
-1.347394e+06	-3.530130e+05	-9.487004e+05	1.012250e+06	6.958971e+01	-3.351438e+05	-2.359644e+06	-2.214068e+06	
