StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-3.818208e+04	1.907737e+05	2.183123e+05	2.899222e+05	4.885120e+01	2.517401e+05	-3.281042e+05	-2.511538e+05	
-4.963734e+04	2.037810e+05	1.907012e+05	2.790943e+05	4.310095e+01	2.294570e+05	-3.287317e+05	-2.772718e+05	
-6.180633e+04	2.204394e+05	1.443444e+05	2.634935e+05	3.321692e+01	2.016872e+05	-3.252998e+05	-3.061352e+05	
-7.431179e+04	2.498666e+05	8.132475e+04	2.627680e+05	1.802866e+01	1.884562e+05	-3.370798e+05	-3.461315e+05	
-8.719998e+04	2.985124e+05	3.462432e+03	2.985325e+05	6.645415e-01	2.113325e+05	-3.857325e+05	-4.032161e+05	
-1.001267e+05	3.671307e+05	-8.417518e+04	3.766569e+05	-1.291350e+01	2.765303e+05	-4.767836e+05	-4.775499e+05	
-1.135467e+05	4.574301e+05	-1.786698e+05	4.910858e+05	-2.133536e+01	3.775391e+05	-6.046324e+05	-5.713159e+05	
-1.279369e+05	5.693256e+05	-2.753786e+05	6.324279e+05	-2.581272e+01	5.044910e+05	-7.603648e+05	-6.849292e+05	
-1.436533e+05	7.020173e+05	-3.679987e+05	7.926231e+05	-2.766362e+01	6.489698e+05	-9.362763e+05	-8.190984e+05	
-1.614288e+05	8.507555e+05	-4.553224e+05	9.649370e+05	-2.815560e+01	8.035082e+05	-1.126366e+06	-9.719776e+05	
-1.820160e+05	1.012913e+06	-5.355452e+05	1.145776e+06	-2.786622e+01	9.637595e+05	-1.327792e+06	-1.144454e+06	
-2.061968e+05	1.184551e+06	-6.124122e+05	1.333495e+06	-2.733896e+01	1.127298e+06	-1.539692e+06	-1.332596e+06	
-2.343372e+05	1.359406e+06	-6.879904e+05	1.523586e+06	-2.684382e+01	1.289249e+06	-1.757923e+06	-1.528241e+06	
-2.657633e+05	1.526447e+06	-7.635713e+05	1.706775e+06	-2.657550e+01	1.441012e+06	-1.972538e+06	-1.717178e+06	
-2.993046e+05	1.679434e+06	-8.339604e+05	1.875097e+06	-2.640773e+01	1.575793e+06	-2.174402e+06	-1.892272e+06	
-3.340401e+05	1.813354e+06	-8.942366e+05	2.021858e+06	-2.624974e+01	1.687818e+06	-2.355898e+06	-2.050123e+06	
-3.690839e+05	1.927016e+06	-9.374323e+05	2.142935e+06	-2.594147e+01	1.773851e+06	-2.512019e+06	-2.194185e+06	
-4.042966e+05	2.019314e+06	-9.628013e+05	2.237100e+06	-2.549164e+01	1.832803e+06	-2.641396e+06	-2.327547e+06	
-4.410024e+05	2.090354e+06	-9.799001e+05	2.308632e+06	-2.511589e+01	1.867630e+06	-2.749635e+06	-2.450059e+06	
-4.806195e+05	2.137530e+06	-1.001566e+06	2.360544e+06	-2.510602e+01	1.879925e+06	-2.841164e+06	-2.556393e+06	
-5.224545e+05	2.169390e+06	-1.031074e+06	2.401951e+06	-2.542096e+01	1.879496e+06	-2.924405e+06	-2.651325e+06	
-5.644236e+05	2.201449e+06	-1.066629e+06	2.446237e+06	-2.585076e+01	1.881813e+06	-3.010660e+06	-2.744359e+06	
-6.050534e+05	2.241324e+06	-1.099782e+06	2.496608e+06	-2.613647e+01	1.891555e+06	-3.101662e+06	-2.841765e+06	
-6.433577e+05	2.276978e+06	-1.116776e+06	2.536103e+06	-2.612631e+01	1.892745e+06	-3.179461e+06	-2.937484e+06	
-6.790537e+05	2.288721e+06	-1.109212e+06	2.543343e+06	-2.585681e+01	1.864290e+06	-3.222397e+06	-3.018779e+06	
-7.137622e+05	2.250237e+06	-1.079735e+06	2.495875e+06	-2.563317e+01	1.782113e+06	-3.209637e+06	-3.065925e+06	
-7.487800e+05	2.141861e+06	-1.032552e+06	2.377757e+06	-2.573787e+01	1.628978e+06	-3.126537e+06	-3.062810e+06	
-7.825105e+05	1.973176e+06	-9.601665e+05	2.194389e+06	-2.594802e+01	1.411878e+06	-2.976899e+06	-3.014941e+06	
-8.129937e+05	1.768297e+06	-8.551622e+05	1.964224e+06	-2.580878e+01	1.151230e+06	-2.777218e+06	-2.939096e+06	
-8.394311e+05	1.554540e+06	-7.198276e+05	1.713110e+06	-2.484644e+01	8.736792e+05	-2.552541e+06	-2.854573e+06	
-8.621163e+05	1.363512e+06	-5.652137e+05	1.476019e+06	-2.251538e+01	6.139024e+05	-2.338135e+06	-2.781830e+06	
-8.820158e+05	1.218812e+06	-4.009214e+05	1.283059e+06	-1.820834e+01	4.010434e+05	-2.165075e+06	-2.735311e+06	
-9.003332e+05	1.126091e+06	-2.404289e+05	1.151472e+06	-1.205212e+01	2.511386e+05	-2.051805e+06	-2.714303e+06	
-9.181477e+05	1.085044e+06	-9.381621e+04	1.089092e+06	-4.941680e+00	1.709444e+05	-2.007240e+06	-2.716746e+06	
-9.351821e+05	1.083166e+06	3.772921e+04	1.083823e+06	1.994940e+00	1.486411e+05	-2.019005e+06	-2.736298e+06	
-9.503216e+05	1.106889e+06	1.585643e+05	1.118189e+06	8.152287e+00	1.678673e+05	-2.068511e+06	-2.767599e+06	
-9.627179e+05	1.157674e+06	2.662779e+05	1.187902e+06	1.295338e+01	2.251845e+05	-2.150620e+06	-2.811992e+06	
-9.722035e+05	1.244137e+06	3.577814e+05	1.294559e+06	1.604387e+01	3.223558e+05	-2.266763e+06	-2.876267e+06	
-9.771203e+05	1.356711e+06	4.482849e+05	1.428854e+06	1.828462e+01	4.517335e+05	-2.405974e+06	-2.957357e+06	
-9.735368e+05	1.476504e+06	5.776645e+05	1.585484e+06	2.136733e+01	6.119475e+05	-2.559021e+06	-3.048490e+06	
-9.678009e+05	1.585443e+06	7.092535e+05	1.736856e+06	2.410153e+01	7.690552e+05	-2.704657e+06	-3.139264e+06	
-9.612329e+05	1.673854e+06	8.440565e+05	1.874625e+06	2.675996e+01	9.133921e+05	-2.835858e+06	-3.220877e+06	
-9.553528e+05	1.728594e+06	9.811423e+05	1.987631e+06	2.957906e+01	1.032278e+06	-2.942984e+06	-3.280174e+06	
