FQuads	FAdd	FRet	Faext	QuadsBMom	AddBMom	RetBMom	
2.378755e-01	0.000000e+00	0.000000e+00	-4.009296e-02	4.048920e-04	0.000000e+00	0.000000e+00	
2.894815e-01	0.000000e+00	0.000000e+00	-4.122156e-02	4.927315e-04	0.000000e+00	0.000000e+00	
3.397583e-01	0.000000e+00	0.000000e+00	-4.210173e-02	5.783085e-04	0.000000e+00	0.000000e+00	
3.874179e-01	0.000000e+00	0.000000e+00	-4.272322e-02	6.594308e-04	0.000000e+00	0.000000e+00	
4.317462e-01	0.000000e+00	0.000000e+00	-4.306209e-02	7.348827e-04	0.000000e+00	0.000000e+00	
4.723820e-01	0.000000e+00	0.000000e+00	-4.308412e-02	8.040497e-04	0.000000e+00	0.000000e+00	
5.090459e-01	0.000000e+00	0.000000e+00	-4.271246e-02	8.664558e-04	0.000000e+00	0.000000e+00	
5.418493e-01	0.000000e+00	0.000000e+00	-4.185373e-02	9.222912e-04	0.000000e+00	0.000000e+00	
5.715149e-01	0.000000e+00	0.000000e+00	-4.044426e-02	9.727855e-04	0.000000e+00	0.000000e+00	
5.987832e-01	0.000000e+00	0.000000e+00	-3.839087e-02	1.019199e-03	0.000000e+00	0.000000e+00	
6.239691e-01	0.000000e+00	0.000000e+00	-3.555008e-02	1.062069e-03	0.000000e+00	0.000000e+00	
6.475939e-01	0.000000e+00	0.000000e+00	-3.181881e-02	1.102281e-03	0.000000e+00	0.000000e+00	
6.703809e-01	0.000000e+00	0.000000e+00	-2.711911e-02	1.141067e-03	0.000000e+00	0.000000e+00	
6.927569e-01	0.000000e+00	0.000000e+00	-2.137838e-02	1.179154e-03	0.000000e+00	0.000000e+00	
7.143137e-01	0.000000e+00	0.000000e+00	-1.474155e-02	1.215846e-03	0.000000e+00	0.000000e+00	
7.342198e-01	0.000000e+00	0.000000e+00	-7.442003e-03	1.249728e-03	0.000000e+00	0.000000e+00	
7.507873e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.277928e-03	0.000000e+00	0.000000e+00	
7.513544e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.278893e-03	0.000000e+00	0.000000e+00	
7.489257e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.274759e-03	0.000000e+00	0.000000e+00	
7.449391e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.267974e-03	0.000000e+00	0.000000e+00	
