Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-2.329169e-02	-4.632275e-02	-4.663147e-03	-7.545443e-04	-3.805000e-04	-9.078068e-04	4.365743e-04	-8.694800e-03	2.210539e-02	8.592641e-05	3.444235e-05	-7.309142e-03	8.386290e-03	1.650587e-03	1.165781e+02	9.961470e+01	
1.000000e+00	-2.691839e-02	-5.288428e-02	-3.948832e-03	-8.322619e-04	-4.644121e-04	-1.034481e-03	5.114557e-04	-8.078710e-03	2.597936e-02	9.052992e-05	3.923329e-05	-7.808896e-03	8.599916e-03	1.522223e-03	1.169120e+02	9.780724e+01	
2.000000e+00	-3.070950e-02	-5.943634e-02	-3.322444e-03	-9.018050e-04	-5.502093e-04	-1.162462e-03	5.895284e-04	-7.311446e-03	3.001091e-02	9.286395e-05	4.462837e-05	-8.214101e-03	8.801098e-03	1.386370e-03	1.172881e+02	9.626652e+01	
3.000000e+00	-3.465835e-02	-6.585632e-02	-2.860882e-03	-9.614912e-04	-6.367204e-04	-1.289235e-03	6.704398e-04	-6.434944e-03	3.417568e-02	9.280991e-05	5.076599e-05	-8.549517e-03	9.002283e-03	1.246198e-03	1.177344e+02	9.495684e+01	
4.000000e+00	-3.874299e-02	-7.203803e-02	-2.640011e-03	-1.010347e-03	-7.225856e-04	-1.412410e-03	7.536524e-04	-5.497935e-03	3.844167e-02	9.039303e-05	5.773117e-05	-8.829458e-03	9.209070e-03	1.104535e-03	1.182559e+02	9.385210e+01	
5.000000e+00	-4.292893e-02	-7.787161e-02	-2.733640e-03	-1.047834e-03	-8.063337e-04	-1.529386e-03	8.385268e-04	-4.558057e-03	4.277371e-02	8.578484e-05	6.556338e-05	-9.063733e-03	9.425605e-03	9.642793e-04	1.188521e+02	9.293690e+01	
6.000000e+00	-4.717686e-02	-8.323585e-02	-3.195872e-03	-1.073789e-03	-8.867315e-04	-1.637234e-03	9.244803e-04	-3.666605e-03	4.714261e-02	7.933094e-05	7.428239e-05	-9.262918e-03	9.657247e-03	8.287018e-04	1.195259e+02	9.219510e+01	
7.000000e+00	-5.144242e-02	-8.802773e-02	-4.068808e-03	-1.088748e-03	-9.626259e-04	-1.733349e-03	1.010927e-03	-2.876729e-03	5.152283e-02	7.154284e-05	8.388150e-05	-9.433992e-03	9.907357e-03	7.011391e-04	1.202750e+02	9.161557e+01	
8.000000e+00	-5.567285e-02	-9.218660e-02	-5.388935e-03	-1.094021e-03	-1.032794e-03	-1.816063e-03	1.097206e-03	-2.249403e-03	5.588780e-02	6.301841e-05	9.430620e-05	-9.578165e-03	1.017552e-02	5.844346e-04	1.210852e+02	9.119537e+01	
9.000000e+00	-5.980884e-02	-9.568390e-02	-7.163877e-03	-1.091341e-03	-1.096198e-03	-1.884450e-03	1.182547e-03	-1.829748e-03	6.020856e-02	5.437064e-05	1.054571e-04	-9.695244e-03	1.045894e-02	4.808770e-04	1.219363e+02	9.092729e+01	
1.000000e+01	-6.379569e-02	-9.851342e-02	-9.367658e-03	-1.082593e-03	-1.152174e-03	-1.938155e-03	1.266180e-03	-1.640216e-03	6.445893e-02	4.619134e-05	1.172116e-04	-9.785809e-03	1.075410e-02	3.923189e-04	1.228089e+02	9.079824e+01	
1.100000e+01	-6.757107e-02	-1.007107e-01	-1.196722e-02	-1.069640e-03	-1.199996e-03	-1.977962e-03	1.347184e-03	-1.703740e-03	6.860147e-02	3.887826e-05	1.293599e-04	-9.846718e-03	1.105449e-02	3.190205e-04	1.236738e+02	9.080107e+01	
1.200000e+01	-7.105947e-02	-1.023556e-01	-1.494226e-02	-1.054137e-03	-1.238653e-03	-2.005846e-03	1.424473e-03	-2.062292e-03	7.258420e-02	3.252821e-05	1.415893e-04	-9.870016e-03	1.135069e-02	2.591959e-04	1.244875e+02	9.094162e+01	
