StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-3.358910e+04	8.455847e+05	3.332474e+05	9.088825e+05	2.150955e+01	8.752934e+05	-9.424716e+05	-7.806509e+05	
-4.676135e+04	9.629511e+05	3.050176e+05	1.010104e+06	1.757576e+01	9.633429e+05	-1.056866e+06	-8.920623e+05	
-6.174257e+04	1.089622e+06	2.548397e+05	1.119026e+06	1.316367e+01	1.057284e+06	-1.180769e+06	-1.006713e+06	
-7.782684e+04	1.226837e+06	1.874150e+05	1.241069e+06	8.685515e+00	1.163243e+06	-1.318896e+06	-1.125153e+06	
-9.395262e+04	1.377744e+06	1.111165e+05	1.382218e+06	4.610985e+00	1.288265e+06	-1.476170e+06	-1.250303e+06	
-1.103338e+05	1.542066e+06	2.675920e+04	1.542298e+06	9.941440e-01	1.431965e+06	-1.652632e+06	-1.382639e+06	
-1.278121e+05	1.718885e+06	-6.825678e+04	1.720239e+06	-2.274017e+00	1.592427e+06	-1.848052e+06	-1.522393e+06	
-1.474955e+05	1.907968e+06	-1.780395e+05	1.916257e+06	-5.331043e+00	1.768762e+06	-2.063753e+06	-1.670367e+06	
-1.697213e+05	2.105876e+06	-3.027576e+05	2.127528e+06	-8.181243e+00	1.957807e+06	-2.297250e+06	-1.824319e+06	
-1.916596e+05	2.310051e+06	-4.238739e+05	2.348618e+06	-1.039761e+01	2.156958e+06	-2.540277e+06	-1.982529e+06	
-2.092794e+05	2.518117e+06	-5.169394e+05	2.570630e+06	-1.160097e+01	2.361351e+06	-2.779909e+06	-2.143264e+06	
-2.190413e+05	2.725126e+06	-5.615400e+05	2.782381e+06	-1.164341e+01	2.563339e+06	-3.001422e+06	-2.302655e+06	
-2.216045e+05	2.925654e+06	-5.621545e+05	2.979172e+06	-1.087663e+01	2.757568e+06	-3.200777e+06	-2.456236e+06	
-2.195561e+05	3.113159e+06	-5.347069e+05	3.158745e+06	-9.745863e+00	2.939189e+06	-3.378301e+06	-2.598371e+06	
-2.161180e+05	3.280360e+06	-4.972687e+05	3.317836e+06	-8.619825e+00	3.101718e+06	-3.533954e+06	-2.723311e+06	
-2.134813e+05	3.424525e+06	-4.599055e+05	3.455269e+06	-7.648922e+00	3.241788e+06	-3.668751e+06	-2.830616e+06	
-2.131278e+05	3.542762e+06	-4.289531e+05	3.568636e+06	-6.903698e+00	3.355508e+06	-3.781763e+06	-2.920393e+06	
-2.162536e+05	3.632956e+06	-4.094405e+05	3.655956e+06	-6.430203e+00	3.439702e+06	-3.872210e+06	-2.993287e+06	
-2.223029e+05	3.695107e+06	-3.972017e+05	3.716394e+06	-6.135394e+00	3.494091e+06	-3.938697e+06	-3.050591e+06	
-2.282461e+05	3.727524e+06	-3.751611e+05	3.746355e+06	-5.747250e+00	3.518109e+06	-3.974601e+06	-3.090853e+06	
-2.179792e+05	3.730979e+06	-2.515354e+05	3.739448e+06	-3.856937e+00	3.521469e+06	-3.957427e+06	-3.114744e+06	
-2.016536e+05	3.707722e+06	-8.251871e+04	3.708641e+06	-1.274959e+00	3.506987e+06	-3.910294e+06	-3.124288e+06	
-1.828455e+05	3.658523e+06	1.125744e+05	3.660255e+06	1.762462e+00	3.477409e+06	-3.843100e+06	-3.120434e+06	
-1.662523e+05	3.587911e+06	3.080692e+05	3.601113e+06	4.907558e+00	3.434860e+06	-3.767365e+06	-3.106857e+06	
-1.563973e+05	3.502045e+06	4.780716e+05	3.534525e+06	7.773522e+00	3.378128e+06	-3.690923e+06	-3.087624e+06	
-1.549728e+05	3.408273e+06	6.112558e+05	3.462652e+06	1.016761e+01	3.307679e+06	-3.617625e+06	-3.067089e+06	
-1.616666e+05	3.316196e+06	7.082763e+05	3.390990e+06	1.205615e+01	3.229324e+06	-3.552657e+06	-3.051375e+06	
-1.764918e+05	3.233331e+06	7.674565e+05	3.323164e+06	1.335251e+01	3.146672e+06	-3.499656e+06	-3.044404e+06	
-2.001792e+05	3.164048e+06	7.922372e+05	3.261723e+06	1.405713e+01	3.061544e+06	-3.461902e+06	-3.048334e+06	
-2.295873e+05	3.108479e+06	7.944192e+05	3.208386e+06	1.433596e+01	2.978799e+06	-3.437974e+06	-3.063600e+06	
-2.619244e+05	3.062169e+06	7.850332e+05	3.161195e+06	1.437897e+01	2.899271e+06	-3.423120e+06	-3.087318e+06	
-2.951403e+05	3.021215e+06	7.749934e+05	3.119031e+06	1.438715e+01	2.823891e+06	-3.414171e+06	-3.117420e+06	
-3.290359e+05	2.984520e+06	7.629181e+05	3.080488e+06	1.433918e+01	2.751452e+06	-3.409524e+06	-3.152540e+06	
-3.635782e+05	2.949296e+06	7.453736e+05	3.042027e+06	1.418334e+01	2.678448e+06	-3.405605e+06	-3.189511e+06	
-3.983761e+05	2.914881e+06	7.219687e+05	3.002960e+06	1.391128e+01	2.604584e+06	-3.401336e+06	-3.226884e+06	
-4.347330e+05	2.884638e+06	6.813198e+05	2.964006e+06	1.328910e+01	2.529273e+06	-3.398739e+06	-3.264937e+06	
-4.753919e+05	2.864512e+06	6.039705e+05	2.927492e+06	1.190619e+01	2.452100e+06	-3.402884e+06	-3.305127e+06	
-5.234637e+05	2.862442e+06	4.706944e+05	2.900884e+06	9.338042e+00	2.377420e+06	-3.424348e+06	-3.350733e+06	
-5.806160e+05	2.879131e+06	2.716447e+05	2.891918e+06	5.389876e+00	2.311302e+06	-3.472534e+06	-3.401328e+06	
-6.457572e+05	2.905860e+06	1.589819e+04	2.905903e+06	3.134668e-01	2.260146e+06	-3.551661e+06	-3.452986e+06	
-7.177014e+05	2.934606e+06	-2.853428e+05	2.948446e+06	-5.553629e+00	2.230744e+06	-3.666147e+06	-3.503300e+06	
-8.010892e+05	2.955725e+06	-6.204330e+05	3.020140e+06	-1.185479e+01	2.219051e+06	-3.821229e+06	-3.548468e+06	
-8.881535e+05	2.958917e+06	-9.718267e+05	3.114424e+06	-1.818225e+01	2.226271e+06	-4.002578e+06	-3.582774e+06	
-9.753431e+05	2.934472e+06	-1.318093e+06	3.216908e+06	-2.418845e+01	2.241565e+06	-4.192251e+06	-3.600129e+06	
-1.058678e+06	2.871663e+06	-1.635699e+06	3.304839e+06	-2.966585e+01	2.246161e+06	-4.363518e+06	-3.593014e+06	
-1.135730e+06	2.765905e+06	-1.911031e+06	3.361885e+06	-3.464155e+01	2.226155e+06	-4.497615e+06	-3.558689e+06	
-1.205421e+06	2.615294e+06	-2.139670e+06	3.379046e+06	-3.928790e+01	2.173625e+06	-4.584467e+06	-3.496213e+06	
-1.266719e+06	2.418331e+06	-2.318291e+06	3.350045e+06	-4.379008e+01	2.083326e+06	-4.616764e+06	-3.404389e+06	
-1.319311e+06	2.178680e+06	-2.446631e+06	3.276072e+06	-4.831554e+01	1.956761e+06	-4.595383e+06	-3.285055e+06	
-1.364018e+06	1.903346e+06	-2.531344e+06	3.167085e+06	-5.306011e+01	1.803067e+06	-4.531103e+06	-3.140950e+06	
-1.402397e+06	1.601048e+06	-2.582543e+06	3.038566e+06	-5.820316e+01	1.636169e+06	-4.440963e+06	-2.975401e+06	
-1.436281e+06	1.282558e+06	-2.610362e+06	2.908427e+06	-6.383359e+01	1.472146e+06	-4.344707e+06	-2.793212e+06	
-1.463799e+06	9.543262e+05	-2.604256e+06	2.773606e+06	-6.987473e+01	1.309807e+06	-4.237404e+06	-2.597654e+06	
-1.461635e+06	6.218836e+05	-2.431823e+06	2.510080e+06	-7.565535e+01	1.048445e+06	-3.971716e+06	-2.392639e+06	
-1.454539e+06	2.905854e+05	-2.232264e+06	2.251098e+06	-8.258324e+01	7.965586e+05	-3.705637e+06	-2.182640e+06	
-1.442299e+06	-3.740890e+04	-2.005618e+06	2.005966e+06	8.893147e+01	5.636671e+05	-3.448266e+06	-1.969384e+06	
-1.424864e+06	-3.600071e+05	-1.752653e+06	1.789245e+06	7.839253e+01	3.643814e+05	-3.214109e+06	-1.754275e+06	
-1.402107e+06	-6.751396e+05	-1.474853e+06	1.622038e+06	6.540326e+01	2.199310e+05	-3.024144e+06	-1.538330e+06	
-1.373951e+06	-9.805471e+05	-1.175072e+06	1.530447e+06	5.015647e+01	1.564960e+05	-2.904397e+06	-1.322347e+06	
-1.341286e+06	-1.271672e+06	-8.594156e+05	1.534844e+06	3.405144e+01	1.935584e+05	-2.876129e+06	-1.109318e+06	
-1.304845e+06	-1.545177e+06	-5.329814e+05	1.634516e+06	1.903097e+01	3.296710e+05	-2.939360e+06	-9.018575e+05	
-1.265160e+06	-1.797876e+06	-2.002149e+05	1.808990e+06	6.354388e+00	5.438300e+05	-3.074149e+06	-7.027238e+05	
-1.223613e+06	-2.021558e+06	1.289460e+05	2.025666e+06	-3.649696e+00	8.020535e+05	-3.249279e+06	-5.175718e+05	
-1.181652e+06	-2.207853e+06	4.434296e+05	2.251943e+06	-1.135632e+01	1.070291e+06	-3.433595e+06	-3.520425e+05	
-1.154517e+06	-2.223025e+06	6.696546e+05	2.321697e+06	-1.676419e+01	1.167180e+06	-3.476214e+06	-2.290037e+05	
-1.112570e+06	-2.323311e+06	9.478500e+05	2.509222e+06	-2.219418e+01	1.396652e+06	-3.621792e+06	-1.143200e+05	
-1.065603e+06	-2.397935e+06	1.236148e+06	2.697806e+06	-2.727136e+01	1.632203e+06	-3.763408e+06	-2.183802e+04	
-1.009794e+06	-2.462377e+06	1.558142e+06	2.913950e+06	-3.232481e+01	1.904157e+06	-3.923744e+06	5.248308e+04	
-9.434985e+05	-2.527114e+06	1.924825e+06	3.176674e+06	-3.729542e+01	2.233175e+06	-4.120172e+06	1.134460e+05	
-8.687187e+05	-2.591739e+06	2.326034e+06	3.482462e+06	-4.190736e+01	2.613743e+06	-4.351181e+06	1.655203e+05	
-7.882376e+05	-2.652935e+06	2.748912e+06	3.820285e+06	-4.601791e+01	3.032048e+06	-4.608523e+06	2.120588e+05	
-7.117946e+05	-2.574718e+06	3.182677e+06	4.093727e+06	-5.102789e+01	3.381933e+06	-4.805522e+06	2.564426e+05	
-6.350413e+05	-2.452357e+06	3.622764e+06	4.374755e+06	-5.590478e+01	3.739713e+06	-5.009796e+06	2.988103e+05	
-5.568190e+05	-2.323092e+06	4.064954e+06	4.681945e+06	-6.025236e+01	4.125126e+06	-5.238764e+06	3.381641e+05	
-4.806163e+05	-2.189903e+06	4.505169e+06	5.009214e+06	-6.407624e+01	4.528597e+06	-5.489830e+06	3.756564e+05	
-4.062265e+05	-2.055872e+06	4.946262e+06	5.356503e+06	-6.743022e+01	4.950276e+06	-5.762729e+06	4.154993e+05	
-3.277604e+05	-1.918448e+06	5.406766e+06	5.737035e+06	-7.046414e+01	5.409274e+06	-6.064795e+06	4.454770e+05	
-2.470259e+05	-1.789804e+06	5.870403e+06	6.137184e+06	-7.304429e+01	5.890158e+06	-6.384210e+06	5.085801e+05	
-1.615216e+05	-1.665502e+06	6.349814e+06	6.564604e+06	-7.530290e+01	6.403083e+06	-6.726126e+06	5.903932e+05	
-1.079975e+05	-1.594530e+06	6.617147e+06	6.806553e+06	-7.645179e+01	6.698555e+06	-6.914550e+06	6.915022e+05	
-1.173866e+05	-1.616488e+06	6.478256e+06	6.676888e+06	-7.598939e+01	6.559501e+06	-6.794274e+06	8.115130e+05	
-1.271653e+05	-1.641063e+06	6.308404e+06	6.518363e+06	-7.541834e+01	6.391197e+06	-6.645528e+06	9.458272e+05	
-1.368609e+05	-1.658592e+06	6.105471e+06	6.326745e+06	-7.480202e+01	6.189884e+06	-6.463606e+06	1.083031e+06	
-1.458622e+05	-1.660509e+06	5.868773e+06	6.099162e+06	-7.420171e+01	5.953300e+06	-6.245025e+06	1.210346e+06	
-1.534878e+05	-1.640658e+06	5.600288e+06	5.835665e+06	-7.367158e+01	5.682177e+06	-5.989153e+06	1.315054e+06	
-1.591572e+05	-1.596302e+06	5.301481e+06	5.536595e+06	-7.324272e+01	5.377438e+06	-5.695752e+06	1.390357e+06	
-1.623799e+05	-1.527050e+06	4.975651e+06	5.204708e+06	-7.293854e+01	5.042328e+06	-5.367088e+06	1.433815e+06	
-1.627431e+05	-1.434753e+06	4.629294e+06	4.846533e+06	-7.278030e+01	4.683790e+06	-5.009276e+06	1.445058e+06	
-1.603334e+05	-1.324757e+06	4.267210e+06	4.468116e+06	-7.275305e+01	4.307783e+06	-4.628449e+06	1.428508e+06	
-1.570549e+05	-1.183408e+06	3.893047e+06	4.068940e+06	-7.309182e+01	3.911885e+06	-4.225995e+06	1.380167e+06	
-1.523194e+05	-1.042138e+06	3.511589e+06	3.662964e+06	-7.347066e+01	3.510645e+06	-3.815283e+06	1.330702e+06	
-1.470516e+05	-9.008416e+05	3.128065e+06	3.255197e+06	-7.393432e+01	3.108145e+06	-3.402248e+06	1.275695e+06	
-1.416483e+05	-7.584723e+05	2.752102e+06	2.854706e+06	-7.459195e+01	2.713057e+06	-2.996354e+06	1.216616e+06	
-1.365049e+05	-6.140891e+05	2.392228e+06	2.469790e+06	-7.560297e+01	2.333285e+06	-2.606295e+06	1.154807e+06	
-1.321139e+05	-4.673747e+05	2.054911e+06	2.107392e+06	-7.718650e+01	1.975278e+06	-2.239506e+06	1.092984e+06	
-1.285724e+05	-3.214696e+05	1.748551e+06	1.777856e+06	-7.958258e+01	1.649284e+06	-1.906428e+06	1.034363e+06	
-1.256893e+05	-1.833137e+05	1.479477e+06	1.490790e+06	-8.293683e+01	1.365101e+06	-1.616479e+06	9.835050e+05	
-1.232482e+05	-6.149615e+04	1.251073e+06	1.252584e+06	-8.718594e+01	1.129336e+06	-1.375832e+06	9.447900e+05	
-1.209136e+05	3.395344e+04	1.063919e+06	1.064461e+06	8.817214e+01	9.435473e+05	-1.185375e+06	9.209461e+05	
-1.212283e+05	1.462576e+05	9.139553e+05	9.255839e+05	8.090824e+01	8.043556e+05	-1.046812e+06	8.995699e+05	
-1.189270e+05	1.816569e+05	7.957814e+05	8.162520e+05	7.714117e+01	6.973250e+05	-9.351790e+05	9.465230e+05	
