KneeAng	AnkAng	MPAng	DotMPAng	Yaw	  Pitch	FemTVAng	FemHZAng	FemHZAngP	TibPSAng	TibPSAngYaw	TibHZAng	TibHZAngP	
9.780244e+01	1.363537e+02	1.685930e+02	1.685930e+02	-6.199197e+00	1.291677e+02	9.736398e+01	-5.491647e+00	-6.971567e+00	5.951824e+00	1.379448e+00	-4.235327e+01	-8.150863e+00	
9.702554e+01	1.359962e+02	1.695170e+02	1.695170e+02	-6.078274e+00	1.291541e+02	9.634400e+01	-4.900193e+00	-6.481068e+00	5.353332e+00	9.737467e-01	-4.380405e+01	-6.770842e+00	
9.618185e+01	1.354573e+02	1.702355e+02	1.702355e+02	-5.964701e+00	1.292452e+02	9.520023e+01	-4.304400e+00	-5.881701e+00	4.754473e+00	5.564757e-01	-4.519161e+01	-5.345196e+00	
9.530143e+01	1.347857e+02	1.707761e+02	1.707761e+02	-5.866624e+00	1.294126e+02	9.395131e+01	-3.714824e+00	-5.198380e+00	4.158935e+00	1.256981e-01	-4.651348e+01	-3.903895e+00	
9.441280e+01	1.340241e+02	1.711694e+02	1.711694e+02	-5.791510e+00	1.296271e+02	9.261662e+01	-3.142510e+00	-4.453985e+00	3.570227e+00	-3.196599e-01	-4.776757e+01	-2.477640e+00	
9.354538e+01	1.332089e+02	1.714491e+02	1.714491e+02	-5.747208e+00	1.298575e+02	9.121615e+01	-2.599768e+00	-3.669073e+00	2.990434e+00	-7.818415e-01	-4.895248e+01	-1.098710e+00	
9.273678e+01	1.323662e+02	1.716556e+02	1.716556e+02	-5.744928e+00	1.300661e+02	8.976985e+01	-2.102597e+00	-2.862004e+00	2.416422e+00	-1.269920e+00	-5.006835e+01	1.952109e-01	
9.202553e+01	1.315156e+02	1.718302e+02	1.718302e+02	-5.796821e+00	1.302139e+02	8.829746e+01	-1.667920e+00	-2.047523e+00	1.843457e+00	-1.794531e+00	-5.111598e+01	1.365994e+00	
9.144864e+01	1.306721e+02	1.720130e+02	1.720130e+02	-5.915884e+00	1.302626e+02	8.681746e+01	-1.312568e+00	-1.236793e+00	1.266444e+00	-2.366601e+00	-5.209645e+01	2.376455e+00	
9.102945e+01	1.298530e+02	1.722350e+02	1.722350e+02	-6.112355e+00	1.301823e+02	8.534660e+01	-1.048965e+00	-4.376636e-01	6.863184e-01	-2.988955e+00	-5.300947e+01	3.196948e+00	
9.074111e+01	1.290976e+02	1.724978e+02	1.724978e+02	-6.379668e+00	1.299763e+02	8.390190e+01	-8.725652e-01	3.448902e-01	1.295714e-01	-3.629309e+00	-5.384914e+01	3.825625e+00	
