StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
1.033820e+06	-0.000000e+00	1.021405e+06	1.241550e+04	7.333537e+05	0.000000e+00	7.426875e+05	-9.333799e+03	
1.037951e+06	-0.000000e+00	1.026092e+06	1.185902e+04	8.993729e+05	0.000000e+00	9.082883e+05	-8.915448e+03	
1.040559e+06	-0.000000e+00	1.029341e+06	1.121765e+04	1.073077e+06	0.000000e+00	1.081510e+06	-8.433270e+03	
1.044027e+06	-0.000000e+00	1.033492e+06	1.053432e+04	1.252234e+06	0.000000e+00	1.260154e+06	-7.919556e+03	
1.049630e+06	-0.000000e+00	1.039765e+06	9.865057e+03	1.433982e+06	0.000000e+00	1.441398e+06	-7.416412e+03	
1.058085e+06	-0.000000e+00	1.048810e+06	9.275245e+03	1.614964e+06	0.000000e+00	1.621937e+06	-6.973000e+03	
1.071042e+06	-0.000000e+00	1.062231e+06	8.811630e+03	1.792887e+06	0.000000e+00	1.799511e+06	-6.624460e+03	
1.089581e+06	-0.000000e+00	1.081042e+06	8.538995e+03	1.965461e+06	0.000000e+00	1.971880e+06	-6.419497e+03	
1.114622e+06	-0.000000e+00	1.106095e+06	8.527471e+03	2.129916e+06	0.000000e+00	2.136327e+06	-6.410833e+03	
1.147787e+06	-0.000000e+00	1.138987e+06	8.799778e+03	2.284629e+06	0.000000e+00	2.291245e+06	-6.615550e+03	
1.190045e+06	-0.000000e+00	1.180673e+06	9.372098e+03	2.428519e+06	0.000000e+00	2.435565e+06	-7.045812e+03	
1.241889e+06	-0.000000e+00	1.231623e+06	1.026625e+04	2.560631e+06	0.000000e+00	2.568349e+06	-7.718025e+03	
1.304422e+06	-0.000000e+00	1.292941e+06	1.148104e+04	2.680731e+06	0.000000e+00	2.689362e+06	-8.631283e+03	
1.378204e+06	-0.000000e+00	1.365176e+06	1.302832e+04	2.787866e+06	0.000000e+00	2.797661e+06	-9.794512e+03	
1.462986e+06	-0.000000e+00	1.448064e+06	1.492158e+04	2.880807e+06	0.000000e+00	2.892025e+06	-1.121783e+04	
1.559104e+06	-0.000000e+00	1.541966e+06	1.713779e+04	2.959417e+06	0.000000e+00	2.972301e+06	-1.288395e+04	
1.667475e+06	-0.000000e+00	1.647874e+06	1.960079e+04	3.023397e+06	0.000000e+00	3.038133e+06	-1.473560e+04	
1.789640e+06	-0.000000e+00	1.767446e+06	2.219441e+04	3.072037e+06	0.000000e+00	3.088722e+06	-1.668544e+04	
1.928575e+06	-0.000000e+00	1.903822e+06	2.475292e+04	3.105472e+06	0.000000e+00	3.124081e+06	-1.860890e+04	
2.086771e+06	-0.000000e+00	2.059643e+06	2.712811e+04	3.124054e+06	0.000000e+00	3.144448e+06	-2.039453e+04	
2.264731e+06	-0.000000e+00	2.235491e+06	2.923993e+04	3.128512e+06	0.000000e+00	3.150494e+06	-2.198217e+04	
2.369580e+06	-9.384729e+04	2.432433e+06	3.099479e+04	3.119542e+06	0.000000e+00	3.142843e+06	-2.330145e+04	
