StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
5.543637e+05	-0.000000e+00	5.358627e+05	1.850092e+04	1.361476e+06	0.000000e+00	1.363204e+06	-1.727875e+03	
5.402581e+05	-0.000000e+00	5.212556e+05	1.900253e+04	1.448489e+06	0.000000e+00	1.450264e+06	-1.774722e+03	
5.285137e+05	-0.000000e+00	5.088568e+05	1.965689e+04	1.525921e+06	0.000000e+00	1.527757e+06	-1.835836e+03	
5.046478e+05	-1.590147e+04	5.001240e+05	2.042534e+04	1.592489e+06	0.000000e+00	1.594396e+06	-1.907604e+03	
4.781937e+05	-3.965534e+04	4.965930e+05	2.125607e+04	1.647891e+06	0.000000e+00	1.649876e+06	-1.985190e+03	
4.588328e+05	-6.254158e+04	4.992636e+05	2.211083e+04	1.691808e+06	0.000000e+00	1.693873e+06	-2.065019e+03	
4.482184e+05	-8.377963e+04	5.090554e+05	2.294261e+04	1.724331e+06	0.000000e+00	1.726474e+06	-2.142703e+03	
4.486071e+05	-1.022363e+05	5.271588e+05	2.368452e+04	1.746843e+06	0.000000e+00	1.749055e+06	-2.211992e+03	
4.615910e+05	-1.171202e+05	5.544345e+05	2.427672e+04	1.760859e+06	0.000000e+00	1.763126e+06	-2.267301e+03	
4.875838e+05	-1.282495e+05	5.911562e+05	2.467705e+04	1.767379e+06	0.000000e+00	1.769684e+06	-2.304689e+03	
5.253469e+05	-1.366187e+05	6.370735e+05	2.489202e+04	1.767982e+06	0.000000e+00	1.770307e+06	-2.324766e+03	
5.726462e+05	-1.439602e+05	6.916490e+05	2.495746e+04	1.764719e+06	0.000000e+00	1.767050e+06	-2.330877e+03	
6.264398e+05	-1.523971e+05	7.539156e+05	2.492125e+04	1.758934e+06	0.000000e+00	1.761262e+06	-2.327495e+03	
6.835586e+05	-1.640797e+05	8.228111e+05	2.482724e+04	1.751673e+06	0.000000e+00	1.753991e+06	-2.318716e+03	
7.428963e+05	-1.798124e+05	8.980307e+05	2.467800e+04	1.744110e+06	0.000000e+00	1.746414e+06	-2.304778e+03	
8.045129e+05	-1.994044e+05	9.794581e+05	2.445924e+04	1.736575e+06	0.000000e+00	1.738859e+06	-2.284346e+03	
8.679760e+05	-2.227578e+05	1.066562e+06	2.417139e+04	1.728448e+06	0.000000e+00	1.730705e+06	-2.257463e+03	
