StressDVtot	StressDVm	StressDVexternal	StressDVFax	StressAPtot	StressAPm	StressAPexternal	StressAPFax	
2.340408e+05	-0.000000e+00	2.323859e+05	1.654918e+03	3.460132e+05	0.000000e+00	3.474714e+05	-1.458183e+03	
2.272833e+05	-0.000000e+00	2.249280e+05	2.355351e+03	4.221651e+05	0.000000e+00	4.242404e+05	-2.075348e+03	
2.174147e+05	-0.000000e+00	2.143621e+05	3.052649e+03	5.056485e+05	0.000000e+00	5.083383e+05	-2.689752e+03	
2.047494e+05	-0.000000e+00	2.011730e+05	3.576416e+03	5.964022e+05	0.000000e+00	5.995535e+05	-3.151254e+03	
1.909550e+05	-0.000000e+00	1.871295e+05	3.825579e+03	6.979977e+05	0.000000e+00	7.013685e+05	-3.370797e+03	
1.764110e+05	-0.000000e+00	1.726921e+05	3.718874e+03	8.140168e+05	0.000000e+00	8.172935e+05	-3.276777e+03	
1.629034e+05	-0.000000e+00	1.596386e+05	3.264744e+03	9.486917e+05	0.000000e+00	9.515684e+05	-2.876633e+03	
1.493952e+05	-0.000000e+00	1.468736e+05	2.521656e+03	1.100924e+06	0.000000e+00	1.103146e+06	-2.221884e+03	
1.354773e+05	-0.000000e+00	1.339576e+05	1.519753e+03	1.270280e+06	0.000000e+00	1.271619e+06	-1.339086e+03	
1.199802e+05	-0.000000e+00	1.196261e+05	3.541069e+02	1.452581e+06	0.000000e+00	1.452893e+06	-3.120109e+02	
1.048150e+05	-0.000000e+00	1.057156e+05	-9.005619e+02	1.647086e+06	0.000000e+00	1.646293e+06	7.935038e+02	
9.257152e+04	-0.000000e+00	9.477964e+04	-2.208119e+03	1.849414e+06	0.000000e+00	1.847468e+06	1.945619e+03	
8.873526e+04	-0.000000e+00	9.230557e+04	-3.570308e+03	2.053792e+06	0.000000e+00	2.050646e+06	3.145873e+03	
9.610362e+04	-0.000000e+00	1.010332e+05	-4.929601e+03	2.251569e+06	0.000000e+00	2.247226e+06	4.343574e+03	
1.183111e+05	-0.000000e+00	1.244462e+05	-6.135064e+03	2.442484e+06	0.000000e+00	2.437078e+06	5.405732e+03	
1.572400e+05	-0.000000e+00	1.642612e+05	-7.021229e+03	2.626074e+06	0.000000e+00	2.619888e+06	6.186550e+03	
2.182218e+05	-0.000000e+00	2.258350e+05	-7.613201e+03	2.803684e+06	0.000000e+00	2.796976e+06	6.708149e+03	
3.045114e+05	-0.000000e+00	3.124395e+05	-7.928027e+03	2.971491e+06	0.000000e+00	2.964506e+06	6.985549e+03	
4.198367e+05	-0.000000e+00	4.277978e+05	-7.961136e+03	3.129061e+06	0.000000e+00	3.122046e+06	7.014722e+03	
5.645996e+05	-0.000000e+00	5.721987e+05	-7.599099e+03	3.270393e+06	0.000000e+00	3.263697e+06	6.695723e+03	
7.370973e+05	-0.000000e+00	7.437599e+05	-6.662686e+03	3.393767e+06	0.000000e+00	3.387897e+06	5.870630e+03	
9.280877e+05	-0.000000e+00	9.329615e+05	-4.873762e+03	3.497551e+06	0.000000e+00	3.493256e+06	4.294373e+03	
1.131799e+06	-0.000000e+00	1.133911e+06	-2.112090e+03	3.586991e+06	0.000000e+00	3.585130e+06	1.861006e+03	
1.349191e+06	-0.000000e+00	1.347881e+06	1.309610e+03	3.655689e+06	0.000000e+00	3.656843e+06	-1.153924e+03	
1.312914e+06	-2.698424e+05	1.577949e+06	4.807693e+03	3.696938e+06	0.000000e+00	3.701174e+06	-4.236158e+03	
1.171615e+06	-6.546539e+05	1.818124e+06	8.144524e+03	3.706042e+06	0.000000e+00	3.713219e+06	-7.176309e+03	
1.029587e+06	-1.040237e+06	2.058524e+06	1.129973e+04	3.689385e+06	0.000000e+00	3.699341e+06	-9.956427e+03	
8.868985e+05	-1.416776e+06	2.289378e+06	1.429626e+04	3.654529e+06	0.000000e+00	3.667125e+06	-1.259673e+04	
7.218033e+05	-1.801778e+06	2.506501e+06	1.708107e+04	3.609047e+06	0.000000e+00	3.624098e+06	-1.505048e+04	
5.156531e+05	-2.211272e+06	2.707344e+06	1.958172e+04	3.555692e+06	0.000000e+00	3.572946e+06	-1.725386e+04	
3.012346e+05	-2.617173e+06	2.896864e+06	2.154330e+04	3.492239e+06	0.000000e+00	3.511221e+06	-1.898225e+04	
1.156628e+05	-2.985948e+06	3.078863e+06	2.274814e+04	3.414277e+06	0.000000e+00	3.434321e+06	-2.004386e+04	
-3.063192e+04	-3.305423e+06	3.251624e+06	2.316708e+04	3.333060e+06	0.000000e+00	3.353473e+06	-2.041300e+04	
-1.433052e+05	-3.577366e+06	3.411153e+06	2.290745e+04	3.265484e+06	0.000000e+00	3.285668e+06	-2.018423e+04	
-2.239697e+05	-3.804867e+06	3.558724e+06	2.217373e+04	3.220687e+06	0.000000e+00	3.240225e+06	-1.953773e+04	
-2.753138e+05	-3.993540e+06	3.696833e+06	2.139370e+04	3.188980e+06	0.000000e+00	3.207830e+06	-1.885043e+04	
-2.953273e+05	-4.141341e+06	3.825225e+06	2.078843e+04	3.161298e+06	0.000000e+00	3.179615e+06	-1.831711e+04	
-2.772362e+05	-4.237805e+06	3.940670e+06	1.989882e+04	3.140710e+06	0.000000e+00	3.158243e+06	-1.753326e+04	
-2.168426e+05	-4.277681e+06	4.042652e+06	1.818588e+04	3.135189e+06	0.000000e+00	3.151213e+06	-1.602396e+04	
-1.360718e+05	-4.281877e+06	4.129844e+06	1.596090e+04	3.151221e+06	0.000000e+00	3.165285e+06	-1.406348e+04	
-6.897599e+04	-4.284462e+06	4.201450e+06	1.403638e+04	3.195785e+06	0.000000e+00	3.208153e+06	-1.236775e+04	
-7.466665e+03	-4.282357e+06	4.262169e+06	1.272059e+04	3.259580e+06	0.000000e+00	3.270789e+06	-1.120838e+04	
1.055863e+05	-4.228010e+06	4.321987e+06	1.160906e+04	3.317495e+06	0.000000e+00	3.327724e+06	-1.022898e+04	
3.044495e+05	-4.096253e+06	4.390404e+06	1.029790e+04	3.348059e+06	0.000000e+00	3.357133e+06	-9.073691e+03	
5.491112e+05	-3.929164e+06	4.469594e+06	8.681154e+03	3.350299e+06	0.000000e+00	3.357949e+06	-7.649144e+03	
7.864222e+05	-3.777746e+06	4.557387e+06	6.780965e+03	3.331590e+06	0.000000e+00	3.337564e+06	-5.974849e+03	
9.687332e+05	-3.684664e+06	4.648211e+06	5.185725e+03	3.299386e+06	0.000000e+00	3.303955e+06	-4.569250e+03	
1.059144e+06	-3.684299e+06	4.738776e+06	4.667236e+03	3.266068e+06	0.000000e+00	3.270180e+06	-4.112398e+03	
1.081064e+06	-3.752967e+06	4.828854e+06	5.178056e+03	3.230027e+06	0.000000e+00	3.234590e+06	-4.562493e+03	
1.117449e+06	-3.811777e+06	4.923384e+06	5.841726e+03	3.177543e+06	0.000000e+00	3.182691e+06	-5.147265e+03	
1.224732e+06	-3.805211e+06	5.024041e+06	5.902303e+03	3.099005e+06	0.000000e+00	3.104206e+06	-5.200642e+03	
1.392990e+06	-3.740803e+06	5.128932e+06	4.860698e+03	3.002866e+06	0.000000e+00	3.007149e+06	-4.282862e+03	
1.595767e+06	-3.640735e+06	5.234025e+06	2.476323e+03	2.896676e+06	0.000000e+00	2.898857e+06	-2.181940e+03	
1.813653e+06	-3.523937e+06	5.337999e+06	-4.085827e+02	2.791332e+06	0.000000e+00	2.790972e+06	3.600107e+02	
2.029714e+06	-3.405524e+06	5.437744e+06	-2.505489e+03	2.692798e+06	0.000000e+00	2.690590e+06	2.207638e+03	
2.228657e+06	-3.300571e+06	5.532443e+06	-3.215111e+03	2.604787e+06	0.000000e+00	2.601954e+06	2.832901e+03	
2.397856e+06	-3.218483e+06	5.619030e+06	-2.691275e+03	2.522256e+06	0.000000e+00	2.519885e+06	2.371338e+03	
2.536926e+06	-3.159220e+06	5.697441e+06	-1.293956e+03	2.443672e+06	0.000000e+00	2.442532e+06	1.140132e+03	
2.652134e+06	-3.112635e+06	5.764241e+06	5.276698e+02	2.368675e+06	0.000000e+00	2.369140e+06	-4.649408e+02	
2.755159e+06	-3.065028e+06	5.817895e+06	2.291896e+03	2.303418e+06	0.000000e+00	2.305437e+06	-2.019437e+03	
2.861268e+06	-2.997107e+06	5.854633e+06	3.741295e+03	2.258493e+06	0.000000e+00	2.261790e+06	-3.296532e+03	
2.986252e+06	-2.893576e+06	5.875060e+06	4.766956e+03	2.250707e+06	0.000000e+00	2.254907e+06	-4.200263e+03	
3.153970e+06	-2.731886e+06	5.880560e+06	5.297168e+03	2.274654e+06	0.000000e+00	2.279322e+06	-4.667445e+03	
3.422655e+06	-2.450933e+06	5.868335e+06	5.253374e+03	2.380561e+06	0.000000e+00	2.385190e+06	-4.628857e+03	
3.766504e+06	-2.100054e+06	5.861884e+06	4.673454e+03	2.405580e+06	0.000000e+00	2.409698e+06	-4.117877e+03	
4.189078e+06	-1.669993e+06	5.855389e+06	3.683161e+03	2.410488e+06	0.000000e+00	2.413734e+06	-3.245309e+03	
4.662250e+06	-1.190511e+06	5.850312e+06	2.448874e+03	2.389514e+06	0.000000e+00	2.391672e+06	-2.157753e+03	
5.150563e+06	-6.975042e+05	5.847059e+06	1.008450e+03	2.359061e+06	0.000000e+00	2.359949e+06	-8.885664e+02	
5.613785e+06	-2.271124e+05	5.841521e+06	-6.241385e+02	2.339616e+06	0.000000e+00	2.339066e+06	5.499414e+02	
5.831394e+06	-0.000000e+00	5.833617e+06	-2.222317e+03	2.332679e+06	0.000000e+00	2.330721e+06	1.958130e+03	
5.818404e+06	-0.000000e+00	5.821695e+06	-3.291031e+03	2.320129e+06	0.000000e+00	2.317229e+06	2.899795e+03	
5.803240e+06	-0.000000e+00	5.806937e+06	-3.696639e+03	2.291775e+06	0.000000e+00	2.288518e+06	3.257185e+03	
5.785124e+06	-0.000000e+00	5.789168e+06	-4.043898e+03	2.247763e+06	0.000000e+00	2.244199e+06	3.563163e+03	
5.766692e+06	-0.000000e+00	5.771741e+06	-5.049263e+03	2.193320e+06	0.000000e+00	2.188871e+06	4.449010e+03	
5.753153e+06	-0.000000e+00	5.760302e+06	-7.148554e+03	2.104193e+06	0.000000e+00	2.097895e+06	6.298739e+03	
5.749217e+06	-0.000000e+00	5.759888e+06	-1.067111e+04	1.945248e+06	0.000000e+00	1.935846e+06	9.402538e+03	
5.746314e+06	-0.000000e+00	5.761650e+06	-1.533666e+04	1.724418e+06	0.000000e+00	1.710905e+06	1.351345e+04	
5.731567e+06	-0.000000e+00	5.751865e+06	-2.029881e+04	1.495645e+06	0.000000e+00	1.477760e+06	1.788570e+04	
5.696339e+06	-0.000000e+00	5.721256e+06	-2.491744e+04	1.284737e+06	0.000000e+00	1.262782e+06	2.195527e+04	
5.638348e+06	-0.000000e+00	5.667575e+06	-2.922660e+04	1.048918e+06	0.000000e+00	1.023166e+06	2.575216e+04	
5.553323e+06	-0.000000e+00	5.586549e+06	-3.322631e+04	7.369673e+05	0.000000e+00	7.076910e+05	2.927639e+04	
5.433709e+06	-0.000000e+00	5.470241e+06	-3.653175e+04	4.686280e+05	1.292625e+05	3.071766e+05	3.218888e+04	
5.270299e+06	-0.000000e+00	5.308917e+06	-3.861768e+04	4.563923e+05	5.852762e+05	-1.629108e+05	3.402684e+04	
5.058232e+06	-0.000000e+00	5.097474e+06	-3.924148e+04	4.496747e+05	1.036303e+06	-6.212048e+05	3.457648e+04	
4.805546e+06	-0.000000e+00	4.843981e+06	-3.843481e+04	4.447677e+05	1.342700e+06	-9.317981e+05	3.386570e+04	
4.527500e+06	-0.000000e+00	4.563842e+06	-3.634255e+04	4.307944e+05	1.426517e+06	-1.027744e+06	3.202217e+04	
4.228401e+06	-0.000000e+00	4.261554e+06	-3.315340e+04	4.002231e+05	1.345881e+06	-9.748697e+05	2.921215e+04	
3.909129e+06	-0.000000e+00	3.938309e+06	-2.917930e+04	3.551894e+05	1.184629e+06	-8.551503e+05	2.571048e+04	
3.571212e+06	-0.000000e+00	3.596060e+06	-2.484763e+04	3.058086e+05	1.030477e+06	-7.465623e+05	2.189376e+04	
3.218010e+06	-0.000000e+00	3.238524e+06	-2.051323e+04	2.616810e+05	9.476080e+05	-7.040016e+05	1.807464e+04	
2.857009e+06	-0.000000e+00	2.873361e+06	-1.635181e+04	2.248011e+05	9.349154e+05	-7.245223e+05	1.440792e+04	
2.495352e+06	-0.000000e+00	2.507794e+06	-1.244229e+04	1.934073e+05	9.601932e+05	-7.777490e+05	1.096316e+04	
2.140578e+06	-0.000000e+00	2.149601e+06	-9.022855e+03	1.673753e+05	9.896316e+05	-8.302065e+05	7.950225e+03	
1.800743e+06	-0.000000e+00	1.807184e+06	-6.440980e+03	1.459865e+05	9.853058e+05	-8.449946e+05	5.675281e+03	
1.485677e+06	-0.000000e+00	1.490474e+06	-4.796055e+03	1.264364e+05	9.212096e+05	-7.989991e+05	4.225903e+03	
1.202396e+06	-0.000000e+00	1.206214e+06	-3.818168e+03	1.292646e+05	8.213444e+05	-6.954441e+05	3.364267e+03	
9.543427e+05	-0.000000e+00	9.576090e+05	-3.266307e+03	1.035426e+05	6.572450e+05	-5.565804e+05	2.878011e+03	
7.367707e+05	-0.000000e+00	7.396829e+05	-2.912176e+03	7.715151e+04	4.924580e+05	-4.178724e+05	2.565978e+03	
5.474035e+05	-0.000000e+00	5.500254e+05	-2.621899e+03	5.393496e+04	3.560570e+05	-3.044323e+05	2.310209e+03	
3.847759e+05	-0.000000e+00	3.870539e+05	-2.277959e+03	7.564975e+04	2.957951e+05	-2.221525e+05	2.007157e+03	
