StressAxial	StressAP	StressDV	NetBendFemMag	NetBendFemAng	PeakTensStress	PeakCompStress	FemShear	
-7.792820e+04	8.655198e+05	4.907496e+05	9.949672e+05	2.955324e+01	9.170390e+05	-1.072895e+06	-1.045428e+06	
-8.616026e+04	1.031673e+06	4.963218e+05	1.144851e+06	2.569150e+01	1.058691e+06	-1.231011e+06	-1.230528e+06	
-9.628282e+04	1.223030e+06	4.802269e+05	1.313933e+06	2.143762e+01	1.217651e+06	-1.410216e+06	-1.440552e+06	
-1.085590e+05	1.440170e+06	4.400084e+05	1.505888e+06	1.698924e+01	1.397329e+06	-1.614447e+06	-1.675417e+06	
-1.233166e+05	1.680419e+06	3.730619e+05	1.721332e+06	1.251697e+01	1.598015e+06	-1.844648e+06	-1.931498e+06	
-1.407284e+05	1.939895e+06	2.783210e+05	1.959759e+06	8.164639e+00	1.819030e+06	-2.100487e+06	-2.203791e+06	
-1.607275e+05	2.213972e+06	1.564970e+05	2.219497e+06	4.043288e+00	2.058769e+06	-2.380224e+06	-2.486409e+06	
-1.832023e+05	2.495954e+06	8.760298e+03	2.495969e+06	2.010959e-01	2.312767e+06	-2.679172e+06	-2.771491e+06	
-2.078406e+05	2.778632e+06	-1.618052e+05	2.783339e+06	-3.332682e+00	2.575499e+06	-2.991180e+06	-3.051200e+06	
-2.339930e+05	3.056657e+06	-3.491100e+05	3.076529e+06	-6.515692e+00	2.842536e+06	-3.310522e+06	-3.320421e+06	
-2.611620e+05	3.325579e+06	-5.477458e+05	3.370386e+06	-9.353039e+00	3.109224e+06	-3.631548e+06	-3.575584e+06	
-2.891556e+05	3.580787e+06	-7.538325e+05	3.659276e+06	-1.188840e+01	3.370120e+06	-3.948431e+06	-3.813212e+06	
-3.177578e+05	3.818587e+06	-9.625697e+05	3.938039e+06	-1.414808e+01	3.620281e+06	-4.255797e+06	-4.030937e+06	
-3.467110e+05	4.036300e+06	-1.168660e+06	4.202081e+06	-1.614772e+01	3.855370e+06	-4.548792e+06	-4.227369e+06	
-3.758317e+05	4.231622e+06	-1.367336e+06	4.447048e+06	-1.790687e+01	4.071216e+06	-4.822880e+06	-4.401484e+06	
-4.049700e+05	4.403483e+06	-1.553541e+06	4.669492e+06	-1.943276e+01	4.264522e+06	-5.074462e+06	-4.553560e+06	
-4.339575e+05	4.553020e+06	-1.721562e+06	4.867624e+06	-2.071233e+01	4.433667e+06	-5.301582e+06	-4.685975e+06	
-4.627153e+05	4.682221e+06	-1.866610e+06	5.040578e+06	-2.173516e+01	4.577862e+06	-5.503293e+06	-4.801675e+06	
-4.914565e+05	4.792031e+06	-1.986170e+06	5.187334e+06	-2.251272e+01	4.695877e+06	-5.678790e+06	-4.902406e+06	
-5.206038e+05	4.882999e+06	-2.079039e+06	5.307173e+06	-2.306290e+01	4.786569e+06	-5.827777e+06	-4.989625e+06	
-5.504946e+05	4.955593e+06	-2.143976e+06	5.399494e+06	-2.339513e+01	4.848999e+06	-5.949988e+06	-5.064804e+06	
-5.814750e+05	5.008303e+06	-2.180818e+06	5.462515e+06	-2.353027e+01	4.881040e+06	-6.043990e+06	-5.127469e+06	
-6.137820e+05	5.038307e+06	-2.190033e+06	5.493704e+06	-2.349346e+01	4.879922e+06	-6.107486e+06	-5.176121e+06	
-6.473903e+05	5.043984e+06	-2.172380e+06	5.491903e+06	-2.330094e+01	4.844513e+06	-6.139294e+06	-5.210925e+06	
-6.822102e+05	5.024360e+06	-2.129524e+06	5.457020e+06	-2.296918e+01	4.774810e+06	-6.139230e+06	-5.232444e+06	
-7.181676e+05	4.978124e+06	-2.064263e+06	5.389147e+06	-2.252217e+01	4.670979e+06	-6.107315e+06	-5.240517e+06	
-7.529661e+05	4.904518e+06	-1.963603e+06	5.282994e+06	-2.181950e+01	4.530028e+06	-6.035961e+06	-5.235068e+06	
-7.874168e+05	4.803270e+06	-1.836171e+06	5.142269e+06	-2.092063e+01	4.354852e+06	-5.929686e+06	-5.215626e+06	
-8.211833e+05	4.673638e+06	-1.683169e+06	4.967490e+06	-1.980604e+01	4.146306e+06	-5.788673e+06	-5.180672e+06	
-8.536067e+05	4.514394e+06	-1.504058e+06	4.758356e+06	-1.842650e+01	3.904749e+06	-5.611962e+06	-5.127888e+06	
-8.838328e+05	4.325898e+06	-1.297586e+06	4.516318e+06	-1.669703e+01	3.632485e+06	-5.400151e+06	-5.055949e+06	
-9.107893e+05	4.112927e+06	-1.063272e+06	4.248143e+06	-1.449473e+01	3.337353e+06	-5.158932e+06	-4.966763e+06	
-9.334030e+05	3.882294e+06	-8.013237e+05	3.964130e+06	-1.166235e+01	3.030727e+06	-4.897533e+06	-4.863461e+06	
-9.506758e+05	3.641708e+06	-5.112413e+05	3.677418e+06	-7.991249e+00	2.726743e+06	-4.628094e+06	-4.749964e+06	
-9.617679e+05	3.398767e+06	-1.923630e+05	3.404207e+06	-3.239364e+00	2.442439e+06	-4.365975e+06	-4.630464e+06	
-9.665002e+05	3.158299e+06	1.516865e+05	3.161939e+06	2.749686e+00	2.195439e+06	-4.128440e+06	-4.507546e+06	
-9.651354e+05	2.923440e+06	5.140604e+05	2.968292e+06	9.972993e+00	2.003157e+06	-3.933427e+06	-4.382891e+06	
-9.581644e+05	2.697455e+06	8.870292e+05	2.839558e+06	1.820290e+01	1.881393e+06	-3.797722e+06	-4.258870e+06	
-9.464795e+05	2.482672e+06	1.261179e+06	2.784642e+06	2.693024e+01	1.838163e+06	-3.731122e+06	-4.137800e+06	
-9.314154e+05	2.277545e+06	1.625634e+06	2.798195e+06	3.551796e+01	1.866779e+06	-3.729610e+06	-4.018199e+06	
-9.231981e+05	2.078361e+06	1.969956e+06	2.863619e+06	4.346614e+01	1.940421e+06	-3.786817e+06	-3.895857e+06	
-9.213475e+05	1.881570e+06	2.284721e+06	2.959773e+06	5.052704e+01	2.038425e+06	-3.881120e+06	-3.766877e+06	
-9.198455e+05	1.682555e+06	2.561297e+06	3.064512e+06	5.669850e+01	2.144667e+06	-3.984358e+06	-3.626645e+06	
-9.196156e+05	1.478048e+06	2.795424e+06	3.162123e+06	6.213289e+01	2.242507e+06	-4.081738e+06	-3.472598e+06	
-9.209209e+05	1.268209e+06	2.989382e+06	3.247269e+06	6.701152e+01	2.326348e+06	-4.168190e+06	-3.306362e+06	
-9.239401e+05	1.053357e+06	3.146739e+06	3.318363e+06	7.149228e+01	2.394422e+06	-4.242303e+06	-3.129770e+06	
-9.287650e+05	8.327502e+05	3.271687e+06	3.376005e+06	7.571964e+01	2.447240e+06	-4.304770e+06	-2.943700e+06	
-9.352407e+05	6.039558e+05	3.370542e+06	3.424225e+06	7.984120e+01	2.488984e+06	-4.359465e+06	-2.747485e+06	
-9.427426e+05	3.613034e+05	3.452591e+06	3.471444e+06	8.402594e+01	2.528702e+06	-4.414187e+06	-2.537509e+06	
-9.503472e+05	9.801036e+04	3.527310e+06	3.528671e+06	8.840841e+01	2.578324e+06	-4.479018e+06	-2.309024e+06	
-9.568509e+05	-1.925114e+05	3.604868e+06	3.610005e+06	-8.694316e+01	2.653154e+06	-4.566856e+06	-2.057278e+06	
-9.609294e+05	-5.144193e+05	3.696024e+06	3.731651e+06	-8.207640e+01	2.770721e+06	-4.692580e+06	-1.779542e+06	
-9.616611e+05	-8.676096e+05	3.807964e+06	3.905552e+06	-7.716482e+01	2.943891e+06	-4.867213e+06	-1.477016e+06	
-9.453958e+05	-1.250337e+06	4.037913e+06	4.227066e+06	-7.279493e+01	3.281670e+06	-5.172461e+06	-1.151875e+06	
-9.221868e+05	-1.658819e+06	4.313650e+06	4.621607e+06	-6.896572e+01	3.699420e+06	-5.543794e+06	-8.073276e+05	
-8.930443e+05	-2.087065e+06	4.627436e+06	5.076318e+06	-6.572371e+01	4.183274e+06	-5.969362e+06	-4.475792e+05	
-8.606488e+05	-2.472367e+06	4.978011e+06	5.558164e+06	-6.358838e+01	4.697516e+06	-6.418813e+06	-7.599695e+04	
-8.284272e+05	-2.739578e+06	5.362644e+06	6.021896e+06	-6.293920e+01	5.193469e+06	-6.850324e+06	3.040256e+05	
-7.915789e+05	-2.986462e+06	5.777953e+06	6.504129e+06	-6.266685e+01	5.712551e+06	-7.295708e+06	6.882394e+05	
-7.504964e+05	-3.208154e+06	6.219590e+06	6.998254e+06	-6.271469e+01	6.247757e+06	-7.748750e+06	1.072421e+06	
-7.035616e+05	-3.330359e+06	6.704935e+06	7.486484e+06	-6.358631e+01	6.782922e+06	-8.190046e+06	1.437154e+06	
-6.537256e+05	-3.500383e+06	7.197318e+06	8.003379e+06	-6.406426e+01	7.349653e+06	-8.657104e+06	1.817440e+06	
-5.990287e+05	-3.644731e+06	7.713514e+06	8.531258e+06	-6.470871e+01	7.932229e+06	-9.130287e+06	2.194162e+06	
-5.391013e+05	-3.763746e+06	8.250355e+06	9.068304e+06	-6.547793e+01	8.529203e+06	-9.607406e+06	2.566292e+06	
-4.742622e+05	-3.856333e+06	8.798293e+06	9.606314e+06	-6.633196e+01	9.132052e+06	-1.008058e+07	2.931026e+06	
-4.057056e+05	-3.920139e+06	9.342661e+06	1.013177e+07	-6.723732e+01	9.726067e+06	-1.053748e+07	3.283567e+06	
-3.348839e+05	-3.954511e+06	9.868443e+06	1.063129e+07	-6.816292e+01	1.029641e+07	-1.096617e+07	3.620665e+06	
-2.633664e+05	-3.961139e+06	1.036121e+07	1.109258e+07	-6.907794e+01	1.082921e+07	-1.135595e+07	3.941587e+06	
-2.758376e+05	-4.029193e+06	1.018528e+07	1.095328e+07	-6.841678e+01	1.067744e+07	-1.122912e+07	4.244246e+06	
-2.976880e+05	-4.071534e+06	9.908782e+06	1.071267e+07	-6.766219e+01	1.041498e+07	-1.101036e+07	4.522663e+06	
-3.184910e+05	-4.072358e+06	9.618948e+06	1.044549e+07	-6.705376e+01	1.012700e+07	-1.076398e+07	4.771314e+06	
-3.377987e+05	-4.028797e+06	9.329616e+06	1.016233e+07	-6.664395e+01	9.824530e+06	-1.050013e+07	4.985188e+06	
-3.553503e+05	-3.942063e+06	9.054007e+06	9.874963e+06	-6.647199e+01	9.519613e+06	-1.023031e+07	5.161269e+06	
-3.711954e+05	-3.821091e+06	8.799364e+06	9.593203e+06	-6.652731e+01	9.222007e+06	-9.964398e+06	5.303266e+06	
-3.854495e+05	-3.676255e+06	8.570747e+06	9.325908e+06	-6.678405e+01	8.940459e+06	-9.711358e+06	5.417292e+06	
-3.982621e+05	-3.517334e+06	8.372596e+06	9.081410e+06	-6.721271e+01	8.683147e+06	-9.479672e+06	5.509896e+06	
-4.098359e+05	-3.353641e+06	8.207631e+06	8.866347e+06	-6.777508e+01	8.456511e+06	-9.276183e+06	5.588049e+06	
-4.205510e+05	-3.196193e+06	8.072466e+06	8.682186e+06	-6.839954e+01	8.261635e+06	-9.102737e+06	5.662153e+06	
-4.317524e+05	-3.037277e+06	7.960375e+06	8.520130e+06	-6.911570e+01	8.088377e+06	-8.951882e+06	5.727842e+06	
-4.422617e+05	-2.919745e+06	7.863079e+06	8.387665e+06	-6.962889e+01	7.945403e+06	-8.829926e+06	5.827318e+06	
-4.533749e+05	-2.831220e+06	7.770279e+06	8.270009e+06	-6.998004e+01	7.816634e+06	-8.723384e+06	5.953718e+06	
-4.649755e+05	-2.773592e+06	7.674885e+06	8.160679e+06	-7.013090e+01	7.695703e+06	-8.625654e+06	6.111683e+06	
-4.765778e+05	-2.746784e+06	7.571865e+06	8.054686e+06	-7.006118e+01	7.578108e+06	-8.531264e+06	6.301637e+06	
-4.874701e+05	-2.750156e+06	7.458671e+06	7.949536e+06	-6.976012e+01	7.462066e+06	-8.437006e+06	6.520510e+06	
-4.967539e+05	-2.783159e+06	7.335711e+06	7.845931e+06	-6.922335e+01	7.349177e+06	-8.342684e+06	6.762965e+06	
-5.033773e+05	-2.842889e+06	7.209455e+06	7.749726e+06	-6.847932e+01	7.246349e+06	-8.253104e+06	7.018607e+06	
