Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-9.759567e-03	-1.241423e-02	-4.154525e-02	-2.192036e-04	4.047654e-04	-4.182578e-04	1.011909e-04	-4.263736e-02	1.820097e-03	3.613175e-05	-1.138004e-05	9.107079e-03	2.276759e-03	8.129516e-04	1.026848e+02	1.636024e+02	
1.000000e+00	-1.260855e-02	-1.354956e-02	-4.798778e-02	-2.406033e-04	4.101081e-04	-4.750135e-04	1.774718e-04	-4.933587e-02	5.270165e-03	4.692953e-05	2.624037e-06	7.973577e-03	3.450518e-03	9.124332e-04	1.041903e+02	1.635807e+02	
2.000000e+00	-1.568610e-02	-1.456654e-02	-5.513934e-02	-2.601462e-04	4.109611e-04	-5.328288e-04	2.656380e-04	-5.657131e-02	9.278327e-03	5.873579e-05	1.994424e-05	6.947915e-03	4.491010e-03	9.930169e-04	1.053787e+02	1.630233e+02	
3.000000e+00	-1.892326e-02	-1.542642e-02	-6.297388e-02	-2.771163e-04	4.067631e-04	-5.906062e-04	3.656008e-04	-6.428819e-02	1.381403e-02	7.114219e-05	4.028481e-05	6.022470e-03	5.413028e-03	1.053320e-03	1.062707e+02	1.621461e+02	
4.000000e+00	-2.224897e-02	-1.607176e-02	-7.142509e-02	-2.907240e-04	3.968003e-04	-6.466688e-04	4.770000e-04	-7.239974e-02	1.883714e-02	8.380172e-05	6.333610e-05	5.185775e-03	6.233904e-03	1.095203e-03	1.069042e+02	1.611187e+02	
5.000000e+00	-2.557609e-02	-1.644452e-02	-8.041334e-02	-3.003068e-04	3.809473e-04	-6.992537e-04	5.988407e-04	-8.081529e-02	2.427613e-02	9.636522e-05	8.865198e-05	4.431159e-03	6.965683e-03	1.120915e-03	1.073075e+02	1.600582e+02	
6.000000e+00	-2.880691e-02	-1.649260e-02	-8.984300e-02	-3.054737e-04	3.598217e-04	-7.467056e-04	7.293775e-04	-8.944409e-02	3.002262e-02	1.085353e-04	1.156443e-04	3.756793e-03	7.615217e-03	1.133186e-03	1.075036e+02	1.590447e+02	
7.000000e+00	-3.186423e-02	-1.615251e-02	-9.958609e-02	-3.061070e-04	3.343425e-04	-7.872004e-04	8.663885e-04	-9.818461e-02	3.595138e-02	1.203034e-04	1.437805e-04	3.160139e-03	8.188934e-03	1.137084e-03	1.075282e+02	1.581285e+02	
8.000000e+00	-3.469076e-02	-1.535078e-02	-1.094949e-01	-3.023234e-04	3.058732e-04	-8.188774e-04	1.007146e-03	-1.069371e-01	4.191715e-02	1.319433e-04	1.726012e-04	2.639562e-03	8.691268e-03	1.138618e-03	1.074196e+02	1.573425e+02	
9.000000e+00	-3.724485e-02	-1.402222e-02	-1.194301e-01	-2.945310e-04	2.765360e-04	-8.403365e-04	1.148407e-03	-1.156324e-01	4.774797e-02	1.439235e-04	2.016688e-04	2.196714e-03	9.122579e-03	1.143282e-03	1.072092e+02	1.567146e+02	
