KneeAng	AnkAng	MPAng	DotMPAng	Yaw	  Pitch	FemTVAng	FemHZAng	FemHZAngP	TibPSAng	TibPSAngYaw	TibHZAng	TibHZAngP	
1.024970e+02	1.412281e+02	1.514492e+02	1.514492e+02	-1.441297e+01	1.385114e+02	1.088865e+02	-1.409798e+01	-1.044213e+01	2.302999e+01	1.184634e+01	-3.689706e+01	-7.066087e-01	
9.986987e+01	1.404537e+02	1.552106e+02	1.552106e+02	-1.479632e+01	1.378932e+02	1.068703e+02	-1.282773e+01	-1.079446e+01	2.332575e+01	1.192426e+01	-3.729536e+01	-7.510830e-01	
9.731140e+01	1.398053e+02	1.581928e+02	1.581928e+02	-1.516928e+01	1.373093e+02	1.048656e+02	-1.166077e+01	-1.100038e+01	2.365930e+01	1.204770e+01	-3.765262e+01	-7.878653e-01	
9.482200e+01	1.392621e+02	1.605063e+02	1.605063e+02	-1.552812e+01	1.367611e+02	1.028853e+02	-1.059404e+01	-1.107115e+01	2.402726e+01	1.221836e+01	-3.798332e+01	-8.005922e-01	
9.240191e+01	1.388000e+02	1.622505e+02	1.622505e+02	-1.586952e+01	1.362503e+02	1.009405e+02	-9.624143e+00	-1.101840e+01	2.442607e+01	1.243775e+01	-3.830204e+01	-7.725759e-01	
9.005147e+01	1.383919e+02	1.635118e+02	1.635118e+02	-1.619051e+01	1.357789e+02	9.904080e+01	-8.747327e+00	-1.085406e+01	2.485201e+01	1.270736e+01	-3.862350e+01	-6.867163e-01	
8.776853e+01	1.380060e+02	1.643670e+02	1.643670e+02	-1.648522e+01	1.353493e+02	9.719810e+01	-7.958514e+00	-1.059092e+01	2.530262e+01	1.303333e+01	-3.896559e+01	-5.214226e-01	
8.554819e+01	1.376055e+02	1.648858e+02	1.648858e+02	-1.674454e+01	1.349645e+02	9.542669e+01	-7.251134e+00	-1.024250e+01	2.577681e+01	1.342694e+01	-3.934968e+01	-2.498403e-01	
8.338640e+01	1.371526e+02	1.651309e+02	1.651309e+02	-1.695963e+01	1.346278e+02	9.374020e+01	-6.618370e+00	-9.822279e+00	2.627317e+01	1.389939e+01	-3.979702e+01	1.557420e-01	
8.128041e+01	1.366094e+02	1.651628e+02	1.651628e+02	-1.712209e+01	1.343431e+02	9.215158e+01	-6.053277e+00	-9.343596e+00	2.678963e+01	1.446130e+01	-4.032847e+01	7.235814e-01	
7.923339e+01	1.359423e+02	1.650377e+02	1.650377e+02	-1.722830e+01	1.341140e+02	9.066919e+01	-5.550446e+00	-8.818826e+00	2.732114e+01	1.511577e+01	-4.095990e+01	1.476196e+00	
