"PercentStance"	"InterpV.N"	"InterpML.N"	"InterpHz.N"	"SquaredV.N"	"SquaredML.N"	"SquaredHz.N"	"NetGRF.N"	"APAngle"	"APAngle.Convert"	"MLAngle"	"MLAngle.Convert"	"InterpV.BW"	"InterpML.BW"	"InterpHz.BW"	"NetGRF.BW"
0	0.0340893526235605	-0.00908331349584335	-0.00502408377663707	0.00116208396229345	8.25065840637699e-05	2.52414177946678e-05	0.0356347016846204	98.3838895564839	-8.38388955648385	104.920149120628	-14.9201491206281	0.0543516464023605	-0.0144823238135257	-0.00801033765407696	0.0568155320226728
1	0.0400651053136218	-0.011214823718801	-0.00592048935108279	0.00160521266379161	0.000125772271043781	3.50521941562847e-05	0.0420242445380244	98.4058630841615	-8.40586308416151	105.637729965274	-15.6377299652743	0.0638793133189123	-0.0178807776128842	-0.00943955572557843	0.0670029409088399
2	0.0463494392762125	-0.013541720990251	-0.00687941273085626	0.00214827052121931	0.000183378207377805	4.73263195214672e-05	0.0487747378067641	98.4424867918574	-8.44248679185738	106.286557285139	-16.2865572851388	0.0738989784378388	-0.0215907541298645	-0.0109684514203703	0.0777658447174172
3	0.0528751593398975	-0.0160597948578223	-0.00788310539133914	0.00279578247521955	0.000257917010875336	6.21433506109602e-05	0.0558197351902161	98.4797117286482	-8.47971172864817	106.895132134277	-16.8951321342773	0.0843035066006019	-0.0256055402707626	-0.01256872670813	0.088998302280319
4	0.0595634824247115	-0.018790509151141	-0.00891761186253367	0.00354780843855892	0.000353083234159114	7.95238013308012e-05	0.0630905339496254	98.5148562103364	-8.51485621033642	107.508937386045	-17.5089373860447	0.0949672870291956	-0.029959357702712	-0.0142181311583764	0.100590774792132
5	0.0663314076912237	-0.0217587936133887	-0.00996821714723155	0.00439985564629933	0.000473445099510045	9.93653530943611e-05	0.070517133371286	98.546398336198	-8.54639833619801	108.161121871344	-18.1611218713444	0.105757984201568	-0.0346919541029794	-0.0158932033597442	0.112431653972076
6	0.0731148558211483	-0.0249673245998792	-0.0110182939712529	0.0053457821417473	0.000623367297675733	0.000121402802036948	0.07804199024538	98.5698981057972	-8.56989810579717	108.854054461024	-18.8540544610244	0.11657343083729	-0.0398075966197054	-0.0175674329898803	0.124429193631027
7	0.0798586252081469	-0.0284164417297144	-0.0120529281658675	0.00637740002013528	0.000807494160578254	0.000145273077371562	0.0856163959652886	98.5827769345305	-8.58277693453047	109.587305402731	-19.5873054027306	0.127325614171153	-0.0453068267374273	-0.0192170410807836	0.136505733363024
8	0.0865036274340418	-0.0321192949078609	-0.0130638305856447	0.00748287755924751	0.00103164910537814	0.000170663669570426	0.0931943685755533	98.5879469051639	-8.58794690516386	110.370251333128	-20.3702513331284	0.137920324352745	-0.0512106105036047	-0.0208288115204794	0.148587960101329
9	0.0930037620083912	-0.0360756058340277	-0.0140466742906454	0.00864969974771347	0.00130144933629213	0.000197309058627478	0.100739555997796	98.5886633147302	-8.5886633147302	111.200976709056	-21.2009767090556	0.148284059324603	-0.0575185041996615	-0.0223958454889117	0.160617914537302
10	0.0993434877151208	-0.0402566419585684	-0.014994879730243	0.00986912855140436	0.00162059722178037	0.000224846418124452	0.108233877281141	98.5834163917442	-8.58341639174422	112.059109332779	-22.0591093327786	0.158392040362119	-0.0641846970002685	-0.0239076526311272	0.172566768624269
11	0.105525840100144	-0.0446307026496468	-0.015901553055231	0.0111357029288412	0.00199189961900119	0.000252859389568326	0.115673946666528	98.5693537448252	-8.56935374482519	112.925263575801	-22.9252635758014	0.168249107302525	-0.0711586458061971	-0.0253532414783657	0.184429124149438
12	0.111562974469653	-0.0491756672473244	-0.0167631109326638	0.0124462972725164	0.00241824624921957	0.000281001888140793	0.12306723938513	98.5451625831374	-8.54516258313735	113.787329619298	-23.7873296192979	0.177874640417176	-0.0784050817081065	-0.0267268988084563	0.196216899529862
13	0.117493426382204	-0.053851350271567	-0.0175827884580256	0.0138047052430304	0.002899967926071	0.000309154449959678	0.130437063824133	98.5111033239413	-8.51110332394127	114.623643979731	-24.6236439797307	0.187330080328769	-0.0858599334686974	-0.0280337826180255	0.207967257372662
14	0.123380258171111	-0.0585918032810399	-0.0183643145423545	0.01522268810637	0.00343299941172408	0.000337248048610533	0.137814859745619	98.4659343102741	-8.46593431027414	115.402481793256	-25.4024817932558	0.196715972849348	-0.0934180537006376	-0.0292798382371724	0.21973032484952
15	0.129276193395693	-0.0633388852038907	-0.0191130464376762	0.0167123341788806	0.00401181437887164	0.000365308544128767	0.145222095777058	98.4100622453954	-8.41006224539544	116.102548929019	-26.1025489290194	0.206116379776296	-0.100986742990897	-0.0304736072029276	0.231540331277197
16	0.135210897952329	-0.0680456297595248	-0.0198397058444785	0.0182819869250751	0.00463020772937033	0.000393613927995434	0.152662400683472	98.3475313091955	-8.3475313091955	116.714078482646	-26.7140784826458	0.215578600051545	-0.108491118876793	-0.0316321840632629	0.243403062314209
17	0.14120908053991	-0.0726420052065274	-0.0205623543022432	0.0199400044269268	0.00527686092042515	0.000422810414450979	0.160123938753089	98.2849726120578	-8.28497261205779	117.222590534398	-27.2225905343982	0.22514202892205	-0.115819523607346	-0.0327843659155663	0.255299647246634
18	0.147287432189043	-0.077034746438828	-0.0212934684266291	0.0216935876808419	0.00593435215889452	0.00045341179763585	0.167574913508473	98.2263032863065	-8.22630328630648	117.610611646864	-27.6106116468645	0.234833278362632	-0.122823256439458	-0.0339500453230693	0.267179390160193
19	0.153428456267494	-0.0811467483802994	-0.0220449716426867	0.0235402911926263	0.00658479477269562	0.000485980774726861	0.174960186156876	98.1764360982453	-8.17643609824535	117.873907511831	-27.8739075118311	0.244624451957101	-0.129379381983896	-0.0351482328486714	0.278954378438897
20	0.159575486573456	-0.0849169810348184	-0.0228402487632898	0.0254643359151552	0.00721089366806771	0.000521676963568961	0.182200182620084	98.145496325432	-8.14549632543196	118.019363777281	-28.0193637772811	0.254425201807168	-0.135390594762147	-0.0364162129516738	0.290497740146817
21	0.165659865809207	-0.0882651600293161	-0.02370843111651	0.0274431911399245	0.00779073847500078	0.0005620897060063	0.18919835972051	98.144587056955	-8.14458705695496	118.049117617687	-28.0491176176865	0.264126061558047	-0.140728890352864	-0.0378004322648437	0.301655548023772
22	0.171607469747935	-0.0910971525576238	-0.0246626548258049	0.0294491236732884	0.00829869120410698	0.000608246543056798	0.195847035771421	98.1782936815178	-8.17829368151777	117.961422350107	-27.9614223501069	0.273608848450151	-0.145244184562538	-0.0393218348625716	0.312256115706985
23	0.177331034310884	-0.0933467253688674	-0.0257114540830672	0.0314462957297679	0.00871361113709075	0.000661078871065673	0.202042039531193	98.2498980348177	-8.24989803481769	117.762234994759	-27.762234994759	0.282734429704853	-0.148830875906995	-0.0409940275559107	0.322133353844377
24	0.182747521218262	-0.0949708765182617	-0.0268678105121752	0.0333966565114191	0.00901946738664691	0.000721879241718152	0.207696902094817	98.3637916181291	-8.3637916181291	117.460156695708	-27.4601566957083	0.291370410105647	-0.151420402612024	-0.042837708087014	0.331149397472604
25	0.187805882039623	-0.0959244261776729	-0.0281396043663073	0.0352710493286808	0.00920149553751582	0.000791837333892301	0.212754276572973	98.5214330912301	-8.52143309123007	117.056295464207	-27.0562954642067	0.299435398660113	-0.152940730512871	-0.0448654406350563	0.33921281341354
26	0.192479809003259	-0.0961749034910804	-0.0295229081135078	0.0370484768739311	0.00924961206151863	0.000871602103478625	0.217185844471799	98.7201725763785	-8.72017257637847	116.549569920542	-26.5495699205416	0.306887450579176	-0.153340088474299	-0.0470709631911795	0.346278451007332
27	0.196754067245089	-0.0957310968270209	-0.0310057243378175	0.038712162977485	0.00916444289970445	0.000961354941712729	0.220993123917696	98.9553775255421	-8.95537752554208	115.945333502604	-25.9453335026042	0.313702275582093	-0.15263248856349	-0.0494351472222855	0.352348730736123
28	0.200641392709146	-0.0946278716397912	-0.032572494432294	0.0402569684682657	0.0089544340910768	0.00106096739354182	0.224215008313191	99.2210576907969	-9.22105769079694	115.249824201611	-25.2498242016106	0.319900179702082	-0.150873519833851	-0.0519331862759789	0.357485663764654
29	0.204193968450606	-0.0929053874534237	-0.0342043629725211	0.0416951767516071	0.00863141101787078	0.00116993844635597	0.226928460568158	99.5092832391995	-9.50928323919953	114.46486834394	-24.4648683439398	0.325564362963339	-0.148127212138749	-0.0545350174944533	0.361811958814027
30	0.20748070829752	-0.0906276043328851	-0.0358826875423446	0.0430482443156406	0.00821336266711797	0.00128756726526153	0.229236066638782	99.8119446380171	-9.81194463801705	113.595712637538	-23.5957126375376	0.330804700729464	-0.144495542622585	-0.0572109176376668	0.365491177676629
31	0.210563450960109	-0.0878968555912965	-0.0375858702407751	0.0443369668802302	0.00772585722283723	0.00141269764175638	0.231247749707589	100.120783113902	-10.1207831139016	112.65743465443	-22.6574346544302	0.335719787882827	-0.140141670266735	-0.059926451276746	0.368698580528682
32	0.213508296698238	-0.0848232406600177	-0.0392885787540566	0.0455857927589828	0.00719498215606728	0.00154359242051371	0.233075883213094	100.426600761277	-10.4266007612775	111.667088904715	-21.6670889047152	0.340415013868364	-0.135241136256406	-0.06264122888083	0.37161333420455
