"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","Filename","Appendage","Variable"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.202597,3.30805,3.341745,3.307616,3.222718,3.108493,2.978199,2.838089,2.69271,2.553144,2.43522,2.350577,2.2862,2.216448,2.11887,1.991675,1.840279,1.66489,1.45223,1.187491,0.868093,0.5112614,0.1428854,-0.2161056,-0.5763372,-0.966706,-1.412428,-1.904322,-2.324453,-2.696207,-3.021243,-3.282818,-3.471502,-3.599347,-3.711227,-3.793883,-3.880299,-3.972185,-4.068626,-4.16593,-4.252531,-4.325375,-4.373175,-4.392579,-4.384606,-4.355945,-4.317721,-4.280587,-4.248528,-4.218131,-4.183286,-4.13813,-4.077748,-3.999965,-3.906229,-3.798318,-3.678499,-3.549834,-3.414312,-3.27425,-3.131033,-2.987383,-2.847728,-2.716546,-2.598268,-2.493954,-2.402556,-2.319819,-2.239861,-2.159469,-2.07987,-2.00273,-1.926193,-1.824812,-1.724232,-1.607449,-1.475477,-1.331426,-1.178992,-1.02433,-0.8722336,-0.7270803,-0.5872098,-0.4670366,"nal res","e/sal","StressAP"
1.461601,1.743781,1.978747,2.161679,2.314518,2.462277,2.590366,2.661576,2.673633,2.649932,2.606038,2.538506,2.446255,2.323573,2.165663,1.991952,1.838427,1.793647,1.940642,2.200249,2.416306,2.553371,2.671309,2.793979,2.886441,2.939353,3.016249,3.137412,3.197297,3.120435,2.92032,2.630858,2.282732,1.902351,1.514492,1.146896,0.8173283,0.5320781,0.2810615,0.01504241,-0.3092041,-0.6728488,-1.04057,-1.395135,-1.733152,-2.024504,-2.257327,-2.413267,-2.528393,-2.635418,-2.724933,-2.778939,-2.778863,-2.721709,-2.645066,-2.58425,-2.553588,-2.55598,-2.57987,-2.598749,-2.587006,-2.517961,-2.391272,-2.244791,-2.108716,-1.988829,-1.885767,-1.798578,-1.728141,-1.664001,-1.604373,-1.561744,-1.538972,-1.52935,-1.529,-1.534576,-1.536677,-1.539046,-1.537864,-1.532825,-1.523795,-1.509194,-1.476514,-1.40771,-1.300818,-1.17556,-1.04923,-0.9236353,-0.7992897,-0.6868699,-0.5837493,-0.4839847,-0.3818103,-0.2728022,-0.1536123,-0.01717436,0.1404233,0.3167971,0.5004067,0.6777769,0.8359889,"nal res","e/sal","StressAP"
0.07471249,0.07670239,0.136312,0.2569875,0.4410938,0.6864417,0.9323571,1.087041,1.146194,1.165138,1.278486,1.606803,2.011432,2.247383,2.306479,2.30641,2.326127,2.417473,2.483702,2.348977,2.066861,1.810031,1.61531,1.443397,1.246324,0.9642266,0.6411735,0.4088279,0.2868279,0.189526,0.08964423,0.03695649,0.03456345,-0.002618847,-0.1356973,-0.348438,-0.6031836,-0.876215,-1.162022,-1.482552,-1.832341,-2.122629,-2.288764,-2.423854,-2.581052,-2.754044,-2.924447,-3.068716,-3.178038,-3.270128,-3.362227,-3.481571,-3.647223,-3.829601,-3.992637,-4.133915,-4.264792,-4.380182,-4.461314,-4.496358,-4.479946,-4.43031,-4.353216,-4.249692,-4.1246,-3.989226,-3.861458,-3.76404,-3.71291,-3.679024,-3.633593,-3.564675,-3.468531,-3.356439,-3.246902,-3.139291,-3.022584,-2.890844,-2.748265,-2.61142,-2.497376,-2.410273,-2.341143,-2.283501,-2.234677,-2.184844,-2.109269,-2.011759,-1.88621,-1.737493,-1.572646,-1.395782,-1.21152,-1.025023,-0.8413856,-0.6638768,-0.4892014,-0.3234053,-0.1688709,-0.01219429,0.1103925,"nal res","e/sal","StressAP"
-0.1141069,-0.1388303,-0.176545,-0.2208941,-0.2620123,-0.2862723,-0.2751231,-0.2087173,-0.0851478,0.08636574,0.3305544,0.543837,0.7450316,0.9683625,1.248331,1.569863,1.869148,2.072207,2.156748,2.178775,2.199354,2.259037,2.342442,2.426208,2.48922,2.519635,2.511866,2.459841,2.364261,2.233798,2.075644,1.904193,1.758242,1.671762,1.668771,1.729335,1.811455,1.877563,1.899028,1.861906,1.755835,1.577739,1.352607,1.113754,0.8931111,0.6994023,0.5236334,0.3548859,0.190538,0.03796758,-0.09738388,-0.2146361,-0.3259201,-0.4452519,-0.576789,-0.72414,-0.8863317,-1.058447,-1.23422,-1.404504,-1.55891,-1.687527,-1.786829,-1.857411,-1.901675,-1.922244,-1.932077,-1.918701,-1.900327,-1.890459,-1.898565,-1.926675,-1.960266,-1.988063,-2.000043,-1.993136,-1.966759,-1.922013,-1.86049,-1.785258,-1.700845,-1.611079,-1.519019,-1.427365,-1.33731,-1.248883,-1.160219,-1.068725,-0.973717,-0.8750404,-0.7624421,-0.6325359,-0.4976388,-0.3579286,-0.2151585,-0.06944706,0.07839935,0.2291208,0.3852927,0.547711,0.717632,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2489876,-0.0802522,-0.2783589,-0.3422274,-0.3229374,-0.2798038,-0.2709144,-0.3457323,-0.4363257,-0.4643415,-0.4405089,-0.4190767,-0.4428839,-0.5526164,-0.7520782,-0.9859207,-1.206573,-1.415919,-1.661088,-1.953773,-2.267201,-2.583273,-2.872829,-3.099358,-3.257242,-3.364759,-3.42933,-3.447003,-3.431882,-3.413117,-3.416715,-3.453194,-3.520827,-3.615836,-3.721466,-3.814743,-3.894396,-3.969934,-4.043175,-4.113963,-4.181958,-4.253203,-4.31912,-4.369103,-4.389052,-4.370843,-4.323753,-4.25036,-4.153993,-4.040746,-3.916103,-3.785074,-3.654163,-3.537308,-3.440693,-3.353475,-3.266857,-3.174451,-3.072328,-2.963851,-2.85398,-2.745842,-2.640275,-2.539427,-2.432743,-2.306958,-2.163226,-2.022985,-1.899492,-1.786054,-1.651258,-1.540539,-1.435555,-1.333487,-1.224689,-1.109701,-0.9975299,-0.893868,-0.7739636,-0.6763569,-0.5784332,-0.479375,-0.3787661,-0.2796391,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5897781,-0.7386155,-0.9135183,-1.070565,-1.172879,-1.171979,-1.072221,-0.9133918,-0.7379596,-0.5766211,-0.3934631,-0.237196,-0.1385681,-0.128658,-0.2313604,-0.4521598,-0.7518568,-1.086827,-1.42529,-1.766448,-2.109922,-2.456356,-2.818536,-3.175082,-3.502485,-3.786994,-4.034965,-4.256655,-4.457705,-4.631959,-4.77299,-4.87982,-4.971778,-5.071899,-5.198123,-5.33745,-5.456889,-5.530444,-5.544304,-5.514715,-5.444412,-5.340451,-5.212871,-5.071281,-4.920839,-4.761709,-4.593296,-4.415233,-4.228499,-4.034296,-3.833878,-3.6271,-3.417969,-3.207293,-2.998341,-2.790107,-2.581961,-2.374887,-2.173676,-1.98505,-1.813958,-1.661377,-1.526946,-1.408228,-1.303867,-1.221486,-1.161604,-1.120912,-1.090871,-1.064079,-1.036863,-1.006527,-0.9708702,-0.9291469,-0.8821691,-0.8321189,-0.7804714,-0.7249415,-0.6633194,-0.6047389,-0.5237135,-0.4375143,-0.3501656,-0.2674189,-0.1946977,-0.1351417,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.036572,-2.293643,-2.572667,-2.850573,-3.095279,-3.280465,-3.396322,-3.45187,-3.480395,-3.517008,-3.57172,-3.629378,-3.679578,-3.746914,-3.864923,-4.036665,-4.220405,-4.377007,-4.496681,-4.59068,-4.672355,-4.738753,-4.775568,-4.779202,-4.766048,-4.755921,-4.757514,-4.771988,-4.797353,-4.834103,-4.887968,-4.9634,-5.055842,-5.157023,-5.269637,-5.408683,-5.579913,-5.758952,-5.919025,-6.052641,-6.173264,-6.290432,-6.399277,-6.490354,-6.554252,-6.570798,-6.530379,-6.437463,-6.301291,-6.133813,-5.950009,-5.752204,-5.519428,-5.224357,-4.854945,-4.445727,-4.060295,-3.747215,-3.495025,-3.275237,-3.071757,-2.890359,-2.744574,-2.609618,-2.475286,-2.318187,-2.153898,-1.992251,-1.823216,-1.635234,-1.439532,-1.248903,-1.041191,-0.8457098,-0.6596861,-0.4975095,-0.365004,-0.2681342,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.925597,-1.73195,-1.534279,-1.37607,-1.300254,-1.304526,-1.341921,-1.367119,-1.34385,-1.265154,-1.135736,-0.9603736,-0.7507739,-0.5335026,-0.3179224,-0.1129706,0.02153085,0.08273002,0.06896699,-0.01989206,-0.1713838,-0.3666305,-0.5880576,-0.8200254,-1.053603,-1.262622,-1.469545,-1.680172,-1.900833,-2.135279,-2.385289,-2.646428,-2.909816,-3.167733,-3.414839,-3.651671,-3.871173,-4.090535,-4.304255,-4.519704,-4.743642,-4.978824,-5.213181,-5.42491,-5.599664,-5.731472,-5.817464,-5.854498,-5.840077,-5.775061,-5.676379,-5.559212,-5.438625,-5.324653,-5.220359,-5.126381,-5.041919,-4.96606,-4.896785,-4.830304,-4.760036,-4.67515,-4.566484,-4.428619,-4.260535,-4.068956,-3.866467,-3.665276,-3.451856,-3.247561,-3.032912,-2.805341,-2.566599,-2.320184,-2.069845,-1.819241,-1.574699,-1.344904,-1.138101,-0.9538192,-0.7861282,-0.6208195,-0.4846641,-0.3663895,-0.2663384,-0.1835923,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4702138,-0.5697634,-0.6857419,-0.8142919,-0.950252,-1.08853,-1.224039,-1.355035,-1.483314,-1.611306,-1.740755,-1.869383,-1.993258,-2.108325,-2.211401,-2.303022,-2.384599,-2.457886,-2.525134,-2.587397,-2.644839,-2.698216,-2.747412,-2.789609,-2.822301,-2.843479,-2.852186,-2.849381,-2.835977,-2.812003,-2.781224,-2.750987,-2.728217,-2.719403,-2.727304,-2.751939,-2.793267,-2.850976,-2.920769,-2.99641,-3.071834,-3.142251,-3.208952,-3.274982,-3.343126,-3.414464,-3.487306,-3.559993,-3.630374,-3.69692,-3.759287,-3.817094,-3.870455,-3.920397,-3.967152,-4.009517,-4.045817,-4.071524,-4.080096,-4.065855,-4.02363,-3.949004,-3.840422,-3.698778,-3.526012,-3.324894,-3.099522,-2.85406,-2.594001,-2.328034,-2.066001,-1.818511,-1.595143,-1.399818,-1.232704,-1.09319,-0.9777054,-0.8801475,-0.7964658,-0.7236207,-0.6528942,-0.5722947,-0.5188502,-0.468371,-0.4192396,-0.3710675,-0.3233286,-0.2764351,-0.2321377,-0.1911962,-0.1539149,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.683377,-1.826464,-1.980705,-2.134241,-2.276524,-2.399387,-2.501415,-2.582635,-2.642258,-2.681179,-2.708049,-2.732797,-2.764753,-2.81141,-2.89286,-2.965351,-3.050912,-3.150179,-3.262945,-3.388771,-3.527466,-3.679217,-3.846603,-4.031787,-4.234661,-4.453084,-4.685472,-4.92991,-5.183311,-5.440949,-5.693347,-5.930264,-6.142387,-6.323275,-6.471989,-6.589479,-6.677686,-6.739548,-6.778375,-6.797335,-6.800196,-6.790257,-6.769735,-6.740619,-6.704771,-6.662931,-6.612876,-6.557402,-6.494007,-6.420818,-6.333832,-6.228198,-6.098764,-5.943331,-5.765939,-5.571533,-5.364526,-5.14882,-4.925477,-4.694652,-4.457517,-4.215662,-3.969242,-3.719304,-3.46997,-3.204436,-2.972267,-2.756175,-2.557802,-2.376021,-2.209858,-2.057825,-1.916709,-1.783749,-1.65868,-1.540591,-1.427789,-1.318864,-1.199127,-1.086275,-0.9710786,-0.8555559,-0.7423156,-0.6336901,-0.5323452,-0.439656,-0.356008,-0.2831025,-0.2229963,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.134702,-1.225112,-1.325372,-1.425883,-1.516665,-1.593804,-1.658363,-1.712367,-1.759136,-1.803971,-1.852858,-1.911553,-1.983773,-2.068262,-2.162847,-2.265237,-2.373476,-2.488945,-2.614352,-2.752897,-2.907037,-3.076027,-3.257913,-3.467491,-3.664393,-3.8653,-4.066148,-4.262859,-4.453259,-4.636786,-4.812884,-4.980661,-5.138392,-5.284673,-5.419324,-5.542451,-5.653055,-5.750132,-5.832862,-5.9013,-5.959552,-6.012631,-6.064541,-6.117735,-6.172094,-6.226358,-6.279119,-6.327659,-6.365899,-6.386922,-6.384618,-6.353644,-6.289826,-6.189742,-6.058855,-5.898216,-5.712805,-5.508661,-5.29121,-5.064732,-4.833139,-4.599186,-4.364442,-4.130383,-3.860523,-3.626892,-3.3942,-3.164916,-2.9422,-2.730243,-2.533813,-2.356072,-2.198692,-2.062556,-1.943141,-1.83117,-1.719733,-1.60401,-1.48291,-1.35874,-1.233645,-1.108328,-0.9751516,-0.8524471,-0.7332634,-0.6174374,-0.5060711,-0.4008185,-0.3041361,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5631675,0.5279518,0.4938022,0.4606705,0.4262111,0.3876596,0.3422835,0.2873082,0.2229552,0.1680895,0.1101214,0.05228608,-0.002602588,-0.05492138,-0.1071136,-0.1618386,-0.221652,-0.289772,-0.3709855,-0.470014,-0.5910276,-0.7376419,-0.9111078,-1.110182,-1.33225,-1.5735,-1.8301,-2.100404,-2.382499,-2.673971,-2.971965,-3.27166,-3.567025,-3.852544,-4.123318,-4.374763,-4.596661,-4.795655,-4.964301,-5.100625,-5.204543,-5.277935,-5.323371,-5.343448,-5.340391,-5.315565,-5.269955,-5.204218,-5.118776,-5.013584,-4.886345,-4.739906,-4.57307,-4.387083,-4.183053,-3.96253,-3.728345,-3.484591,-3.236172,-2.987898,-2.743433,-2.505185,-2.274249,-2.052017,-1.840506,-1.641459,-1.45582,-1.283657,-1.115805,-0.9685248,-0.8314259,-0.7026378,-0.5802513,-0.462148,-0.3463259,-0.2277634,-0.09238447,0.0425009,0.1771416,0.3110924,0.4432167,0.572138,0.695586,0.8093895,0.9078564,"nal res","e/sal","StressAP"
0.8511679,0.9255337,0.9810259,1.011427,1.013605,0.9880606,0.9379813,0.8678089,0.7822724,0.6811041,0.5619023,0.4227737,0.2616382,0.07817283,-0.1251158,-0.321972,-0.5022634,-0.6801005,-0.8468374,-0.9954768,-1.122734,-1.227022,-1.307319,-1.36351,-1.397506,-1.412486,-1.411374,-1.394869,-1.364319,-1.321956,-1.273463,-1.227183,-1.190128,-1.167504,-1.160095,-1.167661,-1.19063,-1.229057,-1.281879,-1.347198,-1.42139,-1.501538,-1.586778,-1.677317,-1.772655,-1.868511,-1.959331,-2.040234,-2.117249,-2.186178,-2.258629,-2.339173,-2.426551,-2.518239,-2.612319,-2.707704,-2.803975,-2.900203,-2.99412,-3.081392,-3.157364,-3.221805,-3.272678,-3.310053,-3.333586,-3.342957,-3.338622,-3.319526,-3.283527,-3.228437,-3.151699,-3.052806,-2.933573,-2.794065,-2.633764,-2.453613,-2.255412,-2.04469,-1.828272,-1.611882,-1.4019,-1.204577,-1.023637,-0.8618214,-0.7199384,-0.5964577,-0.4763009,-0.3854696,-0.2969512,-0.2053399,-0.1161576,-0.02346689,0.07648272,0.1871397,0.3130585,0.4552868,0.6136514,0.7880654,0.9758651,1.173932,1.379001,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.003826,-1.195451,-1.382702,-1.552556,-1.716099,-1.890138,-2.082524,-2.292288,-2.525846,-2.791313,-3.090044,-3.414898,-3.759372,-4.115104,-4.473785,-4.823781,-5.148939,-5.435221,-5.670458,-5.848579,-5.975883,-6.067606,-6.133182,-6.177807,-6.215067,-6.223141,-6.209307,-6.175528,-6.137113,-6.107693,-6.090945,-6.083827,-6.086325,-6.097583,-6.11682,-6.137882,-6.147836,-6.143708,-6.118672,-6.072081,-6.002559,-5.908614,-5.783356,-5.618971,-5.411388,-5.166013,-4.889624,-4.590064,-4.276116,-3.956048,-3.641096,-3.344112,-3.067257,-2.867934,-2.727966,-2.632298,-2.564434,-2.510402,-2.455442,-2.392918,-2.31976,-2.234773,-2.132209,-2.009982,-1.872018,-1.731326,-1.599318,-1.479224,-1.370514,-1.268395,-1.165439,-1.054634,-0.937043,-0.8159139,-0.6896376,-0.5713445,-0.4577996,-0.3474259,-0.2411908,-0.1449285,-0.06403361,0.005363954,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.998805,-2.828048,-2.615007,-2.369874,-2.103445,-1.831621,-1.570555,-1.335722,-1.138966,-0.9868187,-0.8834048,-0.8307814,-0.8253521,-0.8607479,-0.9318504,-1.036783,-1.179381,-1.363682,-1.591683,-1.860907,-2.166607,-2.504995,-2.872523,-3.265382,-3.677388,-4.099045,-4.51931,-4.928478,-5.3171,-5.675858,-6.000126,-6.265792,-6.470516,-6.610469,-6.688838,-6.713501,-6.693757,-6.63911,-6.56011,-6.467711,-6.371062,-6.273708,-6.171687,-6.060059,-5.933788,-5.789815,-5.627566,-5.445613,-5.249967,-5.04522,-4.837398,-4.631856,-4.433688,-4.245795,-4.070393,-3.910154,-3.76574,-3.635498,-3.517715,-3.409535,-3.307827,-3.185809,-3.092001,-3.001611,-2.914251,-2.829231,-2.74463,-2.65967,-2.574427,-2.487773,-2.39966,-2.31051,-2.218838,-2.123284,-2.022953,-1.914714,-1.796288,-1.667436,-1.512813,-1.364174,-1.212287,-1.060054,-0.9111769,-0.770488,-0.6411216,-0.5243789,-0.42152,-0.3330642,-0.2589252,"nal res","e/sal","StressAP"
-0.07581657,-0.1184133,-0.1625978,-0.2095142,-0.2573665,-0.3065718,-0.3583636,-0.4238424,-0.5127564,-0.6291343,-0.763662,-0.9009985,-1.024073,-1.119104,-1.17153,-1.166021,-1.093458,-0.9690763,-0.8184537,-0.6640695,-0.5256216,-0.419727,-0.355356,-0.3346194,-0.3526101,-0.400432,-0.4760877,-0.5865102,-0.7371868,-0.9258819,-1.150647,-1.409902,-1.692868,-1.97786,-2.239478,-2.4511,-2.591443,-2.659673,-2.668447,-2.631446,-2.561575,-2.473597,-2.379323,-2.290844,-2.22199,-2.185931,-2.194184,-2.258416,-2.38534,-2.578073,-2.835205,-3.146683,-3.491854,-3.839794,-4.162914,-4.438411,-4.649837,-4.796068,-4.883205,-4.917629,-4.902895,-4.84556,-4.762224,-4.668344,-4.568443,-4.462161,-4.346527,-4.216772,-4.068121,-3.906214,-3.7404,-3.579745,-3.435512,-3.313602,-3.212648,-3.124655,-3.039373,-2.944385,-2.830647,-2.69359,-2.536082,-2.363205,-2.179447,-1.985587,-1.783492,-1.574604,-1.351409,-1.141348,-0.92825,-0.7007195,-0.4768076,-0.2564572,-0.04652934,0.1495431,0.3363657,0.522661,0.7125457,0.9013308,1.080477,1.241499,1.376922,"nal res","e/sal","StressAP"
0.06787092,0.00606079,-0.04001097,-0.07995353,-0.1098462,-0.1270712,-0.1312837,-0.1236251,-0.1062582,-0.08016459,-0.04626854,-0.008176657,0.02654505,0.0551232,0.0623492,0.04752723,0.01709565,-0.02105397,-0.06667116,-0.1166917,-0.1694936,-0.2236626,-0.2774861,-0.3292743,-0.3772149,-0.423662,-0.4727479,-0.5275009,-0.587707,-0.6482033,-0.7041868,-0.7534973,-0.7975822,-0.8379638,-0.8754713,-0.9103495,-0.9438315,-0.9775235,-1.012211,-1.048856,-1.088197,-1.129973,-1.173002,-1.214893,-1.252776,-1.285429,-1.31227,-1.33341,-1.349796,-1.36184,-1.370295,-1.375704,-1.377188,-1.374696,-1.368789,-1.360628,-1.352347,-1.345515,-1.340122,-1.33475,-1.327041,-1.314853,-1.298005,-1.276004,-1.248713,-1.216613,-1.179916,-1.139691,-1.096956,-1.051689,-1.004399,-0.9551038,-0.9030817,-0.8484455,-0.7911867,-0.7320303,-0.6726431,-0.6140681,-0.5574072,-0.4998101,-0.4494574,-0.4034581,-0.3632012,-0.329374,-0.3031034,-0.2843465,-0.2720723,-0.2658454,-0.2646751,-0.2675043,-0.2738232,-0.2826963,-0.290489,-0.3072193,-0.3297556,-0.3569565,-0.3868172,-0.4175471,-0.448947,-0.4813287,-0.5153583,"nal res","e/sal","StressAP"
0.03489147,0.05086313,0.07016726,0.09346107,0.1208073,0.1528735,0.1908157,0.2357787,0.288291,0.34746,0.4123939,0.5007434,0.5706213,0.6375146,0.6971877,0.7372871,0.7695171,0.7824061,0.7755142,0.7490277,0.7039333,0.6430797,0.5693107,0.484445,0.3866144,0.2738147,0.1542421,0.03786101,-0.07917409,-0.1905926,-0.2925301,-0.3817611,-0.4561384,-0.5157006,-0.5618786,-0.601491,-0.6300818,-0.6567649,-0.6858228,-0.7199167,-0.7608774,-0.8092847,-0.8655003,-0.9266388,-0.9917645,-1.058058,-1.121651,-1.178778,-1.227375,-1.267247,-1.299092,-1.324627,-1.344666,-1.360556,-1.37376,-1.385668,-1.397938,-1.411424,-1.426757,-1.444394,-1.464097,-1.485945,-1.508825,-1.53075,-1.550643,-1.567791,-1.582372,-1.593949,-1.600867,-1.601664,-1.594212,-1.576917,-1.548919,-1.509913,-1.46176,-1.406633,-1.346749,-1.283605,-1.217981,-1.151015,-1.08334,-1.015464,-0.9485447,-0.8793278,-0.8192306,-0.7672124,-0.7229377,-0.6856934,-0.6533536,-0.6243626,-0.5986825,-0.5784455,-0.5596825,-0.551713,-0.5559756,-0.5737444,-0.6019759,-0.6376193,-0.6778302,-0.7201567,-0.7630119,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4443319,0.5203238,0.5835507,0.6319238,0.6642392,0.6802352,0.6807288,0.6675325,0.6430602,0.6098565,0.5700565,0.5252137,0.4759159,0.4214665,0.3609259,0.2934523,0.2181266,0.134595,0.04370304,-0.05323886,-0.154649,-0.2530576,-0.3482473,-0.4426673,-0.5349909,-0.6237263,-0.7071687,-0.7835722,-0.8518862,-0.9116215,-0.9630273,-1.006643,-1.042794,-1.071825,-1.097781,-1.114334,-1.12735,-1.138346,-1.148879,-1.160511,-1.174389,-1.191367,-1.211965,-1.237503,-1.267586,-1.301446,-1.338114,-1.376258,-1.414054,-1.449687,-1.481672,-1.508467,-1.528689,-1.541667,-1.54768,-1.547083,-1.540124,-1.52723,-1.508692,-1.484375,-1.454276,-1.418755,-1.378148,-1.332567,-1.282286,-1.227863,-1.169726,-1.108222,-1.044009,-0.97787,-0.9103201,-0.8417648,-0.7728642,-0.7043532,-0.6368152,-0.5710257,-0.5081703,-0.4494314,-0.3956193,-0.3475479,-0.3061089,-0.2691019,-0.2425092,-0.2202137,-0.2093612,"nal res","e/sal","StressAP"
0.05533934,0.0259357,0.005718513,-0.002227844,-0.001176577,0.007260875,0.0221788,0.03696894,0.04880596,0.05940851,0.07266613,0.09170235,0.1149655,0.1395565,0.161208,0.174934,0.1761679,0.1607086,0.1284863,0.08526567,0.04434747,-0.0004330732,-0.04797979,-0.09771055,-0.1484326,-0.1981649,-0.2449832,-0.2877095,-0.329219,-0.3752221,-0.4290169,-0.4906113,-0.5550283,-0.6189631,-0.6825685,-0.7499763,-0.825594,-0.9113847,-1.00524,-1.102117,-1.196432,-1.282448,-1.357468,-1.414172,-1.453572,-1.477867,-1.490571,-1.494773,-1.492968,-1.48628,-1.476236,-1.46504,-1.454397,-1.445713,-1.439889,-1.436378,-1.43457,-1.433632,-1.43192,-1.428052,-1.420654,-1.408736,-1.393111,-1.374638,-1.354341,-1.333742,-1.313504,-1.293871,-1.274358,-1.252592,-1.228007,-1.19908,-1.164912,-1.125673,-1.081753,-1.033712,-0.9828212,-0.9297302,-0.8748852,-0.8191408,-0.7627525,-0.7064314,-0.6513568,-0.5981764,-0.5430528,-0.4964992,-0.4532795,-0.4136586,-0.3775807,-0.344335,-0.313764,-0.2854093,-0.2594607,-0.2364536,-0.2159185,-0.19535,-0.1784949,-0.1622308,-0.1450424,-0.1250924,-0.1003307,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5155889,-0.4836241,-0.4502174,-0.4245945,-0.4111195,-0.4052561,-0.4019567,-0.3972263,-0.3883717,-0.3727106,-0.3494255,-0.3253859,-0.3090715,-0.3070326,-0.3180529,-0.3383648,-0.3647662,-0.3963913,-0.4333496,-0.4754998,-0.5215783,-0.5696181,-0.6177812,-0.666256,-0.7172855,-0.7732468,-0.8353635,-0.9029034,-0.9746467,-1.048813,-1.123032,-1.195136,-1.263528,-1.327888,-1.388307,-1.445215,-1.49952,-1.552198,-1.603973,-1.654566,-1.703374,-1.749311,-1.792883,-1.833144,-1.869766,-1.902667,-1.931787,-1.95702,-1.97878,-1.997714,-2.013782,-2.025467,-2.030634,-2.028345,-2.018938,-2.003038,-1.981042,-1.953039,-1.908295,-1.865375,-1.812787,-1.750746,-1.681508,-1.608702,-1.534017,-1.457407,-1.378146,-1.296377,-1.212947,-1.128837,-1.04575,-0.9659227,-0.8915859,-0.8246931,-0.7667978,-0.7188782,-0.679615,-0.6330649,-0.5995363,-0.5673984,-0.5382446,-0.5136831,-0.4949875,-0.4830599,-0.478737,"nal res","e/sal","StressAP"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6273812,0.5976836,0.5764799,0.5647042,0.5617737,0.5669495,0.5806494,0.6034601,0.6357223,0.677114,0.7248685,0.7754148,0.8246558,0.8675117,0.8996553,0.9175411,0.9185459,0.9029264,0.872074,0.8282786,0.7745166,0.7138371,0.649956,0.58703,0.5276489,0.4720928,0.4247184,0.384498,0.3518277,0.3264035,0.3068615,0.2916299,0.2789121,0.2664399,0.2519942,0.2333277,0.2079781,0.1751693,0.1359063,0.09162753,0.04510257,0.0006652312,-0.03676163,-0.06180649,-0.07271596,-0.07156002,-0.06079472,-0.0432356,-0.01956193,0.01033088,0.04608264,0.08794546,0.136322,0.1908177,0.2513588,0.3180535,0.3901229,0.4667654,0.5459485,0.6250209,0.7021371,0.7753677,0.8430064,0.9040066,0.9570991,1.002771,1.043241,1.080596,1.11477,1.141917,1.157046,1.156753,1.144683,1.126357,1.107431,1.091511,1.079086,1.069284,"nal res","e/sal","StressAP"
