File.name,Appendage,Species,Calib.File,Pixels.Per.mm,Group,5fPriorStart.x,5fPriorStart.y,5fPriorEnd.x,5fPriorEnd.y,CycleStart.x,CycleStart.y,CycleEnd.X,CycleEnd.y,5fPostStart.x,5fPostStart.y,5fPostEnd.x,5fPostEnd.y,PriorDistance.pixels,StanceDistance.pixels,PostDistance.pixels,PriorDuration.s,StanceDuration.frames,StanceDuration.s,PostDuration.s,PriorSpeed.cm.s,StanceSpeed.cm.s,PostSpeed.cm.s
af06f46,Pel,af,cal20,6.455681818,HL,354.333,425,395.667,419.667,401,420,761,413.667,775.667,417.667,827.667,427,41.67661749,360.0556997,52.83090846,0.05,45,0.45,0.05,12.9116083,12.39410181,16.36725909
af06f51,Pel,af,cal20,6.455681818,HL,427,423,459,423.667,466,423,855.667,420.333,863,421,889,421.667,32.00695064,389.6761268,26.00855415,0.05,60,0.6,0.05,9.915900919,10.06028843,8.057570024
af06f54,Pel,af,cal21,6.426022727,HL,327,422,393,424.333,403.667,425.667,815,424,827.667,426.333,899.667,433,66.04122113,411.3363779,72.308014,0.05,32,0.32,0.05,20.55430674,20.00344903,22.50474892
af06f55,Pel,af,cal21,6.426022727,HL,406,420,446,427,455,427.667,869,426,881,427,925,426,40.60788101,414.0033561,44.01136217,0.05,50,0.5,0.05,12.63857373,12.88521294,13.6978545
af06f56,Pel,af,cal21,6.426022727,HL,372,428,404,428,409,427.667,821,428,833,430.333,875,432,32,412.0001346,42.03306899,0.05,59,0.59,0.05,9.959504147,10.8668354,13.0821414
af06f59,Pel,af,cal21,6.426022727,HL,441,428.333,481,425.667,488,425,895.667,423,910.333,425.667,957,428.333,40.088746,407.6719059,46.74308981,0.05,46,0.46,0.05,12.477001,13.79147431,14.5480624
af06f61,Pel,af,cal21,6.426022727,HL,378.333,430.333,413,429,418.333,429,800,427,812,429,849,433,34.69261849,381.6722401,37.21558813,0.05,54,0.54,0.05,10.79753993,10.99903431,11.58277514
af06f63,Pel,af,cal21,6.426022727,HL,465,428.333,479.667,428.333,483.667,427,869,429.667,877,429.667,895.667,431,14.667,385.3422294,18.71453387,0.05,62,0.62,0.05,4.564876479,9.671919183,5.824608678
af07f02,Pel,af,cal15,4.000068182,HL,494,525,541,519,547,519,762,509,773,510,835,513,47.38143096,215.2324325,62.07253821,0.05,34,0.34,0.05,23.69031167,15.8256444,31.03574009
af07f06,Pel,af,cal15,4.000068182,HL,530,520,544,521,548,522,772.333,521,776.333,521,795.667,519.667,14.03566885,224.3352288,19.37989796,0.05,69,0.69,0.05,7.017714804,8.127949456,9.689783814
af07f07,Pec,af,cal15,4.000068182,FL,496,534,504,536,506,535,682,524,688,524,719,525,8.246211251,176.343415,31.01612484,0.05,56,0.56,0.05,4.123035347,7.872339695,15.50779808
af07f08,Pec,af,cal15,4.000068182,FL,538,532,551,531,555,531,709,522,715,523,755,531,13.03840481,154.2627628,40.79215611,0.05,44,0.44,0.05,6.519091284,8.764780307,20.3957304
af07f08,Pel,af,cal15,4.000068182,HL,502,515,518,514,521,514,746,517,753,518,783,518,16.03121954,225.0199991,30,0.05,53,0.53,0.05,8.015473144,10.61396998,14.99974432
af07f11,Pel,af,cal16,6.367181818,HL,349,491.667,366,488,368,488,743,500,751,501,781,503,17.39100023,375.1919509,30.06659276,0.05,72,0.72,0.05,5.462699425,8.184153471,9.444238791
af07f17,Pel,af,cal17,6.365431818,HL,417,446,470,450,478,453,859.667,451,868,451,893,451,53.15072906,381.6722401,25,0.05,42,0.42,0.05,16.69980312,14.27622595,7.854926646
af07f18,Pec,af,cal17,6.365431818,FL,247,483,263,483,267,482,587,468,599,469,665,479,16,320.3061036,66.75327707,0.05,43,0.43,0.05,5.027153053,11.70223697,20.97368379
af07f19,Pec,af,cal17,6.365431818,FL,279,477,299,478,302,478,627,472,638,472,711,477,20.02498439,325.0553799,73.17103252,0.05,51,0.51,0.05,6.29179134,10.01288692,22.99012372
af07f22,Pel,af,cal17,6.365431818,HL,334.333,457,339,458,340,458,706.333,455.667,712,455,737,452,4.772932956,366.3404288,25.17935662,0.05,63,0.63,0.05,1.49964153,9.1351657,7.911279971
af07f27,Pec,af,cal18,6.455681818,FL,454,476,472,471,477,470,761,476,766,476,795,475,18.68154169,284.0633732,29.01723626,0.05,51,0.51,0.05,5.787627773,8.627857165,8.989673616
af07f32,Pel,af,cal18,6.455681818,HL,356,454,383,453,387,453,771,454,777,455,791,455,27.01851217,384.0013021,14,0.05,69,0.69,0.05,8.370459677,8.6206793,4.337264566
af07f33,Pec,af,cal18,6.455681818,FL,353,477,393,477.667,401,478,721,466.333,733,467,793,470.333,40.00556073,320.2126151,60.09250277,0.05,49,0.49,0.05,12.39390721,10.1227903,18.6169345
af07f34,Pec,af,cal18,6.455681818,FL,230,482,255,480,262,480,604,475,616,474,665,469,25.07987241,342.0365478,49.25444142,0.05,42,0.42,0.05,7.769860137,12.61482142,15.25925311
af07f36,Pec,af,cal18,6.455681818,FL,214,479,249,480,254,479,588,471,601,474,658,472,35.0142828,334.0957946,57.03507693,0.05,45,0.45,0.05,10.84758629,11.50049089,17.66972987
af07f40,Pec,af,cal19,6.424522727,FL,267,446,297.667,444.333,303,444,629,443,639,443,699.667,445,30.71227406,326.0015337,60.6999579,0.05,47,0.47,0.05,9.560951176,10.79644845,18.89633222
af07f41,Pec,af,cal19,6.424522727,FL,333,448,354,445,359,445,691,446,705,448.333,764,449,21.21320344,332.001506,59.00377013,0.05,50,0.5,0.05,6.603822365,10.33544499,18.3682968
af07f49,Pel,af,cal20,6.455681818,HL,363,412.333,397,414,405.667,413.667,793,414,812,418,876,422,34.04084148,387.3331431,64.12487817,0.05,34,0.34,0.05,10.54600968,17.64670501,19.86618299
af07f51,Pel,af,cal20,6.455681818,HL,331,423,378,419,390,419,798,421,820,424,881,427,47.16990566,408.0049019,61.07372594,0.05,38,0.38,0.05,14.61345431,16.63181583,18.92092196
af07f53,Pel,af,cal20,6.455681818,HL,420.333,421.333,478,419,489,419,894,415,907,418,962.333,421.667,57.71417311,405.0197526,55.45437564,0.05,46,0.46,0.05,17.880117,13.63880296,17.18002132
af07f57,Pel,af,cal21,6.426022727,HL,398.333,425.667,433,422,440,422,843.667,424.333,855,426,895,430,34.86040416,403.6737417,40.19950248,0.05,60,0.6,0.05,10.84976062,10.46976642,12.51147224
af07f59,Pel,af,cal21,6.426022727,HL,396,416,438.333,419,448,418,815,423,831,424,908,428,42.43916692,367.0340584,77.1038261,0.05,33,0.33,0.05,13.20853309,17.30813081,23.99737112
