"ToeTip_X"	"ToeTip_Y"	"KneeElbow_X"	"KneeElbow_Y"	"HipShoulder_X"	"HipShoulder_Y"	"AnkleWrist_X"	"AnkleWrist_Y"	"MetaPhalJoint_X"	"MetaPhalJoint_Y"	"Costal1_X"	"Costal1_Y"	"Costal2_X"	"Costal2_Y"
304.417665371332	341.456381	247.978109172304	352.240432271001	247.982880547471	374.886757792921	255.167883220075	348.28664694568	278.530646170888	349.689862942255	247.057290641737	397.5367052672	221.73863629975	397.546486308807
304.417663003413	341.456381	247.978246258086	352.2385713012	248.248723570159	374.900422159669	255.167914289723	348.286650764404	278.526973290192	349.147220676722	247.196974116065	397.536530954571	221.837219621993	397.557124286852
304.417671424481	341.456381	247.978297453284	352.240754971607	248.4599781986	374.901515444157	255.167917651453	348.286635081422	278.539223221279	348.840320453575	247.324959889493	397.535735309661	222.038988478771	397.51767495101
304.417682325583	341.456381	247.97825914364	352.244482278129	248.636679624733	374.890757492491	255.167899847833	348.286615188404	278.554304657166	348.687277300371	247.469659237007	397.534974596532	222.330754844218	397.455728482691
304.417687143136	341.456381	247.978074442358	352.247643585771	248.795229374545	374.866232733597	255.167856599123	348.286607053854	278.558660128234	348.597919729582	247.668019937296	397.535042010547	222.707939146985	397.39983853256
304.417677418003	341.456381	247.977708315047	352.247968719851	248.953519504539	374.82710664507	255.167788064894	348.286626368638	278.538923384876	348.485475383865	247.953488093482	397.536674577824	223.162430625919	397.378163535996
304.417645927894	341.456381	247.977384491878	352.241286480208	249.147092140281	374.785345907419	255.167746972714	348.286685536014	278.48399250304	348.303422596346	248.318044830369	397.539944198133	223.644304049659	397.414181999316
304.417590846374	341.456381	247.977442877082	352.224269039578	249.416839203454	374.756556763747	255.167805748348	348.286786586736	278.38763542503	348.02917495414	248.73816448113	397.544168506749	224.094509526348	397.524990399811
304.417552920734	341.456381	247.978316031666	352.20767675088	249.787566527885	374.742585111002	255.168021674144	348.286852941796	278.277968716678	347.70560110296	249.202535288436	397.544461118074	224.522999777607	397.688749388458
304.417593728567	341.456381	247.980364650821	352.210274932075	250.273651619847	374.738191307333	255.168418721704	348.286770018364	278.198039432665	347.406965768113	249.707003886381	397.534235027343	224.974302339061	397.864149876484
304.417762358839	341.456381	247.982561636624	352.259606134907	250.864586775681	374.738164366068	255.168724582208	348.286451610646	278.159025587135	347.181291052495	250.257278672824	397.512274603303	225.481844919609	398.01640345302
304.41808535582	341.456381	247.982946959706	352.386745622616	251.534327715614	374.737832097192	255.168482024638	348.285856636519	278.151230268263	347.056944289063	250.865854089512	397.481482504571	226.070108752706	398.116684672352
304.418359239212	341.456381	247.978948532403	352.589407106231	252.26414877164	374.740241681615	255.167329570165	348.285369846703	278.161093555382	347.021303367855	251.552645273246	397.455079040561	226.737925671479	398.162622352746
304.418199219785	341.456381	247.967873832656	352.838407158771	253.042169592503	374.754270909092	255.165048467562	348.285710280815	278.172601543049	347.029643201243	252.341874548933	397.45367266002	227.464460461004	398.172299288986
304.41729766003	341.456381	247.955292535276	353.104024807151	253.873808466349	374.780301176558	255.162874803415	348.287423935081	278.178308830995	347.050894055793	253.221678724208	397.478247894393	228.248152845168	398.146817435672
304.415459591428	341.456381	247.955134873232	353.357029451361	254.780632482068	374.809739311095	255.16348688452	348.290818404992	278.179427244823	347.068860490757	254.144132208023	397.510136679072	229.107174549874	398.07001437964
304.413562638322	341.456381	247.984683192079	353.577583012347	255.75046014109	374.822941186633	255.16926029348	348.294228199069	278.177846820929	347.078277492377	255.066432775909	397.537046614101	230.056166412303	397.936172026592
304.413809186596	341.456381	248.064628420532	353.757726745246	256.728493801881	374.787370868159	255.181985866941	348.293554497348	278.175817841897	347.086544303663	255.954489436372	397.555657822954	231.10365863038	397.753835984017
304.418219731793	341.456381	248.197176915732	353.903015974637	257.673557885974	374.692451851781	255.195636741014	348.285150155908	278.174685386633	347.093580694048	256.797604153416	397.561515333905	232.219019990067	397.552046689462
304.428357035768	341.456381	248.355596450634	354.038743245405	258.569969130456	374.562853118688	255.19213147068	348.266392742849	278.174354652524	347.08648124054	257.620606022198	397.547556400865	233.311814549794	397.390018132332
304.440059583313	341.456381	248.519491492379	354.182320973116	259.431152505684	374.416897878174	255.154621916102	348.245372254236	278.174557293841	347.052257294219	258.46046918967	397.509364024107	234.330725373248	397.300168522545
304.438122310874	341.456381	248.685658762925	354.332554687629	260.322814375484	374.254698402288	255.070731964255	348.250815722003	278.174928702083	346.979945812185	259.371759399382	397.448119987871	235.31043383283	397.257794917073
304.407844394649	341.456381	248.865946970946	354.488877755967	261.306704311874	374.079288374954	254.948834297811	348.309897884707	278.175193644217	346.873447177305	260.3863034955	397.372668833697	236.285624224747	397.232254536915
304.338878208237	341.456381	249.104265017757	354.657507253105	262.420125136219	373.905997139763	254.846915152505	348.44016373892	278.175323165534	346.77253327916	261.475212596228	397.309059421819	237.266758986724	397.194434294758
304.233243883602	341.456381	249.436265579908	354.849840076616	263.66501995348	373.754620205686	254.817604324653	348.637867688011	278.17531372259	346.710792569778	262.600179498222	397.267091357158	238.260456382132	397.11972319886
304.129512935594	341.456381000001	249.856787803777	355.090252964455	264.944463840668	373.653118553842	254.873527526363	348.837345010687	278.175125466257	346.685679259067	263.722006409537	397.19778109172	239.272708389742	396.996841440547
