"ToeTip_X"	"ToeTip_Y"	"KneeElbow_X"	"KneeElbow_Y"	"HipShoulder_X"	"HipShoulder_Y"	"AnkleWrist_X"	"AnkleWrist_Y"	"MetaPhalJoint_X"	"MetaPhalJoint_Y"	"Costal1_X"	"Costal1_Y"	"Costal2_X"	"Costal2_Y"
494.894680963397	456.529870470534	391.245305389444	483.843046418722	390.156889759481	555.860346549402	400.963233923291	478.184516698036	438.09513535943	466.397725601385	388.583379559497	595.599654835448	324.626747416864	584.6026212505
495.086956866121	456.52637272937	391.385199855409	483.572367687106	390.460632942716	555.827171757144	401.11562501363	477.934531558645	438.124587844005	465.862003998167	388.972792638519	595.589192066825	324.76648286894	584.600989160315
495.239604668205	456.5241403721	391.487107024466	483.414878608047	390.785395011766	555.831861385718	401.23958173522	477.771232417878	438.110532964766	465.408990366795	389.358247899208	595.579743914769	324.944124897772	584.657707495108
495.353377305343	456.523164968501	391.556619263499	483.365754309218	391.132463013935	555.8719473869	401.337988322709	477.691553130982	438.055170550536	465.034438507009	389.743789059824	595.572112214963	325.160688215627	584.767959015607
495.429183386978	456.523466635574	391.598749113838	483.421181373905	391.503184101318	555.945571658745	401.413626467182	477.693436101644	437.960191652072	464.735159768667	390.132724215005	595.566990109009	325.417111099904	584.927324780318
495.468042304146	456.52508580528	391.618096497477	483.578066164207	391.898948198182	556.051310153356	401.46920488699	477.77554144354	437.826925260087	464.50871808251	390.527837969994	595.564993388905	325.714277434918	585.131669287079
495.470540503865	456.527983516951	391.620873888349	483.830502084581	392.320978071454	556.186042502195	401.507717484222	477.933724397845	437.658115327166	464.349736228305	390.93396077173	595.567040135577	326.053283677861	585.37574932839
495.43639033699	456.531960519462	391.616549436402	484.166903293762	392.770159004261	556.343223535153	401.532733935207	478.158177283565	437.459362555699	464.24689892301	391.360053537365	595.57465873886	326.435655461821	585.652085285256
495.365245797158	456.536716952728	391.614836037233	484.574493275487	393.247331686601	556.515789016237	401.547736337667	478.437797501007	437.236729773388	464.187941995507	391.81578736176	595.589385746147	326.863271037148	585.952971722845
495.257045492431	456.541450303023	391.624555520269	485.037336652071	393.753310547134	556.695997615206	401.55524161102	478.757668229603	436.997024513569	464.159125461589	392.312169323749	595.612357869172	327.339868189419	586.270959260215
495.111919153566	456.545147396857	391.654154223053	485.538270212423	394.289024769974	556.875909278283	401.557371351572	479.10146294388	436.747275271039	464.146239446653	392.860633148224	595.644514334313	327.869924772144	586.598720585966
494.93212854396	456.546302053932	391.711151639839	486.05950923067	394.858621295676	557.049113208053	401.555537224959	479.453983879418	436.49289033262	464.137459539154	393.470486033823	595.685630639118	328.458730073533	586.929560166594
494.722203976705	456.542883837256	391.802081475287	486.582611530291	395.469672308587	557.210827502897	401.550396139168	479.801238865425	436.237552522662	464.123502061066	394.148770293929	595.734244155838	329.112435090029	587.257455637461
494.486934051087	456.532756048928	391.933043964469	487.09119129626	396.131787185899	557.357995984497	401.542422058101	480.131483138115	435.983621046955	464.097031243252	394.900903172316	595.78863534326	329.83685547898	587.578090922361
494.231554116365	456.513538418782	392.108977272109	487.575155017299	396.860213219258	557.492524381168	401.531647996298	480.43956763697	435.729718938169	464.0562094599	395.727736236952	595.846491463969	330.636670527377	587.892192957092
493.961310521844	456.48285378704	392.33411728708	488.026626984628	397.670879884358	557.617432483547	401.51811281682	480.722431252399	435.473769353206	464.000646092129	396.629091297688	595.905780376888	331.516003478338	588.201746236064
493.680734377761	456.438804423148	392.607942288634	488.447923263215	398.576028471477	557.737540465756	401.502725452334	480.985369859881	435.213705162787	463.934033536169	397.603087782225	595.968319704688	332.47560918649	588.511795877821
493.393936445885	456.379775644556	392.927211669213	488.847205735792	399.585689465962	557.858682891437	401.486908231853	481.238497247574	434.947483190331	463.862429126853	398.646883296475	596.038133179663	333.514299025548	588.829110216098
493.104159654866	456.304811630101	393.287542796481	489.236367074384	400.702823565733	557.986256690397	401.473262386801	481.496456150491	434.674166676392	463.79476450572	399.757890310545	596.120531044761	334.62896530256	589.159639733848
492.813309014314	456.213972952628	393.68283094071	489.632979760737	401.919470540477	558.124962280231	401.466207661626	481.780824784769	434.39453371	463.744385260568	400.93393352422	596.222778760597	335.813559784285	589.508036339996
492.522951734616	456.108223861552	394.107284828552	490.054846759559	403.225258299352	558.279326861165	401.470653101452	482.113177440234	434.109749146944	463.725694257462	402.172377782384	596.351779672502	337.06088685602	589.878286996037
492.233627194395	455.992295678196	394.557243499729	490.518579858774	404.603019322228	558.453354728977	401.493043985538	482.512316900268	433.822082025112	463.756221497158	403.468301986893	596.511989697072	338.359622988711	590.271825381881
491.945592438867	455.872088981814	395.029764549686	491.04008645241	406.033599993963	558.650905173701	401.54018669641	482.995766826141	433.534110873584	463.854258509327	404.8159655705	596.70704601732	339.697304459797	590.689331253886
491.659339330293	455.754902695936	395.523659312378	491.629210430366	407.497392455012	558.875933935981	401.617514017535	483.572986269108	433.248265854235	464.035745403681	406.206932815137	596.938684992432	341.062304724655	591.131184728756
491.375550344294	455.649186786405	396.039196179439	492.290752390767	408.974419118061	559.132474784932	401.729309926884	484.246729470721	432.966850082446	464.314653250788	407.630531758164	597.207065001234	342.443693734333	591.59751920463
491.093892470865	455.56122338797	396.577146363174	493.026474093515	410.44638079805	559.424080063935	401.877661870032	485.016397197133	432.691223662242	464.700610636136	409.076035343844	597.51210609745	343.83098029198	592.088906084088
490.811692069732	455.492246298505	397.139332415994	493.831522413799	411.898850714553	559.753193316404	402.059702724605	485.874169474461	432.420594209604	465.193430139336	410.532745385208	597.853291584927	345.214630693652	592.606937754485
490.525627810095	455.442188476506	397.727343542694	494.69956747687	413.319295949963	560.122106438805	402.271545328253	486.811106310268	432.153834539927	465.790097940982	411.990451883188	598.230482936964	346.58547876325	593.153239018736
490.230075868997	455.406705843309	398.340044800525	495.620307862237	414.704887784593	560.533133010625	402.506944689294	487.81745933484	431.889569859642	466.477154519162	413.442415660114	598.64668937372	347.936035541876	593.728646073536
489.918441081867	455.379592324246	398.975132165716	496.581762090573	416.057187539752	560.988601181255	402.758676205318	488.883205211087	431.626364278527	467.236545941675	414.883529458392	599.106330771064	349.25973921479	594.333619483963
489.585227539268	455.35477879475	399.630946139558	497.573692760997	417.382908349522	561.491007894578	403.02113900544	490.000888930009	431.364332638415	468.0490032	416.312569321209	599.615057376997	350.556481647547	594.967577502742
489.226269260268	455.326370653012	400.306610116812	498.587973208525	418.694950900885	562.043053434049	403.290694356161	491.166152464092	431.105459288564	468.89381606067	417.732983852835	600.179995200825	351.833928876767	595.628683960538
488.838662986284	455.28965327227	401.00314470261	499.618200642273	420.007240337428	562.647058583631	403.565124467226	492.374531962708	430.852794256979	469.752925728054	419.150363357	600.806901827167	353.10176831211	596.315037645807
488.423610862458	455.243969004727	401.727989744669	500.663516042829	421.335977574578	563.303985752636	403.846735220419	493.620556943211	430.61269805468	470.617768167896	420.576762189754	601.496483378707	354.375093519569	597.024770784439
487.9835742557	455.189813065108	402.490211174039	501.724245124125	422.697640840442	564.014394861649	404.139472618242	494.898502968798	430.392302848823	471.482303306997	422.025745595693	602.247737641249	355.669705679341	597.755973168586
487.525311918687	455.130863604415	403.301608763742	502.800521965313	424.106199700244	564.777588498445	404.454954426635	496.202228982575	430.199372560959	472.34591584398	423.512160651146	603.052527069912	356.996014464497	598.506157072891
487.058346886335	455.072839228553	404.175724215386	503.892334170379	425.573979347139	565.592043076963	404.80978623046	497.525324135217	430.042092256691	473.2114789866	425.051636445918	603.898093575728	358.360919204084	599.272446967496
486.591531824444	455.020355581092	405.124225779301	504.997677362664	427.111023214326	566.454915367416	405.223992482756	498.861285512247	429.929835259269	474.08093595771	426.655897428728	604.770112078872	359.768477407607	600.050635717805
486.132456906345	454.976024767295	406.155429199875	506.111041251836	428.723402172465	567.361060963127	405.723475785544	500.203455888104	429.874056439312	474.954488729405	428.329764425709	605.651631893028	361.217841902624	600.834181060248
485.687519508654	454.941689693358	407.276525337327	507.226327215713	430.415971550681	568.304149987409	406.333907319752	501.544725890514	429.886728570703	475.831663745213	430.076193921973	606.526644557169	362.707753179037	601.616664873103
485.257443507274	454.91617999615	408.490527685749	508.336202766186	432.189262496992	569.272781742403	407.076534939852	502.875659574661	429.981455757303	476.709331193292	431.891950081057	607.385589165979	364.237415066718	602.393597923996
484.841007427971	454.897302671041	409.798857559241	509.432948640123	434.042012691204	570.253814523737	407.970528745047	504.185988306777	430.172076548014	477.58346371111	433.771463439562	608.221279749765	365.806204658165	603.161251231787
484.435701779134	454.882398348205	411.198692367794	510.509313875392	435.965570173832	571.232907899112	409.022485900462	505.4641947232	430.46610047077	478.449703810235	435.7034208554	609.031379217766	367.413900963448	603.918372260811
484.037811981938	454.86837116364	412.683220519979	511.558491045159	437.944337127725	572.194599930341	410.227179774735	506.697593072986	430.865077657148	479.303383785491	437.671109898414	609.818105837279	369.060657011615	604.666033133726
483.645702074527	454.852698303815	414.244676226841	512.575308882927	439.961329740835	573.125405824507	411.574322308834	507.875814859105	431.364613656034	480.139559217145	439.656169016564	610.583784040929	370.744814144157	605.404263400644
483.263313451827	454.834405176406	415.873195557059	513.558844631009	441.996633787181	574.017143357465	413.04154622699	508.994691441993	431.94532051143	480.952591091014	441.636458379467	611.330553357644	372.45992138687	606.130120143728
482.895674154186	454.812969985002	417.558965406441	514.50896151785	444.030354547101	574.863185627656	414.604578103225	510.051861537217	432.585076275489	481.736665162859	443.590062256425	612.06058985891	374.198613229928	606.839856795783
482.54934234351	454.789560299168	419.295442375044	515.426338966443	446.046733275463	575.662729552941	416.239572641757	511.051679840249	433.259211944632	482.485442798956	445.502062066205	612.776626022681	375.952369707009	607.527032881975
482.231604892031	454.766178514695	421.077728802553	516.31203185666	448.032148751603	576.417909299024	417.923015878977	512.001814694806	433.941984010107	483.192360185883	447.361115847061	613.481721109014	377.712108016183	608.183886818782
481.948282085443	454.744528929718	422.901657583077	517.16573458629	449.976337161983	577.132419703531	419.636544224854	512.908524362734	434.616134255655	483.852427679452	449.159833829373	614.181097580691	379.469283170726	608.80357427821
481.70318334719	454.725900248066	424.764043198225	517.985279178018	451.873600032948	577.812058339503	421.368826950232	513.776107586718	435.276007378936	484.462808436088	450.896189756284	614.882929888343	381.216090547911	609.380517251149
481.498814627541	454.711318430277	426.662172410314	518.768211991254	453.720157434468	578.462878396902	423.112153799948	514.607447663791	435.920487824921	485.021607664841	452.570126174252	615.595361084411	382.945273804129	609.911091183929
481.333047072317	454.700878146589	428.594938426836	519.511473059226	455.518588884086	579.091349987451	424.871271091007	515.400330410859	436.563277619813	485.530078821593	454.187916258179	616.325558514897	384.651556502163	610.39912067004
481.20255797544	454.694425986058	430.561668836086	520.211907144084	457.273323164847	579.703984074109	426.654231546298	516.151189132989	437.221942738671	485.990317674398	455.757654127358	617.080056157923	386.330334111669	610.850499292715
481.103536391656	454.691596597927	432.562146389884	520.867141151849	458.992392136981	580.306411292164	428.471758390777	516.855371757287	437.916265331374	486.405187411977	457.290743675607	617.859978710865	387.979459637232	611.273991708162
481.031812206038	454.691869720721	434.596479270652	521.475382040774	460.686461853035	580.903611290708	430.336501264404	517.507434779419	438.667629135572	486.778108281628	458.800995318507	618.662475460173	389.598584373933	611.680447769903
480.982971328096	454.694755970153	436.663718009824	522.035866069303	462.365760417033	581.499662159133	432.257236662224	518.10235119422	439.494601196665	487.111860961353	460.300008702366	619.482523768473	391.187279286523	612.078479032282
480.95212648412	454.699835064123	438.760775264259	522.549868813089	464.039515715586	582.096862331827	434.23487833293	518.635966394502	440.410021255257	487.407916768503	461.794835343534	620.310924405904	392.744871380734	612.472108442825
480.934459508563	454.70666697081	440.884347029685	523.018783826527	465.71610332555	582.696777214753	436.268501545605	519.104198524167	441.425416619719	487.667816169021	463.290385582254	621.138363886041	394.271176238209	612.86366515692
480.925927754023	454.714638805622	443.031369168954	523.443228496923	467.399376751896	583.297761194146	438.351635515666	519.50277119416	442.54843978651	487.894492180889	464.78171073542	621.957904365346	395.7692045373	613.248410102349
480.922843409204	454.723054096103	445.199213009124	523.823398446576	469.091446923483	583.896868136771	440.47601572584	519.827384714484	443.785331857975	488.091415180005	466.260200803631	622.763755696582	397.243198818542	613.618900425506
480.923048388023	454.730759365821	447.39412350172	524.156239787248	470.7939252639	584.489168364098	442.641622547205	520.0750503257	445.14401462471	488.262228430239	467.71971202962	623.556379964242	398.697770920384	613.967427139382
480.926012142603	454.736114856084	449.631788979964	524.435241971173	472.507896631133	585.067624269274	444.857216074069	520.244175123166	446.634201675496	488.410757919042	469.156734814378	624.342890259485	400.13792328482	614.28600455866
480.931872685638	454.73726623298	451.930205167834	524.654484389785	474.236459256927	585.625374119051	447.134978281704	520.33436944564	448.266145383488	488.540635971747	470.570889519267	625.13065022642	401.56896108561	614.567922588972
