KneeAng	AnkAng	MPAng	DotMPAng	Yaw	  Pitch	FemTVAng	FemHZAng	FemHZAngP	TibPSAng	TibPSAngYaw	TibHZAng	TibHZAngP	
1.386521e+02	1.518028e+02	1.525903e+02	1.525903e+02	2.672234e+00	1.563582e+02	1.058474e+02	-4.973105e+01	3.741443e+01	-1.761959e+02	-4.461959e+02	-4.665077e+01	2.308922e+01	
1.418838e+02	1.487667e+02	1.517734e+02	1.517734e+02	2.726618e+00	1.563472e+02	1.057160e+02	-4.993856e+01	3.765345e+01	-1.725018e+02	-4.425018e+02	-4.665545e+01	2.331568e+01	
1.434912e+02	1.472468e+02	1.518606e+02	1.518606e+02	2.526040e+00	1.563345e+02	1.052350e+02	-5.008712e+01	3.789471e+01	-1.706717e+02	-4.406717e+02	-4.689854e+01	2.372214e+01	
1.439865e+02	1.469564e+02	1.526235e+02	1.526235e+02	2.162730e+00	1.563140e+02	1.044991e+02	-5.020242e+01	3.815281e+01	-1.701615e+02	-4.401615e+02	-4.744789e+01	2.431493e+01	
1.438781e+02	1.473277e+02	1.537763e+02	1.537763e+02	1.740845e+00	1.562797e+02	1.036150e+02	-5.031223e+01	3.844428e+01	-1.703563e+02	-4.403563e+02	-4.821208e+01	2.503495e+01	
1.436764e+02	1.477363e+02	1.550033e+02	1.550033e+02	1.367652e+00	1.562257e+02	1.026920e+02	-5.044490e+01	3.878688e+01	-1.706216e+02	-4.406216e+02	-4.904703e+01	2.579959e+01	
1.437129e+02	1.478097e+02	1.560820e+02	1.560820e+02	1.099805e+00	1.561456e+02	1.017848e+02	-5.061824e+01	3.919246e+01	-1.705377e+02	-4.405377e+02	-4.983486e+01	2.653088e+01	
1.441457e+02	1.474000e+02	1.568823e+02	1.568823e+02	9.497407e-01	1.560321e+02	1.009013e+02	-5.084044e+01	3.966737e+01	-1.698853e+02	-4.398853e+02	-5.048074e+01	2.715744e+01	
1.450150e+02	1.464531e+02	1.573971e+02	1.573971e+02	9.094533e-01	1.558796e+02	1.000327e+02	-5.110044e+01	4.020336e+01	-1.685883e+02	-4.385883e+02	-5.092757e+01	2.764609e+01	
1.462160e+02	1.450257e+02	1.578056e+02	1.578056e+02	9.413136e-01	1.556851e+02	9.914830e+01	-5.135716e+01	4.076775e+01	-1.667572e+02	-4.367572e+02	-5.118700e+01	2.802486e+01	
1.476103e+02	1.432380e+02	1.583300e+02	1.583300e+02	1.013111e+00	1.554468e+02	9.822813e+01	-5.157549e+01	4.133031e+01	-1.645629e+02	-4.345629e+02	-5.129179e+01	2.833568e+01	
1.490211e+02	1.413694e+02	1.592617e+02	1.592617e+02	1.115616e+00	1.551671e+02	9.728447e+01	-5.174974e+01	4.187991e+01	-1.622903e+02	-4.322903e+02	-5.134454e+01	2.865853e+01	
1.503282e+02	1.396912e+02	1.608352e+02	1.608352e+02	1.238722e+00	1.548501e+02	9.632887e+01	-5.188090e+01	4.241074e+01	-1.602009e+02	-4.302009e+02	-5.148763e+01	2.909375e+01	
1.514413e+02	1.383806e+02	1.629105e+02	1.629105e+02	1.343827e+00	1.545091e+02	9.533643e+01	-5.196908e+01	4.292462e+01	-1.585251e+02	-4.285251e+02	-5.187148e+01	2.974098e+01	
1.523130e+02	1.375265e+02	1.652186e+02	1.652186e+02	1.386069e+00	1.541604e+02	9.427270e+01	-5.201391e+01	4.342537e+01	-1.574542e+02	-4.274542e+02	-5.266139e+01	3.071312e+01	
1.530516e+02	1.369738e+02	1.675694e+02	1.675694e+02	1.377734e+00	1.538156e+02	9.315819e+01	-5.200618e+01	4.390736e+01	-1.569166e+02	-4.269166e+02	-5.389334e+01	3.206525e+01	
1.538274e+02	1.364432e+02	1.698122e+02	1.698122e+02	1.369412e+00	1.534830e+02	9.205066e+01	-5.193166e+01	4.435872e+01	-1.566940e+02	-4.266940e+02	-5.549042e+01	3.380024e+01	
1.547769e+02	1.356867e+02	1.717969e+02	1.717969e+02	1.406918e+00	1.531641e+02	9.100016e+01	-5.179513e+01	4.477955e+01	-1.565873e+02	-4.265873e+02	-5.733370e+01	3.589207e+01	
1.560135e+02	1.345167e+02	1.733463e+02	1.733463e+02	1.528737e+00	1.528520e+02	9.004470e+01	-5.162280e+01	4.518551e+01	-1.564034e+02	-4.264034e+02	-5.923092e+01	3.825930e+01	
1.575686e+02	1.329147e+02	1.742235e+02	1.742235e+02	1.713200e+00	1.525421e+02	8.915986e+01	-5.144060e+01	4.559539e+01	-1.560318e+02	-4.260318e+02	-6.095428e+01	4.077956e+01	
1.592996e+02	1.311010e+02	1.741872e+02	1.741872e+02	1.811226e+00	1.522344e+02	8.819158e+01	-5.127151e+01	4.603042e+01	-1.555543e+02	-4.255543e+02	-6.236045e+01	4.333118e+01	
1.609846e+02	1.293158e+02	1.731310e+02	1.731310e+02	1.709905e+00	1.519309e+02	8.702516e+01	-5.112843e+01	4.650317e+01	-1.551436e+02	-4.251436e+02	-6.343346e+01	4.583551e+01	
