Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-1.012899e-03	-7.229384e-03	-1.935881e-03	-1.019499e-04	2.111043e-05	-4.417766e-05	5.526787e-06	-2.146109e-03	-4.096527e-04	-3.461995e-06	-2.551746e-05	2.795223e-03	7.317995e-04	-4.584013e-04	9.770763e+01	1.065090e+02	
1.000000e+00	-1.884379e-03	-8.295094e-03	-1.931915e-03	-1.140615e-04	1.474275e-05	-5.204079e-05	1.184299e-05	-2.685528e-03	2.666855e-04	-6.920455e-06	-3.254842e-05	1.690090e-03	1.357665e-03	-7.933517e-04	1.024756e+02	1.079307e+02	
2.000000e+00	-2.932044e-03	-9.433689e-03	-1.874522e-03	-1.241572e-04	6.024200e-06	-5.999398e-05	1.975971e-05	-3.294532e-03	1.121060e-03	-1.334498e-05	-4.181953e-05	5.991183e-04	1.965141e-03	-1.327184e-03	1.069537e+02	1.091261e+02	
3.000000e+00	-4.179727e-03	-1.064774e-02	-1.765499e-03	-1.361803e-04	-4.521006e-06	-6.903912e-05	2.878437e-05	-3.981985e-03	2.175063e-03	-1.882102e-05	-5.088691e-05	-3.906116e-04	2.486949e-03	-1.626122e-03	1.111694e+02	1.101233e+02	
4.000000e+00	-5.647146e-03	-1.194503e-02	-1.613005e-03	-1.482561e-04	-1.719066e-05	-7.870891e-05	3.933534e-05	-4.757211e-03	3.443979e-03	-2.534323e-05	-6.100026e-05	-1.291488e-03	2.955158e-03	-1.903968e-03	1.151035e+02	1.109404e+02	
5.000000e+00	-7.344689e-03	-1.331920e-02	-1.426280e-03	-1.602316e-04	-3.189106e-05	-8.894842e-05	5.145359e-05	-5.622386e-03	4.936345e-03	-3.299891e-05	-7.218620e-05	-2.087552e-03	3.368092e-03	-2.160070e-03	1.187361e+02	1.115945e+02	
6.000000e+00	-9.274818e-03	-1.475380e-02	-1.213987e-03	-1.718569e-04	-4.849062e-05	-9.963032e-05	6.513023e-05	-6.574073e-03	6.654140e-03	-4.183991e-05	-8.442063e-05	-2.775788e-03	3.728303e-03	-2.395076e-03	1.220681e+02	1.121063e+02	
7.000000e+00	-1.143745e-02	-1.623930e-02	-9.784289e-04	-1.828857e-04	-6.690219e-05	-1.106352e-04	8.030722e-05	-7.610105e-03	8.594124e-03	-5.200178e-05	-9.779685e-05	-3.364139e-03	4.038204e-03	-2.614881e-03	1.251085e+02	1.124992e+02	
8.000000e+00	-1.382724e-02	-1.777236e-02	-7.201876e-04	-1.930962e-04	-8.699006e-05	-1.218670e-04	9.685394e-05	-8.735189e-03	1.074279e-02	-6.368522e-05	-1.125012e-04	-3.861201e-03	4.299026e-03	-2.826777e-03	1.278609e+02	1.128131e+02	
9.000000e+00	-1.642834e-02	-1.933562e-02	-4.392313e-04	-2.021099e-04	-1.085334e-04	-1.331440e-04	1.145474e-04	-9.958952e-03	1.307296e-02	-7.704072e-05	-1.286457e-04	-4.276984e-03	4.513978e-03	-3.035949e-03	1.303453e+02	1.131073e+02	
1.000000e+01	-1.921578e-02	-2.089520e-02	-1.392952e-04	-2.094024e-04	-1.311879e-04	-1.441714e-04	1.330943e-04	-1.130028e-02	1.554250e-02	-9.211850e-05	-1.461963e-04	-4.621254e-03	4.688411e-03	-3.244987e-03	1.326019e+02	1.134574e+02	
1.100000e+01	-2.216106e-02	-2.242442e-02	1.587871e-04	-2.146701e-04	-1.543874e-04	-1.546840e-04	1.522155e-04	-1.279582e-02	1.809433e-02	-1.088466e-04	-1.649911e-04	-4.896891e-03	4.828002e-03	-3.452418e-03	1.346609e+02	1.139451e+02	
1.200000e+01	-2.523536e-02	-2.391568e-02	3.772992e-04	-2.183180e-04	-1.770471e-04	-1.645243e-04	1.718903e-04	-1.450590e-02	2.065296e-02	-1.266962e-04	-1.844544e-04	-5.092007e-03	4.943693e-03	-3.643877e-03	1.365345e+02	1.146580e+02	
1.300000e+01	-2.840666e-02	-2.536185e-02	4.170977e-04	-2.210813e-04	-1.980036e-04	-1.735342e-04	1.923076e-04	-1.649197e-02	2.313281e-02	-1.448031e-04	-2.037247e-04	-5.199227e-03	5.049659e-03	-3.802276e-03	1.382373e+02	1.156613e+02	
1.400000e+01	-3.163917e-02	-2.674185e-02	2.313721e-04	-2.232579e-04	-2.166585e-04	-1.814900e-04	2.135013e-04	-1.878164e-02	2.546254e-02	-1.625796e-04	-2.221658e-04	-5.229853e-03	5.153644e-03	-3.924460e-03	1.397940e+02	1.169598e+02	
1.500000e+01	-3.489708e-02	-2.803497e-02	-1.580512e-04	-2.246487e-04	-2.330176e-04	-1.882148e-04	2.351726e-04	-2.136524e-02	2.759271e-02	-1.799922e-04	-2.396104e-04	-5.205501e-03	5.253643e-03	-4.020941e-03	1.412226e+02	1.185085e+02	
1.600000e+01	-3.814855e-02	-2.923445e-02	-7.175532e-04	-2.377051e-04	-2.487531e-04	-1.950985e-04	2.585308e-04	-2.422341e-02	2.947971e-02	-1.845439e-04	-2.470272e-04	-5.175083e-03	5.378499e-03	-3.839270e-03	1.425276e+02	1.202615e+02	
