Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-8.321981e-02	-2.456980e-02	5.413766e-03	-2.090838e-04	-9.274632e-04	-2.602223e-04	8.522015e-04	-3.215501e-02	7.694739e-02	-1.490080e-04	-2.343748e-04	-1.066788e-02	9.802208e-03	-1.713922e-03	1.631788e+02	1.117067e+02	
1.000000e+00	-8.284785e-02	-2.620672e-02	5.389187e-03	-2.267500e-04	-9.191568e-04	-2.760010e-04	8.442337e-04	-3.390949e-02	7.578230e-02	-1.558961e-04	-2.505206e-04	-1.055763e-02	9.697046e-03	-1.790655e-03	1.621026e+02	1.129229e+02	
2.000000e+00	-8.247534e-02	-2.785734e-02	5.238842e-03	-2.487652e-04	-9.095310e-04	-2.914067e-04	8.367518e-04	-3.521934e-02	7.476112e-02	-1.581499e-04	-2.617179e-04	-1.042915e-02	9.594631e-03	-1.813428e-03	1.610329e+02	1.138187e+02	
3.000000e+00	-8.212619e-02	-2.949498e-02	5.039205e-03	-2.459543e-04	-9.017900e-04	-3.087793e-04	8.318839e-04	-3.623461e-02	7.387257e-02	-1.846113e-04	-2.945610e-04	-1.031709e-02	9.517313e-03	-2.112078e-03	1.599810e+02	1.144909e+02	
4.000000e+00	-8.182293e-02	-3.108407e-02	4.923129e-03	-2.654924e-04	-8.925548e-04	-3.231023e-04	8.243973e-04	-3.710636e-02	7.309136e-02	-1.877072e-04	-3.055419e-04	-1.018123e-02	9.403769e-03	-2.141146e-03	1.589618e+02	1.150410e+02	
5.000000e+00	-8.158817e-02	-3.259137e-02	5.080982e-03	-2.766324e-04	-8.860146e-04	-3.367016e-04	8.158521e-04	-3.796472e-02	7.239563e-02	-1.978863e-04	-3.228804e-04	-1.006793e-02	9.270662e-03	-2.248615e-03	1.579872e+02	1.155564e+02	
6.000000e+00	-8.144221e-02	-3.398883e-02	5.641209e-03	-2.768607e-04	-8.833628e-04	-3.494827e-04	8.056960e-04	-3.883179e-02	7.181050e-02	-2.174083e-04	-3.484859e-04	-9.989382e-03	9.111097e-03	-2.458530e-03	1.570695e+02	1.160480e+02	
7.000000e+00	-8.139687e-02	-3.526938e-02	6.510948e-03	-2.691233e-04	-8.836539e-04	-3.613613e-04	7.942950e-04	-3.962745e-02	7.139683e-02	-2.432437e-04	-3.790085e-04	-9.934484e-03	8.929866e-03	-2.734668e-03	1.562207e+02	1.164561e+02	
8.000000e+00	-8.145629e-02	-3.644217e-02	7.533712e-03	-2.571416e-04	-8.853280e-04	-3.722984e-04	7.822514e-04	-4.032543e-02	7.117404e-02	-2.718068e-04	-4.108076e-04	-9.885970e-03	8.734970e-03	-3.035117e-03	1.554471e+02	1.167625e+02	
9.000000e+00	-8.162424e-02	-3.752805e-02	8.580398e-03	-2.436890e-04	-8.871864e-04	-3.822814e-04	7.701295e-04	-4.100461e-02	7.109684e-02	-3.006477e-04	-4.416774e-04	-9.830664e-03	8.533590e-03	-3.331393e-03	1.547501e+02	1.170238e+02	
1.000000e+01	-8.190452e-02	-3.854797e-02	9.549676e-03	-2.308351e-04	-8.885121e-04	-3.912597e-04	7.585757e-04	-4.178394e-02	7.108902e-02	-3.280326e-04	-4.702225e-04	-9.761221e-03	8.333736e-03	-3.603777e-03	1.541326e+02	1.173252e+02	
1.100000e+01	-8.230133e-02	-3.947961e-02	1.048112e-02	-2.174643e-04	-8.896480e-04	-3.990663e-04	7.473768e-04	-4.277020e-02	7.109200e-02	-3.548521e-04	-4.972111e-04	-9.682677e-03	8.134237e-03	-3.862110e-03	1.536043e+02	1.177426e+02	
1.200000e+01	-8.281696e-02	-4.025408e-02	1.157135e-02	-1.992998e-04	-8.916406e-04	-4.055449e-04	7.349152e-04	-4.401523e-02	7.109996e-02	-3.845587e-04	-5.252157e-04	-9.607584e-03	7.918841e-03	-4.143688e-03	1.531723e+02	1.183120e+02	
1.300000e+01	-8.344948e-02	-4.081763e-02	1.293646e-02	-1.739173e-04	-8.946071e-04	-4.106181e-04	7.197688e-04	-4.550082e-02	7.113960e-02	-4.188440e-04	-5.549084e-04	-9.538037e-03	7.673962e-03	-4.465591e-03	1.528373e+02	1.190201e+02	
1.400000e+01	-8.419266e-02	-4.118883e-02	1.438064e-02	-1.448260e-04	-8.969480e-04	-4.140688e-04	7.030503e-04	-4.716539e-02	7.120837e-02	-4.540995e-04	-5.827197e-04	-9.459012e-03	7.414210e-03	-4.788831e-03	1.526077e+02	1.198279e+02	
1.500000e+01	-8.503441e-02	-4.141787e-02	1.564777e-02	-1.164168e-04	-8.972223e-04	-4.155891e-04	6.868381e-04	-4.900442e-02	7.123391e-02	-4.862298e-04	-6.053227e-04	-9.358695e-03	7.164232e-03	-5.071738e-03	1.524952e+02	1.207407e+02	
