Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-2.618654e-04	-2.669981e-04	-1.557028e-03	-4.662648e-06	2.410283e-05	-3.148413e-06	-3.698638e-06	-1.510092e-03	-4.610105e-04	9.203879e-07	-3.647067e-07	1.505194e-02	-2.309757e-03	5.747715e-04	9.941200e+01	1.605677e+02	
1.000000e+00	-6.424603e-04	-6.159046e-04	-1.572571e-03	-1.083903e-05	2.089881e-05	-6.496079e-06	-2.320422e-07	-1.692861e-03	-1.412704e-04	2.181537e-06	-5.025882e-07	1.156578e-02	-1.284164e-04	1.207303e-03	1.108271e+02	1.595308e+02	
2.000000e+00	-1.115911e-03	-1.032456e-03	-1.513111e-03	-1.828538e-05	1.557928e-05	-1.037975e-05	4.347815e-06	-1.856760e-03	2.953057e-04	3.739644e-06	-6.087851e-07	7.263302e-03	2.027018e-03	1.743480e-03	1.213494e+02	1.499571e+02	
3.000000e+00	-1.683218e-03	-1.514079e-03	-1.354872e-03	-2.695815e-05	7.714316e-06	-1.476028e-05	1.015448e-05	-1.981113e-03	8.626074e-04	5.591722e-06	-6.553211e-07	2.923823e-03	3.848677e-03	2.119333e-03	1.296400e+02	1.386656e+02	
4.000000e+00	-2.348575e-03	-2.049116e-03	-1.067464e-03	-3.665414e-05	-3.272378e-06	-1.951501e-05	1.736291e-05	-2.038845e-03	1.580632e-03	7.706814e-06	-5.939958e-07	-9.932656e-04	5.270166e-03	2.339251e-03	1.354684e+02	1.282323e+02	
5.000000e+00	-3.138354e-03	-2.656777e-03	-6.504197e-04	-4.771388e-05	-1.764930e-05	-2.482967e-05	2.623830e-05	-2.036973e-03	2.474480e-03	1.016512e-05	-3.844864e-07	-4.239538e-03	6.302701e-03	2.441763e-03	1.389262e+02	1.192947e+02	
6.000000e+00	-4.090341e-03	-3.345831e-03	-1.221207e-04	-6.033508e-05	-3.546179e-05	-3.080851e-05	3.707455e-05	-2.001319e-03	3.569387e-03	1.305522e-05	5.704341e-08	-6.708794e-03	7.013901e-03	2.469836e-03	1.406988e+02	1.122481e+02	
7.000000e+00	-5.228694e-03	-4.093393e-03	5.051348e-04	-7.419313e-05	-5.672008e-05	-3.723684e-05	5.005015e-05	-1.946918e-03	4.878926e-03	1.638883e-05	8.410405e-07	-8.517041e-03	7.515489e-03	2.460933e-03	1.417333e+02	1.069986e+02	
8.000000e+00	-6.565722e-03	-4.899355e-03	1.212860e-03	-8.933506e-05	-8.119880e-05	-4.408819e-05	6.518899e-05	-1.908402e-03	6.398261e-03	2.020568e-05	1.894145e-06	-9.804829e-03	7.871630e-03	2.439855e-03	1.424496e+02	1.033231e+02	
9.000000e+00	-8.101055e-03	-5.771698e-03	1.984787e-03	-1.058621e-04	-1.085973e-04	-5.143493e-05	8.241052e-05	-1.942907e-03	8.111201e-03	2.445929e-05	2.877018e-06	-1.070670e-02	8.124926e-03	2.411463e-03	1.430052e+02	1.010435e+02	
1.000000e+01	-9.818196e-03	-6.661755e-03	2.835046e-03	-1.226308e-04	-1.390176e-04	-5.891486e-05	1.016380e-04	-2.120675e-03	9.996860e-03	2.861756e-05	2.965464e-06	-1.139591e-02	8.331725e-03	2.345911e-03	1.435951e+02	1.000113e+02	
1.100000e+01	-1.169329e-02	-7.511797e-03	3.765337e-03	-1.382238e-04	-1.723142e-04	-6.618584e-05	1.227129e-04	-2.531306e-03	1.202095e-02	3.200855e-05	1.264577e-06	-1.196690e-02	8.522184e-03	2.222935e-03	1.442994e+02	1.001249e+02	
1.200000e+01	-1.370648e-02	-8.322391e-03	4.712770e-03	-1.526264e-04	-2.072758e-04	-7.337678e-05	1.452578e-04	-3.226064e-03	1.413047e-02	3.463330e-05	-2.082040e-06	-1.240173e-02	8.691067e-03	2.072179e-03	1.450935e+02	1.011292e+02	
