Pct	FAxFem(N)	FAP(N)	FDV(N)	HipTorqAP(Nm)	HipTorqDV(Nm)	FemTorsion(Nm)	TKFlex(Nm)	FAxTib(N)	FMLTib(N)	TAnkFlex(Nm)	TibTorsion(Nm)	Rhip(m)	Rknee(m)	Rankle(m)	Fem-GRFang(deg)	Tib-GRFang(deg)	
0.000000e+00	-1.397350e-02	-1.681090e-02	4.759546e-03	-1.451340e-04	-1.624970e-04	-1.460585e-04	9.766666e-05	-3.170652e-03	1.441731e-02	-9.521860e-05	-1.474016e-04	-7.263321e-03	4.365523e-03	-4.256100e-03	1.286522e+02	9.814756e+01	
1.000000e+00	-1.536939e-02	-1.820686e-02	4.933621e-03	-1.576699e-04	-1.762713e-04	-1.582017e-04	1.089888e-04	-3.833368e-03	1.568005e-02	-1.032095e-04	-1.599853e-04	-7.244408e-03	4.479228e-03	-4.241712e-03	1.291722e+02	9.906441e+01	
2.000000e+00	-1.686741e-02	-1.965983e-02	5.195510e-03	-1.704913e-04	-1.918379e-04	-1.710821e-04	1.208657e-04	-4.474847e-03	1.707274e-02	-1.118713e-04	-1.735116e-04	-7.261111e-03	4.574794e-03	-4.234355e-03	1.296753e+02	9.975146e+01	
3.000000e+00	-1.845710e-02	-2.115588e-02	5.543574e-03	-1.834172e-04	-2.090582e-04	-1.845373e-04	1.331791e-04	-5.093144e-03	1.858643e-02	-1.211708e-04	-1.878914e-04	-7.305232e-03	4.653747e-03	-4.234136e-03	1.301624e+02	1.002517e+02	
4.000000e+00	-2.012900e-02	-2.268780e-02	5.972682e-03	-1.963354e-04	-2.277493e-04	-1.984442e-04	1.458148e-04	-5.688606e-03	2.021112e-02	-1.310901e-04	-2.030607e-04	-7.367535e-03	4.717011e-03	-4.240675e-03	1.306291e+02	1.006042e+02	
5.000000e+00	-2.187596e-02	-2.424553e-02	6.477390e-03	-2.090794e-04	-2.477397e-04	-2.126669e-04	1.586762e-04	-6.261151e-03	2.193882e-02	-1.416080e-04	-2.189412e-04	-7.441408e-03	4.766192e-03	-4.253508e-03	1.310786e+02	1.008401e+02	
6.000000e+00	-2.369151e-02	-2.580877e-02	7.054492e-03	-2.213282e-04	-2.688792e-04	-2.270047e-04	1.716606e-04	-6.809100e-03	2.376320e-02	-1.526989e-04	-2.354218e-04	-7.523794e-03	4.803418e-03	-4.272829e-03	1.315243e+02	1.009839e+02	
7.000000e+00	-2.557089e-02	-2.735262e-02	7.711380e-03	-2.326077e-04	-2.911043e-04	-2.412407e-04	1.846079e-04	-7.331750e-03	2.568232e-02	-1.644388e-04	-2.524964e-04	-7.614632e-03	4.828926e-03	-4.301349e-03	1.319805e+02	1.010568e+02	
8.000000e+00	-2.751274e-02	-2.885796e-02	8.462014e-03	-2.424203e-04	-3.143994e-04	-2.552113e-04	1.973178e-04	-7.833211e-03	2.769832e-02	-1.770211e-04	-2.703006e-04	-7.713522e-03	4.841023e-03	-4.343063e-03	1.324543e+02	1.010801e+02	
9.000000e+00	-2.951840e-02	-3.030397e-02	9.328598e-03	-2.501580e-04	-3.388110e-04	-2.687713e-04	2.095439e-04	-8.321515e-03	2.981796e-02	-1.907254e-04	-2.890652e-04	-7.820984e-03	4.837030e-03	-4.402633e-03	1.329525e+02	1.010749e+02	
