"ToeTip.X"	"ToeTip.Y"	"KneeElbow.X"	"KneeElbow.Y"	"HipShoulder.X"	"HipShoulder.Y"	"AnkleWrist.X"	"AnkleWrist.Y"	"MetaPhalJoint.X"	"MetaPhalJoint.Y"	"Costal1.X"	"Costal1.Y"	"Costal2.X"	"Costal2.Y"
265.285346435636	176.339645213347	206.231323168948	209.557312811965	174.087035525711	218.905042836299	215.915183950456	176.647381164903	227.751502190608	176.371170532792	180.641123850692	256.48114534115	167.908597930843	253.521478585125
265.204006103274	176.209034009462	207.198469460889	209.398826990279	175.293084498618	219.199580310084	216.182705838105	176.646671582513	228.376622047643	176.899040459174	181.583502175141	256.299057451536	168.946225090003	252.99370500008
265.124986242179	176.112791448119	208.233027126333	209.689262946822	176.562799460838	219.945913578992	216.361794664775	176.646281439893	228.795696590118	177.260315087691	182.738362216811	256.495843826415	170.104621855039	253.07334344903
265.050171280374	176.046240146469	209.336462575276	210.324424997382	177.899159085545	221.029141218311	216.468164151383	176.646091381013	229.045345870436	177.482449532315	184.071872990074	256.983933848569	171.371979116545	253.623349342091
264.9815652854	176.004666267604	210.510268397119	211.198121478621	179.304708964008	222.332970280015	216.517701805389	176.646036282693	229.162444242123	177.593382585661	185.549331138559	257.674504199663	172.736337823945	254.50378584428
264.922133655655	175.98306305795	211.756147538764	212.188122578675	180.778514775394	223.729926608195	216.527691548863	176.646486795147	229.185909426351	177.624939508818	187.129023607546	258.468665821517	174.184534115075	255.551476270125
264.875304804161	175.976282683786	213.07590426353	213.16447388476	182.317966136809	225.087150738995	216.516089871882	176.648023454133	229.155643310241	177.610817438412	188.765861196859	259.262681601132	175.702823843284	256.592050711304
264.844297515148	175.979241185097	214.471296963966	214.00071827911	183.92121149854	226.274221394148	216.500548760928	176.651131770216	229.111102202077	177.583866023794	190.416283248286	259.955009371001	177.277725584371	257.456206964989
264.828395381302	175.988053651272	215.943222937762	214.636050532558	185.600644271971	227.206487379964	216.493004002997	176.654513422993	229.083377919386	177.561025721632	192.065423184751	260.485310898711	178.900689789908	258.069774761633
264.823413756167	175.999891941113	217.491820565832	215.06752700841	187.381212513157	227.839636479093	216.500353473576	176.655297931638	229.096190324888	177.54521559114	193.723703651833	260.829562601007	180.567513567636	258.442427347418
264.825070291345	176.011985229747	219.117084621987	215.294603745547	189.288039265766	228.131934596853	216.5292000964	176.650599150244	229.172728124548	177.538833499532	195.402560097822	260.965544329921	182.274482207046	258.587032490459
