"PercentStance"	"InterpV.N"	"InterpML.N"	"InterpHz.N"	"SquaredV.N"	"SquaredML.N"	"SquaredHz.N"	"NetGRF.N"	"APAngle"	"APAngle.Convert"	"MLAngle"	"MLAngle.Convert"	"InterpV.BW"	"InterpML.BW"	"InterpHz.BW"	"NetGRF.BW"
0	0.072601750840396	-0.0352185616560073	0.0323598388069982	0.00527101422509094	0.00124034708511799	0.00104715916761491	0.0869397520000134	65.9766516761951	24.0233483238049	115.877673652037	-25.8776736520375	0.238978771693206	-0.115926799394362	0.106516915098743	0.286174298880887
1	0.0732496845745882	-0.0340063351606493	0.0325216137941774	0.00536551629027667	0.00115643083105841	0.00105765536377763	0.0870609124987368	66.0595931788769	23.9404068211231	114.903194198017	-24.9031941980173	0.241111535795221	-0.111936587098911	0.107049419994001	0.286573115532379
2	0.073932871127332	-0.0327217672933558	0.0326936442460422	0.00546606943313068	0.00107071405480053	0.00106887437408677	0.0872104228978279	66.1446430419872	23.8553569580128	113.873584143379	-23.8735841433793	0.243360339457972	-0.107708253105187	0.107615682179204	0.287065249828268
3	0.074657520005384	-0.03139046012596	0.0328778335952111	0.00557374529335431	0.000985360986919485	0.00108095194191439	0.0874074265848628	66.2321675234006	23.7678324765994	112.804779478669	-22.8047794786694	0.245745622137538	-0.103326070197367	0.108221967067844	0.287713714894216
4	0.0754307995690163	-0.0300369629653403	0.033066961545023	0.00568980552362111	0.000902219144181225	0.00109342394582003	0.0876666904452447	66.3285659646269	23.6714340353731	111.712721523846	-21.712721523846	0.24829097948985	-0.0988708458371965	0.108844508048134	0.288567117989614
5	0.0762669284756178	-0.0286789158202603	0.0332493493593156	0.005816644379105	0.000822480212625577	0.00110551923281782	0.088003658017996	66.4447119605252	23.5552880394748	110.607939473997	-20.6079394739974	0.251043214205457	-0.0944006445696521	0.109444862933889	0.289676293673456
6	0.0771716358374206	-0.0273417648221112	0.0334195027578245	0.00595546137782346	0.000747572103587637	0.00111686316458024	0.0884301794976768	66.5847722521901	23.4152277478099	109.509140067642	-19.5091400676416	0.254021184454972	-0.0899992258792337	0.110004946536618	0.291080248511115
7	0.0781362003093566	-0.0260618859595007	0.0335750517770521	0.0061052657987839	0.00067922189976602	0.00112728410183173	0.0889481410732211	66.7468487471198	23.2531512528802	108.445828020703	-18.445828020703	0.257196182716776	-0.0857863263973032	0.110516957791482	0.292785191156093
8	0.0791528836773591	-0.0248672030001461	0.0337099218832606	0.00626517899444154	0.000618377785050475	0.00113635883337553	0.0895539815578713	66.9316363041519	23.0683636958481	107.440984003007	-17.440984003007	0.260542737581827	-0.0818538610933051	0.110960901524887	0.294779399466331
9	0.0802233178252054	-0.0237737435182571	0.0338159999125392	0.00643578072288392	0.000565190880871871	0.00114352185008485	0.0902468473346335	67.1434419626847	22.8565580373153	106.506903277688	-16.5069032776884	0.264066220622796	-0.0782545869593716	0.111310072128174	0.297060063642638
10	0.0813439087498264	-0.0227999900705485	0.0338942781046133	0.00661683149070008	0.00051983954721711	0.00114882208823287	0.0910246841584746	67.3795452133267	22.6204547866733	105.657722251429	-15.6577222514288	0.267754801678165	-0.0750493419043729	0.111567735696555	0.299620421851464
11	0.0825021395762233	-0.0219675865741946	0.0339532809136457	0.00680660303465463	0.000482574859894735	0.00115282528480094	0.0918803742882576	67.6306659722919	22.3693340277081	104.910029228295	-14.910029228295	0.271567279711071	-0.0723093698953081	0.11176195165782	0.302437045056806
12	0.0836892976095049	-0.021284694146409	0.0339999889379041	0.00700389853437228	0.000453038204906178	0.0011559992477776	0.0928059049148063	67.8898395656384	22.1101604343616	104.269498521934	-14.2694985219338	0.275474975673156	-0.0700615343858097	0.111915697623121	0.305483557981587
13	0.0849047629143404	-0.0207427793253747	0.0340318086533819	0.00720881876554035	0.000430262894141192	0.0011581640002204	0.0937936333655006	68.1579360644683	21.8420639355317	103.728806164954	-13.7288061649541	0.279475848960962	-0.0682777462981392	0.112020436647077	0.308734803704742
14	0.0861398085818897	-0.0203301930931129	0.0340344257736498	0.0074200666225246	0.000413316751203255	0.00115834213774208	0.094824709393016	68.4406860202672	21.5593139797328	103.279591277055	-13.2795912770548	0.283541173738939	-0.0669196612676527	0.112029051262837	0.312128734012561
15	0.0873734710563687	-0.0200391634251569	0.0339919286647234	0.0076341234444381	0.000401568070780146	0.00115545121434764	0.0958704476341166	68.7418868117834	21.2581131882166	102.917424403203	-12.9174244032035	0.287601945544334	-0.0659616965936698	0.111889166111664	0.315570927037908
16	0.0885903621798056	-0.0198538279968647	0.0338913197720759	0.00784825227114913	0.000394174486129089	0.0011486215558931	0.0969074213523986	69.065040886629	20.934959113371	102.631740803674	-12.6317408036742	0.291607512112593	-0.0653516392260194	0.1115579979331	0.318984270416059
17	0.0897894136590883	-0.0197471198975023	0.033725161018611	0.00806213880524287	0.000389948744246331	0.00113738648573124	0.0979258598901253	69.413677719116	20.586322280884	102.403431108538	-12.4034311085382	0.295554357008191	-0.0650003946593229	0.111011063260734	0.32233660266664
18	0.090967832148431	-0.0196951466679259	0.0334931147372956	0.00827514648578512	0.000387898802271113	0.00112178873480565	0.0989183199557184	69.7869814425768	20.2130185574232	102.216368860043	-12.216368860043	0.299433285544539	-0.0648293175376099	0.11024725061651	0.325603423159047
19	0.0921104856249389	-0.0196832441149193	0.033190071727702	0.00848434156206208	0.000387430098887505	0.00110158086129	0.0998666737317289	70.1844418967885	19.8155581032115	102.062211529736	-12.0622115297357	0.303194488561353	-0.0647901386271208	0.109249742355833	0.328725061658094
