"PercentStance"	"InterpV.N"	"InterpML.N"	"InterpHz.N"	"SquaredV.N"	"SquaredML.N"	"SquaredHz.N"	"NetGRF.N"	"APAngle"	"APAngle.Convert"	"MLAngle"	"MLAngle.Convert"	"InterpV.BW"	"InterpML.BW"	"InterpHz.BW"	"NetGRF.BW"
0	0.0682432266706313	-0.010596295502313	0.0177932218955961	0.00465713798641916	0.000112281478372339	0.00031659874542592	0.0713163249909684	75.3864832210933	14.6135167789067	98.825978405652	-8.82597840565204	0.267830559931834	-0.0415867170420447	0.0698321110502202	0.279891385364868
1	0.0693003196630208	-0.0100771602127585	0.017594187741812	0.00480253430539687	0.000101549157953603	0.000309555442294128	0.0722055323756054	75.7545447103366	14.2454552896634	98.2735559468408	-8.27355594684076	0.271979276542468	-0.0395492943985812	0.0690509722991052	0.283381210265327
2	0.0703668456342382	-0.0095920406305816	0.017466137715011	0.00495149296451271	9.20072434587283e-05	0.00030506596667973	0.0731338921065409	76.0600299226375	13.9399700773625	97.7624174783868	-7.76241747838678	0.276165014263101	-0.0376453713916075	0.0685484211735126	0.287024694295686
3	0.071433219015881	-0.00914255340056164	0.0174187623350791	0.00510270477897082	8.35862826821212e-05	0.00030341328128597	0.0740925390504261	76.2960475702838	13.7039524297162	97.2934871425993	-7.29348714259928	0.280350153123552	-0.0358812927808542	0.0683624895411268	0.290787044938878
4	0.0724919153568319	-0.00873002609476044	0.0174595186642635	0.00525507779210208	7.62133556151982e-05	0.000304834791987765	0.0750741362901036	76.4583455100858	13.5416544899142	96.8669230718653	-6.86692307186534	0.284505162310957	-0.0342622688177411	0.0685224437372979	0.294639467386592
5	0.0735341082569174	-0.00835956125721797	0.0175919585053758	0.00540726507714005	6.98822644131797e-05	0.000309477004054864	0.0760698648980534	76.5456987519087	13.4543012480913	96.485698779437	-6.48569877943704	0.288595401322282	-0.0328083251853139	0.0690422233335	0.298547350463318
6	0.0745504486960256	-0.008039432276311	0.0178155157868291	0.00555776940077875	6.46324713253911e-05	0.000317392602750757	0.0770700621178866	76.559938472734	13.440061527266	96.1549237189114	-6.15492371891141	0.29258417855583	-0.0315519320106397	0.0699196066987013	0.302472771263291
7	0.0755350766683506	-0.00777736524471617	0.0181252582687127	0.0057055478072936	6.0487410149719e-05	0.000328524987307538	0.0780676642711364	76.506533251022	13.493466748978	95.8786652750457	-5.87866527504571	0.296448495558676	-0.0305234114784779	0.0711352365334093	0.306388007343549
8	0.0764877795270096	-0.00757657968821081	0.0185128854773154	0.00585038041697243	5.74045597718086e-05	0.000342726928696195	0.0790601790121957	76.3939537458146	13.6060462541854	95.6570410472665	-5.65704104726652	0.300187517766914	-0.0297353990903093	0.072656536410186	0.310283277127927
9	0.0774126105503043	-0.00743493113654713	0.0189684502625607	0.00599271227221308	5.5278201005198e-05	0.000359802105363239	0.0800486887998893	76.2320510441535	13.7679489558465	95.4860256274821	-5.48602562748208	0.303817152866186	-0.0291794785578773	0.0744444672784957	0.314162828884966
10	0.0783124272121448	-0.00734944809234221	0.0194820573213746	0.00613283625585748	5.40143872620325e-05	0.000379550557473326	0.0810333338854624	76.0299146574752	13.9700853425248	95.3613790359242	-5.36137903592419	0.307348615432279	-0.0288439878035409	0.0764601935689741	0.318027213051265
11	0.0791862193099165	-0.00731806324401785	0.020041985137118	0.00627045732859819	5.35540496434451e-05	0.000401681168236459	0.0820103197559801	75.7967419284847	14.2032580715153	95.2800415797519	-5.28004157975194	0.310777940776752	-0.0287208133595677	0.0786577124690659	0.321861537503846
12	0.0800292108892266	-0.0073400695870549	0.020635424973739	0.00640467459555231	5.38766215428083e-05	0.000425820763846811	0.0829721156831735	75.5413018026197	14.4586981973803	95.2403575303123	-5.24035753031229	0.314086384965567	-0.028807180482947	0.0809867542140463	0.325636246794244
13	0.0808382621481684	-0.007411270653816	0.0212490030583217	0.006534824627136	5.49269327041142e-05	0.000451520130972565	0.0839122856965098	75.2724954891719	14.7275045108281	95.238246843676	-5.23824684367604	0.317261625385276	-0.029086619520471	0.0833948314690804	0.32932608201142
14	0.0816136495577865	-0.00752341080269805	0.0218705220785092	0.00666078779414118	5.66017101061537e-05	0.000478319735986558	0.0848275264300091	74.9985520542676	15.0014479457324	95.2668256394019	-5.26682563940192	0.320304747087074	-0.0295267299948903	0.0858340740914804	0.332918078610711
15	0.0823584074088305	-0.00766526575199205	0.0224887937380991	0.00678290727091891	5.87562990486623e-05	0.000505745843794765	0.0857170310601244	74.7271341948345	15.2728658051655	95.3173173322514	-5.31731733225143	0.323227658590387	-0.0300834605651179	0.0882605719705616	0.33640907009468
16	0.0830726054940246	-0.00782817923869083	0.0230938848870159	0.00690105778356585	6.12803901930702e-05	0.000533327519174741	0.0865775126284745	74.4642610582465	15.5357389417535	95.3832554724864	-5.3832554724864	0.326030633807004	-0.0307228384564004	0.0906353410008473	0.339786156312694
17	0.0837525374131064	-0.00800654376785942	0.0236745973000382	0.00701448752313379	6.41047431066485e-05	0.000560486557318976	0.087401823914375	74.2158245575403	15.7841754424597	95.4607457811468	-5.46074578114677	0.328699126425064	-0.0314228562317874	0.0929144321037606	0.343021286948096
